,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma2,ma_v_2,ma3,ma_v_3,ma4,ma_v_4,ma5,ma_v_5,ma8,ma_v_8,ma10,ma_v_10,ma15,ma_v_15,ma20,ma_v_20
0,20190830,300731.SZ,24.0,24.13,22.35,22.35,23.91,-1.56,-6.5245,64793.56,149659.643,7.8801,0.9,23.13,61922.38,23.3767,60561.12,23.4575,62700.93,23.478,65517.124,23.8613,94527.4388,24.102,76707.524,22.8907,62762.612,22.389,64205.926
1,20190829,300731.SZ,23.52,24.23,23.31,23.91,23.87,0.04,0.1676,59051.2,140617.621,7.1817,0.67,23.89,58444.9,23.8267,62003.3867,23.76,65698.015,23.668,72361.29,24.35,87144.9987,24.037,73584.662,22.7673,62634.874,22.4495,68028.4435
2,20190828,300731.SZ,23.58,24.02,23.0,23.87,23.7,0.17,0.7173,57838.6,136171.394,7.0342,0.5,23.785,63479.48,23.71,67913.62,23.6075,75688.8125,23.782,88334.446,24.345,80403.81,23.619,70734.254,22.554,62436.9913,22.416,72675.1865
3,20190827,300731.SZ,23.7,23.97,23.26,23.7,23.56,0.14,0.5942,69120.36,163169.304,8.4063,0.68,23.63,72951.13,23.52,81638.8833,23.76,95958.4075,24.152,114907.23,24.0738,77369.6025,23.23,68157.911,22.3107,62274.2473,22.355,73111.116
4,20190826,300731.SZ,22.33,23.77,22.32,23.56,23.3,0.26,1.1159,76781.9,177799.205,9.3381,0.87,23.43,87898.145,23.78,104904.4233,24.265,126353.9475,24.664,102229.966,23.5775,72547.9475,22.878,64480.56,22.1367,63070.2107,22.1995,70566.3255
5,20190823,300731.SZ,23.88,24.36,23.21,23.3,24.48,-1.18,-4.8203,99014.39,234846.326,12.042,1.32,23.89,118965.685,24.5,142877.9633,24.94,108591.9825,24.726,87897.924,23.13,66959.6062,22.597,61385.356,22.026,63768.86,21.9575,67172.221
6,20190822,300731.SZ,25.2,25.69,23.75,24.48,25.72,-1.24,-4.8212,138916.98,344176.018,16.8949,2.61,25.1,164809.75,25.4867,111784.5133,25.0825,85118.8075,24.406,74808.034,22.74,58626.1637,22.317,57771.666,22.0433,66584.1613,21.7225,62939.0415
7,20190821,300731.SZ,28.6,28.6,25.58,25.72,26.26,-0.54,-2.0564,190702.52,515276.757,23.1929,8.91,25.99,98218.28,25.2833,67186.0833,24.3875,58780.7975,23.456,53134.062,22.2737,46990.2737,21.94,49488.264,21.9607,67455.4333,21.452,56811.215
8,20190820,300731.SZ,26.26,26.26,26.26,26.26,23.87,2.39,10.0126,5734.04,15057.589,0.6974,0.21,25.065,5427.865,23.9433,14806.89,22.89,18741.9475,22.308,21408.592,21.6212,31012.145,21.39,35957.756,21.756,59179.078,21.0895,47691.749
9,20190819,300731.SZ,23.87,23.87,23.87,23.87,21.7,2.17,10.0,5121.69,12225.474,0.6229,0.15,22.785,19343.315,21.7667,23077.9167,21.32,25327.23,21.092,26731.154,20.9275,37305.76,20.873,43490.333,21.378,60011.7787,20.6935,47750.807
10,20190816,300731.SZ,19.85,21.7,19.75,21.7,19.73,1.97,9.9848,33564.94,71429.727,4.0821,0.82,20.715,32056.03,20.47,32062.41,20.3975,32133.52,20.468,34872.788,20.4713,43590.2287,20.676,51704.328,21.0347,60263.6533,20.4225,48115.2915
11,20190815,300731.SZ,19.13,19.88,18.68,19.73,19.98,-0.25,-1.2513,30547.12,59277.163,3.7151,0.67,19.855,31311.145,19.9633,31656.38,20.16,35199.75,20.228,40735.298,20.395,49527.0875,20.862,62472.225,20.828,58982.7107,20.293,46839.8145
12,20190814,300731.SZ,20.68,20.7,19.9,19.98,20.18,-0.2,-0.9911,32075.17,65139.185,3.9009,0.64,20.08,32211.01,20.3033,36750.6267,20.3525,43282.3425,20.424,45842.466,20.6663,56616.4025,21.213,74616.119,20.784,58036.9327,20.258,45910.066
13,20190813,300731.SZ,20.37,20.69,20.1,20.18,20.75,-0.57,-2.747,32346.85,65692.826,3.934,0.54,20.465,39088.355,20.4767,47018.0667,20.535,49284.29,20.472,50506.92,21.1138,70262.495,21.48,78064.321,20.6833,56452.8013,20.232,45441.697
14,20190812,300731.SZ,20.0,20.8,19.7,20.75,20.5,0.25,1.2195,45829.86,92883.974,5.5738,0.67,20.625,54353.675,20.6533,54930.1033,20.545,55046.9375,20.654,60249.512,21.4963,85217.3963,21.521,76652.091,20.5607,54757.358,20.164,44269.2745
15,20190809,300731.SZ,20.7,20.7,19.16,20.5,20.71,-0.21,-1.014,62877.49,125434.023,7.6471,0.75,20.605,59480.225,20.4767,58119.2967,20.63,63854.425,20.884,68535.868,21.7338,87808.3125,21.318,72959.086,20.4073,52529.4593,20.0765,42487.0315
16,20190808,300731.SZ,20.19,20.74,19.83,20.71,20.22,0.49,2.4233,56082.96,114388.954,6.8207,0.54,20.465,55740.2,20.6733,64180.07,20.98,69950.4625,21.496,84209.152,21.745,82226.695,21.128,68106.417,20.3147,48874.6533,20.3615,39771.3635
17,20190807,300731.SZ,20.97,21.26,20.15,20.22,21.09,-0.87,-4.1252,55397.44,114362.608,6.7373,0.52,20.655,68228.625,21.07,74572.9633,21.6925,91240.7,22.002,103389.772,21.4963,76328.8013,20.964,64134.166,20.2027,45932.5993,20.655,37498.406
18,20190806,300731.SZ,21.11,21.4,19.89,21.09,21.9,-0.81,-3.6986,81059.81,168020.802,9.8584,0.87,21.495,84160.725,22.1833,103188.4533,22.4475,115387.855,22.488,105621.722,21.2938,71197.9713,20.789,59425.742,20.152,43753.2893,20.94,35151.105
19,20190805,300731.SZ,22.82,23.0,21.78,21.9,23.56,-1.66,-7.0458,87261.64,195548.664,10.6126,1.13,22.73,114252.775,22.9,126830.5367,22.8375,111762.2,22.388,93054.67,21.0413,63110.5513,20.514,52011.281,20.0007,38942.5287,21.1875,31352.0115
20,20190802,300731.SZ,20.93,24.5,20.93,23.56,23.24,0.32,1.3769,141243.91,312664.183,17.1779,2.72,23.4,146614.985,23.15,119929.0533,22.51,94502.9275,21.752,77382.304,20.6125,53241.9963,20.169,44526.255,19.8073,33804.086,21.3985,27514.5795
21,20190801,300731.SZ,22.65,24.92,22.0,23.24,22.65,0.59,2.6049,151986.06,356774.227,18.4843,6.11,22.945,109271.625,22.16,78922.6,21.3,61416.9025,20.76,52003.682,19.96,36450.9075,19.724,31207.404,19.9833,24958.7673,21.577,20856.4035
22,20190731,300731.SZ,21.7,22.65,21.63,22.65,20.59,2.06,10.0049,66557.19,149243.605,8.0946,5.03,21.62,42390.87,20.6533,31227.1833,20.14,27008.0875,19.926,24878.56,19.3613,19004.0725,19.303,17204.013,20.206,15534.6173,21.7715,13955.5005
23,20190730,300731.SZ,18.74,20.59,18.74,20.59,18.72,1.87,9.9893,18224.55,37409.586,2.2164,1.66,19.655,13562.18,19.3033,13825.0533,19.245,14458.9025,19.09,13229.762,18.9187,11691.3488,18.984,12819.073,20.424,11660.8993,22.022,11456.667
24,20190729,300731.SZ,18.61,18.79,18.58,18.72,18.6,0.12,0.6452,8899.81,16636.385,1.0824,0.76,18.66,11625.305,18.7967,13203.6867,18.715,11981.065,18.64,10967.892,18.7237,10907.2988,18.807,11886.458,20.7873,10784.4587,22.418,12073.381
25,20190726,300731.SZ,19.07,19.07,18.48,18.6,19.07,-0.47,-2.4646,14350.8,26800.074,1.7453,1.38,18.835,15355.625,18.7133,13008.15,18.62,11484.9125,18.586,11670.206,18.8163,12633.2963,18.835,12014.977,21.2807,10892.0047,22.8295,12321.705
26,20190725,300731.SZ,18.75,19.28,18.49,19.07,18.47,0.6,3.2485,16360.45,30991.747,1.9897,1.72,18.77,12336.825,18.6267,10529.6167,18.5825,11000.0575,18.688,10411.126,18.8438,11951.7463,19.595,11436.31,21.8493,10473.9773,23.2005,12148.861
27,20190724,300731.SZ,18.38,18.63,18.21,18.47,18.34,0.13,0.7088,8313.2,15371.366,1.011,0.67,18.405,7614.2,18.42,9213.26,18.5925,8923.795,18.68,9529.466,18.835,11179.815,20.346,10862.646,22.3867,10314.4807,23.597,11966.7375
28,20190723,300731.SZ,18.42,18.42,18.06,18.34,18.45,-0.11,-0.5962,6915.2,12600.097,0.841,0.54,18.395,9663.29,18.6333,9127.3267,18.7325,9833.5325,18.878,12408.384,19.8012,11211.1813,21.091,10876.468,22.9993,10865.6353,24.044,12209.696
29,20190722,300731.SZ,19.2,19.33,17.84,18.45,19.11,-0.66,-3.4537,12411.38,22798.323,1.5095,1.0,18.78,10233.39,18.8633,10806.31,19.0125,13781.68,18.974,12805.024,20.8313,11674.7575,21.861,10692.742,23.6773,12441.8773,24.4795,12292.0165
30,20190719,300731.SZ,19.2,19.42,19.01,19.11,19.03,0.08,0.4204,8055.4,15492.862,0.9797,0.65,19.07,10003.775,19.2,14238.4467,19.105,12903.435,19.084,12359.748,21.765,11179.7625,22.628,10502.904,24.244,12538.8713,24.9095,12425.858
31,20190718,300731.SZ,19.1,19.39,18.86,19.03,19.46,-0.43,-2.2097,11952.15,22796.306,1.4536,0.98,19.245,17329.97,19.1033,14519.4467,19.0775,13435.835,20.502,12461.494,22.6313,10807.58,23.43,10505.403,24.7047,12728.106,25.314,13199.7805
32,20190717,300731.SZ,18.72,19.46,18.49,19.46,18.82,0.64,3.4006,22707.79,43334.833,2.7617,2.43,19.14,15803.095,19.0933,13930.3967,20.87,12588.83,22.012,12195.826,23.5175,10627.6863,24.24,10706.988,25.236,12779.1613,25.6875,13321.714
33,20190716,300731.SZ,18.83,18.95,18.59,18.82,19.0,-0.18,-0.9474,8898.4,16646.058,1.0822,1.04,18.91,9541.7,21.34,9215.8433,22.65,9567.835,23.304,9344.552,24.4763,8799.2613,25.06,10094.261,25.766,12143.4667,26.019,12797.0865
34,20190715,300731.SZ,18.65,19.1,18.03,19.0,18.64,0.36,1.9313,10185.0,19098.116,1.2387,1.18,22.6,9374.565,23.9267,9790.98,24.425,9456.09,24.748,8580.46,25.515,9432.9613,26.029,12260.304,26.3147,12121.014,26.3725,12805.1665
