,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma2,ma_v_2,ma3,ma_v_3,ma4,ma_v_4,ma5,ma_v_5,ma8,ma_v_8,ma10,ma_v_10,ma15,ma_v_15,ma20,ma_v_20
0,20190830,300787.SZ,55.39,57.02,53.86,55.7,56.0,-0.3,-0.5357,59069.98,326123.172,27.8369,0.96,55.85,68144.535,57.45,66235.14,58.165,70311.5525,59.084,73302.366,60.7713,46144.5825,58.619,37007.037,,,,
1,20190829,300787.SZ,59.7,60.24,55.81,56.0,60.65,-4.65,-7.6669,77219.09,445871.941,36.3898,1.67,58.325,69817.72,58.9867,74058.7433,59.93,76860.4625,61.89,61619.142,60.3575,38849.9238,57.379,31115.595,,,,
2,20190828,300787.SZ,59.0,61.56,58.8,60.65,60.31,0.34,0.5638,62416.35,376274.69,29.4139,1.83,60.48,72478.57,61.24,76740.92,63.3625,57719.155,63.368,46344.816,59.3113,29222.6625,55.715,23432.314,,,,
3,20190827,300787.SZ,59.99,61.12,58.68,60.31,62.76,-2.45,-3.9038,82540.79,494487.883,38.8976,4.66,61.535,83903.205,64.2667,56153.4233,64.0475,42326.9325,62.764,34090.248,57.1425,21440.0638,,,,,,
4,20190826,300787.SZ,64.0,66.08,62.76,62.76,69.73,-6.97,-9.9957,85265.62,542934.452,40.1817,119.8,66.245,42959.74,65.2933,28922.3133,63.3775,21977.6125,61.18,17724.632,54.5238,11170.75,,,,,,
5,20190823,300787.SZ,69.73,69.73,69.73,69.73,63.39,6.34,10.0016,653.86,4559.365,0.3081,1.07,66.56,750.66,63.5833,881.61,60.785,839.385,58.154,711.708,,,,,,,,
6,20190822,300787.SZ,63.39,63.39,63.39,63.39,57.63,5.76,9.9948,847.46,5372.048,0.3994,1.63,60.51,995.485,57.8033,901.2267,55.26,726.17,52.868,612.048,,,,,,,,
7,20190821,300787.SZ,57.63,57.63,57.63,57.63,52.39,5.24,10.0019,1143.51,6590.048,0.5389,,55.01,928.11,52.55,685.74,50.2375,553.195,48.062,519.812,,,,,,,,
8,20190820,300787.SZ,52.39,52.39,52.39,52.39,47.63,4.76,9.9937,712.71,3733.887,0.3359,,50.01,456.855,47.7733,356.4233,45.67,363.8875,,,,,,,,,,
9,20190819,300787.SZ,47.63,47.63,47.63,47.63,43.3,4.33,10.0,201.0,957.363,0.0947,,45.465,178.28,43.43,247.6133,,,,,,,,,,,,
10,20190816,300787.SZ,43.3,43.3,43.3,43.3,39.36,3.94,10.0102,155.56,673.574,0.0733,,41.33,270.92,,,,,,,,,,,,,,
11,20190815,300787.SZ,36.08,39.36,36.08,39.36,27.33,12.03,44.0176,386.28,1518.758,0.182,,,,,,,,,,,,,,,,,
