,id,concept_name,ts_code,name
0,TS40,阿里巴巴概念股,300324.SZ,旋极信息
1,TS83,华为产业链,300324.SZ,旋极信息
2,TS97,大飞机,300324.SZ,旋极信息
3,TS99,通用航空,300324.SZ,旋极信息
4,TS127,军工,300324.SZ,旋极信息
5,TS130,军民融合,300324.SZ,旋极信息
6,TS142,物联网,300324.SZ,旋极信息
7,TS202,北斗导航,300324.SZ,旋极信息
8,TS204,网络安全,300324.SZ,旋极信息
9,TS209,海南自由贸易港,300324.SZ,旋极信息
10,TS227,互联网金融,300324.SZ,旋极信息
11,TS239,大数据,300324.SZ,旋极信息
12,TS252,自贸区,300324.SZ,旋极信息
13,TS266,半导体,300324.SZ,旋极信息
14,TS269,智慧城市,300324.SZ,旋极信息
15,TS280,自由贸易港,300324.SZ,旋极信息
16,TS295,国产芯片,300324.SZ,旋极信息
17,TS305,电子发票,300324.SZ,旋极信息
18,TS315,独角兽,300324.SZ,旋极信息
