,id,concept_name,ts_code,name
0,TS97,大飞机,300367.SZ,东方网力
1,TS133,无人机,300367.SZ,东方网力
2,TS175,工业自动化,300367.SZ,东方网力
3,TS221,智能制造,300367.SZ,东方网力
4,TS227,互联网金融,300367.SZ,东方网力
5,TS239,大数据,300367.SZ,东方网力
6,TS246,云计算,300367.SZ,东方网力
7,TS254,人工智能,300367.SZ,东方网力
8,TS269,智慧城市,300367.SZ,东方网力
9,TS277,国产软件,300367.SZ,东方网力
10,TS282,股权转让,300367.SZ,东方网力
11,TS308,高铁轨交,300367.SZ,东方网力
12,TS310,机器视觉,300367.SZ,东方网力
13,TS311,国资入股,300367.SZ,东方网力
14,TS313,智慧安防,300367.SZ,东方网力
15,TS315,独角兽,300367.SZ,东方网力
16,TS344,人脸识别,300367.SZ,东方网力
