,id,concept_name,ts_code,name
0,TS40,阿里巴巴概念股,600410.SH,华胜天成
1,TS77,国家队重仓,600410.SH,华胜天成
2,TS83,华为产业链,600410.SH,华胜天成
3,TS98,回购,600410.SH,华胜天成
4,TS111,业绩预增,600410.SH,华胜天成
5,TS127,军工,600410.SH,华胜天成
6,TS130,军民融合,600410.SH,华胜天成
7,TS142,物联网,600410.SH,华胜天成
8,TS161,智慧物流,600410.SH,华胜天成
9,TS204,网络安全,600410.SH,华胜天成
10,TS221,智能制造,600410.SH,华胜天成
11,TS239,大数据,600410.SH,华胜天成
12,TS246,云计算,600410.SH,华胜天成
13,TS254,人工智能,600410.SH,华胜天成
14,TS264,工业互联网,600410.SH,华胜天成
15,TS269,智慧城市,600410.SH,华胜天成
16,TS277,国产软件,600410.SH,华胜天成
17,TS295,国产芯片,600410.SH,华胜天成
18,TS351,科创板概念股,600410.SH,华胜天成
19,TS356,透明工厂,600410.SH,华胜天成
