,id,concept_name,ts_code,name
0,TS25,MSCI,002230.SZ,科大讯飞
1,TS74,教育,002230.SZ,科大讯飞
2,TS83,华为产业链,002230.SZ,科大讯飞
3,TS84,蔚来汽车概念股,002230.SZ,科大讯飞
4,TS98,回购,002230.SZ,科大讯飞
5,TS142,物联网,002230.SZ,科大讯飞
6,TS151,脑科学,002230.SZ,科大讯飞
7,TS153,无人驾驶,002230.SZ,科大讯飞
8,TS221,智能制造,002230.SZ,科大讯飞
9,TS239,大数据,002230.SZ,科大讯飞
10,TS246,云计算,002230.SZ,科大讯飞
11,TS254,人工智能,002230.SZ,科大讯飞
12,TS269,智慧城市,002230.SZ,科大讯飞
13,TS277,国产软件,002230.SZ,科大讯飞
14,TS278,智能音箱,002230.SZ,科大讯飞
15,TS294,高校系,002230.SZ,科大讯飞
16,TS295,国产芯片,002230.SZ,科大讯飞
17,TS315,独角兽,002230.SZ,科大讯飞
18,TS317,机器人,002230.SZ,科大讯飞
