,id,concept_name,ts_code,name
0,TS35,油服,300370.SZ,安控科技
1,TS47,油气改革,300370.SZ,安控科技
2,TS129,天然气,300370.SZ,安控科技
3,TS136,兜底式增持,300370.SZ,安控科技
4,TS142,物联网,300370.SZ,安控科技
5,TS175,工业自动化,300370.SZ,安控科技
6,TS209,海南自由贸易港,300370.SZ,安控科技
7,TS221,智能制造,300370.SZ,安控科技
8,TS241,低价股,300370.SZ,安控科技
9,TS252,自贸区,300370.SZ,安控科技
10,TS264,工业互联网,300370.SZ,安控科技
11,TS269,智慧城市,300370.SZ,安控科技
12,TS280,自由贸易港,300370.SZ,安控科技
13,TS295,国产芯片,300370.SZ,安控科技
14,TS313,智慧安防,300370.SZ,安控科技
15,TS317,机器人,300370.SZ,安控科技
16,TS352,创投,300370.SZ,安控科技
17,TS356,透明工厂,300370.SZ,安控科技
