,代码,名称,行业,质押比例(%),质押股数(万股),质押市值(亿元),质押笔数,无限售股质押数(股),限售股质押数(股),近年来涨跌幅(%),日期
0,600886,国投电力,电力行业,0,12.82,118.7132,10,12.82,0,31.61791507,2019-09-12T00:00:00
1,600884,杉杉股份,电子元件,0,2.76,31.5192,12,2.76,0,-24.97756594,2019-09-12T00:00:00
2,600887,伊利股份,食品饮料,8.09,49340.95,1467893.2625,107,49340.95,0,32.63439986,2019-09-12T00:00:00
3,600882,妙可蓝多,食品饮料,18.66,7638.87,116874.711,3,7638.87,0,88.88888759,2019-09-12T00:00:00
4,600879,航天电子,航天航空,0,1.98,13.2066,11,1.98,0,-0.74404762,2019-09-12T00:00:00
5,600881,亚泰集团,水泥建材,13.8,44828.45,142554.471,11,42275.26,2553.19,-9.14285714,2019-09-12T00:00:00
6,600880,博瑞传播,文化传媒,0,1.85,7.067,5,1.85,0,4.3715847,2019-09-12T00:00:00
7,600876,洛阳玻璃,玻璃陶瓷,18.58,5755.79,63601.4795,3,5755.79,0,-17.4757282,2019-09-12T00:00:00
8,600874,创业环保,公用事业,0,1.59,12.1953,14,1.59,0,-3.71349319,2019-09-12T00:00:00
9,600870,ST厦华,电子信息,39.19,20505.09,77099.1384,14,20505.09,0,57.98319285,2019-09-12T00:00:00
10,600869,智慧能源,输配电气,52.55,116628.83,574980.1319,32,116628.83,0,9.55555556,2019-09-12T00:00:00
11,600873,梅花生物,食品饮料,18.8,58366.03,266149.0968,15,58366.03,0,24.19912943,2019-09-12T00:00:00
12,600872,中炬高新,食品饮料,24.63,19622,781544.26,5,19622,0,36.82010562,2019-09-12T00:00:00
13,600864,哈投股份,券商信托,0.5,1034,7858.4,2,1034,0,86.73218672,2019-09-12T00:00:00
14,600865,百大集团,商业百货,0.01,3.02,18.3616,32,3.02,0,0.90239393,2019-09-12T00:00:00
15,600867,通化东宝,医药制造,37.74,76755.11,1420737.0861,91,76755.11,0,8.89275265,2019-09-12T00:00:00
16,600868,梅雁吉祥,电力行业,0,0.06,0.2184,6,0.06,0,23.80952381,2019-09-12T00:00:00
17,600866,星湖科技,食品饮料,11.27,8328,41390.16,20,8328,0,26.14213199,2019-09-12T00:00:00
18,600858,银座股份,商业百货,0.01,6.3,31.5,2,6.3,0,-2.47696325,2019-09-12T00:00:00
19,600862,中航高科,航天航空,0,0.3,3.243,2,0.3,0,83.42844864,2019-09-12T00:00:00
20,600859,王府井,商业百货,11.25,8732.59,132910.0198,1,8732.59,0,5.19454258,2019-09-12T00:00:00
21,600860,京城股份,机械行业,0.17,55.72,348.8072,1,55.72,0,29.87551869,2019-09-12T00:00:00
22,600863,内蒙华电,电力行业,20.06,116514.75,374012.3475,6,116514.75,0,49.18489922,2019-09-12T00:00:00
23,600853,龙建股份,工程建设,13.89,11635.35,39443.8365,2,11635.35,0,20.81848376,2019-09-12T00:00:00
24,600850,华东电脑,电子信息,0,0.16,4.4384,3,0.16,0,41.21708559,2019-09-12T00:00:00
25,600848,上海临港,房地产,0.77,1391.12,38325.356,5,391.12,1000,27.5832617,2019-09-12T00:00:00
26,600856,ST中天,石油行业,25.45,34778.17,91118.8054,24,32578.17,2200,-40.72398284,2019-09-12T00:00:00
27,600851,海欣股份,医药制造,0.02,17.39,120.3388,6,17.39,0,-14.31870392,2019-09-12T00:00:00
28,600846,同济科技,工程建设,0,0.36,3.0852,4,0.36,0,21.21485262,2019-09-12T00:00:00
29,600843,上工申贝,机械行业,19.96,6080.74,49436.4162,4,6080.74,0,5.31088081,2019-09-12T00:00:00
30,600839,四川长虹,家电行业,0,16.64,49.088,11,16.64,0,10.90538265,2019-09-12T00:00:00
31,600847,万里股份,材料行业,6.57,1007.22,11895.2682,1,1007.22,0,9.35185181,2019-09-12T00:00:00
32,600844,丹化科技,化工行业,25.34,20849.33,90277.5989,11,20849.33,0,-19.21641794,2019-09-12T00:00:00
33,600836,界龙实业,包装材料,27.23,18046.87,74714.0418,8,18046.87,0,9.8143236,2019-09-12T00:00:00
34,600833,第一医药,医药制造,0.03,5.91,59.3955,4,5.91,0,13.37086877,2019-09-12T00:00:00
35,600837,海通证券,券商信托,0,8.01,132.4854,43,8.01,0,100.46304254,2019-09-12T00:00:00
36,600834,申通地铁,交运物流,0,0.13,0.936,1,0.13,0,8.07109398,2019-09-12T00:00:00
37,600829,人民同泰,医疗行业,4.39,2542.83,19071.225,1,2542.83,0,7.7586207,2019-09-12T00:00:00
38,600828,茂业商业,商业百货,69.18,119821.77,590721.3261,64,18860.5,100961.27,4.40598749,2019-09-12T00:00:00
39,600827,百联股份,商业百货,0,0.85,7.786,7,0.85,0,8.37106356,2019-09-12T00:00:00
40,600825,新华传媒,文化传媒,0.03,32.34,154.5852,17,32.34,0,18.84073966,2019-09-12T00:00:00
41,600826,兰生股份,国际贸易,0,0.26,3.0394,2,0.26,0,-18.95683124,2019-09-12T00:00:00
42,600824,益民集团,商业百货,0,4.22,15.4452,6,4.22,0,9.22835883,2019-09-12T00:00:00
43,600820,隧道股份,工程建设,0,7.95,49.608,30,7.95,0,10.62985349,2019-09-12T00:00:00
44,600819,耀皮玻璃,玻璃陶瓷,0,0.4,1.884,2,0.4,0,19.32163783,2019-09-12T00:00:00
45,600818,中路股份,文教休闲,33.69,8016.99,95722.8606,31,8016.99,0,3.62076876,2019-09-12T00:00:00
46,600821,津劝业,商业百货,5,2081.34,12238.2792,1,2081.34,0,19.99999998,2019-09-12T00:00:00
47,600823,世茂股份,房地产,15.62,58589.67,251935.581,4,58589.67,0,7.70815728,2019-09-12T00:00:00
48,600810,神马股份,化纤行业,24.64,14164.8,117567.84,1,14164.8,0,-27.16825242,2019-09-12T00:00:00
49,600812,华北制药,医药制造,0,0.68,5.6236,1,0.68,0,81.44910994,2019-09-12T00:00:00
50,600811,东方集团,综合行业,30.63,113762.4,403856.52,12,113762.4,0,-6.82414697,2019-09-12T00:00:00
51,600816,安信信托,券商信托,31.99,174959.96,943034.1844,23,145501.77,29458.19,7.15705766,2019-09-12T00:00:00
52,600817,ST宏盛,多元金融,5.04,811.2,6124.56,2,811.2,0,14.56752655,2019-09-12T00:00:00
53,600805,悦达投资,综合行业,11.28,9600,53952,1,9600,0,10.19607843,2019-09-12T00:00:00
54,300474,景嘉微,电子信息,21.54,6492.3,332925.144,20,6492.3,0,2.80663515,2019-09-12T00:00:00
55,300478,杭州高新,塑胶制品,43.51,5511.79,77991.8285,11,5511.79,0,-18.48298294,2019-09-12T00:00:00
56,300477,合纵科技,输配电气,38.73,22547.05,236744.025,58,21066.45,1480.6,1.10216054,2019-09-12T00:00:00
57,300476,胜宏科技,电子元件,16.63,12958.34,199040.1024,10,12958.34,0,5.58157447,2019-09-12T00:00:00
58,300475,聚隆科技,家电行业,9.43,1885.46,35635.194,2,1885.46,0,124.32972884,2019-09-12T00:00:00
59,300469,信息发展,软件服务,23.73,4868.73,81794.664,8,4868.73,0,50.74201132,2019-09-12T00:00:00
60,300483,沃施股份,木业家具,6.75,688.21,28485.0119,5,371.21,317,84.03734992,2019-09-12T00:00:00
61,300482,万孚生物,医药制造,5.48,1880.3,85760.483,4,1880.3,0,37.05746634,2019-09-12T00:00:00
62,300480,光力科技,专用设备,20.69,3968,76225.28,6,3968,0,71.79300411,2019-09-12T00:00:00
63,300473,德尔股份,汽车行业,44.01,4628.28,145837.1028,16,4628.28,0,-1.05640299,2019-09-12T00:00:00
64,300471,厚普股份,机械行业,31.81,11600,117624,4,11600,0,38.90410958,2019-09-12T00:00:00
65,300472,新元科技,交运设备,16.56,3458.95,48494.479,13,2522.44,936.51,43.7169847,2019-09-12T00:00:00
66,300470,日机密封,机械行业,8.71,1713.4,49243.116,3,1713.4,0,10.50057997,2019-09-12T00:00:00
67,300467,迅游科技,软件服务,26.45,5907.86,102973.9998,65,5820.98,86.88,-27.67634855,2019-09-12T00:00:00
68,300466,赛摩电气,仪器仪表,44.7,24084.96,151735.248,19,23234.63,850.33,-5.12048194,2019-09-12T00:00:00
69,300468,四方精创,软件服务,0.01,2.69,60.7402,11,2.69,0,51.07248047,2019-09-12T00:00:00
70,300465,高伟达,软件服务,3.58,1600,13888,1,1600,0,14.97667319,2019-09-12T00:00:00
71,300464,星徽精密,金属制品,32.62,10374.15,97205.7855,16,8734,1640.15,33.09659093,2019-09-12T00:00:00
72,300461,田中精机,电子元件,24.48,3049.9,59961.034,6,3049.9,0,-17.01139744,2019-09-12T00:00:00
73,300459,金科文化,文化传媒,62.29,220734.79,595983.933,61,156760.76,63974.03,-35.16107423,2019-09-12T00:00:00
74,300460,惠伦晶体,电子元件,30.22,5086,51419.46,7,5086,0,6.75818329,2019-09-12T00:00:00
75,300463,迈克生物,医疗行业,16.27,9076.33,225546.8005,11,9076.33,0,8.8078702,2019-09-12T00:00:00
76,300457,赢合科技,电子元件,14.43,5425.95,135323.193,9,1985.95,3440,-2.73001974,2019-09-12T00:00:00
77,300456,耐威科技,航天航空,40.05,25708.7,411339.2,29,25708.7,0,9.51334177,2019-09-12T00:00:00
78,300455,康拓红外,电子信息,1.83,933.06,8705.4498,6,933.06,0,29.3319916,2019-09-12T00:00:00
79,300454,深信服,软件服务,1.07,430,49299.5,1,0,430,24.38379311,2019-09-12T00:00:00
80,300453,三鑫医疗,医疗行业,8.07,2120,16027.2,3,2120,0,28.37679558,2019-09-12T00:00:00
81,300451,创业慧康,软件服务,22.25,16205.36,277921.924,9,16205.36,0,48.64863401,2019-09-12T00:00:00
82,300450,先导智能,专用设备,14.13,12457.46,426045.132,30,12457.46,0,46.84644296,2019-09-12T00:00:00
83,300449,汉邦高科,安防设备,22.93,6985.75,67901.49,25,6985.75,0,4.1339277,2019-09-12T00:00:00
84,300448,浩云科技,软件服务,20.27,14042.47,111778.0612,13,14042.47,0,48.60197652,2019-09-12T00:00:00
85,300447,全信股份,输配电气,10.91,3177.3,41273.127,5,3177.3,0,5.69568744,2019-09-12T00:00:00
86,300446,乐凯新材,电子信息,0,0.86,14.018,5,0.86,0,62.46727993,2019-09-12T00:00:00
87,300443,金雷股份,机械行业,14.32,3409.7,59328.78,30,3409.7,0,108.15265634,2019-09-12T00:00:00
88,300442,普丽盛,机械行业,28.13,2813.04,42730.0776,11,187.04,2626,0.66269068,2019-09-12T00:00:00
89,300445,康斯特,仪器仪表,13.71,2248,33315.36,4,2248,0,19.55884146,2019-09-12T00:00:00
90,300444,双杰电气,输配电气,26.33,15422.54,102559.891,49,15422.54,0,-9.86567697,2019-09-12T00:00:00
91,300441,鲍斯股份,机械行业,31.84,21059.32,177319.4744,19,1210.32,19849,9.44402106,2019-09-12T00:00:00
92,300440,运达科技,电子信息,25.3,11332.28,85558.714,8,11332.28,0,27.78184224,2019-09-12T00:00:00
93,300439,美康生物,医疗行业,27.68,9580.46,143419.4862,15,9580.46,0,-0.75898974,2019-09-12T00:00:00
94,300438,鹏辉能源,电子元件,19.9,5595.31,101387.0172,129,5595.31,0,15.55403789,2019-09-12T00:00:00
95,300437,清水源,公用事业,20.26,4423.26,51442.5138,6,4423.26,0,-16.99133527,2019-09-12T00:00:00
96,300436,广生堂,医药制造,14.31,2003.12,80865.9544,10,2003.12,0,65.38303821,2019-09-12T00:00:00
97,300432,富临精工,汽车行业,44.52,22142.42,143704.3058,32,17286.58,4855.84,-11.0958916,2019-09-12T00:00:00
98,300435,中泰股份,机械行业,28.06,7000,92190,1,0,7000,35.05313106,2019-09-12T00:00:00
99,300434,金石东方,机械行业,2.03,815.69,6704.9718,2,0.14,815.55,-25.20921814,2019-09-12T00:00:00
100,300433,蓝思科技,材料行业,2.78,10928.96,109289.6,50,10928.96,0,-5.02410185,2019-09-12T00:00:00
101,300431,暴风集团,文化传媒,20.53,6763.63,35441.4212,37,1040,5723.63,-56.69421449,2019-09-12T00:00:00
102,300430,诚益通,机械行业,18.12,4928.4,44010.612,17,4928.4,0,7.85024361,2019-09-12T00:00:00
103,300429,强力新材,化工行业,16.65,8581,119361.71,6,8581,0,10.69788331,2019-09-12T00:00:00
104,300428,四通新材,有色金属,21.51,12439.72,175524.4492,30,12238.72,201,39.51515337,2019-09-12T00:00:00
105,300427,红相股份,输配电气,29.71,10646.56,160656.5904,10,10646.56,0,28.62856929,2019-09-12T00:00:00
106,300426,唐德影视,文化传媒,48.07,19892.48,136263.488,40,11813.65,8078.83,-15.11771877,2019-09-12T00:00:00
107,002829,星网宇达,电子信息,26.87,4222.55,94162.865,48,118.1,4104.45,8.14742969,2019-09-12T00:00:00
108,002828,贝肯能源,石油行业,16.6,3372.87,42262.0611,18,484.65,2888.22,-14.66962509,2019-09-12T00:00:00
109,002827,高争民爆,化工行业,0.02,5.3,59.095,11,5.3,0,26.20566242,2019-09-12T00:00:00
110,002825,纳尔股份,塑胶制品,6.47,932.37,15440.0472,4,1.23,931.14,19.03081262,2019-09-12T00:00:00
111,002821,凯莱英,医疗行业,0.49,113.74,12318.042,20,113.74,0,57.44527205,2019-09-12T00:00:00
112,002820,桂发祥,食品饮料,0,0.34,4.2092,4,0.34,0,5.08268685,2019-09-12T00:00:00
113,002824,和胜股份,有色金属,8.65,1588,18023.8,3,133,1455,11.69769913,2019-09-12T00:00:00
114,002822,中装建设,装修装饰,41.91,25144.37,215990.1383,24,2679.25,22465.12,60.66128408,2019-09-12T00:00:00
115,002823,凯中精密,专用设备,38.1,11025.71,112241.7278,33,3.1,11022.61,-6.58653325,2019-09-12T00:00:00
116,002816,和科达,专用设备,1.09,109,2169.1,6,109,0,46.94363348,2019-09-12T00:00:00
117,002818,富森美,商业百货,0,3.28,41.7544,12,3.28,0,-7.2623709,2019-09-12T00:00:00
118,002817,黄山胶囊,医药制造,32.46,2813.47,54412.5098,11,8.47,2805,6.99184244,2019-09-12T00:00:00
119,002815,崇达技术,电子元件,2.94,2540.26,54666.3952,22,1790.26,750,25.78158505,2019-09-12T00:00:00
120,002819,东方中科,仪器仪表,6.61,1040,23316.8,4,1040,0,13.89642043,2019-09-12T00:00:00
121,002813,路畅科技,通讯行业,42.08,5049,147329.82,13,0,5049,21.80646252,2019-09-12T00:00:00
122,002812,恩捷股份,包装材料,9.77,7865.12,249796.2112,9,1191.02,6674.1,36.92833624,2019-09-12T00:00:00
123,002811,亚泰国际,装修装饰,31.3,5634.47,83953.603,26,5634.47,0,3.3277308,2019-09-12T00:00:00
124,002810,山东赫达,化工行业,16.12,3070.72,44279.7824,5,3070.72,0,56.00865935,2019-09-12T00:00:00
125,002809,红墙股份,化工行业,6,719.53,12181.6429,8,719.53,0,-3.38594148,2019-09-12T00:00:00
126,002805,丰元股份,化工行业,23.22,3375,41647.5,10,3375,0,7.77958081,2019-09-12T00:00:00
127,002803,吉宏股份,造纸印刷,24.66,5488.6,128103.924,9,4403.46,1085.14,38.93050515,2019-09-12T00:00:00
128,002807,江阴银行,银行,29.78,64684.62,293668.1748,101,64678.62,6,1.47229882,2019-09-12T00:00:00
129,002806,华锋股份,电子元件,5.91,1041.72,16782.1092,8,101,940.72,-28.55918163,2019-09-12T00:00:00
130,002802,洪汇新材,化工行业,26.77,2900.97,61993.7289,17,2900.97,0,-1.57059374,2019-09-12T00:00:00
131,002801,微光股份,机械行业,0.01,0.64,22.5216,12,0.64,0,70.76025455,2019-09-12T00:00:00
132,002800,天顺股份,交运物流,16.57,1237.37,29387.5375,3,1237.37,0,16.65589729,2019-09-12T00:00:00
133,002797,第一创业,券商信托,21.27,74495.76,517000.5744,134,74495.76,0,39.29411641,2019-09-12T00:00:00
134,002799,环球印务,造纸印刷,0,0.41,5.9614,3,0.41,0,17.79871091,2019-09-12T00:00:00
135,002798,帝欧家居,木业家具,30.32,11670.8,221628.492,25,11670.8,0,12.90822648,2019-09-12T00:00:00
136,002796,世嘉科技,金属制品,10.38,1747.68,75761.928,8,1747.68,0,181.90348405,2019-09-12T00:00:00
137,002791,坚朗五金,金属制品,0.69,223.27,4489.9597,9,223.27,0,88.87993164,2019-09-12T00:00:00
138,002795,永和智控,机械行业,48,9599,133042.14,10,9599,0,-5.75595176,2019-09-12T00:00:00
139,002792,通宇通讯,通讯行业,12.79,4320.03,121133.6412,4,4320.03,0,41.32206386,2019-09-12T00:00:00
140,002793,东音股份,机械行业,35.69,7523.79,161836.7229,8,7523.79,0,81.950521,2019-09-12T00:00:00
141,002790,瑞尔特,塑胶制品,2.86,1171.2,7858.752,3,1171.2,0,16.928839,2019-09-12T00:00:00
142,002789,建艺集团,装修装饰,31.33,4324.31,75459.2095,34,4324.31,0,15.35319296,2019-09-12T00:00:00
143,002787,华源控股,包装材料,27.46,8541.74,59108.8408,10,8541.74,0,-9.524277,2019-09-12T00:00:00
144,002786,银宝山新,机械行业,7.65,2915.11,22067.3827,6,2915.11,0,26.72544193,2019-09-12T00:00:00
145,002788,鹭燕医药,医疗行业,20.92,6836.91,59002.5333,12,6836.91,0,8.29829145,2019-09-12T00:00:00
146,002785,万里石,水泥建材,45.18,9035.58,103005.612,17,9035.58,0,42.46441912,2019-09-12T00:00:00
147,002780,三夫户外,商业百货,31.31,4557.27,82714.4505,25,4557.27,0,84.88454568,2019-09-12T00:00:00
148,002781,奇信股份,工程建设,44.33,9974.24,183226.7888,15,9974.24,0,22.78892638,2019-09-12T00:00:00
149,002783,凯龙股份,化工行业,9.76,3613.51,48854.6552,15,3613.51,0,85.86546875,2019-09-12T00:00:00
150,002782,可立克,电子元件,22.32,9506.41,106661.9202,13,9506.41,0,-7.97002458,2019-09-12T00:00:00
151,002779,中坚科技,机械行业,40.28,5317.29,91032.0048,12,5317.29,0,-3.69816869,2019-09-12T00:00:00
152,002778,高科石化,石油行业,16.95,1510.64,27010.2432,14,1510.64,0,4.17051011,2019-09-12T00:00:00
153,002776,柏堡龙,纺织服装,45.98,24735.14,221626.8544,101,24735.14,0,3.97077653,2019-09-12T00:00:00
154,002777,久远银海,电子信息,2.22,497.6,16007.792,6,497.6,0,59.40220555,2019-09-12T00:00:00
155,002775,文科园林,园林工程,47.63,24422.84,155085.034,42,24422.84,0,-7.38150066,2019-09-12T00:00:00
156,002774,快意电梯,机械行业,34.03,11618,100263.34,3,0,11618,-18.11811322,2019-09-12T00:00:00
157,002773,康弘药业,医药制造,0.49,432.25,14964.495,17,432.25,0,12.03986551,2019-09-12T00:00:00
158,002771,真视通,软件服务,14.1,2958.7,40800.473,6,2958.7,0,31.08890607,2019-09-12T00:00:00
159,000150,宜华健康,医疗行业,48.37,42453.63,257268.9978,25,35283.95,7169.68,-46.7633772,2019-09-12T00:00:00
160,000155,川能动力,化肥行业,11.31,14369.93,59778.9088,33,14369.93,0,-8.97155339,2019-09-12T00:00:00
161,000153,丰原药业,医药制造,0.02,6.12,39.78,2,6.12,0,9.04246336,2019-09-12T00:00:00
162,000090,天健集团,工程建设,0,1.45,8.0185,1,1.45,0,30.80218442,2019-09-12T00:00:00
163,000088,盐田港,港口水运,0,0.59,3.6521,1,0.59,0,16.11729333,2019-09-12T00:00:00
164,000099,中信海直,民航机场,0.11,64.66,517.28,1,64.66,0,33.26682591,2019-09-12T00:00:00
165,000078,海王生物,医药制造,43.96,121431.89,438369.1229,10,121431.89,0,-6.42403852,2019-09-12T00:00:00
166,000068,华控赛格,环保工程,26.43,26610.3,125068.41,2,26610.3,0,65.49295786,2019-09-12T00:00:00
167,000096,广聚能源,石油行业,0,0.48,5.2176,2,0.48,0,7.10991754,2019-09-12T00:00:00
168,000066,中国长城,电子信息,0.02,54.86,696.722,40,54.86,0,99.15449123,2019-09-12T00:00:00
169,000070,特发信息,通讯行业,0.44,354.2,4760.448,4,3.8,350.4,126.12338437,2019-09-12T00:00:00
170,000065,北方国际,工程建设,0.5,384.05,3679.199,31,4,380.05,19.33353268,2019-09-12T00:00:00
171,000069,华侨城A,房地产,1.46,11968.12,87008.2324,32,11968.12,0,28.18232529,2019-09-12T00:00:00
172,000056,皇庭国际,房地产,52.77,49144.14,266852.6802,39,49144.14,0,-54.18588757,2019-09-12T00:00:00
173,000063,中兴通讯,通讯行业,2.84,9866.81,352639.7894,2,9866.81,0,104.81375358,2019-09-12T00:00:00
174,000059,华锦股份,石油行业,0,4.86,29.1114,17,4.86,0,-6.02574501,2019-09-12T00:00:00
175,000062,深圳华强,电子元件,0.01,6.69,98.2092,23,6.69,0,13.71871199,2019-09-12T00:00:00
176,000060,中金岭南,有色金属,5.95,21225.29,92330.0115,80,21225.29,0,0.35865258,2019-09-12T00:00:00
177,000055,方大集团,装修装饰,4.83,3286.18,17120.9978,11,3286.18,0,12.511811,2019-09-12T00:00:00
178,000046,泛海控股,房地产,70.44,365997.12,1789725.9168,45,365997.12,0,-4.94058173,2019-09-12T00:00:00
179,000049,德赛电池,电子元件,0,0.03,1.1478,3,0.03,0,54.67247514,2019-09-12T00:00:00
180,000048,*ST康达,农牧饲渔,71.58,27970.26,673244.1582,9,27970.26,0,10.46351538,2019-09-12T00:00:00
181,000050,深天马A,电子元件,1.22,2502.5,38188.15,28,2502.5,0,39.29626044,2019-09-12T00:00:00
182,000039,中集集团,金属制品,0,6.56,66.7152,10,6.56,0,18.41011723,2019-09-12T00:00:00
183,000040,东旭蓝天,环保工程,38.78,57668.26,321212.2082,8,15300.94,42367.32,-48.80367777,2019-09-12T00:00:00
184,000045,深纺织A,电子信息,0.01,5.92,47.5968,23,5.92,0,28.63999997,2019-09-12T00:00:00
185,000043,中航善达,房地产,0,3.1,47.058,4,3.1,0,136.57143617,2019-09-12T00:00:00
186,000042,中洲控股,房地产,26.92,17894,173392.86,27,17894,0,-43.58571062,2019-09-12T00:00:00
187,000034,神州数码,通讯行业,45.81,29962.46,532732.5388,18,29962.46,0,25.11105303,2019-09-12T00:00:00
188,000036,华联控股,房地产,0.01,20.85,92.7825,79,20.85,0,25.76448389,2019-09-12T00:00:00
189,000032,深桑达A,电子信息,0,0.1,1.322,1,0.1,0,77.84752988,2019-09-12T00:00:00
190,000038,深大通,文化传媒,59.66,31186.56,457506.8352,38,8558.26,22628.3,15.60283688,2019-09-12T00:00:00
191,000035,中国天楹,环保工程,20.11,49046.56,299674.4816,27,49046.56,0,31.68103446,2019-09-12T00:00:00
192,000026,飞亚达A,珠宝首饰,0,0.2,1.628,1,0.2,0,11.58141558,2019-09-12T00:00:00
193,000023,深天地A,水泥建材,27.39,3800,54264,1,3800,0,22.14830715,2019-09-12T00:00:00
194,000029,深深房A,房地产,0,1.35,14.8095,4,1.35,0,4.3E-07,2019-09-12T00:00:00
195,000028,国药一致,医药制造,0,0.01,0.4588,1,0.01,0,2.32109006,2019-09-12T00:00:00
196,000018,*ST神城,装修装饰,45.37,65081.83,61827.7385,28,59482.25,5599.58,-66.19217166,2019-09-12T00:00:00
197,000027,深圳能源,公用事业,0.01,32.7,200.124,27,32.7,0,17.32263528,2019-09-12T00:00:00
198,000016,深康佳A,家电行业,0.05,74.54,336.1754,5,74.54,0,18.73873536,2019-09-12T00:00:00
199,000021,深科技,电子信息,0,5,63.45,3,5,0,114.07299422,2019-09-12T00:00:00
200,000020,深华发A,电子元件,64.09,11610,140016.6,2,11610,0,2.63829787,2019-09-12T00:00:00
201,000019,深粮控股,食品饮料,0,0.09,0.6093,5,0.09,0,-23.47795121,2019-09-12T00:00:00
202,000009,中国宝安,房地产,6.55,16883.06,83064.6552,30,16883.06,0,30.94860868,2019-09-12T00:00:00
203,000008,神州高铁,交运设备,5.41,15056.23,55557.4887,56,15056.23,0,-19.04518815,2019-09-12T00:00:00
204,000011,深物业A,房地产,0,1.04,10.9616,10,1.04,0,-5.44199907,2019-09-12T00:00:00
205,000010,*ST美丽,园林工程,6.54,5364.01,18344.9142,11,2713.27,2650.74,-31.60000069,2019-09-12T00:00:00
206,000012,南玻A,玻璃陶瓷,3.48,6950.13,31136.5824,64,6950.13,0,4.23703115,2019-09-12T00:00:00
207,000001,平安银行,银行,0.03,484.53,7112.9004,108,484.53,0,49.69372869,2019-09-12T00:00:00
208,000002,万科A,房地产,8.58,83424.79,2317540.6662,26,83424.79,0,23.81511406,2019-09-12T00:00:00
209,000007,全新好,房地产,12.99,4500.01,36090.0802,2,4500.01,0,-35.00810373,2019-09-12T00:00:00
210,000005,世纪星源,环保工程,24.4,25832.47,90155.3203,19,25832.47,0,18.30508473,2019-09-12T00:00:00
211,000004,国农科技,医药制造,24.55,2061.37,41248.0137,2,2061.37,0,25.0625,2019-09-12T00:00:00
212,600809,山西汾酒,酿酒行业,0.02,20,1500.8,1,20,0,67.60472233,2019-09-12T00:00:00
213,600804,鹏博士,电信运营,17.76,25434.7,199662.395,34,25434.7,0,-26.77238805,2019-09-12T00:00:00
214,600808,马钢股份,钢铁行业,0,7,19.6,9,7,0,-14.84197242,2019-09-12T00:00:00
215,600807,ST天业,贵金属,23.36,20665.67,94855.4253,53,14474.5,6191.17,82.1428582,2019-09-12T00:00:00
216,600800,天津磁卡,电子信息,0,1.89,11.1132,2,1.89,0,7.49542961,2019-09-12T00:00:00
217,600798,宁波海运,港口水运,2.22,2684.35,10227.3735,7,2684.35,0,13.54204374,2019-09-12T00:00:00
218,600803,新奥股份,化工行业,33.66,41383.63,469704.2005,11,41383.63,0,-13.00270822,2019-09-12T00:00:00
219,600802,福建水泥,水泥建材,0,0.26,2.041,3,0.26,0,0.48902228,2019-09-12T00:00:00
220,600801,华新水泥,水泥建材,0,0.5,10.16,2,0.5,0,68.93341942,2019-09-12T00:00:00
221,600797,浙大网新,电子信息,16.96,17746.61,162558.9476,35,17209.62,536.99,12.35706607,2019-09-12T00:00:00
222,600795,国电电力,电力行业,0,31.95,79.875,19,31.95,0,1.58729829,2019-09-12T00:00:00
223,600791,京能置业,房地产,0,2.03,8.0997,3,2.03,0,5.49180576,2019-09-12T00:00:00
224,600787,中储股份,交运物流,0,0.15,0.8235,4,0.15,0,-20.71189279,2019-09-12T00:00:00
225,600790,轻纺城,商业百货,4.35,6370,23377.9,2,6370,0,9.71470789,2019-09-12T00:00:00
226,600785,新华百货,商业百货,18.55,4186.54,65561.2164,4,4186.54,0,-10.25788167,2019-09-12T00:00:00
227,600781,ST辅仁,医药制造,10.83,6795.14,37916.8812,12,5401.5,1393.64,-62.92358769,2019-09-12T00:00:00
228,600777,新潮能源,石油行业,44.2,300558.06,640188.6678,46,143524.4,157033.66,-3.18181819,2019-09-12T00:00:00
229,600782,新钢股份,钢铁行业,0.15,476.06,2323.1728,8,476.06,0,-10.84559911,2019-09-12T00:00:00
230,600779,水井坊,酿酒行业,0,0.01,0.4659,1,0.01,0,25.04549378,2019-09-12T00:00:00
231,600774,汉商集团,商业百货,20,4538.96,55466.0912,1,4538.96,0,13.4343552,2019-09-12T00:00:00
232,600773,西藏城投,房地产,0,1.64,10.086,5,1.64,0,-15.86077449,2019-09-12T00:00:00
233,600770,综艺股份,综合行业,32.54,42300.33,253378.9767,16,42300.33,0,8.90909091,2019-09-12T00:00:00
234,600767,ST运盛,软件服务,15.69,5350.83,29911.1397,1,5350.83,0,37.00980391,2019-09-12T00:00:00
235,600771,广誉远,医药制造,22.71,11172.4,198868.72,7,7498.4,3674,-33.73801613,2019-09-12T00:00:00
236,600766,园城黄金,贵金属,28.83,6464,61343.36,2,6464,0,41.85351273,2019-09-12T00:00:00
237,600765,中航重机,航天航空,0,3.81,41.91,13,3.81,0,41.79935469,2019-09-12T00:00:00
238,600763,通策医疗,医疗行业,24.71,7922.4,747795.336,9,7922.4,0,85.33280974,2019-09-12T00:00:00
239,600761,安徽合力,专用设备,0,0.58,5.7014,2,0.58,0,11.39419864,2019-09-12T00:00:00
240,600764,中国海防,安防设备,8.1,3198.76,108118.088,9,3198.76,0,6.59098076,2019-09-12T00:00:00
241,600758,红阳能源,煤炭采选,46.8,61871.48,344624.1436,9,8366.59,53504.89,43.98315013,2019-09-12T00:00:00
