,trade_date,ggt_ss,ggt_sz,hgt,sgt,north_money,south_money
103,20150324,564.0,,-1552.0,,-1552.0,564.0
104,20150323,498.0,,2142.0,,2142.0,498.0
105,20150320,271.0,,1549.0,,1549.0,271.0
106,20150319,181.0,,208.0,,208.0,181.0
107,20150318,328.0,,1740.0,,1740.0,328.0
108,20150317,524.0,,2324.0,,2324.0,524.0
109,20150316,725.0,,1520.0,,1520.0,725.0
110,20150313,159.0,,1664.0,,1664.0,159.0
111,20150312,206.0,,1719.0,,1719.0,206.0
112,20150311,309.0,,960.0,,960.0,309.0
113,20150310,263.0,,103.0,,103.0,263.0
114,20150309,335.0,,665.0,,665.0,335.0
115,20150306,247.0,,465.0,,465.0,247.0
116,20150305,243.0,,819.0,,819.0,243.0
117,20150304,368.0,,622.0,,622.0,368.0
118,20150303,259.0,,641.0,,641.0,259.0
119,20150302,213.0,,1127.0,,1127.0,213.0
120,20150227,271.0,,812.0,,812.0,271.0
121,20150226,290.0,,-274.0,,-274.0,290.0
122,20150225,462.0,,1173.0,,1173.0,462.0
123,20150217,,,403.0,,403.0,0.0
124,20150216,,,328.0,,328.0,0.0
125,20150213,337.0,,2157.0,,2157.0,337.0
126,20150212,243.0,,1410.0,,1410.0,243.0
127,20150211,184.0,,1767.0,,1767.0,184.0
128,20150210,98.0,,1824.0,,1824.0,98.0
129,20150209,95.0,,1999.0,,1999.0,95.0
130,20150206,30.0,,1540.0,,1540.0,30.0
131,20150205,98.0,,3806.0,,3806.0,98.0
132,20150204,-9.0,,2167.0,,2167.0,-9.0
133,20150203,263.0,,4958.0,,4958.0,263.0
134,20150202,460.0,,2336.12,,2336.12,460.0
135,20150130,515.0,,1816.0,,1816.0,515.0
136,20150129,576.0,,2886.0,,2886.0,576.0
137,20150128,368.0,,1832.0,,1832.0,368.0
138,20150127,891.0,,1137.0,,1137.0,891.0
139,20150126,653.0,,587.0,,587.0,653.0
140,20150123,521.0,,424.0,,424.0,521.0
141,20150122,547.0,,250.0,,250.0,547.0
142,20150121,940.0,,2135.0,,2135.0,940.0
143,20150120,630.0,,2424.0,,2424.0,630.0
144,20150119,824.0,,-327.0,,-327.0,824.0
145,20150116,969.0,,422.0,,422.0,969.0
146,20150115,570.0,,1008.0,,1008.0,570.0
147,20150114,678.0,,721.0,,721.0,678.0
148,20150113,626.0,,-116.0,,-116.0,626.0
149,20150112,870.0,,-1133.0,,-1133.0,870.0
150,20150109,802.0,,1617.0,,1617.0,802.0
151,20150108,637.0,,1078.0,,1078.0,637.0
152,20150107,909.0,,1753.0,,1753.0,909.0
153,20150106,968.0,,2091.0,,2091.0,968.0
154,20150105,1730.0,,4689.0,,4689.0,1730.0
155,20141231,,,2312.0,,2312.0,0.0
156,20141230,,,-630.0,,-630.0,0.0
157,20141229,,,750.0,,750.0,0.0
158,20141224,292.0,,,,0.0,292.0
159,20141223,516.0,,653.0,,653.0,516.0
160,20141222,368.0,,1428.0,,1428.0,368.0
161,20141219,248.0,,1071.0,,1071.0,248.0
162,20141218,398.0,,1908.0,,1908.0,398.0
163,20141217,330.0,,648.0,,648.0,330.0
164,20141216,393.0,,1318.0,,1318.0,393.0
165,20141215,196.0,,1068.0,,1068.0,196.0
166,20141212,311.0,,1862.0,,1862.0,311.0
167,20141211,483.0,,1074.0,,1074.0,483.0
168,20141210,391.0,,1941.0,,1941.0,391.0
169,20141209,763.0,,1159.0,,1159.0,763.0
170,20141208,525.0,,1677.0,,1677.0,525.0
171,20141205,1431.0,,2567.0,,2567.0,1431.0
172,20141204,415.0,,3521.0,,3521.0,415.0
173,20141203,457.0,,3861.0,,3861.0,457.0
174,20141202,299.0,,3311.0,,3311.0,299.0
175,20141201,281.0,,1398.0,,1398.0,281.0
176,20141128,293.0,,2345.0,,2345.0,293.0
177,20141127,175.0,,2990.0,,2990.0,175.0
178,20141126,213.0,,3295.0,,3295.0,213.0
179,20141125,155.0,,2853.0,,2853.0,155.0
180,20141124,141.0,,6956.0,,6956.0,141.0
181,20141121,186.0,,2341.0,,2341.0,186.0
182,20141120,196.0,,2276.0,,2276.0,196.0
183,20141119,253.0,,2612.0,,2612.0,253.0
184,20141118,800.0,,4845.0,,4845.0,800.0
185,20141117,1768.0,,13000.0,,13000.0,1768.0
