,trade_date,ggt_ss,ggt_sz,hgt,sgt,north_money,south_money
35,20190725,995.0,598.0,1959.05,407.75,2366.8,1593.0
36,20190724,1391.0,643.0,1391.97,1034.88,2426.85,2034.0
37,20190723,689.0,495.0,500.080000000002,-553.769999999997,-53.6899999999951,1184.0
38,20190722,955.0,452.0,-444.580000000002,1106.56,661.979999999998,1407.0
39,20190719,374.0,481.0,4495.36,2036.1,6531.46,855.0
40,20190718,213.0,359.0,1867.23,330.300000000003,2197.53,572.0
41,20190717,810.0,686.0,1081.85,919.209999999999,2001.06,1496.0
42,20190716,425.0,544.0,848.900000000001,422.010000000002,1270.91,969.0
43,20190715,1073.0,713.0,-1939.35,811.43,-1127.92,1786.0
44,20190712,521.0,977.0,927.550000000003,785.5,1713.05,1498.0
45,20190711,10.0,533.0,1992.32,707.160000000003,2699.48,543.0
46,20190710,858.0,672.0,-1461.12,119.879999999997,-1341.24,1530.0
47,20190709,817.0,719.0,-1814.59,-577.360000000001,-2391.95,1536.0
48,20190708,588.0,643.0,-2462.17,-868.57,-3330.74,1231.0
49,20190705,118.0,317.0,10.2099999999991,671.760000000002,681.970000000001,435.0
50,20190704,31.0,151.0,1091.57,145.339999999997,1236.91,182.0
51,20190703,892.0,403.0,200.68,-403.629999999997,-202.949999999997,1295.0
52,20190702,993.0,855.0,-277.809999999998,1769.42,1491.61,1848.0
53,20190628,1675.0,423.0,,,0.0,2098.0
54,20190627,1392.0,724.0,1077.18,3042.95,4120.13,2116.0
55,20190626,1301.0,629.0,-807.25,-137.330000000002,-944.580000000002,1930.0
56,20190625,858.0,710.0,-2252.8,-798.540000000001,-3051.34,1568.0
57,20190624,-174.0,958.0,-619.940000000002,-1028.1,-1648.04,784.0
58,20190621,229.0,845.0,4318.0,4057.0,8375.0,1074.0
59,20190620,1025.0,793.0,2133.82,3794.48,5928.3,1818.0
60,20190619,-41.0,415.0,2224.0,2916.0,5140.0,374.0
61,20190618,1913.0,960.0,1140.47,736.610000000001,1877.08,2873.0
62,20190617,1222.0,686.0,708.809999999998,86.8899999999994,795.699999999997,1908.0
63,20190614,1811.0,674.0,914.0,-1203.0,-289.0,2485.0
64,20190613,1635.0,1083.0,1390.85,39.6900000000023,1430.54,2718.0
65,20190612,2198.0,1073.0,2116.48,141.5,2257.98,3271.0
66,20190611,2809.0,1250.0,3989.46,3380.94,7370.4,4059.0
67,20190610,1474.0,900.0,5158.11,3096.37,8254.48,2374.0
68,20190606,266.0,185.0,1623.21,-309.169999999998,1314.04,451.0
69,20190605,488.0,576.0,2406.04,860.870000000003,3266.91,1064.0
70,20190604,493.0,480.0,1268.56,36.0800000000017,1304.64,973.0
71,20190603,743.0,518.0,4070.1,622.07,4692.17,1261.0
72,20190531,1648.0,450.0,-374.160000000003,55.3099999999977,-318.850000000005,2098.0
73,20190530,1217.0,390.0,337.68,-708.860000000001,-371.180000000001,1607.0
74,20190529,2347.0,924.0,-2647.21,-352.389999999999,-2999.6,3271.0
75,20190528,2218.0,854.0,5931.95,1558.9,7490.85,3072.0
76,20190527,865.0,581.0,-869.989999999998,-619.489999999998,-1489.48,1446.0
77,20190524,971.0,101.0,277.480000000003,-1652.1,-1374.62,1072.0
78,20190523,657.0,-193.0,-1350.98,-2528.15,-3879.13,464.0
79,20190522,1766.0,441.0,-1076.76,-3143.21,-4219.97,2207.0
80,20190521,2319.0,950.0,-1885.23,-1543.32,-3428.55,3269.0
81,20190520,636.0,427.0,-1245.48,-794.949999999997,-2040.43,1063.0
82,20190517,1011.0,510.0,-3224.9,-1949.98,-5174.88,1521.0
83,20190516,2512.0,729.0,-2321.87,-586.089999999997,-2907.96,3241.0
84,20190515,1829.0,897.0,511.809999999998,783.620000000003,1295.43,2726.0
85,20190514,2399.0,1705.0,-6998.74,-3588.53,-10587.27,4104.0
86,20190510,1913.0,1399.0,,,0.0,3312.0
87,20190509,-833.0,-11.0,-4158.32,-1194.98,-5353.3,-844.0
88,20190508,994.0,724.0,-5031.3,412.279999999999,-4619.02,1718.0
89,20190507,-186.0,300.0,-1996.38,1236.59,-759.79,114.0
90,20190506,-1842.0,-860.0,-3071.91,-2116.04,-5187.95,-2702.0
91,20190430,,,-155.489999999998,90.9300000000003,-64.5599999999977,0.0
92,20190429,,,4112.55,955.209999999999,5067.76,0.0
93,20190426,-24.0,22.0,-1590.3,1002.54,-587.76,-2.0
94,20190425,111.0,233.0,-310.470000000001,-899.959999999999,-1210.43,344.0
95,20190424,417.0,229.0,-1939.57,-983.190000000002,-2922.76,646.0
96,20190423,689.0,-40.0,-3270.41,-2697.64,-5968.05,649.0
97,20190418,1402.0,264.0,,,0.0,1666.0
98,20190417,289.0,1061.0,23.5299999999988,-1419.93,-1396.4,1350.0
99,20190416,1109.0,753.0,2226.43,1887.82,4114.25,1862.0
100,20190415,1142.0,345.0,-682.43,-1095.11,-1777.54,1487.0
101,20190412,738.0,497.0,277.720000000001,-208.040000000001,69.68,1235.0
102,20190411,2292.0,415.0,-1472.7,-2215.4,-3688.1,2707.0
103,20190410,848.0,980.0,-27.6999999999971,-2775.01,-2802.71,1828.0
104,20190409,267.0,832.0,841.010000000002,353.599999999999,1194.61,1099.0
105,20190408,715.0,481.0,-1679.36,-2109.23,-3788.59,1196.0
106,20190404,1104.0,1307.0,282.129999999997,-1141.56,-859.430000000003,2411.0
107,20190403,997.0,1006.0,2136.08,1442.27,3578.35,2003.0
108,20190402,851.0,1084.0,596.110000000001,-230.309999999998,365.800000000003,1935.0
109,20190401,1254.0,1464.0,564.339999999997,3124.48,3688.82,2718.0
110,20190329,2253.0,1361.0,7076.94,4666.99,11743.93,3614.0
111,20190328,76.0,297.0,-888.720000000001,-232.099999999999,-1120.82,373.0
112,20190327,1459.0,886.0,490.459999999999,-493.839999999997,-3.37999999999801,2345.0
113,20190326,612.0,382.0,1215.63,138.889999999999,1354.52,994.0
114,20190325,2425.0,810.0,-7304.74,-3081.49,-10386.23,3235.0
115,20190322,780.0,147.0,208.809999999998,-1023.45,-814.640000000002,927.0
116,20190321,1430.0,799.0,-832.940000000002,227.910000000003,-605.029999999999,2229.0
117,20190320,435.0,698.0,1183.29,-841.379999999997,341.910000000003,1133.0
118,20190319,227.0,630.0,199.519999999997,-1427.37,-1227.85,857.0
119,20190318,-42.0,877.0,3618.93,377.75,3996.68,835.0
120,20190315,18.0,689.0,2389.43,467.559999999998,2856.99,707.0
121,20190314,-261.0,170.0,1402.28,1393.13,2795.41,-91.0
122,20190313,378.0,572.0,-258.0,-1719.63,-1977.63,950.0
123,20190312,895.0,888.0,945.93,394.669999999998,1340.6,1783.0
124,20190311,1976.0,820.0,-519.470000000001,-1018.58,-1538.05,2796.0
125,20190308,-503.0,-858.0,-2053.11,1199.31,-853.8,-1361.0
126,20190307,2202.0,-570.0,-2256.22,-1235.62,-3491.84,1632.0
127,20190306,2099.0,692.0,-478.669999999998,264.220000000001,-214.449999999997,2791.0
128,20190305,3223.0,1271.0,2188.76,2511.23,4699.99,4494.0
129,20190304,2793.0,850.0,-584.440000000002,4563.6,3979.16,3643.0
130,20190301,93.0,816.0,1256.91,2156.05,3412.96,909.0
131,20190228,-1025.0,247.0,1603.48,1652.7,3256.18,-778.0
132,20190227,-1582.0,17.0,3215.12,2041.88,5257.0,-1565.0
133,20190226,-2579.0,5.0,1010.97,1319.05,2330.02,-2574.0
134,20190225,-1211.0,1883.0,-2089.44,2026.04,-63.4000000000001,672.0
135,20190222,798.0,524.0,3965.1,2609.64,6574.74,1322.0
136,20190221,-581.0,948.0,1718.56,931.480000000003,2650.04,367.0
137,20190220,-599.0,612.0,3228.57,1949.99,5178.56,13.0
138,20190219,-741.0,589.0,1418.11,467.129999999997,1885.24,-152.0
139,20190218,477.0,875.0,2400.61,2781.94,5182.55,1352.0
140,20190215,-101.0,71.0,919.650000000001,1689.89,2609.54,-30.0
141,20190214,180.0,530.0,3323.82,2747.86,6071.68,710.0
142,20190213,1428.0,920.0,5459.99,3567.87,9027.86,2348.0
143,20190212,521.0,800.0,2778.9,2914.86,5693.76,1321.0
144,20190211,-316.0,348.0,1657.51,3310.57,4968.08,32.0
145,20190201,,,2968.82,2932.67,5901.49,0.0
146,20190131,,,5516.21,3484.05,9000.26,0.0
147,20190130,67.0,395.0,208.800000000003,1060.2,1269.0,462.0
148,20190129,339.0,222.0,1493.36,1206.82,2700.18,561.0
149,20190128,-129.0,322.0,2349.92,2841.62,5191.54,193.0
150,20190125,415.0,235.0,2226.79,1528.79,3755.58,650.0
151,20190124,66.0,431.0,1584.78,1170.29,2755.07,497.0
152,20190123,934.0,378.0,1400.17,669.129999999997,2069.3,1312.0
153,20190122,474.0,-117.0,-652.110000000001,-458.57,-1110.68,357.0
154,20190121,371.0,149.0,1080.01,2435.17,3515.18,520.0
155,20190118,694.0,607.0,5337.41,3505.73,8843.14,1301.0
156,20190117,1301.0,511.0,1695.31,1110.18,2805.49,1812.0
157,20190115,138.0,819.0,3102.56,2346.9,5449.46,957.0
158,20190114,-199.0,110.0,-1100.9,-387.580000000002,-1488.48,-89.0
159,20190111,126.0,113.0,2959.34,1536.11,4495.45,239.0
160,20190110,-501.0,-183.0,993.290000000001,892.900000000001,1886.19,-684.0
161,20190109,-129.0,192.0,4017.57,2979.5,6997.07,63.0
162,20190108,-59.0,569.0,1176.83,444.970000000001,1621.8,510.0
163,20190107,-932.0,65.0,1073.95,789.860000000001,1863.81,-867.0
164,20190104,436.0,133.0,-350.029999999999,812.82,462.790000000001,569.0
165,20190103,-513.0,-346.0,740.699999999997,262.199999999997,1002.89999999999,-859.0
166,20190102,-334.0,-465.0,725.190000000002,-192.470000000001,532.720000000001,-799.0
167,20181228,,,2280.0,192.0,2472.0,0.0
168,20181227,,,1144.23,-450.790000000001,693.439999999999,0.0
169,20181224,1869.0,517.0,,,0.0,2386.0
170,20181221,807.0,471.0,748.519999999997,-600.980000000003,147.539999999994,1278.0
171,20181220,917.0,256.0,-824.099999999999,-142.82,-966.919999999999,1173.0
172,20181219,-391.0,141.0,-114.25,-407.449999999997,-521.699999999997,-250.0
173,20181218,705.0,211.0,-1526.41,-1252.15,-2778.56,916.0
174,20181217,82.0,290.0,1182.1,349.150000000001,1531.25,372.0
175,20181214,249.0,372.0,-301.32,-648.370000000003,-949.690000000003,621.0
176,20181213,-455.0,790.0,3650.32,3240.91,6891.23,335.0
177,20181212,-260.0,803.0,1329.86,143.709999999999,1473.57,543.0
