,f1,收盘价,今日涨幅,价格变动,成交量,成交额,f7,换手,f9,量比,f11,代号,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,总市值,流通市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,股息率
2400,2.0,19.32,-2.91,-0.58,121353.0,236436708.0,3.77,1.38,17.63,0.87,0.1,300146.SZ,0.0,汤臣倍健,19.95,19.2,19.81,19.9,30573756143.0,17037937694.0,0.05,4.27,-0.31,17.16,-39421260.0,26.26,0.0,0.0,0.0,0.0,2.0,0.0
2401,2.0,6.66,-2.92,-0.2,394187.0,264809686.0,2.62,0.56,24.17,1.01,-0.3,600029.SH,1.0,南方航空,6.83,6.65,6.81,6.86,81699367425.0,46770849000.0,0.0,1.31,-11.08,1.06,-10631310.0,32.22,0.0,0.0,0.0,0.0,2.0,0.0
2402,2.0,19.3,-2.92,-0.58,13091.0,25502466.0,3.52,2.36,23.32,0.87,-0.26,603897.SH,1.0,长城科技,19.93,19.23,19.89,19.88,3443120000.0,1071858310.0,-0.1,1.99,-7.43,-14.75,-973571.0,20.37,0.0,0.0,0.0,0.0,2.0,0.0
2403,2.0,7.32,-2.92,-0.22,31959.0,23612450.0,3.85,0.89,15.26,0.95,-0.14,300121.SZ,0.0,阳谷华泰,7.59,7.3,7.58,7.54,2844637688.0,2635012103.0,-0.14,1.79,-10.29,-7.22,-3236463.0,11.84,0.0,0.0,0.0,0.0,2.0,0.0
2404,2.0,7.32,-2.92,-0.22,29152.0,21548606.0,3.71,0.89,26.36,1.3,-0.68,002037.SZ,0.0,久联发展,7.55,7.27,7.54,7.54,3569417262.0,2396334931.0,-0.27,1.09,-5.18,-8.61,1391856.0,21.53,0.0,0.0,0.0,0.0,2.0,0.0
2405,2.0,3.99,-2.92,-0.12,54234.0,21828765.0,3.16,0.92,-71.29,0.72,0.25,002337.SZ,0.0,赛象科技,4.11,3.98,4.1,4.11,2348576843.0,2345045696.0,0.0,1.97,-6.56,6.12,-1993066.0,121.83,0.0,0.0,0.0,0.0,2.0,0.0
2406,2.0,11.63,-2.92,-0.35,144352.0,169717795.0,4.17,2.26,21.12,0.91,0.35,603606.SH,1.0,东方电缆,12.08,11.58,11.98,11.98,7607235579.0,7429751673.0,-0.09,4.1,32.91,71.28,-14523564.0,25.76,0.0,0.0,0.0,0.0,2.0,0.0
2407,2.0,2.99,-2.92,-0.09,79007.0,23838866.0,4.22,1.26,20.08,1.26,0.0,000573.SZ,0.0,粤宏远Ａ,3.1,2.97,3.09,3.08,1939704506.0,1881003029.0,0.0,1.13,-11.54,0.0,-3991249.0,14.79,0.0,0.0,0.0,0.0,2.0,0.0
2408,2.0,8.63,-2.92,-0.26,98763.0,86029494.0,2.81,0.7,728.46,0.92,-0.23,000800.SZ,0.0,一汽轿车,8.88,8.63,8.88,8.89,14045325000.0,12183437693.0,-0.23,1.76,-14.89,30.96,-23031063.0,106.33,0.0,0.0,0.0,0.0,2.0,0.0
2409,2.0,25.55,-2.93,-0.77,15560.0,40158063.0,3.65,5.19,14.78,1.0,0.04,002942.SZ,0.0,新农股份,26.33,25.37,26.32,26.32,3066000000.0,766500000.0,-0.04,3.53,-6.96,-15.73,-3185918.0,21.24,0.0,0.0,0.0,0.0,2.0,0.0
2410,2.0,5.64,-2.93,-0.17,66279.0,37728894.0,2.93,0.86,21.59,1.17,0.0,000507.SZ,0.0,珠海港,5.8,5.63,5.8,5.81,5247596408.0,4354890902.0,-0.18,1.01,-9.76,-14.02,-8289161.0,30.76,0.0,0.0,0.0,0.0,2.0,0.0
2411,2.0,5.97,-2.93,-0.18,692751.0,424780272.0,6.34,6.57,36.89,1.23,-0.5,300324.SZ,0.0,旋极信息,6.31,5.92,6.17,6.15,10213491492.0,6297214416.0,-0.17,2.0,4.74,6.42,-30244039.0,-166.39,0.0,0.0,0.0,0.0,2.0,0.0
2412,2.0,16.25,-2.93,-0.49,154287.0,252490935.0,2.99,1.0,45.63,0.83,0.0,600895.SH,1.0,张江高科,16.7,16.2,16.7,16.74,25166205188.0,25166205188.0,0.0,2.86,-18.95,9.5,-26080112.0,54.6,0.0,0.0,0.0,0.0,2.0,0.0
2413,2.0,4.31,-2.93,-0.13,107018.0,46282888.0,3.6,1.18,-28.56,0.79,0.47,600509.SH,1.0,天富能源,4.42,4.26,4.41,4.44,4962598723.0,3903552286.0,0.23,0.77,-29.0,21.41,813515.0,-107.38,0.0,0.0,0.0,0.0,2.0,0.0
2414,2.0,4.64,-2.93,-0.14,533061.0,248773312.0,3.14,1.29,23.28,0.73,-0.22,002340.SZ,0.0,格林美,4.77,4.62,4.75,4.78,19254301171.0,19138817760.0,-0.22,1.9,-8.3,21.78,-52937012.0,26.28,0.0,0.0,0.0,0.0,2.0,0.0
2415,2.0,12.26,-2.93,-0.37,81800.0,101858722.0,4.67,4.29,35.08,1.01,0.08,601858.SH,1.0,中国科传,12.78,12.19,12.52,12.63,9691530000.0,2335530000.0,0.08,2.7,-7.12,42.06,-7401035.0,21.53,0.0,0.0,0.0,0.0,2.0,0.0
2416,2.0,24.52,-2.93,-0.74,46945.0,115202785.0,6.81,11.7,79.7,0.55,-0.08,300576.SZ,0.0,容大感光,25.42,23.7,25.38,25.26,2942400000.0,983709175.0,0.04,6.62,32.18,77.3,-12072907.0,71.17,0.0,0.0,0.0,0.0,2.0,0.0
2417,2.0,40.42,-2.93,-1.22,8070.0,33003410.0,3.75,1.6,43.48,1.4,0.0,300483.SZ,0.0,沃施股份,41.93,40.37,41.7,41.64,4121429827.0,2038926270.0,0.0,2.77,10.29,31.15,3476493.0,89.03,0.0,0.0,0.0,0.0,2.0,0.0
2418,2.0,7.95,-2.93,-0.24,57385.0,45910381.0,3.42,1.9,46.52,1.02,0.0,300195.SZ,0.0,长荣股份,8.18,7.9,8.17,8.19,3446194859.0,2406212627.0,0.0,0.96,-11.67,-0.13,-4791956.0,101.79,0.0,0.0,0.0,0.0,2.0,0.0
2419,2.0,9.93,-2.93,-0.3,54571.0,54549320.0,3.32,1.04,66.86,0.84,0.1,601020.SH,1.0,华钰矿业,10.22,9.88,10.22,10.23,5222348859.0,5192010127.0,0.0,2.47,-11.42,18.64,-5570702.0,35.68,0.0,0.0,0.0,0.0,2.0,0.0
2420,2.0,6.95,-2.93,-0.21,270833.0,190687996.0,3.77,1.67,17.78,0.9,0.14,002056.SZ,0.0,横店东磁,7.18,6.91,7.15,7.16,11423020000.0,11289391203.0,0.0,2.42,-12.69,29.18,-40999381.0,16.95,0.0,0.0,0.0,0.0,2.0,0.0
2421,2.0,14.55,-2.94,-0.44,211042.0,307313712.0,3.74,5.82,28.2,0.75,0.34,002635.SZ,0.0,安洁科技,14.88,14.32,14.83,14.99,10028006533.0,5275238703.0,-0.07,1.54,7.46,29.56,-55015860.0,20.55,0.0,0.0,0.0,0.0,2.0,0.0
2422,2.0,16.2,-2.94,-0.49,24552.0,40086881.0,3.59,2.18,22.68,0.87,0.0,300677.SZ,0.0,英科医疗,16.7,16.1,16.7,16.69,3214300547.0,1827571475.0,-0.12,2.44,-3.23,11.26,-1505082.0,17.75,0.0,0.0,0.0,0.0,2.0,0.0
2423,2.0,6.61,-2.94,-0.2,17385.0,11633318.0,3.82,0.55,172.65,1.11,-0.15,002634.SZ,0.0,棒杰股份,6.86,6.6,6.86,6.81,3047227021.0,2099726677.0,0.15,4.51,9.8,33.81,-1106354.0,261.25,0.0,0.0,0.0,0.0,2.0,0.0
2424,2.0,13.55,-2.94,-0.41,22471.0,30730138.0,3.51,2.76,32.38,1.08,-0.29,603630.SH,1.0,拉芳家化,13.94,13.45,13.89,13.96,3072056000.0,1101524080.0,-0.07,1.78,-5.84,6.69,-2638115.0,33.7,0.0,0.0,0.0,0.0,2.0,0.0
2425,2.0,17.18,-2.94,-0.52,166210.0,287728832.0,3.11,0.29,16.43,0.64,-0.12,600999.SH,1.0,招商证券,17.65,17.1,17.64,17.7,115095852272.0,98252560000.0,0.0,1.76,2.2,30.75,-52105840.0,18.8,0.0,0.0,0.0,0.0,2.0,0.0
2426,2.0,17.18,-2.94,-0.52,61400.0,105946039.0,3.67,1.45,36.04,0.79,0.0,600771.SH,1.0,广誉远,17.7,17.05,17.7,17.7,8452554794.0,7263612568.0,-0.12,3.56,-11.4,-16.68,-11582090.0,24.35,0.0,0.0,0.0,0.0,2.0,0.0
2427,2.0,9.91,-2.94,-0.3,211549.0,210709740.0,5.48,2.98,33.75,0.79,0.2,300054.SZ,0.0,鼎龙股份,10.31,9.75,10.26,10.21,9497913352.0,7030457385.0,0.3,2.56,25.92,56.06,-31104500.0,31.41,0.0,0.0,0.0,0.0,2.0,0.0
2428,2.0,10.24,-2.94,-0.31,216003.0,223713662.0,3.03,1.05,34.11,0.96,-0.19,000089.SZ,0.0,深圳机场,10.55,10.23,10.55,10.55,20999879772.0,20999879772.0,0.0,1.78,16.63,32.99,-31492019.0,34.64,0.0,0.0,0.0,0.0,2.0,0.0
2429,2.0,11.56,-2.94,-0.35,48890.0,57006125.0,3.53,5.16,39.18,1.17,-0.09,300716.SZ,0.0,国立科技,11.87,11.45,11.82,11.91,1849831200.0,1095541200.0,0.0,2.23,-5.32,3.4,-4674662.0,37.93,0.0,0.0,0.0,0.0,2.0,0.0
2430,2.0,3.63,-2.94,-0.11,149110.0,54518202.0,3.48,1.02,-141.3,1.02,0.0,601015.SH,1.0,陕西黑猫,3.73,3.6,3.72,3.74,5916135787.0,5295214736.0,-0.27,1.05,-12.11,-10.37,562418.0,29.68,0.0,0.0,0.0,0.0,2.0,0.0
2431,2.0,10.56,-2.94,-0.32,29565.0,31387457.0,3.31,2.1,10.28,1.15,0.0,600475.SH,1.0,华光股份,10.88,10.52,10.82,10.88,5907181748.0,1483632248.0,0.09,1.23,-6.8,32.5,-3488166.0,13.32,0.0,0.0,0.0,0.0,2.0,0.0
2432,2.0,7.26,-2.94,-0.22,215114.0,157653396.0,3.48,0.81,14.13,1.17,0.0,600160.SH,1.0,巨化股份,7.49,7.23,7.46,7.48,19929905908.0,19300129614.0,0.0,1.55,-0.27,12.04,-18552965.0,11.11,0.0,0.0,0.0,0.0,2.0,0.0
2433,2.0,3.96,-2.94,-0.12,30486.0,12194884.0,3.92,0.68,64.79,0.76,-0.25,002652.SZ,0.0,扬子新材,4.1,3.94,4.1,4.08,2027773440.0,1770660481.0,-0.25,2.66,-7.26,2.59,7055.0,111.51,0.0,0.0,0.0,0.0,2.0,0.0
2434,2.0,4.95,-2.94,-0.15,151932.0,75348756.0,4.71,0.99,22.95,0.81,0.41,002303.SZ,0.0,美盈森,5.1,4.86,5.07,5.1,7580052241.0,7577253758.0,0.2,1.56,-0.8,11.24,-12041509.0,19.34,0.0,0.0,0.0,0.0,2.0,0.0
2435,2.0,7.59,-2.94,-0.23,53168.0,40631730.0,3.71,1.18,15.75,0.46,0.0,000821.SZ,0.0,京山轻机,7.84,7.55,7.82,7.82,4085205775.0,3430036467.0,0.0,1.44,-8.77,-0.91,-4805670.0,76.22,0.0,0.0,0.0,0.0,2.0,0.0
2436,2.0,13.52,-2.94,-0.41,12895.0,17623401.0,3.3,1.86,18.72,1.09,-0.37,603161.SH,1.0,科华控股,13.96,13.5,13.86,13.93,1803568000.0,938288000.0,-0.29,1.44,-9.14,-11.98,-32419.0,17.24,0.0,0.0,0.0,0.0,2.0,0.0
2437,2.0,16.8,-2.95,-0.51,106957.0,180166309.0,3.47,12.23,280.39,0.72,0.0,300708.SZ,0.0,聚灿光电,17.2,16.6,17.02,17.31,4357668000.0,1469684160.0,0.0,5.95,46.72,56.57,-14726413.0,107.47,0.0,0.0,0.0,0.0,2.0,0.0
2438,2.0,5.6,-2.95,-0.17,66369.0,37561406.0,3.12,0.68,9.51,1.03,-0.36,002091.SZ,0.0,江苏国泰,5.78,5.6,5.77,5.77,8755804949.0,5445453026.0,0.0,1.1,-3.11,3.7,-3618504.0,8.39,0.0,0.0,0.0,0.0,2.0,0.0
2439,2.0,7.57,-2.95,-0.23,191144.0,145203586.0,3.33,1.62,129.38,0.76,-0.13,002491.SZ,0.0,通鼎互联,7.76,7.5,7.76,7.8,9549957300.0,8906168368.0,-0.13,1.9,-7.34,-3.32,-26901659.0,38.05,0.0,0.0,0.0,0.0,2.0,0.0
2440,2.0,3.29,-2.95,-0.1,89489.0,29573588.0,4.13,0.79,15.32,1.45,0.3,600439.SH,1.0,瑞贝卡,3.39,3.25,3.38,3.39,3724232098.0,3724232098.0,0.0,1.35,0.92,26.54,-1921098.0,16.19,0.0,0.0,0.0,0.0,2.0,0.0
2441,2.0,8.88,-2.95,-0.27,47974.0,43085538.0,3.72,1.05,21.25,0.99,-0.11,300193.SZ,0.0,佳士科技,9.16,8.82,9.13,9.15,4501283633.0,4067290194.0,-0.11,1.94,7.77,27.22,-6827407.0,21.4,0.0,0.0,0.0,0.0,2.0,0.0
2442,2.0,8.22,-2.95,-0.25,36345.0,30163329.0,3.78,2.24,20.32,1.07,0.24,300254.SZ,0.0,仟源医药,8.5,8.18,8.47,8.47,1712291760.0,1332189540.0,0.0,2.06,2.37,27.24,-1980208.0,53.57,0.0,0.0,0.0,0.0,2.0,0.0
2443,2.0,6.57,-2.95,-0.2,259986.0,173154108.0,4.73,2.71,72.04,0.84,-0.15,601890.SH,1.0,亚星锚链,6.84,6.52,6.73,6.77,6303258000.0,6303258000.0,-0.15,2.14,6.31,86.65,-26681132.0,172.69,0.0,0.0,0.0,0.0,2.0,0.0
2444,2.0,10.84,-2.95,-0.33,14063.0,15393150.0,3.04,0.46,51.8,0.77,-0.09,002186.SZ,0.0,全 聚 德,11.15,10.81,11.13,11.17,3343749272.0,3314412460.0,0.09,2.26,-6.63,-3.21,-421782.0,121.47,0.0,0.0,0.0,0.0,2.0,0.0
2445,2.0,21.35,-2.95,-0.65,44730.0,96027969.0,3.73,3.69,190.49,0.6,0.14,300380.SZ,0.0,安硕信息,21.96,21.14,21.96,22.0,2934344000.0,2587645129.0,0.0,6.91,3.54,38.55,-9708642.0,94.63,0.0,0.0,0.0,0.0,2.0,0.0
2446,2.0,10.51,-2.95,-0.32,102837.0,108900971.0,3.97,1.07,96.41,0.94,-0.1,600267.SH,1.0,海正药业,10.87,10.44,10.83,10.83,10147739659.0,10147739659.0,0.0,1.63,0.86,25.27,-6872749.0,-22.32,0.0,0.0,0.0,0.0,2.0,0.0
2447,2.0,16.75,-2.95,-0.51,166815.0,275872416.0,6.26,19.69,228.2,0.99,0.54,300542.SZ,0.0,新晨科技,17.0,15.92,16.96,17.26,3881479242.0,1418763408.0,0.0,6.08,-3.68,82.26,-31758735.0,99.17,0.0,0.0,0.0,0.0,2.0,0.0
2448,2.0,6.89,-2.96,-0.21,182421.0,125869787.0,4.79,0.99,15.4,1.13,0.15,600748.SH,1.0,上实发展,7.1,6.76,7.1,7.1,12709038326.0,12709038326.0,0.0,1.24,-16.38,29.76,-10721557.0,16.03,0.0,0.0,0.0,0.0,2.0,0.0
2449,2.0,9.51,-2.96,-0.29,217983.0,208045775.0,4.49,2.21,65.84,0.69,0.0,002093.SZ,0.0,国脉科技,9.84,9.4,9.79,9.8,9581325000.0,9370862214.0,-0.11,2.91,-0.94,30.63,-26691269.0,95.61,0.0,0.0,0.0,0.0,2.0,0.0
2450,2.0,4.26,-2.96,-0.13,290198.0,125062865.0,2.73,4.36,-44.86,1.16,-0.23,600311.SH,1.0,荣华实业,4.36,4.24,4.35,4.39,2835456000.0,2835456000.0,0.0,4.11,-16.8,12.7,-12967918.0,-29.96,0.0,0.0,0.0,0.0,2.0,0.0
2451,2.0,9.83,-2.96,-0.3,141962.0,140864695.0,3.16,1.19,20.33,0.85,-0.1,000826.SZ,0.0,启迪环境,10.13,9.81,10.08,10.13,14062589447.0,11701553055.0,-0.1,1.07,-20.73,-5.12,-22251433.0,36.76,0.0,0.0,0.0,0.0,2.0,0.0
2452,2.0,13.09,-2.97,-0.4,230497.0,304299536.0,4.23,0.68,23.35,0.93,0.0,002202.SZ,0.0,金风科技,13.59,13.02,13.37,13.49,55306135499.0,44335135576.0,0.08,2.09,9.36,41.21,-40981654.0,19.26,0.0,0.0,0.0,0.0,2.0,0.0
2453,2.0,6.87,-2.97,-0.21,25681.0,17722409.0,3.95,1.82,18.19,1.47,0.59,603055.SH,1.0,台华新材,7.09,6.81,7.09,7.08,5266821877.0,969264605.0,0.15,2.08,-13.48,-7.29,-2362426.0,20.64,0.0,0.0,0.0,0.0,2.0,0.0
2454,2.0,7.52,-2.97,-0.23,87013.0,65807366.0,4.52,0.65,13.97,0.71,0.27,601515.SH,1.0,东风股份,7.79,7.44,7.78,7.75,10034688000.0,10034688000.0,0.0,2.53,-6.93,36.73,-4018318.0,13.39,0.0,0.0,0.0,0.0,2.0,0.0
2455,2.0,9.48,-2.97,-0.29,114930.0,110288798.0,3.28,0.93,4.98,0.95,-0.21,600064.SH,1.0,南京高科,9.8,9.48,9.78,9.77,11716871298.0,11716871298.0,-0.21,1.07,-11.32,24.25,-13741681.0,8.18,0.0,0.0,0.0,0.0,2.0,0.0
2456,2.0,5.23,-2.97,-0.16,46132.0,24334757.0,3.71,0.98,16.88,1.44,-0.19,002448.SZ,0.0,中原内配,5.41,5.21,5.41,5.39,3177828045.0,2463081549.0,-0.19,1.23,-6.94,-0.95,-3944067.0,12.92,0.0,0.0,0.0,0.0,2.0,0.0
2457,2.0,4.9,-2.97,-0.15,96990.0,48427027.0,4.36,1.48,-74.58,0.83,0.0,300317.SZ,0.0,珈伟新能,5.09,4.87,5.04,5.05,4114703465.0,3215522688.0,0.0,1.39,-8.07,4.26,-110566.0,-2.02,0.0,0.0,0.0,0.0,2.0,0.0
2458,2.0,10.45,-2.97,-0.32,22267.0,23540269.0,3.16,3.05,141.02,1.06,0.19,300665.SZ,0.0,飞鹿股份,10.76,10.42,10.75,10.77,1270720000.0,762081967.0,-0.1,2.9,-9.76,9.54,-589983.0,67.09,0.0,0.0,0.0,0.0,2.0,0.0
2459,2.0,6.53,-2.97,-0.2,113379.0,74672997.0,3.86,1.73,13.26,0.91,0.0,000676.SZ,0.0,智度股份,6.73,6.47,6.72,6.73,8658780633.0,4269557902.0,-0.15,1.39,-6.85,-10.3,-11623752.0,14.37,0.0,0.0,0.0,0.0,2.0,0.0
2460,2.0,5.55,-2.97,-0.17,42034.0,23504905.0,3.15,0.51,18.04,1.07,-0.18,002349.SZ,0.0,精华制药,5.71,5.53,5.71,5.72,4638270276.0,4557939898.0,0.0,1.96,-7.35,-2.29,-66176.0,20.07,0.0,0.0,0.0,0.0,2.0,0.0
2461,2.0,9.14,-2.97,-0.28,129435.0,119322929.0,4.03,0.9,11.77,0.9,0.0,600643.SH,1.0,爱建集团,9.48,9.1,9.39,9.42,14824371211.0,13107295385.0,0.0,1.47,-7.77,9.2,-12674342.0,11.88,0.0,0.0,0.0,0.0,2.0,0.0
2462,2.0,9.14,-2.97,-0.28,290300.0,268629536.0,3.18,0.96,22.25,0.86,-0.22,600109.SH,1.0,国金证券,9.43,9.13,9.38,9.42,27642644093.0,27642644093.0,-0.11,1.38,-5.77,28.37,-29284699.0,24.33,0.0,0.0,0.0,0.0,2.0,0.0
2463,2.0,17.95,-2.97,-0.55,34099.0,61848213.0,3.35,8.01,107.62,0.56,-0.28,603956.SH,1.0,威派格,18.47,17.85,18.36,18.5,7645983795.0,764599995.0,0.0,7.38,-2.71,214.91,-3438292.0,63.0,0.0,0.0,0.0,0.0,2.0,0.0
2464,2.0,6.2,-2.97,-0.19,54244.0,33876841.0,3.44,0.94,20.24,1.26,-0.16,002632.SZ,0.0,道明光学,6.38,6.16,6.37,6.39,3872514358.0,3579100610.0,0.0,2.07,-11.05,-5.78,-2652451.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0
2465,2.0,11.08,-2.98,-0.34,18766.0,21010029.0,3.94,0.85,291.89,0.9,-0.18,603028.SH,1.0,赛福天,11.49,11.04,11.41,11.42,2446464000.0,2446464000.0,-0.09,3.53,3.45,52.41,2796755.0,211.2,0.0,0.0,0.0,0.0,2.0,0.0
2466,2.0,15.64,-2.98,-0.48,89865.0,141280058.0,4.16,2.43,18.36,0.8,-0.06,300349.SZ,0.0,金卡智能,16.09,15.42,16.02,16.12,6711903388.0,5795484595.0,0.0,1.94,-13.59,0.26,-28178886.0,14.18,0.0,0.0,0.0,0.0,2.0,0.0
2467,2.0,3.91,-2.98,-0.12,7805529.0,3066506640.0,3.23,2.31,40.77,0.71,-0.26,000725.SZ,0.0,京东方Ａ,4.01,3.88,4.0,4.03,136061739163.0,132391620768.0,0.0,1.57,13.33,50.38,-713263472.0,63.93,0.0,0.0,0.0,0.0,2.0,0.0
2468,2.0,17.58,-2.98,-0.54,10066.0,17825319.0,4.14,2.59,31.41,1.06,0.0,300606.SZ,0.0,金太阳,18.17,17.42,18.11,18.12,1568136000.0,682806374.0,0.0,2.95,-3.67,-2.44,-586328.0,30.98,0.0,0.0,0.0,0.0,2.0,0.0
2469,2.0,4.88,-2.98,-0.15,436981.0,215601749.0,3.58,0.49,14.88,1.0,0.0,600705.SH,1.0,中航资本,5.04,4.86,5.04,5.03,43804469738.0,43804469738.0,0.0,1.53,-12.39,15.09,-16419756.0,14.3,0.0,0.0,0.0,0.0,2.0,0.0
2470,2.0,4.88,-2.98,-0.15,57770.0,28416595.0,3.58,1.29,31.77,0.99,-0.2,002551.SZ,0.0,尚荣医疗,5.04,4.86,5.03,5.03,3444879420.0,2179074891.0,0.0,1.51,-4.69,7.25,-990917.0,61.6,0.0,0.0,0.0,0.0,2.0,0.0
2471,2.0,5.53,-2.98,-0.17,119573.0,66640694.0,3.33,0.47,5.6,0.88,-0.36,601003.SH,1.0,柳钢股份,5.72,5.53,5.72,5.7,14172246396.0,14172246396.0,0.0,1.38,-7.37,-7.37,-9218316.0,3.7,0.0,0.0,0.0,0.0,2.0,0.0
2472,2.0,10.73,-2.98,-0.33,55687.0,60157037.0,3.44,0.73,70.7,0.77,0.0,002030.SZ,0.0,达安基因,11.05,10.67,11.02,11.06,8556236329.0,8156007071.0,0.09,3.68,-1.92,6.03,-7322067.0,83.44,0.0,0.0,0.0,0.0,2.0,0.0
2473,2.0,12.03,-2.98,-0.37,88023.0,107188711.0,4.6,1.69,50.82,0.91,-0.33,600278.SH,1.0,东方创业,12.54,11.97,12.39,12.4,6282568120.0,6282568120.0,0.0,1.57,-0.91,49.26,-9803687.0,44.31,0.0,0.0,0.0,0.0,2.0,0.0
2474,2.0,1.95,-2.99,-0.06,284707.0,56168942.0,3.98,1.41,58.69,1.1,-0.51,601388.SH,1.0,怡球资源,2.02,1.94,2.01,2.01,3949530000.0,3949530000.0,0.0,1.52,-22.0,1.56,-6325832.0,80.26,0.0,0.0,0.0,0.0,2.0,0.0
2475,2.0,4.87,-2.99,-0.15,85975.0,42074944.0,4.38,1.38,11.86,1.09,0.0,002454.SZ,0.0,松芝股份,5.02,4.8,5.01,5.02,3061192392.0,3040937468.0,0.0,0.91,-8.63,20.84,-4053565.0,13.04,0.0,0.0,0.0,0.0,2.0,0.0
2476,2.0,4.22,-2.99,-0.13,55816.0,23695142.0,4.14,1.01,41.34,1.12,-0.24,600249.SH,1.0,两面针,4.36,4.18,4.36,4.35,2321000000.0,2321000000.0,-0.24,1.27,-10.97,16.57,-3197369.0,37.49,0.0,0.0,0.0,0.0,2.0,0.0
2477,2.0,4.22,-2.99,-0.13,57417.0,24423265.0,4.14,0.9,-22.48,0.99,0.24,002480.SZ,0.0,新筑股份,4.37,4.19,4.35,4.35,2762973260.0,2700786391.0,0.24,1.21,-13.52,-13.52,-2293633.0,-37.73,0.0,0.0,0.0,0.0,2.0,0.0
2478,2.0,7.14,-2.99,-0.22,23689.0,17057686.0,3.13,0.83,24.86,0.85,-0.56,600513.SH,1.0,联环药业,7.34,7.11,7.33,7.36,2057072342.0,2038157768.0,-0.28,2.14,-2.72,21.64,203579.0,26.98,0.0,0.0,0.0,0.0,2.0,0.0
2479,2.0,3.57,-2.99,-0.11,75885.0,27222565.0,4.62,0.6,41.37,1.14,0.28,600433.SH,1.0,冠豪高新,3.7,3.53,3.7,3.68,4538596132.0,4538596132.0,0.0,1.72,-5.56,-0.28,-1128913.0,39.76,0.0,0.0,0.0,0.0,2.0,0.0
2480,2.0,3.57,-2.99,-0.11,218920.0,79142216.0,2.72,0.84,74.97,1.31,-0.28,000008.SZ,0.0,神州高铁,3.67,3.57,3.67,3.68,9927439385.0,9259762034.0,-0.28,1.36,-7.99,-7.99,-13262283.0,30.09,0.0,0.0,0.0,0.0,2.0,0.0
2481,2.0,6.49,-2.99,-0.2,65170.0,42549696.0,3.59,1.51,22.96,1.23,-0.15,002532.SZ,0.0,新界泵业,6.68,6.44,6.68,6.69,3264989349.0,2796271204.0,0.31,2.42,-4.28,36.92,-3358716.0,24.45,0.0,0.0,0.0,0.0,2.0,0.0
2482,2.0,12.33,-2.99,-0.38,230077.0,283641440.0,3.62,3.49,100.67,0.78,0.16,002023.SZ,0.0,海特高新,12.64,12.18,12.64,12.71,9331233067.0,8128928775.0,0.41,2.63,-4.05,19.13,-33967943.0,118.91,0.0,0.0,0.0,0.0,2.0,0.0
2483,2.0,20.44,-2.99,-0.63,24713.0,50815829.0,3.65,5.59,25.61,0.89,0.2,603396.SH,1.0,金辰股份,21.0,20.23,21.0,21.07,2162129587.0,903383450.0,0.0,2.38,-8.79,9.13,-6656064.0,26.41,0.0,0.0,0.0,0.0,2.0,0.0
2484,2.0,2.92,-2.99,-0.09,241181.0,70595264.0,3.65,1.91,43.51,1.06,0.0,002471.SZ,0.0,中超控股,2.99,2.88,2.97,3.01,3702560000.0,3694062891.0,0.0,1.95,-3.63,9.36,-5629171.0,78.6,0.0,0.0,0.0,0.0,2.0,0.0
2485,2.0,2.92,-2.99,-0.09,250651.0,73943640.0,3.65,0.63,17.41,0.83,-0.34,002429.SZ,0.0,兆驰股份,3.02,2.91,3.02,3.01,13218666572.0,11600967683.0,-0.34,1.47,3.91,53.68,-17889017.0,22.6,0.0,0.0,0.0,0.0,2.0,0.0
2486,2.0,5.19,-2.99,-0.16,67595.0,35283499.0,4.67,1.38,37.06,1.04,0.19,300057.SZ,0.0,万顺新材,5.35,5.1,5.35,5.35,3460924543.0,2546369679.0,0.39,1.06,-4.95,1.96,-587695.0,27.17,0.0,0.0,0.0,0.0,2.0,0.0
2487,2.0,5.19,-2.99,-0.16,119275.0,62266709.0,4.3,1.97,-16.21,0.68,0.19,002068.SZ,0.0,黑猫股份,5.39,5.16,5.34,5.35,3773460063.0,3150294817.0,0.19,1.24,1.57,-7.32,-4955078.0,-176.73,0.0,0.0,0.0,0.0,2.0,0.0
2488,2.0,7.46,-2.99,-0.23,61418.0,46169277.0,4.29,1.66,8.46,1.27,0.13,002637.SZ,0.0,赞宇科技,7.73,7.4,7.72,7.69,3158937000.0,2767155816.0,0.0,1.26,3.32,5.97,-11657420.0,11.16,0.0,0.0,0.0,0.0,2.0,0.0
2489,2.0,2.27,-2.99,-0.07,149616.0,34314786.0,3.85,2.11,-3.18,0.87,0.0,002359.SZ,0.0,*ST北讯,2.34,2.25,2.32,2.34,2467925295.0,1608431200.0,0.0,0.54,-15.93,-72.35,-1069174.0,-1.41,0.0,0.0,0.0,0.0,2.0,0.0
2490,2.0,2.27,-2.99,-0.07,190898.0,43602533.0,3.85,1.1,92.61,1.02,0.0,002305.SZ,0.0,南国置业,2.34,2.25,2.33,2.34,3936669798.0,3931038520.0,0.0,0.88,-14.66,-19.79,-3241619.0,43.92,0.0,0.0,0.0,0.0,2.0,0.0
