,f1,收盘价,今日涨幅,价格变动,成交量,成交额,f7,换手,f9,量比,f11,代号,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,总市值,流通市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,股息率
1024,2.0,5.25,-1.5,-0.08,45997.0,24205036.0,3.19,0.79,-103.56,0.77,0.0,600890.SH,1.0,中房股份,5.38,5.21,5.31,5.33,3040773356.0,3040773356.0,0.0,12.82,-20.93,-36.52,-413494.0,-84.89,0.0,0.0,0.0,0.0,2.0,0.0
1025,2.0,16.39,-1.5,-0.25,74327.0,123543000.0,4.09,4.88,57.23,0.85,0.0,600980.SH,1.0,北矿科技,16.99,16.31,16.59,16.64,2543889933.0,2494719933.0,0.0,4.29,-18.34,67.93,-7212290.0,67.35,0.0,0.0,0.0,0.0,2.0,0.0
1026,2.0,8.48,-1.51,-0.13,143221.0,123522586.0,4.53,4.47,195.12,1.0,-0.12,300248.SZ,0.0,新开普,8.82,8.43,8.61,8.61,4079664358.0,2716082681.0,-0.24,2.7,4.82,25.63,-4684328.0,35.16,0.0,0.0,0.0,0.0,2.0,0.0
1027,2.0,16.27,-1.51,-0.25,6814.0,11158285.0,2.48,0.55,72.31,0.32,-0.31,603268.SH,1.0,松发股份,16.64,16.23,16.64,16.52,2020226376.0,2020226376.0,-0.43,3.22,-2.4,-0.55,-903105.0,66.64,0.0,0.0,0.0,0.0,2.0,0.0
1028,2.0,4.55,-1.52,-0.07,62027.0,28161994.0,2.16,0.64,46.86,1.44,0.66,600676.SH,1.0,交运股份,4.61,4.51,4.59,4.62,4679642895.0,4377306274.0,0.44,0.81,-10.43,8.08,275760.0,26.52,0.0,0.0,0.0,0.0,2.0,0.0
1029,2.0,13.0,-1.52,-0.2,149172.0,196045006.0,4.02,0.65,14.47,0.8,-0.08,000703.SZ,0.0,恒逸石化,13.43,12.9,13.26,13.2,36942431162.0,29674519628.0,0.0,1.76,-0.54,15.86,-14137500.0,18.48,0.0,0.0,0.0,0.0,2.0,0.0
1030,2.0,5.84,-1.52,-0.09,80403.0,47057723.0,2.87,1.59,115.85,0.8,-0.17,300510.SZ,0.0,金冠股份,5.98,5.81,5.93,5.93,5156048307.0,2950735938.0,-0.34,1.24,-6.71,8.35,-13251.0,34.96,0.0,0.0,0.0,0.0,2.0,0.0
1031,2.0,27.2,-1.52,-0.42,123958.0,336857648.0,4.63,5.82,54.76,0.82,-0.11,300458.SZ,0.0,全志科技,27.9,26.62,27.56,27.62,8992612590.0,5797303525.0,0.15,4.24,25.12,38.07,-28618813.0,72.07,0.0,0.0,0.0,0.0,2.0,0.0
1032,2.0,5.18,-1.52,-0.08,163350.0,85094821.0,5.32,3.84,-176.94,0.61,0.19,000622.SZ,0.0,恒立实业,5.35,5.07,5.29,5.26,2202670680.0,2202670680.0,0.0,11.94,-21.04,-31.03,-2974554.0,2804.55,0.0,0.0,0.0,0.0,2.0,0.0
1033,2.0,9.06,-1.52,-0.14,539969.0,490463312.0,1.85,0.57,31.66,0.96,0.11,601933.SH,1.0,永辉超市,9.2,9.03,9.2,9.2,86708386698.0,85755819204.0,0.0,4.35,-13.14,16.75,-24190609.0,45.25,0.0,0.0,0.0,0.0,2.0,0.0
1034,2.0,4.52,-1.53,-0.07,28179.0,12824795.0,2.61,0.49,22.68,1.56,-0.22,000421.SZ,0.0,南京公用,4.61,4.49,4.61,4.59,2588364142.0,2588364142.0,-0.22,1.03,-4.44,3.67,-149476.0,22.85,0.0,0.0,0.0,0.0,2.0,0.0
1035,2.0,7.06,-1.53,-0.11,235987.0,167443866.0,1.39,0.19,4.78,0.86,-0.28,600606.SH,1.0,绿地控股,7.16,7.06,7.16,7.17,85907169958.0,85907169958.0,-0.14,1.24,6.97,21.51,-12842701.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0
1036,2.0,3.85,-1.53,-0.06,89676.0,34571454.0,3.84,0.7,-56.58,0.76,-0.26,000558.SZ,0.0,莱茵体育,3.96,3.81,3.9,3.91,4963512204.0,4960416438.0,0.0,4.06,-1.03,32.76,1738788.0,-39.72,0.0,0.0,0.0,0.0,2.0,0.0
1037,2.0,7.05,-1.54,-0.11,624836.0,448696176.0,4.75,5.52,64.19,0.86,-0.14,000795.SZ,0.0,英洛华,7.35,7.01,7.15,7.16,7992472926.0,7974130166.0,-0.14,3.55,-10.53,97.48,-23002315.0,51.37,0.0,0.0,0.0,0.0,2.0,0.0
1038,2.0,6.39,-1.54,-0.1,24826.0,15909459.0,3.85,0.74,41.73,1.07,0.31,603101.SH,1.0,汇嘉时代,6.58,6.33,6.56,6.49,2147040000.0,2147040000.0,0.16,1.57,-10.88,-43.8,56502.0,135.67,0.0,0.0,0.0,0.0,2.0,0.0
1039,2.0,7.66,-1.54,-0.12,67326.0,51674774.0,2.7,0.68,34.53,0.89,0.0,600116.SH,1.0,三峡水利,7.79,7.58,7.78,7.78,7606422145.0,7606422145.0,-0.13,2.66,-6.59,6.09,-836994.0,41.23,0.0,0.0,0.0,0.0,2.0,0.0
1040,2.0,8.26,-1.55,-0.13,460522.0,387737616.0,4.05,1.63,27.28,1.51,-0.24,002500.SZ,0.0,山西证券,8.58,8.24,8.39,8.39,23365269764.0,23365269764.0,0.0,1.88,0.24,40.72,-32631006.0,43.29,0.0,0.0,0.0,0.0,2.0,0.0
1041,2.0,33.64,-1.55,-0.53,86283.0,291426528.0,1.61,0.34,74.97,0.72,-0.12,300015.SZ,0.0,爱尔眼科,34.15,33.6,33.98,34.17,104210369676.0,84528147415.0,-0.03,17.43,11.84,67.53,-19776856.0,87.21,0.0,0.0,0.0,0.0,2.0,0.0
1042,2.0,4.44,-1.55,-0.07,33034.0,14729058.0,2.44,0.42,32.38,0.93,0.0,600807.SH,1.0,ST天业,4.52,4.41,4.51,4.51,3927778206.0,3494361980.0,0.0,3.05,-2.63,17.46,-1367741.0,5.38,0.0,0.0,0.0,0.0,2.0,0.0
1043,2.0,41.86,-1.55,-0.66,24056.0,101061489.0,4.52,5.06,30.51,0.64,-0.1,300788.SZ,0.0,中信出版,43.04,41.12,42.4,42.52,7959742418.0,1989935615.0,-0.12,5.03,181.89,181.89,-10764971.0,35.9,0.0,0.0,0.0,0.0,2.0,0.0
1044,2.0,24.67,-1.56,-0.39,49575.0,123218731.0,2.75,0.57,39.64,0.93,0.12,600482.SH,1.0,中国动力,25.15,24.46,24.8,25.06,41815550383.0,21458670773.0,0.04,1.61,4.18,10.78,-2259968.0,39.36,0.0,0.0,0.0,0.0,2.0,0.0
1045,2.0,5.69,-1.56,-0.09,22197.0,12716977.0,1.56,0.05,16.2,0.96,-0.52,601158.SH,1.0,重庆水务,5.78,5.69,5.75,5.78,27312000000.0,27312000000.0,-0.35,1.94,0.71,7.77,-290912.0,18.6,0.0,0.0,0.0,0.0,2.0,0.0
1046,2.0,5.68,-1.56,-0.09,760464.0,435088704.0,1.91,0.18,5.87,0.8,-0.18,601668.SH,1.0,中国建筑,5.78,5.67,5.76,5.77,238453588903.0,233681306250.0,0.0,1.02,-3.57,2.71,-24686655.0,6.05,0.0,0.0,0.0,0.0,2.0,0.0
1047,2.0,8.83,-1.56,-0.14,115224.0,102151516.0,2.01,3.37,5.65,0.95,0.11,601577.SH,1.0,长沙银行,8.97,8.79,8.97,8.97,30212319648.0,3021231970.0,0.0,0.97,-6.16,7.16,1939268.0,6.34,0.0,0.0,0.0,0.0,2.0,0.0
1048,2.0,22.06,-1.56,-0.35,85963.0,194031992.0,7.85,8.74,32.44,1.83,-0.05,603197.SH,1.0,保隆科技,23.5,21.74,23.1,22.41,3663679511.0,2170741017.0,0.05,3.88,14.72,8.08,-6738266.0,29.14,0.0,0.0,0.0,0.0,2.0,0.0
1049,2.0,41.57,-1.56,-0.66,111580.0,466149376.0,1.85,0.28,7.22,0.63,-0.14,600585.SH,1.0,海螺水泥,42.2,41.42,42.14,42.23,220292008209.0,166267636209.0,-0.1,1.85,2.34,50.67,-31455097.0,6.86,0.0,0.0,0.0,0.0,2.0,0.0
1050,2.0,10.69,-1.57,-0.17,22266.0,23881626.0,1.75,0.57,18.18,1.09,0.09,600650.SH,1.0,锦江投资,10.85,10.66,10.85,10.86,5896712044.0,4175087202.0,0.09,1.81,-4.81,16.2,-1216952.0,22.06,0.0,0.0,0.0,0.0,2.0,0.0
1051,2.0,7.54,-1.57,-0.12,445963.0,336787472.0,1.7,0.19,22.63,1.1,0.0,601766.SH,1.0,中国中车,7.63,7.5,7.62,7.66,216389435224.0,172799399889.0,0.0,1.74,-5.99,-14.99,-16395320.0,18.08,0.0,0.0,0.0,0.0,2.0,0.0
1052,2.0,22.62,-1.57,-0.36,46004.0,104578663.0,3.13,0.6,21.38,1.06,-0.31,002242.SZ,0.0,九阳股份,23.14,22.42,22.98,22.98,17357932020.0,17259931775.0,-0.09,4.71,8.02,48.72,-15877986.0,21.97,0.0,0.0,0.0,0.0,2.0,0.0
1053,2.0,33.3,-1.57,-0.53,41403.0,138468999.0,5.56,1.26,452.37,1.63,0.06,600764.SH,1.0,中国海防,34.28,32.4,33.95,33.83,13147047892.0,10947898776.0,-0.03,12.18,23.2,39.68,-2019922.0,198.45,0.0,0.0,0.0,0.0,2.0,0.0
1054,2.0,3.14,-1.57,-0.05,55375.0,17457601.0,2.51,0.42,11.06,1.12,0.0,601188.SH,1.0,龙江交通,3.2,3.12,3.2,3.19,4131858713.0,4131858713.0,0.0,0.98,-4.27,8.65,-672563.0,12.64,0.0,0.0,0.0,0.0,2.0,0.0
1055,2.0,23.8,-1.57,-0.38,191486.0,457891888.0,4.14,2.74,49.18,0.76,-0.08,002138.SZ,0.0,顺络电子,24.43,23.43,24.2,24.18,19190376825.0,16637731054.0,0.0,4.56,43.37,74.49,-29500059.0,42.9,0.0,0.0,0.0,0.0,2.0,0.0
1056,2.0,3.75,-1.57,-0.06,36017.0,13603152.0,2.36,0.17,6.9,1.11,-0.27,601107.SH,1.0,四川成渝,3.83,3.74,3.83,3.81,11467725000.0,8110275000.0,0.0,0.76,-9.64,10.95,-64663.0,11.18,0.0,0.0,0.0,0.0,2.0,0.0
1057,2.0,13.73,-1.58,-0.22,8356.0,11527506.0,2.22,0.16,14.76,0.58,0.0,002275.SZ,0.0,桂林三金,13.99,13.68,13.9,13.95,8103446000.0,7323460490.0,0.0,2.94,-0.29,10.28,-267435.0,19.39,0.0,0.0,0.0,0.0,2.0,0.0
1058,2.0,3.12,-1.58,-0.05,620618.0,195243563.0,3.15,3.27,23.25,1.06,0.0,601975.SH,1.0,招商南油,3.2,3.1,3.2,3.17,15673008075.0,5923482106.0,0.0,3.81,-6.87,11.03,-16319697.0,31.93,0.0,0.0,0.0,0.0,2.0,0.0
1059,2.0,12.46,-1.58,-0.2,17991.0,22497554.0,3.79,3.54,50.45,0.82,0.0,603036.SH,1.0,如通股份,12.83,12.35,12.6,12.66,2533865600.0,633466400.0,-0.08,2.49,1.96,11.95,-457196.0,51.44,0.0,0.0,0.0,0.0,2.0,0.0
1060,2.0,26.16,-1.58,-0.42,21683.0,56416961.0,3.46,4.24,71.81,1.07,0.23,300688.SZ,0.0,创业黑马,26.58,25.66,26.58,26.58,2490432000.0,1338192067.0,0.0,6.71,-7.46,-7.98,-4553869.0,173.9,0.0,0.0,0.0,0.0,2.0,0.0
1061,2.0,18.02,-1.58,-0.29,5521.0,9914480.0,3.17,1.17,24.6,0.94,0.45,603813.SH,1.0,原尚股份,18.35,17.77,18.28,18.31,1617295000.0,852742440.0,0.73,2.57,-2.22,-1.58,-262339.0,26.27,0.0,0.0,0.0,0.0,2.0,0.0
1062,2.0,4.97,-1.58,-0.08,150121.0,75540671.0,3.37,0.16,8.7,0.96,0.0,601898.SH,1.0,中煤能源,5.12,4.95,5.1,5.05,65895557098.0,45485441988.0,-0.2,0.7,3.11,8.75,-1055428.0,14.6,0.0,0.0,0.0,0.0,2.0,0.0
1063,2.0,34.73,-1.59,-0.56,29656.0,104789142.0,3.8,0.8,43.14,0.55,-0.26,603707.SH,1.0,健友股份,36.04,34.7,35.29,35.29,24952612057.0,12879011857.0,-0.03,9.77,33.42,142.53,-14319.0,51.28,0.0,0.0,0.0,0.0,2.0,0.0
1064,2.0,27.24,-1.59,-0.44,13191.0,36122955.0,2.1,0.33,-124.51,0.27,-0.33,603318.SH,1.0,派思股份,27.78,27.2,27.78,27.68,10985954025.0,10954900425.0,-0.44,11.22,18.43,118.62,-1932109.0,-164.0,0.0,0.0,0.0,0.0,2.0,0.0
1065,2.0,15.47,-1.59,-0.25,57612.0,89848092.0,3.69,1.71,34.23,0.78,-0.64,603688.SH,1.0,石英股份,15.94,15.36,15.72,15.72,5217978402.0,5217978402.0,-0.39,3.75,24.66,42.32,-7643222.0,32.59,0.0,0.0,0.0,0.0,2.0,0.0
1066,2.0,17.93,-1.59,-0.29,41892.0,75726892.0,3.07,2.5,15.69,0.62,-0.22,603556.SH,1.0,海兴电力,18.45,17.89,18.21,18.22,8805508526.0,3007822263.0,-0.11,1.8,29.27,42.3,-8776975.0,19.65,0.0,0.0,0.0,0.0,2.0,0.0
1067,2.0,26.56,-1.59,-0.43,14635.0,39336237.0,2.85,4.92,20.98,0.83,-0.26,603332.SH,1.0,苏州龙杰,27.25,26.48,26.85,26.99,3158993280.0,789761600.0,-0.19,2.47,-9.66,36.63,-1527069.0,20.6,0.0,0.0,0.0,0.0,2.0,0.0
1068,2.0,27.79,-1.59,-0.45,77142.0,214826834.0,3.12,5.15,91.92,0.68,0.0,002792.SZ,0.0,通宇通讯,28.26,27.38,28.09,28.24,9388579158.0,4165673952.0,-0.04,4.73,31.64,36.29,-13754241.0,169.59,0.0,0.0,0.0,0.0,2.0,0.0
1069,2.0,2.47,-1.59,-0.04,621521.0,153387829.0,4.38,0.52,46.02,1.81,0.41,600871.SH,1.0,石化油服,2.54,2.43,2.52,2.51,46891319882.0,29745372658.0,0.41,7.12,-4.63,34.97,1747696.0,187.16,0.0,0.0,0.0,0.0,2.0,0.0
1070,2.0,2.47,-1.59,-0.04,604672.0,150373070.0,1.59,0.31,10.41,1.36,0.0,600795.SH,1.0,国电电力,2.51,2.47,2.5,2.51,48536482677.0,48536482677.0,0.0,0.93,-2.37,-1.98,-19540473.0,30.19,0.0,0.0,0.0,0.0,2.0,0.0
1071,2.0,7.41,-1.59,-0.12,37157.0,27564119.0,3.19,0.83,46.88,0.79,0.68,300440.SZ,0.0,运达科技,7.57,7.33,7.56,7.53,3319680000.0,3301916311.0,0.68,2.82,-5.0,31.85,-3013809.0,34.48,0.0,0.0,0.0,0.0,2.0,0.0
1072,2.0,9.26,-1.59,-0.15,32698.0,30322254.0,2.13,0.45,6.95,1.4,0.0,600508.SH,1.0,上海能源,9.41,9.21,9.41,9.41,6692368680.0,6692368680.0,0.11,0.69,-5.89,-1.17,-1316840.0,12.4,0.0,0.0,0.0,0.0,2.0,0.0
1073,2.0,22.8,-1.6,-0.37,9729.0,22267507.0,2.5,1.8,12.0,0.76,-0.04,603585.SH,1.0,苏利股份,23.24,22.66,23.02,23.17,4104000000.0,1231200000.0,-0.04,2.25,-4.68,14.17,-902777.0,12.42,0.0,0.0,0.0,0.0,2.0,0.0
1074,2.0,4.92,-1.6,-0.08,19216.0,9495619.0,2.2,0.35,54.96,0.83,-0.2,600526.SH,1.0,*ST菲达,5.01,4.9,5.01,5.0,2693230986.0,2693230986.0,0.0,1.39,-8.21,11.31,-1063442.0,-6.58,0.0,0.0,0.0,0.0,2.0,0.0
1075,2.0,20.29,-1.6,-0.33,27087.0,55296323.0,2.42,0.49,14.13,0.44,-0.1,002597.SZ,0.0,金禾实业,20.79,20.29,20.58,20.62,11337444254.0,11217413321.0,-0.05,2.93,7.81,30.65,-6372322.0,14.72,0.0,0.0,0.0,0.0,2.0,0.0
1076,2.0,12.91,-1.6,-0.21,190579.0,245947622.0,3.2,1.5,30.68,0.74,0.0,002511.SZ,0.0,中顺洁柔,13.12,12.7,13.12,13.12,16865213991.0,16453991348.0,0.08,4.63,8.21,51.88,-8739860.0,34.98,0.0,0.0,0.0,0.0,2.0,0.0
1077,2.0,5.52,-1.6,-0.09,617952.0,344030064.0,1.6,0.16,4.79,0.86,-0.18,601328.SH,1.0,交通银行,5.61,5.52,5.6,5.61,409930251080.0,216664769363.0,-0.36,0.65,-7.85,0.55,-56306872.0,5.42,0.0,0.0,0.0,0.0,2.0,0.0
1078,2.0,4.29,-1.61,-0.07,58265.0,25333815.0,3.9,1.68,95.01,1.43,-0.23,002490.SZ,0.0,山东墨龙,4.43,4.26,4.41,4.36,3422769636.0,1491082808.0,-0.23,1.74,-7.54,1.9,730098.0,43.93,0.0,0.0,0.0,0.0,2.0,0.0
1079,2.0,19.61,-1.61,-0.32,32484.0,63894142.0,3.36,9.13,89.11,0.95,-0.1,002888.SZ,0.0,惠威科技,19.94,19.27,19.9,19.93,2444904204.0,697647321.0,0.26,5.98,-15.44,7.87,-2337275.0,95.29,0.0,0.0,0.0,0.0,2.0,0.0
1080,2.0,6.11,-1.61,-0.1,36007.0,21941776.0,3.54,1.19,12.16,1.12,0.49,002620.SZ,0.0,瑞和股份,6.24,6.02,6.24,6.21,2313429300.0,1855194502.0,0.33,1.04,-3.63,5.89,-2248913.0,15.4,0.0,0.0,0.0,0.0,2.0,0.0
1081,2.0,32.34,-1.61,-0.53,14950.0,48528438.0,3.01,1.91,26.82,0.63,-0.34,603360.SH,1.0,百傲化学,33.08,32.09,32.97,32.87,6037101840.0,2535757797.0,-0.03,7.19,27.32,170.18,-606474.0,31.01,0.0,0.0,0.0,0.0,2.0,0.0
1082,2.0,12.2,-1.61,-0.2,164588.0,202505535.0,3.06,2.0,28.21,0.79,0.08,600559.SH,1.0,老白干酒,12.49,12.11,12.34,12.4,10946906817.0,10061195467.0,0.0,3.55,-3.79,30.48,-22306679.0,27.49,0.0,0.0,0.0,0.0,2.0,0.0
1083,2.0,4.88,-1.61,-0.08,50339.0,24751445.0,2.82,0.85,37.66,2.15,0.0,002165.SZ,0.0,红 宝 丽,4.99,4.85,4.99,4.96,2938043577.0,2893665633.0,0.21,1.94,0.0,43.11,-2206272.0,50.89,0.0,0.0,0.0,0.0,2.0,0.0
1084,2.0,6.09,-1.62,-0.1,107684.0,65854621.0,1.78,0.43,16.75,0.66,-0.16,000729.SZ,0.0,燕京啤酒,6.17,6.06,6.15,6.19,17164904587.0,15282511043.0,0.0,1.28,-9.24,8.36,-1554022.0,92.5,0.0,0.0,0.0,0.0,2.0,0.0
1085,2.0,5.47,-1.62,-0.09,92495.0,50784770.0,2.34,0.97,17.25,0.6,-0.18,002226.SZ,0.0,江南化工,5.56,5.43,5.55,5.56,6831929844.0,5241864860.0,-0.18,1.18,-2.15,7.47,238605.0,22.07,0.0,0.0,0.0,0.0,2.0,0.0
1086,2.0,46.19,-1.62,-0.76,24758.0,114413093.0,2.85,1.46,106.04,0.96,0.0,300558.SZ,0.0,贝达药业,47.1,45.76,47.1,46.95,18522190000.0,7824559533.0,0.02,8.25,13.66,44.98,-18453960.0,98.79,0.0,0.0,0.0,0.0,2.0,0.0
1087,2.0,15.79,-1.62,-0.26,70572.0,111841686.0,2.68,1.6,17.26,0.84,0.0,600197.SH,1.0,伊力特,16.08,15.65,16.0,16.05,6963390000.0,6963390000.0,0.0,3.03,-12.03,24.53,-5293738.0,16.81,0.0,0.0,0.0,0.0,2.0,0.0
1088,2.0,6.68,-1.62,-0.11,128141.0,86796905.0,4.57,4.81,196.72,0.62,0.0,000702.SZ,0.0,正虹科技,6.91,6.6,6.82,6.79,1781118968.0,1781118968.0,0.0,3.37,3.09,20.14,-889307.0,61.84,0.0,0.0,0.0,0.0,2.0,0.0
1089,2.0,22.46,-1.62,-0.37,178278.0,400230528.0,2.58,2.23,49.08,0.69,0.18,002460.SZ,0.0,赣锋锂业,22.78,22.19,22.78,22.83,29031799639.0,17980647473.0,0.27,3.92,-5.19,3.12,-25684144.0,36.58,0.0,0.0,0.0,0.0,2.0,0.0
1090,2.0,7.88,-1.62,-0.13,84619.0,68704252.0,6.87,3.53,190.88,2.72,-0.51,002748.SZ,0.0,世龙实业,8.4,7.85,7.94,8.01,1891200000.0,1891200000.0,0.38,1.69,-10.56,13.38,-1234234.0,52.67,0.0,0.0,0.0,0.0,2.0,0.0
1091,2.0,39.97,-1.62,-0.66,7526.0,30178084.0,3.13,1.36,32.63,0.66,-0.03,603214.SH,1.0,爱婴室,40.85,39.58,40.65,40.63,4064949000.0,2206457475.0,-0.05,4.42,8.32,9.09,-82966.0,30.48,0.0,0.0,0.0,0.0,2.0,0.0
1092,2.0,9.07,-1.63,-0.15,80169.0,73340112.0,2.49,1.87,80.25,0.86,-0.22,000576.SZ,0.0,广东甘化,9.28,9.05,9.21,9.22,4016752209.0,3881818671.0,0.0,3.83,5.59,51.17,-3907991.0,25.08,0.0,0.0,0.0,0.0,2.0,0.0
1093,2.0,10.88,-1.63,-0.18,78812.0,86090510.0,1.99,0.64,18.13,0.63,-0.18,600597.SH,1.0,光明乳业,11.06,10.84,11.06,11.06,13322424098.0,13320405858.0,-0.09,2.39,1.12,31.72,-6578642.0,36.09,0.0,0.0,0.0,0.0,2.0,0.0
1094,2.0,56.69,-1.63,-0.94,21769.0,124576202.0,2.65,4.12,36.22,0.65,0.0,688388.SH,1.0,嘉元科技,58.08,56.55,57.77,57.63,13088360440.0,2995434577.0,0.0,5.51,100.6,100.6,-10976042.0,42.7,0.0,0.0,0.0,0.0,2.0,0.0
1095,2.0,67.53,-1.63,-1.12,12963.0,88385361.0,2.48,7.22,-1157.86,0.76,0.0,688333.SH,1.0,铂力特,69.06,67.36,68.17,68.65,5402400000.0,1212800848.0,0.0,5.44,104.64,104.64,-9789513.0,97.82,0.0,0.0,0.0,0.0,2.0,0.0
1096,2.0,4.82,-1.63,-0.08,121156.0,58588681.0,2.04,2.02,5.78,0.87,0.0,002936.SZ,0.0,郑州银行,4.89,4.79,4.89,4.9,28543711758.0,2892000000.0,0.21,0.94,-7.31,-2.03,-7547692.0,9.03,0.0,0.0,0.0,0.0,2.0,0.0
1097,2.0,9.63,-1.63,-0.16,255945.0,246963490.0,3.98,4.15,25.15,0.88,0.31,300020.SZ,0.0,银江股份,9.85,9.46,9.72,9.79,6315248898.0,5945867926.0,0.31,1.91,15.88,49.3,3453689.0,105.84,0.0,0.0,0.0,0.0,2.0,0.0
1098,2.0,10.21,-1.64,-0.17,36213.0,37282985.0,2.22,0.47,6.54,0.74,-0.1,000501.SZ,0.0,鄂武商Ａ,10.44,10.21,10.38,10.38,7851415784.0,7838801574.0,-0.1,0.89,-5.11,10.02,497493.0,7.31,0.0,0.0,0.0,0.0,2.0,0.0
1099,2.0,9.0,-1.64,-0.15,20094.0,18195460.0,2.4,0.23,10.34,0.93,-0.33,601900.SH,1.0,南方传媒,9.19,8.97,9.11,9.15,8062889094.0,8005049577.0,-0.33,1.47,-3.85,9.76,-137692.0,10.21,0.0,0.0,0.0,0.0,2.0,0.0
1100,2.0,9.6,-1.64,-0.16,100775.0,95642576.0,4.0,4.44,79.15,1.2,0.21,300449.SZ,0.0,汉邦高科,9.77,9.38,9.77,9.76,2924581229.0,2181099965.0,0.1,2.05,-0.31,12.54,3979928.0,176.8,0.0,0.0,0.0,0.0,2.0,0.0
1101,2.0,14.4,-1.64,-0.24,77536.0,112509173.0,5.19,1.81,59.83,0.91,0.0,300363.SZ,0.0,博腾股份,14.92,14.16,14.63,14.64,7815564475.0,6157682669.0,0.0,2.67,74.55,63.45,1011617.0,51.66,0.0,0.0,0.0,0.0,2.0,0.0
1102,2.0,94.09,-1.64,-1.57,8925.0,84510047.0,2.35,4.89,58.83,0.7,0.0,688020.SH,1.0,方邦股份,95.86,93.61,95.7,95.66,7527200000.0,1717439166.0,0.0,5.16,74.63,74.63,-5593461.0,60.18,0.0,0.0,0.0,0.0,2.0,0.0
1103,2.0,7.19,-1.64,-0.12,17640.0,12742313.0,2.74,0.44,164.82,0.87,0.0,000893.SZ,0.0,*ST东凌,7.36,7.16,7.25,7.31,5442134526.0,2881334621.0,0.14,1.5,-3.1,66.82,-154307.0,211.62,0.0,0.0,0.0,0.0,2.0,0.0
1104,2.0,8.98,-1.64,-0.15,8400.0,7545980.0,2.63,0.36,26.39,1.38,0.0,300305.SZ,0.0,裕兴股份,9.15,8.91,9.08,9.13,2593001940.0,2088705965.0,0.0,1.78,-4.57,14.39,-898038.0,29.04,0.0,0.0,0.0,0.0,2.0,0.0
1105,2.0,4.19,-1.64,-0.07,86038.0,36063330.0,3.05,1.2,4.16,0.9,0.48,300117.SZ,0.0,嘉寓股份,4.26,4.13,4.26,4.26,3003224400.0,2992854150.0,0.24,1.75,8.27,0.96,1583025.0,8.25,0.0,0.0,0.0,0.0,2.0,0.0
1106,2.0,29.9,-1.64,-0.5,38908.0,116246372.0,2.8,5.03,62.68,0.63,-0.23,300462.SZ,0.0,华铭智能,30.4,29.55,30.36,30.4,4119024000.0,2313434760.0,-0.1,6.32,57.29,96.19,-476035.0,86.94,0.0,0.0,0.0,0.0,2.0,0.0
1107,2.0,2.39,-1.65,-0.04,34140.0,8231089.0,2.47,0.42,-11.56,0.61,0.0,000571.SZ,0.0,*ST大洲,2.45,2.39,2.43,2.43,1945612960.0,1926743298.0,0.0,1.61,31.32,-30.32,-714984.0,-1.95,0.0,0.0,0.0,0.0,2.0,0.0
1108,2.0,46.49,-1.65,-0.78,125373.0,586784800.0,2.92,0.88,12.98,0.88,0.22,600309.SH,1.0,万华化学,47.49,46.11,47.27,47.27,145966820643.0,66190435966.0,0.15,3.85,8.22,78.88,-35634012.0,25.49,0.0,0.0,0.0,0.0,2.0,0.0
1109,2.0,7.15,-1.65,-0.12,80548.0,57441572.0,3.71,1.35,29.0,0.84,0.0,002300.SZ,0.0,太阳电缆,7.3,7.03,7.3,7.27,4268335500.0,4268007594.0,0.0,3.15,-0.28,48.65,-6386911.0,29.41,0.0,0.0,0.0,0.0,2.0,0.0
1110,2.0,5.36,-1.65,-0.09,83498.0,44948411.0,2.2,1.02,7.69,0.89,-0.19,600908.SH,1.0,无锡银行,5.46,5.34,5.45,5.45,9906663598.0,4386687918.0,0.0,0.96,-7.11,5.93,-2819079.0,8.53,0.0,0.0,0.0,0.0,2.0,0.0
1111,2.0,5.93,-1.66,-0.1,14262.0,8447150.0,2.82,1.08,41.13,1.67,0.85,002200.SZ,0.0,*ST云投,6.03,5.86,6.03,6.03,1091908038.0,780495357.0,1.02,6.36,-5.42,5.89,-489071.0,-26.41,0.0,0.0,0.0,0.0,2.0,0.0
1112,2.0,18.35,-1.66,-0.31,11261.0,20789750.0,2.68,1.7,19.4,1.09,0.0,603535.SH,1.0,嘉诚国际,18.73,18.23,18.69,18.66,2759840000.0,1212568000.0,0.05,1.79,-0.54,0.11,-359371.0,18.95,0.0,0.0,0.0,0.0,2.0,0.0
1113,2.0,8.28,-1.66,-0.14,14352.0,11933463.0,2.14,0.36,15.1,0.98,0.12,002561.SZ,0.0,徐家汇,8.43,8.25,8.43,8.42,3442517640.0,3288399061.0,0.12,1.57,-2.24,12.81,83785.0,15.53,0.0,0.0,0.0,0.0,2.0,0.0
1114,2.0,13.59,-1.66,-0.23,31566.0,42654558.0,4.7,2.33,16.58,0.82,0.52,002918.SZ,0.0,蒙娜丽莎,13.92,13.27,13.82,13.82,5465707740.0,1838941043.0,-0.07,2.07,8.63,42.15,-2309416.0,13.87,0.0,0.0,0.0,0.0,2.0,0.0
1115,2.0,2.95,-1.67,-0.05,22980.0,6794867.0,2.67,0.42,125.58,1.12,0.34,000737.SZ,0.0,ST南风,3.0,2.92,3.0,3.0,1618842000.0,1618842000.0,0.34,4.18,-9.23,4.24,349719.0,4.17,0.0,0.0,0.0,0.0,2.0,0.0
