,f1,f2,今日涨幅,价格变动,成交量,成交额,f7,换手,市盈(动),量比,f11,f12,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,流通市值,总市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,gxl
760,2,4.02,1.26,0.05,70048,27989207.0,4.53,0.98,32.57,0.57,-0.25,002692.SZ,0,ST远程,4.07,3.89,4.07,3.97,2886946920,2875842876,-0.25,2.47,81.08,0.75,106601.0,-8.1,-,-,-,-,2,0.0
758,2,3.18,1.27,0.04,240259,75753839.0,2.23,1.92,38.38,1.7,0.0,002132.SZ,0,恒星科技,3.18,3.11,3.13,3.14,3995664922,3982875076,0.0,1.45,7.8,16.91,-3213328.0,-84.3,-,-,-,-,2,0.0
754,2,6.34,1.28,0.08,54949,34834084.0,1.92,1.71,-37.6,0.71,-0.16,600860.SH,1,京城股份,6.38,6.26,6.26,6.26,2675480000,2041480000,0.0,6.21,-8.25,41.83,-541788.0,-26.54,-,-,-,-,2,0.0
1015,2,63.14,0.85,0.53,49890,311565808.0,4.7,14.17,68.38,0.57,0.7,603613.SH,1,国联股份,63.5,60.56,62.01,62.61,8891059100,2223159400,0.05,8.99,317.32,317.32,-5929660.0,75.78,-,-,-,-,2,0.0
1023,2,8.45,0.84,0.07,37626,31998883.0,3.94,1.28,-43.85,0.91,0.12,002248.SZ,0,华东数控,8.69,8.36,8.41,8.38,2598337820,2475835103,0.0,34.69,-13.16,-2.87,-994082.0,-5.27,-,-,-,-,2,0.0
1030,2,2.43,0.83,0.02,55302,13448053.0,2.49,0.69,-11.76,0.98,0.0,000571.SZ,0,*ST大洲,2.45,2.39,2.42,2.41,1978175520,1958990048,-0.41,1.64,32.07,-29.15,2466347.0,-1.99,-,-,-,-,2,0.0
1248,2,44.36,0.59,0.26,14210,62991190.0,1.43,3.49,85.63,0.51,0.0,688005.SH,1,容百科技,44.73,44.1,44.5,44.1,19664153652,1807096292,0.0,4.53,66.64,66.64,-5127033.0,90.97,-,-,-,-,2,0.0
1297,2,1.86,0.54,0.01,250708,46812393.0,3.24,0.81,130.6,0.9,0.0,002239.SZ,0,奥特佳,1.9,1.84,1.85,1.85,5824328516,5727071039,0.54,1.12,-8.37,-7.0,-2362923.0,-33.74,-,-,-,-,2,0.0
1295,2,3.7,0.54,0.02,57801,21387786.0,1.36,1.0,14.35,1.03,0.27,300160.SZ,0,秀强股份,3.72,3.67,3.68,3.68,2193923965,2147758384,0.0,2.31,-6.33,7.25,452657.0,-9.98,-,-,-,-,2,0.0
1289,2,40.26,0.55,0.22,15023,60483773.0,1.35,3.46,58.91,0.45,0.0,688033.SH,1,天宜上佳,40.55,40.01,40.04,40.04,18066159189,1748732756,0.0,8.12,97.64,97.64,-2946530.0,67.33,-,-,-,-,2,0.0
1285,2,7.26,0.55,0.04,24941,18097616.0,2.08,3.3,-31.28,0.76,0.28,603389.SH,1,亚振家居,7.34,7.19,7.24,7.22,1907579520,548507520,0.0,2.55,-11.89,-16.84,-589028.0,-19.32,-,-,-,-,2,0.0
1282,2,7.23,0.56,0.04,44584,32116071.0,1.25,2.11,407.66,0.9,0.14,300106.SZ,0,西部牧业,7.25,7.16,7.19,7.19,1527932601,1527932601,0.14,2.39,-12.47,36.93,2392104.0,24.18,-,-,-,-,2,0.0
1281,2,68.65,0.56,0.38,11988,82249354.0,2.01,6.68,-1177.06,0.59,0.0,688333.SH,1,铂力特,69.26,67.89,68.3,68.27,5492000000,1232915419,0.0,5.53,108.03,108.03,-2857454.0,99.44,-,-,-,-,2,0.0
1274,2,3.58,0.56,0.02,73502,26351244.0,2.53,0.57,111.47,1.02,0.85,600715.SH,1,文投控股,3.63,3.54,3.56,3.56,6640375530,4597434568,0.56,1.04,-11.6,-20.44,-225164.0,-10.0,-,-,-,-,2,0.0
1272,2,3.56,0.56,0.02,44739,15963383.0,1.41,0.29,-42.5,0.9,0.0,600550.SH,1,保变电气,3.59,3.54,3.56,3.54,6555841389,5463201159,0.0,9.13,-8.48,-3.26,-909502.0,-8.59,-,-,-,-,2,0.0
1259,2,5.23,0.58,0.03,70419,37152671.0,3.65,1.03,-45.88,0.53,0.0,002284.SZ,0,亚太股份,5.37,5.18,5.21,5.2,3857633523,3587847331,0.0,1.51,-8.08,23.06,1124341.0,-54.99,-,-,-,-,2,0.0
1256,2,5.19,0.58,0.03,81517,41958609.0,2.71,2.21,53.1,0.74,0.0,002105.SZ,0,信隆健康,5.24,5.1,5.16,5.16,1912515000,1912515000,0.0,3.63,12.1,30.4,3279643.0,76.22,-,-,-,-,2,0.0
1254,2,6.89,0.58,0.04,187071,129508545.0,3.65,1.55,56.77,0.79,0.15,000566.SZ,0,海南海药,7.08,6.83,6.86,6.85,9204897129,8292090616,0.0,1.94,6.0,34.57,-5378893.0,179.89,-,-,-,-,2,0.0
1253,2,1.72,0.58,0.01,40645,6931997.0,1.17,0.59,-20.02,1.09,0.0,002021.SZ,0,*ST中捷,1.72,1.7,1.71,1.71,1183041869,1182280769,0.0,1.77,1.78,-43.05,864182.0,-4.01,-,-,-,-,2,0.0
1247,2,11.93,0.59,0.07,40299,48531895.0,3.46,1.99,71.68,1.47,0.0,002906.SZ,0,华阳集团,12.31,11.9,11.92,11.86,5644083000,2412826371,0.08,1.65,2.4,22.23,3165672.0,136.72,-,-,-,-,2,0.0
1220,2,6.48,0.62,0.04,44691,29055966.0,1.86,1.0,56.38,0.92,0.0,300011.SZ,0,鼎汉技术,6.56,6.44,6.44,6.44,3620054508,2900870872,0.0,1.87,1.57,7.11,1140495.0,-6.32,-,-,-,-,2,0.0
1242,2,5.05,0.6,0.03,93554,47098917.0,1.79,1.43,-76.87,0.79,0.4,300317.SZ,0,珈伟新能,5.08,4.99,5.02,5.02,4240663775,3313957056,0.0,1.43,-8.18,7.45,-5859099.0,-2.08,-,-,-,-,2,0.0
1239,2,25.12,0.6,0.15,343110,861439680.0,8.01,10.35,908.88,0.56,-0.2,002201.SZ,0,九鼎新材,26.0,24.0,24.49,24.97,8351582846,8330679339,0.04,9.25,270.5,296.84,-8413037.0,463.79,-,-,-,-,2,0.0
1236,2,5.0,0.6,0.03,17728,8873061.0,2.62,0.32,55.85,0.82,0.2,600526.SH,1,*ST菲达,5.05,4.92,5.03,4.97,2737023360,2737023360,0.0,1.41,-6.54,13.12,-1100098.0,-6.68,-,-,-,-,2,0.0
1235,2,41.64,0.6,0.25,4563,19089805.0,2.61,0.9,44.8,0.78,-0.24,300483.SZ,0,沃施股份,42.48,41.4,42.0,41.39,4245827264,2100467340,0.07,2.86,13.46,35.11,-1713312.0,91.72,-,-,-,-,2,0.0
1234,2,4.97,0.61,0.03,184742,92343757.0,2.83,3.8,167.13,0.94,0.4,300074.SZ,0,华平股份,5.07,4.93,4.95,4.94,2695430297,2413553571,0.4,2.22,8.75,29.77,-1655158.0,62.72,-,-,-,-,2,0.0
1231,2,11.56,0.61,0.07,16311,18866994.0,1.91,1.22,6.35,0.7,-0.17,600768.SH,1,宁波富邦,11.65,11.43,11.48,11.49,1546117632,1546117632,-0.09,6.52,5.09,20.04,883686.0,16.49,-,-,-,-,2,0.0
1230,2,3.3,0.61,0.02,207089,68351041.0,1.83,1.07,65.59,0.92,0.61,000793.SZ,0,华闻传媒,3.33,3.27,3.3,3.28,6590910008,6398630235,0.3,1.35,-9.09,11.11,-951058.0,-1.31,-,-,-,-,2,0.0
1227,2,52.7,0.61,0.32,12033,63505425.0,1.72,3.27,59.02,0.5,0.0,688006.SH,1,杭可科技,53.28,52.38,52.56,52.38,21132700000,1938620724,0.0,10.01,92.13,92.13,-2379874.0,64.31,-,-,-,-,2,0.0
1225,2,14.73,0.61,0.09,67129,98342560.0,4.23,4.25,357.42,1.39,0.41,300400.SZ,0,劲拓股份,15.02,14.4,14.71,14.64,3596367798,2324482616,0.2,6.77,-2.96,-1.14,-12203184.0,81.4,-,-,-,-,2,0.0
1224,2,8.18,0.62,0.05,88956,73060040.0,1.97,1.89,23.47,1.01,0.25,300137.SZ,0,先河环保,8.27,8.11,8.14,8.13,4507446259,3853026872,0.12,2.38,-7.36,0.37,1320014.0,16.14,-,-,-,-,2,0.0
1223,2,8.18,0.62,0.05,32260,26458299.0,2.09,2.18,1724.33,0.61,0.0,300411.SZ,0,金盾股份,8.29,8.12,8.16,8.13,3732943728,1210004488,0.12,2.29,-10.5,7.63,-1551740.0,-2.07,-,-,-,-,2,0.0
1222,2,9.76,0.62,0.06,80246,78017658.0,1.86,1.9,-29.35,0.54,0.1,600501.SH,1,航天晨光,9.82,9.64,9.78,9.7,4111727936,4111727936,0.0,2.08,-2.3,60.79,1117287.0,-18.15,-,-,-,-,2,0.0
1300,2,5.6,0.54,0.03,29530,16539051.0,1.44,0.89,137.32,1.12,0.0,000430.SZ,0,张家界,5.63,5.55,5.57,5.57,2266979042,1857737280,0.0,1.43,-2.78,15.7,1185341.0,156.13,-,-,-,-,2,0.0
1302,2,5.63,0.54,0.03,71286,40198753.0,3.39,1.29,-120.62,0.76,-0.18,002703.SZ,0,浙江世宝,5.75,5.56,5.6,5.6,4445699306,3113761310,0.0,3.04,-16.34,34.37,-2212657.0,-839.92,-,-,-,-,2,0.0
1316,2,17.16,0.53,0.09,133862,228919171.0,2.64,3.45,62.4,0.61,0.06,000990.SZ,0,诚志股份,17.35,16.9,17.06,17.07,21501684530,6652635887,0.0,1.32,-2.0,42.88,-5847918.0,30.96,-,-,-,-,2,0.0
1320,2,1.96,0.51,0.01,50527,9903230.0,3.08,0.71,-14.82,0.94,-0.51,002259.SZ,0,*ST升达,1.99,1.93,1.95,1.95,1474563403,1402820057,-0.51,1.02,-9.26,-14.41,322138.0,-7.55,-,-,-,-,2,0.0
1436,2,9.76,0.41,0.04,70150,68301052.0,2.37,3.09,80.47,0.71,-0.2,300449.SZ,0,汉邦高科,9.83,9.6,9.71,9.72,2973324249,2217451631,-0.1,2.08,1.04,14.42,-5077981.0,179.75,-,-,-,-,2,0.0
1432,2,12.18,0.41,0.05,30986,37853780.0,2.14,0.96,14.47,0.9,0.08,300031.SZ,0,宝通科技,12.36,12.1,12.16,12.13,4832632851,3947223853,0.0,1.92,-3.72,-7.66,-989051.0,16.3,-,-,-,-,2,0.0
1429,2,9.68,0.41,0.04,202439,196419879.0,2.8,4.0,-16.87,0.71,-0.1,600734.SH,1,实达集团,9.82,9.55,9.74,9.64,6024564019,4901862344,0.1,2.48,5.1,54.14,5985621.0,-11.07,-,-,-,-,2,0.0
1425,2,4.81,0.42,0.02,56843,27415205.0,1.25,1.79,105.19,0.52,0.21,002347.SZ,0,泰尔股份,4.85,4.79,4.85,4.79,2150164574,1523687678,0.21,1.89,-1.64,31.06,-172256.0,123.78,-,-,-,-,2,0.0
1422,2,11.88,0.42,0.05,56586,66585158.0,2.54,1.38,-64.68,0.53,0.25,600579.SH,1,天华院,11.95,11.65,11.89,11.83,10669326711,4878355965,0.17,1.94,24.79,44.17,-916824.0,222.09,-,-,-,-,2,0.0
1419,2,2.35,0.43,0.01,632060,148731516.0,2.56,2.16,-5.56,0.58,-0.42,000727.SZ,0,华东科技,2.39,2.33,2.34,2.34,10644482403,6887041384,0.0,1.2,3.98,59.86,-9948848.0,-10.76,-,-,-,-,2,0.0
1411,2,39.15,0.44,0.17,7831,30609333.0,0.64,0.61,332.03,0.88,0.08,600593.SH,1,大连圣亚,39.22,38.97,39.0,38.98,5042520000,5042520000,0.0,9.77,6.1,47.79,1979371.0,88.48,-,-,-,-,2,0.0
1403,2,2.28,0.44,0.01,64858,14775529.0,1.76,0.93,-12.2,0.78,0.0,000806.SZ,0,ST银河,2.3,2.26,2.28,2.27,2507798817,1592458877,0.44,1.94,-5.79,-41.24,-1591751.0,-3.35,-,-,-,-,2,0.0
1401,2,4.54,0.44,0.02,81103,36645688.0,1.55,0.49,40.92,1.05,0.0,600515.SH,1,海航基础,4.56,4.49,4.51,4.52,17740469768,7528660962,0.0,0.57,-11.67,-3.61,527628.0,14.02,-,-,-,-,2,0.0
1395,2,4.52,0.44,0.02,41261,18704908.0,1.33,0.83,127.64,0.94,-0.22,002329.SZ,0,皇氏集团,4.56,4.5,4.51,4.5,3786132958,2246378736,-0.22,1.77,0.67,39.08,-533702.0,-7.16,-,-,-,-,2,0.0
1393,2,20.29,0.45,0.09,261574,523548304.0,3.76,2.91,-81.64,0.91,0.25,000503.SZ,0,国新健康,20.39,19.63,20.1,20.2,18237102519,18236244820,-0.05,16.57,11.67,27.77,-7954144.0,-86.36,-,-,-,-,2,0.0
1386,2,4.42,0.45,0.02,341669,152261703.0,5.0,2.33,51.19,1.7,0.0,002176.SZ,0,江特电机,4.58,4.36,4.43,4.4,7541959068,6489912144,0.0,2.08,-13.16,-24.7,-6002470.0,-3.99,-,-,-,-,2,0.0
1383,2,4.41,0.46,0.02,133542,59444019.0,3.87,0.95,16.43,1.54,0.0,600499.SH,1,科达洁能,4.53,4.36,4.37,4.39,6955477146,6224557660,-0.23,1.47,-2.0,9.16,1392934.0,-10.58,-,-,-,-,2,0.0
1380,2,2.19,0.46,0.01,64108,13959273.0,0.92,0.4,-84.53,0.93,0.46,000897.SZ,0,*ST津滨,2.19,2.17,2.18,2.18,3541826192,3541765748,0.46,3.44,-13.44,-6.01,16746.0,-27.86,-,-,-,-,2,0.0
1378,2,4.37,0.46,0.02,28124,12291890.0,0.92,0.6,12.67,0.67,0.0,000755.SZ,0,山西路桥,4.39,4.35,4.36,4.35,2050686394,2050686394,0.0,1.79,-1.13,9.8,-107361.0,7.59,-,-,-,-,2,0.0
1376,2,6.54,0.46,0.03,56029,36987530.0,2.46,1.56,85.93,1.16,0.0,000593.SZ,0,大通燃气,6.69,6.53,6.6,6.51,2345446799,2344479925,0.0,2.51,-9.42,1.4,-2919502.0,-12.91,-,-,-,-,2,0.0
1373,2,4.33,0.46,0.02,544727,236347944.0,3.94,5.08,125.57,1.28,0.23,300128.SZ,0,锦富技术,4.42,4.25,4.28,4.31,4737519734,4642649157,0.0,3.9,2.85,19.94,-12314229.0,-5.88,-,-,-,-,2,0.0
1372,2,4.32,0.47,0.02,100683,43755556.0,3.72,1.51,-8.69,0.83,0.0,000669.SZ,0,金鸿控股,4.43,4.27,4.38,4.3,2939366003,2879045636,0.23,1.24,-12.55,-26.15,-3486000.0,-1.52,-,-,-,-,2,0.0
1370,2,12.92,0.47,0.06,18076,23413296.0,1.63,0.78,141.09,0.72,0.0,600679.SH,1,上海凤凰,13.08,12.87,12.94,12.86,5196410395,2979338395,0.0,3.78,-12.53,27.79,-411181.0,266.73,-,-,-,-,2,0.0
1364,2,12.71,0.47,0.06,218578,278259904.0,2.21,3.32,103.77,0.72,0.08,002023.SZ,0,海特高新,12.88,12.6,12.65,12.65,9618813648,8379455371,0.0,2.72,-2.23,22.8,-24130617.0,122.58,-,-,-,-,2,0.0
1357,2,16.81,0.48,0.08,71001,119577992.0,2.03,0.66,65.49,0.92,0.0,002387.SZ,0,维信诺,16.99,16.65,16.88,16.73,22990415803,17949922225,-0.12,1.52,26.68,120.6,-277089.0,118.49,-,-,-,-,2,0.0
1350,2,95.66,0.48,0.46,8127,77543976.0,2.08,4.45,59.81,0.54,0.0,688020.SH,1,方邦股份,96.47,94.49,95.6,95.2,7652800000,1746096616,0.0,5.25,77.54,77.54,-4938100.0,61.18,-,-,-,-,2,0.0
1336,2,6.05,0.5,0.03,50268,30372851.0,1.66,1.24,22.65,0.91,0.17,002514.SZ,0,宝馨科技,6.08,5.98,6.03,6.02,3351907297,2453538532,0.0,3.29,-3.35,13.51,-3304587.0,27.54,-,-,-,-,2,0.0
1329,2,7.93,0.51,0.04,37618,29877453.0,2.79,1.21,78.46,0.58,0.0,000909.SZ,0,数源科技,8.04,7.82,7.89,7.89,2476955040,2466246066,-0.13,2.32,-1.37,19.79,2855635.0,75.82,-,-,-,-,2,0.0
1323,2,5.91,0.51,0.03,74140,43942483.0,3.06,1.21,-41.8,0.53,0.0,600800.SH,1,天津磁卡,6.03,5.85,5.9,5.88,3612611888,3610750238,0.0,27.0,-6.64,17.96,-976170.0,61.39,-,-,-,-,2,0.0
1221,2,25.97,0.62,0.16,30495,79332843.0,1.67,8.2,22.15,1.11,0.12,002889.SZ,0,东方嘉盛,26.22,25.79,25.83,25.81,3586494111,966150327,0.0,2.38,5.1,6.61,-807658.0,25.65,-,-,-,-,2,0.0
1219,2,4.85,0.62,0.03,28105,13619809.0,1.24,0.56,95.76,0.87,0.21,603778.SH,1,乾景园林,4.87,4.81,4.82,4.82,2425000000,2425000000,0.0,2.39,14.93,14.93,-481600.0,-436.9,-,-,-,-,2,0.0
1037,2,3.67,0.82,0.03,215163,79072655.0,1.37,3.57,-41.08,0.59,0.0,300008.SZ,0,天海防务,3.7,3.65,3.65,3.64,3523259399,2211138102,0.0,5.02,-0.54,41.7,-4401089.0,-1.79,-,-,-,-,2,0.0
1089,2,3.92,0.77,0.03,98111,38519768.0,1.54,0.48,10.57,1.0,0.26,603766.SH,1,隆鑫通用,3.96,3.9,3.92,3.89,8049884052,8049884052,0.0,1.19,-7.98,-4.16,513374.0,9.12,-,-,-,-,2,0.0
1126,2,95.07,0.72,0.68,23168,219717275.0,1.86,0.72,73.36,0.74,-0.02,600763.SH,1,通策医疗,95.65,93.89,94.27,94.39,30483244800,30483244800,-0.05,20.03,11.82,100.27,13648749.0,75.27,-,-,-,-,2,0.0
1121,2,8.31,0.73,0.06,133517,111044259.0,3.03,6.5,68.8,1.3,0.36,002660.SZ,0,茂硕电源,8.45,8.2,8.25,8.25,2279663245,1706951657,0.0,3.99,20.96,40.61,1281732.0,-9.44,-,-,-,-,2,0.0
1116,2,10.99,0.73,0.08,75472,82699342.0,2.93,7.83,452.5,0.74,-0.09,300555.SZ,0,路通视信,11.1,10.78,10.96,10.91,2198000000,1058919250,0.0,3.45,-3.26,36.69,-947687.0,1119.26,-,-,-,-,2,0.0
1114,2,6.85,0.74,0.05,43741,29916809.0,2.5,1.68,-28.17,0.97,0.29,002529.SZ,0,海源复材,6.92,6.75,6.79,6.8,1781000000,1781000000,0.0,1.3,-16.16,0.88,-25564.0,-7.65,-,-,-,-,2,0.0
1113,2,13.7,0.74,0.1,31631,43224606.0,2.43,4.99,27.03,0.85,0.0,300586.SZ,0,美联新材,13.83,13.5,13.61,13.6,3288000000,869179375,0.0,4.94,-0.29,32.37,548784.0,34.13,-,-,-,-,2,0.0
1111,2,6.8,0.74,0.05,132235,89648293.0,2.07,1.84,11.57,0.73,-0.15,002215.SZ,0,诺 普 信,6.85,6.71,6.77,6.75,6215719411,4883468606,0.29,2.7,-7.23,0.59,5261215.0,19.85,-,-,-,-,2,0.0
1109,2,6.77,0.74,0.05,43500,29503454.0,1.64,1.35,85.19,1.01,0.15,600543.SH,1,莫高股份,6.82,6.71,6.72,6.72,2173982400,2173982400,0.15,1.87,-4.24,3.68,-2055145.0,85.13,-,-,-,-,2,0.0
1103,2,4.03,0.75,0.03,229215,92590629.0,2.0,1.9,73.06,0.78,0.0,000836.SZ,0,富通鑫茂,4.08,4.0,4.01,4.0,4870074553,4869884437,0.0,3.87,-11.43,3.6,-9289202.0,80.25,-,-,-,-,2,0.0
1097,2,5.32,0.76,0.04,35746,19008020.0,1.89,1.26,53.54,0.91,0.0,002571.SZ,0,德力股份,5.36,5.26,5.3,5.28,2085177724,1511833280,0.0,1.45,-7.64,1.72,118859.0,-24.95,-,-,-,-,2,0.0
1095,2,9.28,0.76,0.07,161453,149525885.0,4.67,2.32,1289.68,0.85,0.0,000815.SZ,0,美利云,9.43,9.0,9.12,9.21,6452040965,6452040965,0.0,3.17,-10.51,37.48,5149778.0,298.21,-,-,-,-,2,0.0
1094,2,5.28,0.76,0.04,73275,38596566.0,1.15,0.93,20.45,0.86,0.19,600594.SH,1,益佰制药,5.29,5.23,5.25,5.24,4181376672,4181376672,0.19,1.16,-0.56,-4.35,379244.0,-5.3,-,-,-,-,2,0.0
1090,2,2.62,0.77,0.02,135196,35544870.0,2.31,1.39,-66.94,1.17,0.0,600555.SH,1,海航创新,2.66,2.6,2.61,2.6,3415170000,2550570000,0.0,2.54,-11.78,-9.03,-8477.0,-13.97,-,-,-,-,2,0.0
1088,2,70.52,0.77,0.54,47701,332248656.0,2.72,15.9,33.12,0.78,0.43,002959.SZ,0,小熊电器,70.52,68.62,69.99,69.98,8462400000,2115600000,0.33,5.55,105.9,105.9,-18455161.0,37.0,-,-,-,-,2,0.0
1218,2,9.69,0.62,0.06,26025,25171977.0,3.95,1.5,36.83,0.78,0.21,002723.SZ,0,金莱特,9.8,9.42,9.57,9.63,1847495400,1682233177,-0.1,3.03,-13.33,7.43,240775.0,-33.48,-,-,-,-,2,0.0
1082,2,2.58,0.78,0.02,33094,8503481.0,1.56,0.65,-17.01,0.69,0.0,600112.SH,1,ST天成,2.59,2.55,2.56,2.56,1313748503,1313748503,0.39,1.15,-5.15,-33.16,1222861.0,160.18,-,-,-,-,2,0.0
1075,2,7.69,0.79,0.06,172556,132610453.0,2.62,2.71,96.93,0.72,0.0,300319.SZ,0,麦捷科技,7.78,7.58,7.69,7.63,5346087777,4899580408,-0.13,2.62,11.13,33.04,-388150.0,53.89,-,-,-,-,2,0.0
1074,2,19.21,0.79,0.15,43015,82738244.0,2.26,10.21,366.2,0.65,0.26,300698.SZ,0,万马科技,19.41,18.98,19.03,19.06,2574140000,809121281,0.21,6.7,-5.88,5.38,2523224.0,959.73,-,-,-,-,2,0.0
1072,2,6.37,0.79,0.05,278980,177613242.0,2.53,4.09,103.99,0.6,0.31,300310.SZ,0,宜通世纪,6.42,6.26,6.35,6.32,5622900831,4339999132,0.0,3.52,-15.85,25.64,-18112891.0,-3.81,-,-,-,-,2,0.0
1070,2,3.8,0.8,0.03,103642,39350100.0,2.12,1.63,1023.29,1.01,0.26,002141.SZ,0,贤丰控股,3.83,3.75,3.75,3.77,4311694772,2419110400,0.0,3.01,0.0,-12.24,3235926.0,609.56,-,-,-,-,2,0.0
1065,2,6.31,0.8,0.05,282072,177825310.0,2.24,2.16,54.21,0.88,0.0,600525.SH,1,长园集团,6.37,6.23,6.28,6.26,8352337205,8239441209,0.0,1.6,-3.81,44.06,-1154015.0,-8.78,-,-,-,-,2,0.0
1060,2,16.33,0.8,0.13,6188,10041231.0,1.85,0.73,-1316.86,0.75,-0.06,002715.SZ,0,登云股份,16.37,16.07,16.21,16.2,1502360000,1391184658,0.31,3.08,-4.89,-1.33,-18994.0,347.4,-,-,-,-,2,0.0
1057,2,3.76,0.8,0.03,94877,35501141.0,1.07,1.34,-42.56,0.44,0.0,300337.SZ,0,银邦股份,3.76,3.72,3.74,3.73,3090419200,2661216542,0.0,2.17,-5.29,7.43,-2989475.0,-24.59,-,-,-,-,2,0.0
1050,2,3.72,0.81,0.03,172138,64499703.0,3.79,1.97,19.21,1.84,0.27,000407.SZ,0,胜利股份,3.84,3.7,3.79,3.69,3273914920,3257767048,0.0,1.38,-5.82,-0.27,-5928117.0,28.29,-,-,-,-,2,0.0
1049,2,2.48,0.81,0.02,393832,98060851.0,1.63,1.11,10.28,1.55,0.0,000683.SZ,0,远兴能源,2.51,2.47,2.48,2.46,9732509498,8773698428,-0.4,0.98,-7.46,4.64,-18684474.0,8.68,-,-,-,-,2,0.0
1046,2,13.54,0.82,0.11,173570,236145896.0,2.76,2.78,13.26,1.02,0.07,300418.SZ,0,昆仑万维,13.77,13.4,13.47,13.43,15597351765,8466626897,0.0,3.9,-2.66,5.29,-11502534.0,15.13,-,-,-,-,2,0.0
1038,2,4.9,0.82,0.04,70011,34129583.0,1.65,1.59,282.29,0.71,0.2,300173.SZ,0,智慧松德,4.91,4.83,4.86,4.86,2872284465,2154444431,0.0,3.38,-4.48,8.17,-30198.0,-3.34,-,-,-,-,2,0.0
1127,2,1.4,0.72,0.01,150473,21135381.0,3.6,1.14,-3.11,0.49,0.0,002210.SZ,0,*ST飞马,1.43,1.38,1.39,1.39,2314032540,1854941103,0.0,1.43,-7.89,-61.85,199788.0,-0.86,-,-,-,-,2,0.0
1129,2,8.42,0.72,0.06,23905,20145677.0,2.15,1.05,68.06,0.96,0.0,300049.SZ,0,福瑞股份,8.49,8.31,8.4,8.36,2214907102,1919963107,0.0,1.64,-6.03,-16.96,-845340.0,638.9,-,-,-,-,2,0.0
1138,2,5.68,0.71,0.04,38765,22093391.0,1.77,1.24,70.25,0.72,0.0,002580.SZ,0,圣阳股份,5.74,5.64,5.64,5.64,1983058372,1774841454,-0.18,1.65,-1.56,12.25,-1257002.0,102.21,-,-,-,-,2,0.0
1140,2,5.69,0.71,0.04,273284,155287655.0,2.3,1.71,51.25,1.35,-0.18,601011.SH,1,宝泰隆,5.75,5.62,5.68,5.65,9166473907,9099562921,-0.18,1.48,-7.03,3.45,-12577803.0,32.99,-,-,-,-,2,0.0
1217,2,8.07,0.62,0.05,78237,62795978.0,2.62,2.53,-340.53,0.7,0.25,000007.SZ,0,全新好,8.14,7.93,7.99,8.02,2795835715,2493210715,0.12,14.98,13.34,0.12,743790.0,-14.77,-,-,-,-,2,0.0
1213,2,1.61,0.63,0.01,1400457,226153632.0,1.88,1.13,109.92,0.99,0.0,600157.SH,1,永泰能源,1.63,1.6,1.62,1.6,20005530475,20005530475,0.0,0.84,-8.0,20.15,-29656760.0,-111.36,-,-,-,-,2,0.0
1208,2,4.8,0.63,0.03,115550,55630528.0,1.89,1.28,40.85,0.88,0.21,002308.SZ,0,威创股份,4.86,4.77,4.77,4.77,4349830325,4333681435,0.0,1.21,-7.69,7.87,790002.0,37.62,-,-,-,-,2,0.0
1206,2,17.54,0.63,0.11,64831,113500535.0,2.29,4.89,18.65,0.78,0.06,300467.SZ,0,迅游科技,17.72,17.32,17.48,17.43,3917525130,2327159789,0.17,1.68,-15.88,-23.51,-3670775.0,-4.97,-,-,-,-,2,0.0
1199,2,3.15,0.64,0.02,332213,103833007.0,3.19,1.74,269.19,0.9,0.0,000592.SZ,0,平潭发展,3.18,3.08,3.12,3.13,6085109810,6028546907,0.32,1.89,-10.26,17.98,-3400170.0,226.23,-,-,-,-,2,0.0
1196,2,4.7,0.64,0.03,27382,12920485.0,1.28,0.35,-222.44,1.04,0.0,601028.SH,1,玉龙股份,4.75,4.69,4.74,4.67,3680221072,3680221072,0.0,1.81,-7.66,0.64,-445960.0,-55.89,-,-,-,-,2,0.0
1195,2,4.69,0.64,0.03,95765,44593361.0,1.93,2.23,74.36,0.67,0.21,300108.SZ,0,吉药控股,4.71,4.62,4.67,4.66,3123608821,2017052050,0.0,1.4,-19.83,-6.2,-5174506.0,19.24,-,-,-,-,2,0.0
1192,2,20.14,0.65,0.13,6927,13896547.0,2.05,0.84,-440.71,0.95,0.1,000004.SZ,0,国农科技,20.31,19.9,20.01,20.01,1691290416,1663656322,0.15,15.76,-8.87,25.64,-59022.0,-69.96,-,-,-,-,2,0.0
1191,2,151.8,0.65,0.98,5225,79251148.0,2.02,4.51,137.78,0.5,0.0,688019.SH,1,安集科技,153.2,150.15,150.15,150.82,8061852084,1757078321,0.0,9.47,287.34,287.34,-14555.0,137.91,-,-,-,-,2,0.0
1188,2,4.63,0.65,0.03,209159,97201320.0,2.17,1.82,61.5,0.9,0.0,600110.SH,1,诺德股份,4.69,4.59,4.59,4.6,5325945009,5325945009,-0.22,2.44,-0.86,14.04,-1231353.0,49.6,-,-,-,-,2,0.0
1187,2,16.97,0.65,0.11,484670,822976368.0,11.27,12.2,2535.74,1.27,0.18,002750.SZ,0,龙津药业,18.09,16.19,16.62,16.86,6796485000,6741982892,0.0,10.48,34.58,203.04,-64103288.0,1585.09,-,-,-,-,2,0.0
