,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f20,f21,f22,f23,f24,f25,f62,f115,f128,f140,f141,f136,f152,gxl
641,2,15.85,-0.5,-0.08,26014,41313818.0,3.52,5.31,0.0,0.75,0.19,603757.SH,1,大元泵业,16.18,15.62,15.86,15.93,2603330800,776650000,0.06,2.53,6.73,20.9,-1331595.0,16.86,-,-,-,-,2,0.28391167192429023
642,2,3.95,-0.5,-0.02,1193805,473483680.0,1.76,0.3,0.0,1.33,0.25,601818.SH,1,光大银行,3.99,3.92,3.96,3.97,207332774555,157251769330,0.51,0.7,1.54,11.58,-27692308.0,5.75,-,-,-,-,2,0.40759493670886077
643,2,5.92,-0.5,-0.03,153853,92047351.0,3.7,1.42,0.0,1.64,-0.17,000601.SZ,0,韶能股份,6.08,5.86,5.9,5.95,6396865880,6392605777,0.0,1.41,24.63,65.83,2134458.0,14.13,-,-,-,-,2,0.2533783783783784
644,2,5.91,-0.51,-0.03,198110,116633102.0,5.22,1.24,0.0,1.52,0.34,002390.SZ,0,信邦制药,6.04,5.73,5.85,5.94,9853321091,9430774619,0.0,2.05,11.51,44.5,-8416496.0,-7.19,-,-,-,-,2,0.0
645,2,13.73,-0.51,-0.07,1894261,2616204352.0,8.12,4.64,0.0,1.04,0.15,600703.SH,1,三安光电,14.33,13.21,14.15,13.8,55996774261,55996774261,0.0,2.73,23.69,23.58,-111327200.0,30.1,-,-,-,-,2,0.14566642388929352
646,2,1.94,-0.51,-0.01,32259,6273577.0,2.56,0.53,0.0,0.95,0.52,000585.SZ,0,ST东电,1.97,1.92,1.95,1.95,1694337800,1182276697,0.52,129.78,-13.39,-4.9,354634.0,68.34,-,-,-,-,2,0.0
647,2,15.47,-0.51,-0.08,15909,24356642.0,3.28,1.62,0.0,1.32,-0.19,300268.SZ,0,佳沃股份,15.59,15.08,15.5,15.55,2072980000,1519437194,-0.06,10.67,3.41,37.88,1656573.0,-184.73,-,-,-,-,2,0.0
648,2,1.9,-0.52,-0.01,171362,32618091.0,1.57,0.2,0.0,1.17,0.0,601005.SH,1,重庆钢铁,1.92,1.89,1.92,1.91,16945344307,15922902627,0.0,0.89,-7.77,-2.06,-995315.0,10.32,-,-,-,-,2,0.0
649,2,7.56,-0.53,-0.04,23000,17377113.0,1.05,0.18,0.0,0.88,0.0,000429.SZ,0,粤高速Ａ,7.6,7.52,7.6,7.6,15806494313,9848942470,0.27,1.72,-4.79,-3.45,-2589921.0,9.67,-,-,-,-,2,0.7433862433862435
650,2,11.29,-0.53,-0.06,194068,220182694.0,1.5,0.66,0.0,0.86,0.0,600188.SH,1,兖州煤业,11.44,11.27,11.29,11.35,55456660640,33417039555,0.09,1.02,5.71,37.01,-8001963.0,6.21,-,-,-,-,2,1.3640389725420727
651,2,74.45,-0.53,-0.4,9599,71306131.0,1.79,0.35,0.0,0.45,-0.13,601799.SH,1,星宇股份,74.88,73.54,74.5,74.85,20559757022,20559757022,-0.08,4.64,3.42,60.07,-4499952.0,31.64,-,-,-,-,2,0.13297515110812627
652,2,58.72,-0.54,-0.32,3294,19412615.0,1.63,0.61,0.0,0.84,0.0,603096.SH,1,新经典,59.49,58.53,59.0,59.04,7945285760,3188965760,-0.05,4.45,4.86,-3.93,-380625.0,31.7,-,-,-,-,2,0.10217983651226158
626,2,4.36,-0.46,-0.02,113846,49425892.0,2.51,0.6,0.0,1.36,1.4,000620.SZ,0,新华联,4.4,4.29,4.37,4.38,8269570231,8269238980,0.0,1.21,12.95,17.52,-262448.0,7.12,-,-,-,-,2,0.4587155963302752
624,2,1094.01,-0.45,-4.99,25197,2767385776.0,1.79,0.2,0.0,0.6,-0.18,600519.SH,1,贵州茅台,1106.66,1087.0,1094.0,1099.0,1374292955178,1374292955178,-0.21,11.98,12.49,90.11,67408304.0,34.89,-,-,-,-,2,0.13289640862514968
654,2,9.09,-0.55,-0.05,21957,20076037.0,1.42,0.14,0.0,0.6,-0.22,600483.SH,1,福能股份,9.21,9.08,9.2,9.14,14106144663,14106144663,-0.11,1.27,7.32,9.65,322885.0,12.39,-,-,-,-,2,0.23102310231023104
609,2,7.57,-0.39,-0.03,81138,61936221.0,5.13,1.38,0.0,1.01,-0.53,002706.SZ,0,良信电器,7.85,7.46,7.55,7.6,5944347950,4454962191,-0.13,3.55,33.75,27.87,111468.0,23.68,-,-,-,-,2,0.33025099075297226
597,2,3.14,-0.32,-0.01,82285,25833789.0,1.27,0.15,0.0,1.17,0.32,600578.SH,1,京能电力,3.16,3.12,3.15,3.15,21184746195,16751976311,0.0,0.92,-1.26,10.18,-905256.0,16.69,-,-,-,-,2,0.25477707006369427
598,2,6.25,-0.32,-0.02,37620,23602555.0,1.28,0.14,0.0,1.61,0.0,600098.SH,1,广州发展,6.31,6.23,6.29,6.27,17038728488,17038728488,-0.16,1.02,0.64,12.41,-1250393.0,23.31,-,-,-,-,2,0.16
599,2,15.46,-0.32,-0.05,48890,75846706.0,1.48,0.35,0.0,0.86,-0.13,002372.SZ,0,伟星新材,15.67,15.44,15.67,15.51,24320326794,21871071641,-0.13,7.27,-7.92,24.38,-1351823.0,23.48,-,-,-,-,2,0.3880983182406209
600,2,27.58,-0.33,-0.09,108989,301634816.0,1.16,1.38,0.0,1.25,-0.04,600848.SH,1,上海临港,27.82,27.5,27.6,27.67,52492802517,21733773214,0.0,6.31,-12.44,34.14,-5108101.0,107.83,-,-,-,-,2,0.043509789702683106
601,2,12.15,-0.33,-0.04,52825,64061767.0,2.21,0.92,0.0,1.2,0.0,000525.SZ,0,红 太 阳,12.26,11.99,12.12,12.19,7056390407,6978946210,-0.08,1.47,-7.11,-12.46,1687851.0,14.08,-,-,-,-,2,0.12345679012345678
602,2,18.11,-0.33,-0.06,10786,19461525.0,0.99,1.02,0.0,0.48,0.33,600793.SH,1,宜宾纸业,18.16,17.98,18.1,18.17,2288379600,1906983000,0.0,3.25,1.17,22.45,-2538069.0,-87.36,-,-,-,-,2,0.0
603,2,11.86,-0.34,-0.04,644974,773923840.0,4.29,13.45,0.0,0.77,-0.08,002057.SZ,0,中钢天源,12.25,11.74,11.84,11.9,6822913023,5686444297,-0.17,4.98,-16.77,211.29,-29559515.0,52.91,-,-,-,-,2,0.08431703204047218
604,2,150.66,-0.34,-0.52,36096,544238896.0,2.52,3.66,0.0,0.62,0.04,002916.SZ,0,深南电路,152.97,149.16,152.0,151.18,51127977600,14873288383,0.01,12.77,70.2,127.65,-13994577.0,57.58,-,-,-,-,2,0.04978096375945838
605,2,25.88,-0.35,-0.09,47325,123891137.0,2.85,12.72,0.0,1.68,0.0,002889.SZ,0,东方嘉盛,26.53,25.79,26.12,25.97,3574064983,962802098,-0.04,2.37,5.59,6.24,-7514546.0,25.57,-,-,-,-,2,0.0
606,2,22.75,-0.35,-0.08,30950,70511372.0,3.5,4.4,0.0,0.8,0.0,603823.SH,1,百合花,23.18,22.38,22.83,22.83,5118750000,1600307413,-0.04,3.47,27.81,51.26,-1472995.0,23.77,-,-,-,-,2,0.1142857142857143
607,2,5.57,-0.36,-0.02,226208,125408143.0,4.47,6.24,0.0,2.19,0.18,000554.SZ,0,泰山石油,5.66,5.41,5.66,5.59,2678018792,2019958901,0.18,2.97,-8.84,8.79,-737817.0,1207.98,-,-,-,-,2,0.0
608,2,36.11,-0.39,-0.14,44265,160177949.0,1.71,0.77,0.0,0.74,-0.06,002120.SZ,0,韵达股份,36.47,35.85,36.25,36.25,80402307462,20753193618,0.03,6.65,17.43,57.41,632993.0,26.85,-,-,-,-,2,0.13181944059817224
610,2,17.43,-0.4,-0.07,494555,866568144.0,2.29,2.27,0.0,0.54,0.06,002157.SZ,0,正邦科技,17.75,17.35,17.51,17.5,42440704195,38056560000,0.0,5.9,-5.53,230.74,-57055905.0,387.79,-,-,-,-,2,0.022948938611589215
623,2,17.94,-0.44,-0.08,37505,67040296.0,2.94,0.94,0.0,0.78,0.0,600592.SH,1,龙溪股份,18.18,17.65,18.15,18.02,7167991064,7167991064,0.0,3.73,52.55,241.06,-1705811.0,44.73,-,-,-,-,2,0.05574136008918617
611,2,39.58,-0.4,-0.16,46427,182953424.0,1.51,0.58,0.0,0.97,0.0,600872.SH,1,中炬高新,39.7,39.1,39.65,39.74,31530900139,31530900139,0.05,9.24,-1.0,35.41,-6043496.0,49.69,-,-,-,-,2,0.05811015664477008
612,2,14.74,-0.41,-0.06,43871,64568688.0,2.64,1.07,0.0,0.74,0.27,601116.SH,1,三江购物,14.94,14.55,14.88,14.8,8072779616,6054584712,-0.07,2.59,4.32,39.45,1317643.0,48.38,-,-,-,-,2,0.13568521031207598
613,2,2.44,-0.41,-0.01,188323,46334841.0,3.27,0.63,0.0,0.89,0.41,600162.SH,1,香江控股,2.5,2.42,2.43,2.45,8285706675,7271821124,0.41,1.65,7.96,15.64,2616825.0,12.23,-,-,-,-,2,0.3073770491803279
614,2,12.02,-0.41,-0.05,150098,184829306.0,8.86,3.05,0.0,2.53,-0.25,000534.SZ,0,万泽股份,12.9,11.83,12.0,12.07,5911256854,5906335397,-0.41,6.11,37.53,15.69,-2336695.0,247.4,-,-,-,-,2,0.0415973377703827
615,2,38.29,-0.42,-0.16,174095,668858336.0,1.82,0.43,0.0,0.49,-0.03,300498.SZ,0,温氏股份,38.8,38.1,38.55,38.45,203401259626,153524981812,0.0,5.96,3.8,49.1,-16333317.0,45.99,-,-,-,-,2,0.20893183598850876
616,2,16.59,-0.42,-0.07,17376,29001706.0,3.6,5.43,0.0,1.38,-0.06,603922.SH,1,金鸿顺,17.1,16.5,16.73,16.66,2123520000,530880000,0.0,1.95,-0.06,6.48,824893.0,-158.48,-,-,-,-,2,0.081374321880651
617,2,16.59,-0.42,-0.07,56819,94765971.0,3.42,1.26,0.0,0.85,0.0,000708.SZ,0,大冶特钢,16.96,16.39,16.66,16.66,7455686683,7455686683,0.18,0.27,22.89,108.16,-9133524.0,13.59,-,-,-,-,2,0.4822182037371911
618,2,26.0,-0.42,-0.11,46925,121790099.0,1.76,0.4,0.0,0.59,-0.08,300144.SZ,0,宋城演艺,26.28,25.82,26.08,26.11,37767802800,30570169032,-0.04,4.0,16.38,22.47,1401802.0,26.84,-,-,-,-,2,0.04615384615384615
619,2,4.72,-0.42,-0.02,43101,20344748.0,1.05,0.05,0.0,0.8,0.0,600236.SH,1,桂冠电力,4.74,4.69,4.74,4.74,37204823225,37204823225,0.0,3.03,4.66,14.29,1479736.0,15.87,-,-,-,-,2,0.5296610169491526
620,2,9.42,-0.42,-0.04,170254,161211532.0,2.01,0.66,0.0,1.07,-0.21,002602.SZ,0,世纪华通,9.55,9.36,9.47,9.46,56109597824,24420352224,-0.21,1.12,-17.66,-26.64,8510332.0,93.86,-,-,-,-,2,0.10615711252653928
621,2,9.29,-0.43,-0.04,184440,171728803.0,3.86,3.04,0.0,0.64,0.11,002326.SZ,0,永太科技,9.5,9.14,9.3,9.33,7618671653,5630744388,-0.11,2.62,12.2,35.82,1332346.0,34.44,-,-,-,-,2,0.16146393972012918
622,2,6.94,-0.43,-0.03,75095,51768954.0,1.72,0.67,0.0,1.38,0.0,600545.SH,1,卓郎智能,6.95,6.83,6.88,6.97,13154166185,7802830053,-0.14,2.92,-1.42,-4.54,1012953.0,18.14,-,-,-,-,2,0.18631123919308354
653,2,32.82,-0.55,-0.18,6748,22184899.0,2.21,1.71,0.0,0.75,0.03,603810.SH,1,ST丰山,33.33,32.6,32.8,33.0,2625600000,1296777571,0.03,2.29,-16.19,-17.16,-1177990.0,19.29,-,-,-,-,2,0.15996343692870202
655,2,7.23,-0.55,-0.04,127562,92611923.0,1.51,0.4,0.0,0.92,-0.14,601958.SH,1,金钼股份,7.31,7.2,7.31,7.27,23328349812,23328349812,0.0,1.8,6.32,24.23,-6929304.0,46.17,-,-,-,-,2,0.19363762102351312
952,2,8.72,-1.36,-0.12,64045,55898572.0,2.38,0.25,0.0,0.68,-0.11,601928.SH,1,凤凰传媒,8.87,8.66,8.82,8.84,22191528000,22191528000,0.0,1.75,12.08,14.14,-5781030.0,15.47,-,-,-,-,2,0.3440366972477064
699,2,71.17,-0.71,-0.51,17986,128013089.0,1.98,4.36,0.0,0.67,0.24,300761.SZ,0,立华股份,72.1,70.68,70.81,71.68,28744139600,2937897600,0.01,5.48,29.12,142.49,-5938798.0,24.11,-,-,-,-,2,0.16861036953772657
687,2,26.4,-0.68,-0.18,239286,630246976.0,2.29,1.07,0.0,0.94,-0.04,601155.SH,1,新城控股,26.71,26.1,26.58,26.58,59577518510,59293982510,0.04,2.09,-35.09,18.97,26923726.0,5.65,-,-,-,-,2,0.5681818181818182
688,2,11.7,-0.68,-0.08,50440,58795622.0,2.72,0.93,0.0,0.65,0.09,000910.SZ,0,大亚圣象,11.85,11.53,11.79,11.78,6481566000,6319198373,0.09,1.45,7.14,14.93,1789593.0,8.74,-,-,-,-,2,0.11111111111111112
689,2,80.42,-0.68,-0.55,64408,520818544.0,2.56,0.64,0.0,0.7,0.41,603259.SH,1,药明康德,81.8,79.73,80.85,80.97,131731443312,80908672291,0.42,7.71,33.21,51.56,24969525.0,64.4,-,-,-,-,2,0.0721238497886098
690,2,1.46,-0.68,-0.01,81364,11992947.0,2.72,0.47,0.0,1.84,0.0,600595.SH,1,*ST中孚,1.5,1.46,1.47,1.47,2863387123,2542648988,-0.68,0.92,5.04,-24.74,2000334.0,-1.14,-,-,-,-,2,0.0
691,2,23.34,-0.68,-0.16,66943,157424749.0,2.68,0.64,0.0,0.68,-0.13,002294.SZ,0,信立泰,23.86,23.23,23.58,23.5,24414013440,24410589462,0.0,3.78,4.66,16.18,-9361483.0,18.76,-,-,-,-,2,0.3427592116538132
692,2,2.9,-0.68,-0.02,80717,23325657.0,2.74,0.88,0.0,1.0,-0.34,002516.SZ,0,旷达科技,2.93,2.85,2.93,2.92,4265432178,2645870422,-0.34,1.22,-3.65,11.97,128279.0,24.53,-,-,-,-,2,0.8620689655172414
693,2,5.8,-0.68,-0.04,93540,54238065.0,1.54,1.07,0.0,0.79,0.17,002083.SZ,0,孚日股份,5.85,5.76,5.83,5.84,5266400029,5084708881,0.17,1.5,1.4,20.08,-5047580.0,10.53,-,-,-,-,2,0.1724137931034483
694,2,7.22,-0.69,-0.05,84466,60621419.0,2.61,0.55,0.0,0.97,0.0,600491.SH,1,龙元建设,7.3,7.11,7.27,7.27,11044852435,11044852435,-0.14,1.11,3.0,7.6,2849727.0,11.44,-,-,-,-,2,0.08310249307479224
695,2,12.91,-0.69,-0.09,108813,139801820.0,3.62,2.45,0.0,1.08,0.0,600363.SH,1,联创光电,13.1,12.63,12.93,13.0,5725284843,5725284843,0.0,2.27,10.15,62.39,14330344.0,27.36,-,-,-,-,2,0.040278853601859024
696,2,15.69,-0.7,-0.11,33377,52874954.0,3.16,2.41,0.0,0.6,0.19,603181.SH,1,皇马科技,16.1,15.6,15.6,15.8,4393200000,2174634000,0.06,2.97,8.13,57.69,-1555352.0,18.82,-,-,-,-,2,0.19120458891013384
697,2,9.95,-0.7,-0.07,20740,20512943.0,2.5,1.22,0.0,1.32,0.61,300374.SZ,0,恒通科技,10.05,9.8,10.02,10.02,2446827753,1695645419,0.3,1.65,-1.09,2.9,495411.0,35.56,-,-,-,-,2,0.030150753768844223
698,2,32.3,-0.71,-0.23,22056,71720276.0,2.71,4.76,0.0,0.77,0.28,603711.SH,1,香飘飘,32.91,32.03,32.35,32.53,13545005000,1495417648,-0.03,6.17,-1.34,53.81,207183.0,34.48,-,-,-,-,2,0.07739938080495357
700,2,59.48,-0.72,-0.43,32435,194208176.0,2.32,0.54,0.0,0.65,0.15,603589.SH,1,口子窖,60.57,59.18,60.33,59.91,35688000000,35688000000,0.22,5.79,-3.16,77.18,-11534798.0,21.07,-,-,-,-,2,0.25218560860793543
685,2,7.41,-0.67,-0.05,130705,96725620.0,4.69,2.18,0.0,0.42,0.14,000584.SZ,0,哈工智能,7.59,7.24,7.42,7.46,4544733352,4433521004,0.14,2.63,-2.11,18.37,-2468877.0,50.25,-,-,-,-,2,0.02699055330634278
701,2,26.23,-0.72,-0.19,15657,41224357.0,2.54,1.24,0.0,0.76,-0.19,603638.SH,1,艾迪精密,26.6,25.93,26.54,26.42,10111937792,3299020282,0.04,8.77,21.6,61.71,-343237.0,35.5,-,-,-,-,2,0.07624857033930614
702,2,64.84,-0.72,-0.47,20545,134406899.0,3.34,9.02,0.0,0.89,0.0,688011.SH,1,新光光电,66.49,64.31,65.31,65.31,6484000000,1476727174,0.0,5.55,70.23,70.23,596442.0,134.55,-,-,-,-,2,0.0
703,2,74.02,-0.72,-0.54,33141,246947195.0,2.37,0.38,0.0,0.54,0.0,600809.SH,1,山西汾酒,75.45,73.68,74.58,74.56,64510522249,64090088649,-0.01,10.66,18.62,115.8,2614948.0,37.63,-,-,-,-,2,0.10132396649554175
704,2,30.1,-0.73,-0.22,78192,238068169.0,2.57,1.92,0.0,1.24,-0.07,600729.SH,1,重庆百货,30.86,30.08,30.38,30.32,12236506797,12233436597,-0.1,2.05,-6.7,8.86,-12423597.0,15.1,-,-,-,-,2,0.2159468438538206
705,2,12.18,-0.73,-0.09,21664,26328548.0,2.93,1.0,0.0,1.56,0.74,300512.SZ,0,中亚股份,12.35,11.99,12.27,12.27,3288600000,2636726546,0.41,2.51,-3.1,2.61,-281910.0,23.11,-,-,-,-,2,0.10673234811165846
706,2,33.75,-0.74,-0.25,57323,194360326.0,4.29,0.37,0.0,0.79,-0.09,002311.SZ,0,海大集团,34.58,33.12,33.58,34.0,53354394023,52430372044,0.06,6.59,11.87,47.57,4318594.0,35.32,-,-,-,-,2,0.08888888888888889
707,2,18.53,-0.75,-0.14,94729,176112379.0,2.68,1.46,0.0,1.11,0.38,002572.SZ,0,索菲亚,18.85,18.35,18.68,18.67,17111089524,12011731733,0.16,3.61,1.2,14.03,751279.0,17.44,-,-,-,-,2,0.2698327037236913
708,2,6.6,-0.75,-0.05,44268,29204211.0,2.56,1.12,0.0,0.55,-0.45,002455.SZ,0,百川股份,6.69,6.52,6.63,6.65,3412049137,2600034789,-0.45,2.61,3.94,33.87,-3005358.0,37.85,-,-,-,-,2,0.15151515151515152
709,2,15.77,-0.76,-0.12,18694,29227903.0,5.03,1.27,0.0,1.14,0.51,000668.SZ,0,荣丰控股,16.01,15.21,16.01,15.89,2315696605,2313275958,0.06,2.47,-1.56,59.94,74923.0,33.39,-,-,-,-,2,0.025364616360177554
710,2,20.98,-0.76,-0.16,54185,112796304.0,2.6,0.43,0.0,0.87,0.29,002399.SZ,0,海普瑞,21.18,20.63,21.14,21.14,26166291750,26166291750,0.0,4.06,0.38,-8.58,-6269275.0,27.87,-,-,-,-,2,0.047664442326024785
711,2,24.81,-0.76,-0.19,618983,1547994224.0,4.32,7.16,0.0,0.69,0.0,601066.SH,1,中信建投,25.5,24.42,24.88,25.0,189706817755,21445148340,0.0,4.48,-0.2,190.86,-72501505.0,50.94,-,-,-,-,2,0.07255139056831923
712,2,23.4,-0.76,-0.18,19952,46282296.0,2.8,2.23,0.0,0.79,-0.17,603060.SH,1,国检集团,23.58,22.92,23.58,23.58,7207200000,2090988900,-0.17,5.99,10.48,70.31,-61030.0,36.61,-,-,-,-,2,0.11324786324786325
686,2,10.37,-0.67,-0.07,170836,175357108.0,4.6,2.54,0.0,1.44,0.0,300300.SZ,0,汉鼎宇佑,10.49,10.01,10.35,10.44,7051038236,6961899106,-0.1,2.84,1.57,-7.25,6315831.0,46.61,-,-,-,-,2,0.019286403085824497
684,2,25.84,-0.65,-0.17,44397,114976028.0,3.88,1.21,0.0,0.72,-0.08,300463.SZ,0,迈克生物,26.42,25.41,26.2,26.01,14415748400,9494755932,0.0,5.15,2.83,78.95,2554538.0,29.87,-,-,-,-,2,0.0619484520123839
656,2,5.41,-0.55,-0.03,429853,236184836.0,4.78,2.51,0.0,1.4,-0.18,002310.SZ,0,东方园林,5.63,5.37,5.47,5.44,14528349442,9277510533,-0.18,1.28,-9.83,-21.25,-21785153.0,386.13,-,-,-,-,2,0.17375231053604434
669,2,34.79,-0.6,-0.21,443071,1546391360.0,1.6,0.21,0.0,0.73,0.0,600036.SH,1,招商银行,35.18,34.62,35.07,35.0,877398428459,717680976685,-0.06,1.72,-6.02,43.4,-196023913.0,10.15,-,-,-,-,2,0.27019258407588387
657,2,7.16,-0.56,-0.04,662457,474331632.0,3.06,4.47,0.0,0.65,0.42,601717.SH,1,郑煤机,7.27,7.05,7.2,7.2,12404495009,10619178000,0.0,1.06,25.61,32.84,-16052601.0,11.2,-,-,-,-,2,0.20251396648044692
658,2,1.75,-0.57,-0.01,411302,72963301.0,3.98,3.6,0.0,0.83,-0.57,300090.SZ,0,盛运环保,1.81,1.74,1.76,1.76,2309917614,1997651938,0.0,-28.03,-27.98,-18.6,-3732610.0,-0.7,-,-,-,-,2,0.0
659,2,19.22,-0.57,-0.11,22757,43462563.0,2.28,0.65,0.0,0.63,-0.05,002568.SZ,0,百润股份,19.34,18.9,19.34,19.33,9990606933,6705143650,0.0,5.44,16.7,119.91,-2489945.0,54.96,-,-,-,-,2,0.20811654526534862
660,2,5.21,-0.57,-0.03,60483,31810169.0,4.01,1.23,0.0,1.27,0.19,002084.SZ,0,海鸥住工,5.36,5.15,5.26,5.24,2638305592,2556082966,-0.19,1.73,5.04,33.93,667498.0,46.96,-,-,-,-,2,0.0
661,2,12.06,-0.58,-0.07,199078,240493918.0,1.48,0.44,0.0,0.59,-0.17,600383.SH,1,金地集团,12.19,12.01,12.19,12.13,54445877878,54445877878,0.0,1.22,4.24,33.7,-22320476.0,5.83,-,-,-,-,2,0.49751243781094523
662,2,1.71,-0.58,-0.01,61259,10519141.0,3.49,0.89,0.0,1.66,0.59,002021.SZ,0,*ST中捷,1.75,1.69,1.71,1.72,1176163718,1175407043,0.0,1.76,1.79,-43.38,-979758.0,-3.99,-,-,-,-,2,0.0
663,2,6.79,-0.59,-0.04,50108,33846628.0,2.34,1.19,0.0,0.99,0.3,600101.SH,1,明星电力,6.85,6.69,6.73,6.83,2861527829,2861527829,0.0,1.26,1.49,33.66,2789882.0,29.35,-,-,-,-,2,0.07363770250368189
664,2,20.33,-0.59,-0.12,17753,36159944.0,1.86,2.5,0.0,0.58,-0.34,603787.SH,1,新日股份,20.63,20.25,20.6,20.45,4147320000,1441193700,-0.05,4.4,12.63,116.05,-1070444.0,46.46,-,-,-,-,2,0.12297097884899165
665,2,16.84,-0.59,-0.1,41321,69209754.0,3.72,0.8,0.0,0.58,0.3,000550.SZ,0,江铃汽车,17.17,16.54,16.86,16.94,14536523760,8730311690,0.06,1.4,-16.34,32.39,612776.0,-86.4,-,-,-,-,2,0.023752969121140145
666,2,3.35,-0.59,-0.02,19173,6423325.0,4.15,0.37,0.0,1.37,0.3,000010.SZ,0,*ST美丽,3.42,3.28,3.42,3.37,2746513289,1749013218,0.0,6.39,0.3,2.76,-502617.0,-4.32,-,-,-,-,2,0.0
667,2,15.01,-0.6,-0.09,41167,62232333.0,1.72,0.62,0.0,0.72,-0.13,000043.SZ,0,中航善达,15.26,15.0,15.1,15.1,10011090854,10008569174,-0.07,2.12,35.84,109.05,-10265429.0,12.27,-,-,-,-,2,0.19986675549633579
668,2,11.63,-0.6,-0.07,29008,33709823.0,1.88,4.51,0.0,0.95,0.09,603326.SH,1,我乐家居,11.75,11.53,11.71,11.7,2627682200,748581232,0.0,3.21,-0.17,5.25,-791401.0,20.6,-,-,-,-,2,0.1289767841788478
670,2,13.19,-0.6,-0.08,36175,47209073.0,3.92,3.43,0.0,1.07,2.65,603839.SH,1,安正时尚,13.32,12.8,13.32,13.27,5304165346,1391732562,2.57,1.95,11.69,27.44,255399.0,17.06,-,-,-,-,2,0.265352539802881
683,2,35.5,-0.64,-0.23,10492,37473800.0,2.6,2.34,0.0,0.99,-0.06,300651.SZ,0,金陵体育,36.2,35.27,35.47,35.73,4570510690,1588885073,0.0,7.12,-11.47,40.04,-1070052.0,123.93,-,-,-,-,2,0.0
671,2,4.93,-0.6,-0.03,330685,164239076.0,4.23,0.43,0.0,1.73,0.41,601919.SH,1,中远海控,5.08,4.87,4.92,4.96,60439479089,37643874580,0.2,2.05,-1.99,22.03,2932938.0,24.91,-,-,-,-,2,0.0
672,2,14.78,-0.61,-0.09,117592,174954782.0,4.1,1.94,0.0,0.8,-0.14,002683.SZ,0,宏大爆破,15.21,14.6,14.95,14.87,10451070296,8978252164,-0.14,3.37,33.88,82.92,5394609.0,40.47,-,-,-,-,2,0.10148849797023005
673,2,94.49,-0.61,-0.58,17788,168648263.0,1.92,0.55,0.0,0.6,0.18,600763.SH,1,通策医疗,95.86,94.03,94.77,95.07,30297273600,30297273600,0.16,19.91,9.64,99.05,-2509824.0,74.81,-,-,-,-,2,0.0
674,2,8.09,-0.61,-0.05,22392,18313467.0,2.33,0.64,0.0,1.0,0.0,300087.SZ,0,荃银高科,8.27,8.08,8.14,8.14,3481370274,2821626163,0.0,4.79,-20.3,-20.92,-685513.0,43.76,-,-,-,-,2,0.037082818294190356
675,2,8.03,-0.62,-0.05,46285,37530089.0,2.85,1.7,0.0,1.62,-0.25,000524.SZ,0,岭南控股,8.24,8.01,8.07,8.08,5381775034,2186580579,-0.12,2.08,-3.37,20.21,-101748.0,18.88,-,-,-,-,2,0.28019925280199254
676,2,17.62,-0.62,-0.11,177511,311012736.0,4.74,1.58,0.0,0.47,0.28,600201.SH,1,生物股份,18.05,17.21,17.91,17.73,19844353046,19844353046,0.69,4.22,13.97,8.43,-23201546.0,35.11,-,-,-,-,2,0.19863791146424517
677,2,19.18,-0.62,-0.12,17043,32529816.0,2.85,4.45,0.0,0.44,0.16,603976.SH,1,正川股份,19.4,18.85,19.27,19.3,2900016000,734592811,-0.1,2.88,19.88,18.25,730291.0,42.76,-,-,-,-,2,0.04171011470281544
678,2,7.79,-0.64,-0.05,62029,49368702.0,5.74,5.53,0.0,2.85,-0.13,603879.SH,1,永悦科技,8.2,7.75,7.81,7.84,1561209480,874131480,-0.13,3.05,-5.35,12.74,4985085.0,53.07,-,-,-,-,2,0.08985879332477535
679,2,1.55,-0.64,-0.01,40893,6343821.0,2.56,0.39,0.0,0.64,0.0,600186.SH,1,*ST莲花,1.57,1.53,1.56,1.56,1646137682,1646137682,0.65,-9.74,6.16,-17.99,526964.0,-11.45,-,-,-,-,2,0.0
680,2,9.3,-0.64,-0.06,57982,53990179.0,2.88,0.89,0.0,0.76,0.32,300284.SZ,0,苏交科,9.46,9.19,9.3,9.36,9034075614,6073483891,0.43,2.08,0.32,9.03,-2539350.0,13.68,-,-,-,-,2,0.15053763440860213
681,2,34.06,-0.64,-0.22,78334,268496208.0,4.05,13.06,0.0,0.9,0.09,002960.SZ,0,青鸟消防,34.97,33.58,34.2,34.28,8174400000,2043600000,-0.03,3.2,96.42,96.42,-13855668.0,23.1,-,-,-,-,2,0.0
682,2,7.73,-0.64,-0.05,22177,17085010.0,2.44,0.69,0.0,0.56,0.39,603021.SH,1,山东华鹏,7.8,7.61,7.78,7.78,2473198581,2473198581,0.52,1.87,23.68,34.67,-2720021.0,513.72,-,-,-,-,2,0.0258732212160414
596,2,9.43,-0.32,-0.03,85341,80854019.0,3.49,1.84,0.0,0.85,0.11,000408.SZ,0,藏格控股,9.66,9.33,9.47,9.46,18801340892,4380062393,0.0,2.33,8.14,-15.95,-3091141.0,17.07,-,-,-,-,2,0.0
595,2,3.25,-0.31,-0.01,121995,39370787.0,2.45,2.1,0.0,1.19,0.31,300063.SZ,0,天龙集团,3.26,3.18,3.22,3.26,2434256338,1891226727,0.62,2.24,-5.52,-2.4,7221972.0,-2.64,-,-,-,-,2,0.0
