,代码,名称,股息率,送转总比例,送股比例,转股比例,现金分红比例,预案公告日,市场
5992,002097.SZ,山河智能,0.0112485939257593,0.0,0.0,0.0,1.0,20170427,中小板
6383,600240.SH,*ST华业,0.0112359550561798,0.0,-,-,1.0,20170422,沪市
5795,600839.SH,四川长虹,0.0112359550561798,0.0,-,-,0.4,20170428,沪市
6963,300532.SZ,今天国际,0.0112359550561798,8.0,0.0,8.0,6.0,20170406,创业板
7610,002139.SZ,拓邦股份,0.0112023898431665,5.0,0.0,5.0,1.5,20170321,中小板
6703,002228.SZ,合兴包装,0.0111856823266219,0.0,0.0,0.0,0.5,20170415,中小板
6750,600054.SH,黄山旅游,0.0111764705882353,0.0,-,-,1.9,20170414,沪市
6065,600059.SH,古越龙山,0.0111607142857143,0.0,-,-,1.0,20170426,沪市
7861,600705.SH,中航资本,0.0111480865224626,0.0,-,-,0.67,20170307,沪市
7309,002463.SZ,沪电股份,0.0111358574610245,0.0,-,-,0.5,20170329,中小板
7772,600114.SH,东睦股份,0.0110926234054354,0.0,-,-,2.0,20170314,沪市
7698,300375.SZ,鹏翎股份,0.0110884203233256,0.0,0.0,0.0,2.400643,20170317,创业板
5669,600577.SH,精达股份,0.011037527593819,0.0,-,-,0.5,20170802,沪市
7403,002007.SZ,华兰生物,0.0109950522264981,0.0,0.0,-,4.0,20170328,中小板
6431,603585.SH,苏利股份,0.0109950522264981,5.0,-,5.0,6.0,20170421,沪市
6567,002538.SZ,司尔特,0.010989010989011,0.0,0.0,0.0,1.0,20170419,中小板
7174,601111.SH,中国国航,0.0109796126401631,0.0,-,-,1.0771,20170331,沪市
7271,600252.SH,中恒集团,0.0109756097560976,0.0,-,-,0.45,20170330,沪市
7363,300037.SZ,新宙邦,0.0109649122807018,10.0,0.0,10.0,5.0,20170328,创业板
6700,002827.SZ,高争民爆,0.0109609061015711,0.0,0.0,-,3.0,20170415,中小板
8012,300395.SZ,菲利华,0.0109409190371991,5.0,0.0,5.0,2.5,20170215,创业板
7289,601007.SH,金陵饭店,0.0109389243391067,0.0,-,-,1.2,20170329,沪市
5598,603303.SH,得邦照明,0.010919017288444,7.0,-,7.0,3.6,20170829,沪市
6829,002157.SZ,正邦科技,0.0108932461873638,0.0,0.0,0.0,0.5,20170411,中小板
5733,603567.SH,珍宝岛,0.0108904933814681,0.0,-,-,1.81,20170429,沪市
5881,600648.SH,外高桥,0.0108813928182807,0.0,-,-,2.0,20170428,沪市
6346,601222.SH,林洋能源,0.0108548168249661,0.0,-,-,0.8,20170422,沪市
8034,000536.SZ,华映科技,0.0108225108225108,6.0,0.0,6.0,1.0,20170124,深主板
6515,300578.SZ,会畅通讯,0.0108049702863317,0.0,0.0,0.0,4.0,20170420,创业板
6895,600310.SH,桂东电力,0.0107962213225371,0.0,-,-,0.8,20170408,沪市
6993,600635.SH,大众公用,0.0107719928186715,0.0,-,-,0.6,20170401,沪市
7361,002285.SZ,世联行,0.0107671601615074,0.0,0.0,0.0,0.8,20170328,中小板
5806,600838.SH,上海九百,0.0107619795758052,0.0,-,-,1.37,20170428,沪市
7566,601318.SH,中国平安,0.0107568941912771,0.0,-,-,5.5,20170323,沪市
7028,000089.SZ,深圳机场,0.0107466063348416,0.0,0.0,0.0,0.95,20170331,深主板
5909,002123.SZ,梦网集团,0.0106951871657754,0.0,0.0,0.0,1.2,20170427,中小板
6764,600703.SH,三安光电,0.0106780565936999,0.0,-,-,2.0,20170413,沪市
6473,300119.SZ,瑞普生物,0.0106761565836299,0.0,0.0,0.0,1.5,20170420,创业板
7165,002132.SZ,恒星科技,0.0106400638297872,0.0,0.0,0.0,0.500083,20170331,中小板
7617,300204.SZ,舒泰神,0.0106382978723404,0.0,0.0,0.0,1.8,20170321,创业板
6354,600499.SH,科达洁能,0.0106100795755968,0.0,-,-,0.8,20170422,沪市
6920,000069.SZ,华侨城A,0.0105820105820106,0.0,-,-,1.0,20170408,深主板
6868,600486.SH,扬农化工,0.0105599214145383,0.0,-,-,4.3,20170411,沪市
6366,600530.SH,交大昂立,0.0105448154657293,0.0,-,-,0.6,20170422,沪市
6206,603609.SH,禾丰牧业,0.010515247108307,0.0,-,-,1.0,20170425,沪市
7904,600736.SH,苏州高新,0.0105121293800539,0.0,-,-,0.78,20170302,沪市
6514,603928.SH,兴业股份,0.0104766893661603,0.0,-,-,2.0,20170420,沪市
5783,002539.SZ,云图控股,0.010443864229765,0.0,0.0,0.0,0.8,20170428,中小板
7288,600999.SH,招商证券,0.0104419889502762,0.0,-,-,1.89,20170329,沪市
7023,600600.SH,青岛啤酒,0.0104415274463007,0.0,-,-,3.5,20170331,沪市
6931,600626.SH,申达股份,0.0104384133611691,0.0,-,-,1.0,20170408,沪市
5788,000012.SZ,南玻A,0.0104275286757039,1.5,0.0,1.5,1.0,20170428,深主板
6233,601599.SH,鹿港文化,0.0104011887072808,0.0,-,-,0.7,20170425,沪市
7305,000598.SZ,兴蓉环境,0.0103907637655417,0.0,0.0,0.0,0.585,20170329,深主板
7649,000619.SZ,海螺型材,0.0103842159916926,0.0,0.0,0.0,1.0,20170321,深主板
6640,603128.SH,华贸物流,0.01036866359447,0.0,-,-,0.9,20170418,沪市
5910,601669.SH,中国电建,0.0103527272727273,0.0,-,-,0.8541,20170427,沪市
6351,000530.SZ,大冷股份,0.010351966873706,4.0,0.0,4.0,1.0,20170422,深主板
6108,300195.SZ,长荣股份,0.0103305785123967,0.0,0.0,0.0,1.5,20170426,创业板
5921,600619.SH,海立股份,0.0103199174406605,0.0,-,-,1.0,20170427,沪市
7145,000623.SZ,吉林敖东,0.0103021978021978,3.0,3.0,0.0,3.0,20170331,深主板
6325,600533.SH,栖霞建设,0.0102915951972556,0.0,-,-,0.6,20170422,沪市
7072,002385.SZ,大北农,0.0102915951972556,0.0,-,-,0.6,20170331,中小板
6606,603997.SH,继峰股份,0.0102783725910064,5.0,-,5.0,2.4,20170418,沪市
7009,002029.SZ,七匹狼,0.0102774922918808,0.0,0.0,0.0,1.0,20170401,中小板
7411,600056.SH,中国医药,0.0102704475308642,0.0,-,-,2.6621,20170328,沪市
7050,002084.SZ,海鸥住工,0.0102354145342886,0.0,0.0,0.0,1.0,20170331,中小板
5818,002567.SZ,唐人神,0.0102040816326531,5.0,0.0,5.0,1.5,20170428,中小板
6397,603038.SH,华立股份,0.0101534296028881,0.0,-,-,4.5,20170421,沪市
7025,601390.SH,中国中铁,0.0101382488479263,0.0,-,-,0.88,20170331,沪市
7763,600523.SH,贵航股份,0.0101294316263365,0.0,-,-,1.8,20170315,沪市
7228,000521.SZ,长虹美菱,0.0101180438448567,0.0,0.0,0.0,0.6,20170330,深主板
6371,600622.SH,光大嘉宝,0.0100864553314121,3.0,-,3.0,2.1,20170422,沪市
7261,000698.SZ,沈阳化工,0.010061919504644,0.0,0.0,0.0,0.65,20170330,深主板
5891,000679.SZ,大连友谊,0.0100502512562814,0.0,0.0,0.0,1.0,20170428,深主板
7717,600332.SH,白云山,0.0100466451381414,0.0,-,-,2.8,20170316,沪市
6614,002023.SZ,海特高新,0.0100401606425703,0.0,0.0,0.0,1.0,20170418,中小板
6121,002496.SZ,辉丰股份,0.0100401606425703,0.0,0.0,0.0,0.5,20170426,中小板
7262,600995.SH,文山电力,0.0100300902708124,0.0,-,-,1.0,20170330,沪市
6688,600590.SH,泰豪科技,0.0100250626566416,0.0,-,-,1.2,20170415,沪市
7586,002519.SZ,银河电子,0.0100200400801603,7.0,0.0,7.0,1.5,20170322,中小板
6178,300360.SZ,炬华科技,0.01,0.0,0.0,0.0,1.5,20170425,创业板
6798,600867.SH,通化东宝,0.00999500249875063,2.0,2.0,-,2.0,20170412,沪市
5732,603919.SH,金徽酒,0.00998751560549313,3.0,-,3.0,2.4,20170429,沪市
7018,600819.SH,耀皮玻璃,0.00998632010943912,0.0,-,-,0.73,20170331,沪市
6181,300307.SZ,慈星股份,0.00997008973080758,0.0,0.0,0.0,1.0,20170425,创业板
7834,600356.SH,恒丰纸业,0.00994818652849741,0.0,-,-,0.96,20170310,沪市
5797,002556.SZ,辉隆股份,0.00994318181818182,0.0,0.0,0.0,0.7,20170428,中小板
7544,002448.SZ,中原内配,0.0099403578528827,0.0,0.0,0.0,1.0,20170323,中小板
6160,600057.SH,厦门象屿,0.0099304865938431,0.0,-,-,1.0,20170426,沪市
6862,002025.SZ,航天电器,0.00992063492063492,0.0,0.0,0.0,2.5,20170411,中小板
6783,603699.SH,纽威股份,0.00991940483570986,0.0,-,-,1.6,20170413,沪市
6788,002256.SZ,兆新股份,0.00988142292490119,0.0,0.0,0.0,0.5,20170412,中小板
7137,002106.SZ,莱宝高科,0.00988142292490119,0.0,0.0,0.0,1.0,20170331,中小板
5759,000686.SZ,东北证券,0.00986193293885602,0.0,0.0,0.0,1.0,20170429,深主板
7370,603258.SH,电魂网络,0.0098581560283688,0.0,-,-,4.17,20170328,沪市
5713,600783.SH,鲁信创投,0.00984251968503937,0.0,-,-,1.5,20170429,沪市
6617,603520.SH,司太立,0.00981996726677578,0.0,-,-,3.0,20170418,沪市
5814,002737.SZ,葵花药业,0.0098135426889107,0.0,-,-,3.0,20170428,中小板
5980,002498.SZ,汉缆股份,0.00980926430517711,0.0,0.0,0.0,0.36,20170427,中小板
6443,000301.SZ,东方盛虹,0.00980392156862745,0.0,0.0,0.0,0.5,20170421,深主板
7735,603969.SH,银龙股份,0.00979965156794425,0.0,-,-,2.25,20170316,沪市
7096,000011.SZ,深物业A,0.00978260869565217,0.0,0.0,-,1.8,20170331,深主板
6226,002646.SZ,青青稞酒,0.00975329890992542,0.0,0.0,-,1.7,20170425,中小板
6585,601010.SH,文峰股份,0.00974477958236659,0.0,-,-,0.42,20170418,沪市
6253,601595.SH,上海电影,0.00972762645914397,0.0,-,-,2.5,20170425,沪市
8051,000587.SZ,金洲慈航,0.00972762645914397,10.0,0.0,10.0,1.5,20170117,深主板
7579,300269.SZ,联建光电,0.00972289742343218,0.0,0.0,0.0,2.0,20170322,创业板
6222,300497.SZ,富祥股份,0.00971817298347911,0.0,-,-,5.0,20170425,创业板
6457,600983.SH,惠而浦,0.00971322849213691,0.0,-,-,1.05,20170421,沪市
6215,603939.SH,益丰药房,0.00969932104752667,0.0,-,-,3.0,20170425,沪市
7446,300019.SZ,硅宝科技,0.00968054211035818,0.0,0.0,0.0,1.0,20170325,创业板
7714,000810.SZ,创维数字,0.00966608084358524,0.0,0.0,0.0,1.1,20170317,深主板
6720,002244.SZ,滨江集团,0.00964539007092199,0.0,0.0,0.0,0.68,20170415,中小板
5590,600661.SH,昂立教育,0.00963855421686747,0.0,-,-,2.0,20170830,沪市
7013,600804.SH,鹏博士,0.00963785046728972,0.0,-,-,1.65,20170331,沪市
7436,603118.SH,共进股份,0.0096370061034372,12.0,-,12.0,3.0,20170327,沪市
7583,603996.SH,ST中新,0.00962772785622593,0.0,-,-,1.5,20170322,沪市
6393,600993.SH,马应龙,0.00960614793467819,0.0,-,-,2.0,20170421,沪市
7506,300342.SZ,天银机电,0.00960153624579933,3.0,0.0,3.0,2.0,20170324,创业板
8011,002727.SZ,一心堂,0.00959692898272553,0.0,0.0,0.0,2.0,20170215,中小板
7683,600970.SH,中材国际,0.00959651035986914,0.0,-,-,0.88,20170318,沪市
6763,300408.SZ,三环集团,0.0095831336847149,0.0,0.0,0.0,2.0,20170413,创业板
6218,002500.SZ,山西证券,0.00957446808510638,0.0,-,-,0.9,20170425,中小板
5817,002183.SZ,怡亚通,0.00955794504181601,0.0,0.0,0.0,0.8,20170428,中小板
6904,600055.SH,万东医疗,0.00955414012738853,4.0,-,4.0,1.5,20170408,沪市
7564,601588.SH,北辰实业,0.00955414012738853,0.0,-,-,0.6,20170323,沪市
7126,002527.SZ,新时达,0.00955109837631328,0.0,0.0,0.0,1.0,20170331,中小板
6701,603568.SH,伟明环保,0.00955109837631328,0.0,-,-,2.0,20170415,沪市
7799,002859.SZ,洁美科技,0.00952380952380952,0.0,-,-,3.0,20170313,中小板
5578,000626.SZ,远大控股,0.00952380952380952,0.0,-,-,1.6,20170831,深主板
7619,603368.SH,柳药股份,0.00951733514615907,3.0,-,3.0,7.0,20170321,沪市
7134,600081.SH,东风科技,0.00950080515297907,0.0,-,-,1.18,20170331,沪市
6950,002115.SZ,三维通信,0.00949667616334283,0.0,0.0,-,1.0,20170407,中小板
6110,603777.SH,来伊份,0.0094876660341556,0.0,-,-,3.5,20170426,沪市
8058,300377.SZ,赢时胜,0.0094846664558963,15.0,0.0,15.0,3.0,20170112,创业板
7746,002572.SZ,索菲亚,0.00948124068806718,10.0,0.0,10.0,7.0,20170315,中小板
6655,002593.SZ,日上集团,0.00948068441064639,0.0,0.0,0.0,0.498684,20170418,中小板
6715,002579.SZ,中京电子,0.00946969696969697,0.0,0.0,0.0,1.0,20170415,中小板
7765,000739.SZ,普洛药业,0.00946502057613169,0.0,0.0,0.0,0.69,20170315,深主板
7256,000759.SZ,中百集团,0.00945626477541371,0.0,0.0,0.0,0.8,20170330,深主板
6786,600628.SH,新世界,0.00944138473642801,0.0,-,-,1.2,20170412,沪市
5655,002138.SZ,顺络电子,0.00943396226415094,0.0,-,-,2.0,20170812,中小板
6813,300570.SZ,太辰光,0.00942694120565617,8.0,0.0,8.0,3.8,20170412,创业板
6609,603517.SH,绝味食品,0.00941780821917808,0.0,-,-,3.3,20170418,沪市
7493,000850.SZ,华茂股份,0.00941619585687382,0.0,0.0,0.0,0.5,20170325,深主板
5752,600500.SH,中化国际,0.00941422594142259,0.0,-,-,0.9,20170429,沪市
7177,600639.SH,浦东金桥,0.00941306755260244,0.0,-,-,1.7,20170331,沪市
5868,600592.SH,龙溪股份,0.0093984962406015,0.0,-,-,1.0,20170428,沪市
7452,603615.SH,茶花股份,0.0093984962406015,0.0,-,-,2.0,20170325,沪市
6166,300040.SZ,九洲电气,0.00938086303939963,0.0,0.0,0.0,1.0,20170425,创业板
7754,002807.SZ,江阴银行,0.009375,0.0,0.0,0.0,1.5,20170315,中小板
6521,600518.SH,ST康美,0.0093521897810219,0.0,-,-,2.05,20170420,沪市
6257,600850.SH,华东电脑,0.00934579439252337,0.0,-,-,2.0,20170425,沪市
7090,002465.SZ,海格通信,0.00931966449207829,0.0,0.0,0.0,1.0,20170331,中小板
6219,600959.SH,江苏有线,0.00931966449207829,0.0,-,-,1.0,20170425,沪市
7195,002508.SZ,老板电器,0.00931098696461825,3.0,0.0,3.0,5.0,20170330,中小板
7633,600287.SH,江苏舜天,0.00930851063829787,0.0,-,-,0.7,20170321,沪市
6042,000156.SZ,华数传媒,0.00928381962864721,0.0,-,-,1.4,20170426,深主板
6336,300082.SZ,奥克股份,0.00927246790299572,0.0,0.0,0.0,0.65,20170422,创业板
8041,601996.SH,丰林集团,0.0092678405931418,10.0,-,10.0,1.0,20170120,沪市
7996,002643.SZ,万润股份,0.0092666137145883,15.0,-,15.0,3.5,20170220,中小板
6068,300129.SZ,泰胜风能,0.00925925925925926,0.0,0.0,0.0,0.65,20170426,创业板
5771,600119.SH,*ST长投,0.00925675675675676,0.0,-,-,1.37,20170428,沪市
5823,300162.SZ,雷曼光电,0.00925069380203515,0.0,0.0,0.0,1.0,20170428,创业板
6991,600188.SH,兖州煤业,0.00923076923076923,0.0,-,-,1.2,20170401,沪市
5991,600549.SH,厦门钨业,0.00921658986175115,0.0,-,-,2.0,20170427,沪市
5649,002345.SZ,潮宏基,0.00919963201471941,0.0,-,-,1.0,20170816,中小板
7152,002733.SZ,雄韬股份,0.00919117647058824,0.0,0.0,0.0,1.5,20170331,中小板
7786,601886.SH,江河集团,0.00919117647058824,0.0,-,-,1.0,20170314,沪市
7151,002812.SZ,恩捷股份,0.00918350056158742,0.0,0.0,0.0,7.358739,20170331,中小板
6601,002483.SZ,润邦股份,0.00918273645546373,6.0,0.0,6.0,1.0,20170418,中小板
7024,600958.SH,东方证券,0.00917992656058752,0.0,-,-,1.5,20170331,沪市
7465,002062.SZ,宏润建设,0.00915750915750916,0.0,0.0,0.0,0.5,20170325,中小板
5617,002367.SZ,康力电梯,0.00914913083257091,0.0,-,-,1.0,20170825,中小板
5926,002489.SZ,浙江永强,0.00909090909090909,0.0,0.0,0.0,0.6,20170427,中小板
7979,000903.SZ,云内动力,0.00909090909090909,10.0,3.0,7.0,0.8,20170223,深主板
7762,002587.SZ,奥拓电子,0.00905797101449276,5.0,0.0,5.0,1.0,20170315,中小板
5861,600996.SH,贵广网络,0.00905349794238683,0.0,-,-,1.1,20170428,沪市
6919,600895.SH,张江高科,0.00904159132007233,0.0,-,-,1.5,20170408,沪市
7629,600070.SH,浙江富润,0.00903342366757001,0.0,-,-,1.0,20170321,沪市
6685,600166.SH,福田汽车,0.00902777777777778,0.0,-,-,0.26,20170415,沪市
5699,603808.SH,歌力思,0.00901694915254237,3.0,-,3.0,2.66,20170511,沪市
6223,600521.SH,华海药业,0.009,0.0,-,-,1.8,20170425,沪市
7424,600218.SH,全柴动力,0.00898876404494382,0.0,-,-,0.8,20170328,沪市
7664,600386.SH,北巴传媒,0.00898876404494382,10.0,-,10.0,1.2,20170318,沪市
6645,002020.SZ,京新药业,0.0089771146953405,0.0,0.0,0.0,1.001846,20170418,中小板
6081,300417.SZ,南华仪器,0.00897666068222621,0.0,0.0,0.0,2.5,20170426,创业板
6024,002287.SZ,奇正藏药,0.00896551724137931,0.0,0.0,0.0,3.9,20170426,中小板
5580,600073.SH,上海梅林,0.00896414342629482,0.0,-,-,0.9,20170831,沪市
6066,603228.SH,景旺电子,0.00894254415381176,0.0,-,-,4.0,20170426,沪市
7627,002224.SZ,三力士,0.00893655049151028,0.0,0.0,0.0,1.0,20170321,中小板
7330,601579.SH,会稽山,0.00892857142857143,0.0,-,-,1.1,20170329,沪市
6707,300196.SZ,长海股份,0.00892591490627789,0.0,0.0,0.0,3.0,20170415,创业板
6318,000538.SZ,云南白药,0.00891861761426979,0.0,0.0,0.0,8.0,20170422,深主板
7250,600458.SH,时代新材,0.00890471950133571,0.0,-,-,1.0,20170330,沪市
5643,601318.SH,中国平安,0.00890154886950329,0.0,-,-,5.0,20170818,沪市
6343,600051.SH,宁波联合,0.00889877641824249,0.0,-,-,0.8,20170422,沪市
7720,002648.SZ,卫星石化,0.00888888888888889,0.0,0.0,0.0,1.16,20170316,中小板
6494,603345.SH,安井食品,0.0088816972312118,0.0,-,-,2.47,20170420,沪市
7129,600308.SH,华泰股份,0.00886792452830189,0.0,-,-,0.47,20170331,沪市
6726,600508.SH,上海能源,0.00886524822695036,0.0,-,-,1.0,20170415,沪市
7939,000559.SZ,万向钱潮,0.00885739592559787,2.0,2.0,0.0,1.0,20170228,深主板
7131,002284.SZ,亚太股份,0.00885739592559787,0.0,0.0,-,1.0,20170331,中小板
7525,601628.SH,中国人寿,0.00884303610906411,0.0,-,-,2.4,20170324,沪市
6550,002540.SZ,亚太科技,0.00883652430044183,0.0,0.0,0.0,0.6,20170419,中小板
7192,603018.SH,中设集团,0.00882185543540125,0.0,-,-,3.1,20170330,沪市
7383,002398.SZ,建研集团,0.00881834215167549,0.0,0.0,0.0,1.0,20170328,中小板
6067,603117.SH,万林物流,0.00881834215167549,0.0,-,-,1.0,20170426,沪市
7280,600362.SH,江西铜业,0.00881316098707403,0.0,-,-,1.5,20170330,沪市
6169,000796.SZ,凯撒旅游,0.00879507475813545,0.0,0.0,0.0,1.0,20170425,深主板
5596,603197.SH,保隆科技,0.00879198171267804,0.0,-,-,5.0,20170829,沪市
6359,603203.SH,快克股份,0.0087890625,3.0,-,3.0,4.5,20170422,沪市
7226,300471.SZ,厚普股份,0.00877659574468085,15.0,0.0,15.0,3.3,20170330,创业板
7367,600655.SH,豫园股份,0.00875656742556918,0.0,-,-,1.0,20170328,沪市
5692,002868.SZ,绿康生化,0.00874125874125874,0.0,-,-,2.5,20170527,中小板
6635,600305.SH,恒顺醋业,0.00873586844809866,0.0,-,-,0.85,20170418,沪市
5939,603159.SH,上海亚虹,0.00873108265424913,0.0,-,-,3.0,20170427,沪市
7986,002600.SZ,领益智造,0.0087260034904014,10.0,0.0,10.0,1.0,20170221,中小板
6036,600522.SH,中天科技,0.00871080139372822,0.0,-,-,1.0,20170426,沪市
5787,000882.SZ,华联股份,0.00868347338935574,0.0,-,-,0.31,20170428,深主板
6735,002592.SZ,八菱科技,0.00868055555555556,0.0,0.0,0.0,2.5,20170415,中小板
5621,300679.SZ,电连技术,0.00867980210051211,0.0,0.0,-,10.0,20170825,创业板
6057,300272.SZ,开能健康,0.00865800865800866,2.0,2.0,0.0,1.0,20170426,创业板
5684,600979.SH,广安爱众,0.00865051903114187,0.0,-,-,0.5,20170608,沪市
5696,300641.SZ,正丹股份,0.00865051903114187,0.0,-,-,1.5,20170518,创业板
5965,002351.SZ,漫步者,0.00864304235090752,0.0,0.0,-,1.0,20170427,中小板
6308,601198.SH,东兴证券,0.00863557858376511,0.0,-,-,1.5,20170424,沪市
6718,603100.SH,川仪股份,0.00862812769628991,0.0,-,-,1.0,20170415,沪市
5614,601857.SH,中国石油,0.00862515566625156,0.0,-,-,0.6926,20170825,沪市
6444,603033.SH,三维股份,0.00862068965517241,4.0,-,4.0,3.0,20170421,沪市
6733,000671.SZ,阳光城,0.00862068965517241,0.0,0.0,0.0,0.5,20170415,深主板
6590,002493.SZ,荣盛石化,0.00860832137733142,5.0,0.0,5.0,1.2,20170418,中小板
7531,603111.SH,康尼机电,0.00859845227858985,0.0,-,-,1.0,20170324,沪市
7153,002422.SZ,科伦药业,0.00859315432098766,0.0,0.0,0.0,1.392091,20170331,中小板
6335,000430.SZ,张家界,0.00857142857142857,0.0,0.0,0.0,0.84,20170422,深主板
7519,002393.SZ,力生制药,0.0085494442861214,0.0,0.0,0.0,3.0,20170324,中小板
6282,600529.SH,山东药玻,0.0085397096498719,0.0,-,-,2.0,20170425,沪市
5695,603096.SH,新经典,0.00853687455537112,0.0,-,-,3.6,20170519,沪市
6459,603337.SH,杰克股份,0.00852492895892534,0.0,-,-,3.3,20170421,沪市
6776,300167.SZ,迪威迅,0.00851788756388416,0.0,0.0,0.0,1.0,20170413,创业板
6491,603638.SH,艾迪精密,0.00848896434634974,0.0,-,-,3.0,20170420,沪市
5756,600776.SH,东方通信,0.00848656294200849,0.0,-,-,0.6,20170429,沪市
6299,002627.SZ,宜昌交运,0.00847457627118644,0.0,0.0,0.0,1.5,20170424,中小板
6164,002111.SZ,威海广泰,0.00846979107848673,0.0,0.0,0.0,1.5,20170425,中小板
6985,000543.SZ,皖能电力,0.00846023688663283,0.0,-,-,0.5,20170406,深主板
5800,601908.SH,京运通,0.00845665961945032,0.0,-,-,0.4,20170428,沪市
6141,300171.SZ,东富龙,0.0084530853761623,0.0,0.0,0.0,1.0,20170426,创业板
7881,603089.SH,正裕工业,0.0084530853761623,0.0,-,-,3.0,20170306,沪市
5575,300639.SZ,凯普生物,0.00845165652467884,10.0,0.0,10.0,5.0,20171117,创业板
6982,601900.SH,南方传媒,0.00845036319612591,0.0,-,-,1.047,20170406,沪市
7638,600141.SH,兴发集团,0.00843881856540084,0.0,-,-,1.0,20170321,沪市
6698,300412.SZ,迦南科技,0.00843170320404722,10.0,0.0,10.0,2.5,20170415,创业板
6483,603727.SH,博迈科,0.00839160839160839,0.0,-,-,3.0,20170420,沪市
6506,300565.SZ,科信技术,0.00838574423480084,0.0,0.0,0.0,2.0,20170420,创业板
7110,600439.SH,瑞贝卡,0.00837988826815642,2.0,-,2.0,0.6,20170331,沪市
6675,603566.SH,普莱柯,0.00837520938023451,0.0,-,-,2.0,20170417,沪市
6817,002451.SZ,摩恩电气,0.00837320574162679,0.0,0.0,0.0,1.75,20170412,中小板
7014,600329.SH,中新药业,0.00836586726157278,0.0,-,-,1.5,20170331,沪市
5957,603798.SH,康普顿,0.00834445927903872,10.0,-,10.0,5.0,20170427,沪市
5972,300058.SZ,蓝色光标,0.00833585459183673,0.0,0.0,0.0,0.653531,20170427,创业板
6363,603023.SH,威帝股份,0.00831946755407654,0.0,-,-,1.0,20170422,沪市
5952,002628.SZ,成都路桥,0.00831946755407654,0.0,0.0,0.0,0.5,20170427,中小板
5942,002335.SZ,科华恒盛,0.00831255195344971,0.0,0.0,0.0,3.0,20170427,中小板
6849,603309.SH,维力医疗,0.00831024930747922,0.0,-,-,1.5,20170411,沪市
7376,601137.SH,博威合金,0.00829493087557604,0.0,-,-,0.9,20170328,沪市
7341,002208.SZ,合肥城建,0.00828500414250207,0.0,0.0,0.0,1.0,20170328,中小板
6608,300533.SZ,冰川网络,0.00826348719159485,0.0,0.0,0.0,7.0,20170418,创业板
6998,002455.SZ,百川股份,0.00823045267489712,0.0,0.0,0.0,1.0,20170401,中小板
7203,603866.SH,桃李面包,0.00822819528250137,0.0,-,-,3.0,20170330,沪市
6638,603515.SH,欧普照明,0.00821917808219178,0.0,-,-,3.0,20170418,沪市
6853,603377.SH,东方时尚,0.00821692686935086,0.0,-,-,3.0,20170411,沪市
5623,601375.SH,中原证券,0.00821147356580427,0.0,-,-,0.73,20170825,沪市
6799,002536.SZ,飞龙股份,0.00821018062397373,0.0,0.0,0.0,1.0,20170412,中小板
6752,000150.SZ,宜华健康,0.00820344544708778,0.0,0.0,0.0,2.0,20170414,深主板
6078,300477.SZ,合纵科技,0.00819224467504096,0.0,0.0,0.0,1.5,20170426,创业板
6337,300153.SZ,科泰电源,0.00815660685154976,0.0,0.0,0.0,1.0,20170422,创业板
6350,600075.SH,新疆天业,0.00814332247557003,4.0,-,4.0,1.0,20170422,沪市
7265,600159.SH,大龙地产,0.00811359026369168,0.0,-,-,0.4,20170330,沪市
7266,600415.SH,小商品城,0.00810810810810811,0.0,-,-,0.6,20170330,沪市
6424,300584.SZ,海辰药业,0.00810810810810811,0.0,0.0,0.0,3.0,20170421,创业板
5646,002258.SZ,利尔化学,0.00809061488673139,0.0,0.0,0.0,1.0,20170817,中小板
7471,601231.SH,环旭电子,0.00807113543091655,0.0,-,-,1.18,20170325,沪市
6841,002251.SZ,步步高,0.00806451612903226,0.0,0.0,0.0,1.0,20170411,中小板
6552,300257.SZ,开山股份,0.00806451612903226,0.0,0.0,0.0,1.5,20170419,创业板
5622,600160.SH,巨化股份,0.008058017727639,0.0,-,-,1.0,20170825,沪市
7120,601238.SH,广汽集团,0.00805270863836018,0.0,-,-,2.2,20170331,沪市
7523,002011.SZ,盾安环境,0.0080450522928399,0.0,0.0,0.0,1.0,20170324,中小板
7839,000026.SZ,飞亚达A,0.00803858520900322,0.0,0.0,0.0,1.0,20170310,深主板
7962,300568.SZ,星源材质,0.00803212851405622,6.0,-,6.0,6.0,20170225,创业板
5648,600211.SH,西藏药业,0.00801932367149758,0.0,-,-,3.32,20170817,沪市
6377,002811.SZ,亚泰国际,0.00800640512409928,0.0,0.0,0.0,2.0,20170422,中小板
6040,002726.SZ,龙大肉食,0.008,0.0,0.0,0.0,1.6,20170426,中小板
5770,000018.SZ,*ST神城,0.008,0.0,0.0,0.0,0.6,20170428,深主板
6888,600814.SH,杭州解百,0.00798845043310876,0.0,-,-,0.83,20170408,沪市
5712,600985.SH,淮北矿业,0.00798722044728435,0.0,-,-,1.0,20170429,沪市
5955,002305.SZ,南国置业,0.00798722044728435,0.0,0.0,0.0,0.5,20170427,中小板
6014,002711.SZ,*ST欧浦,0.00798296966471527,6.0,6.0,0.0,1.5,20170426,中小板
6358,002454.SZ,松芝股份,0.00798084596967279,0.0,0.0,0.0,1.0,20170422,中小板
6657,300519.SZ,新光药业,0.00797702616464582,10.0,0.0,10.0,5.0,20170418,创业板
6088,002609.SZ,捷顺科技,0.0079734219269103,0.0,0.0,0.0,1.2,20170426,中小板
6347,603908.SH,牧高笛,0.00796178343949045,0.0,-,-,4.0,20170422,沪市
