,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,RowNum,EITIME,EUTIME,NOTICEDATE,Iskcb
0,沪市,600120,浙江东方,4.0,-,4.0,-,-,2019-09-07T00:00:00,-,-,-,-,-,-2914741.0,1136704521.0,0.31,8.49139593,1.472369,4.979355,-18.6288,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10转4.00,29697,2019-09-06T19:05:26,2019-09-06T19:05:26,2019-09-07T00:00:00,
1,沪市,601238,广汽集团,0.0,-,-,0.5,0.00445632798573975,2019-08-31T00:00:00,-,3.6969,2019-09-23T00:00:00,-,-,-2914741.0,10237707541.0,0.48,7.65665526,2.187905,4.034233,-28.8476,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10派0.50元(含税),0,2019-09-11T19:52:14,2019-09-11T19:52:14,2019-08-31T00:00:00,
2,深主板,000048,*ST康达,0.3,-,0.3,-,-,2019-08-31T00:00:00,-,-,-,-,-,-2914741.0,390768671.0,0.3831,3.00134389,0.137904,1.852274,465.3387,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10转0.30,29744,2019-08-30T19:30:52,2019-08-30T19:30:52,2019-08-31T00:00:00,
3,中小板,002540,亚太科技,0.0,-,-,1.6,0.0375586854460094,2019-08-31T00:00:00,-,-,-,-,-,-2914741.0,1270529500.0,0.1172,3.62636507,1.53348,1.044729,-20.853,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10派1.60元(含税),29715,2019-08-30T17:40:48,2019-08-30T17:40:48,2019-08-31T00:00:00,
4,沪市,600188,兖州煤业,0.0,-,-,10.0,0.0897666068222621,2019-08-31T00:00:00,-,-,-,-,-,-2914741.0,4912016000.0,1.0914,11.04981519,0.228969,9.325802,23.4856,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10派10.00元(含税),29600,2019-08-30T19:06:03,2019-08-30T19:06:03,2019-08-31T00:00:00,
5,沪市,603669,灵康药业,0.0,-,-,2.0,0.0237812128418549,2019-08-31T00:00:00,-,-,-,-,-,-2914741.0,509600000.0,0.21,2.5974449,0.78032,0.621531,58.3172,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10派2.00元(含税),29593,2019-08-30T18:34:28,2019-08-30T18:34:28,2019-08-31T00:00:00,
6,深主板,000627,天茂集团,0.0,-,-,0.3,0.00420168067226891,2019-08-31T00:00:00,-,-,-,-,-,-2914741.0,4940629165.0,0.15,4.11641304,2.246261,1.011017,-11.7912,2019-06-30T00:00:00,2019-08-31T00:00:00,董事会决议通过,10派0.30元(含税),29577,2019-08-30T16:53:23,2019-08-30T16:53:23,2019-08-31T00:00:00,
7,创业板,300781,因赛集团,0.0,-,-,5.06,0.0143586833144154,2019-08-30T00:00:00,-,-,-,-,-,-2914741.0,84541420.0,0.2912,7.53606926,4.457182,1.950793,-26.4208,2019-06-30T00:00:00,2019-08-30T00:00:00,董事会决议通过,10派5.06元(含税),29736,2019-08-29T20:09:40,2019-08-29T20:09:40,2019-08-30T00:00:00,
8,沪市,603887,城地股份,0.0,-,-,0.6,0.0032379924446843,2019-08-30T00:00:00,-,-,-,-,-,-2914741.0,257290894.0,0.8,11.403682,8.780533,1.700378,163.1318,2019-06-30T00:00:00,2019-08-30T00:00:00,董事会决议通过,10派0.60元(含税),29721,2019-08-29T18:36:56,2019-08-29T18:36:56,2019-08-30T00:00:00,
9,沪市,601857,中国石油,0.0,-,-,0.7765,0.0125444264943457,2019-08-30T00:00:00,-,-,-,-,-,-2914741.0,183020977818.0,0.155,6.70395747,0.694816,4.032958,3.5752,2019-06-30T00:00:00,2019-08-30T00:00:00,董事会决议通过,10派0.7765元(含税),29702,2019-08-29T19:43:19,2019-08-29T19:47:16,2019-08-30T00:00:00,
