,代码,名称,股息率,送转总比例,送股比例,转股比例,现金分红比例,预案公告日
870,2550,千红制药,0.0257510729613734,0.0,-,-,1.2,2019
1179,601689,拓普集团,0.0257339163023111,4.5,-,4.5,4.12,2019
1295,46,泛海控股,0.0257289879931389,0.0,-,-,1.5,2019
2314,538,云南白药,0.0256229233922624,0.0,-,-,20.001254,2019
1212,603585,苏利股份,0.0255536626916525,0.0,-,-,6.0,2019
1116,600483,福能股份,0.0255474452554745,0.0,-,-,2.1,2019
25,300763,锦浪科技,0.0255036980362153,0.0,-,-,10.0,2019
269,2839,张家港行,0.0254668930390492,0.0,-,-,1.5,2019
624,603385,惠达卫浴,0.0254424778761062,0.0,-,-,2.3,2019
250,600658,电子城,0.025417439703154,0.0,-,-,1.37,2019
2216,600995,文山电力,0.0254129606099111,0.0,-,-,2.0,2019
1790,600754,锦江酒店,0.0253914515446466,0.0,-,-,6.0,2019
493,883,湖北能源,0.0253456221198157,0.0,-,-,1.1,2019
219,600052,浙江广厦,0.0253289473684211,0.0,-,-,0.77,2019
419,601128,常熟银行,0.0252808988764045,0.0,-,-,1.8,2019
804,2275,桂林三金,0.0252707581227437,0.0,-,-,3.5,2019
2684,100,TCL集团,0.0252525252525253,0.0,-,-,1.0,2019
1705,2033,丽江旅游,0.0252525252525252,0.0,-,-,1.5,2019
1342,731,四川美丰,0.0252100840336134,0.0,-,-,1.5,2019
1412,600477,杭萧钢构,0.0251889168765743,2.0,2.0,-,1.0,2019
1454,2734,利民股份,0.0251798561151079,0.0,-,-,3.5,2019
543,601877,正泰电器,0.0251256281407035,0.0,-,-,6.0,2019
1933,937,冀中能源,0.0251256281407035,0.0,-,-,1.0,2019
1204,603589,口子窖,0.0250836120401338,0.0,-,-,15.0,2019
1831,601238,广汽集团,0.0250223413762288,0.0,-,-,2.8,2019
2405,786,北新建材,0.025,0.0,-,-,4.6,2019
176,2823,凯中精密,0.0249950097087379,0.0,-,-,2.574486,2019
2475,300107,建新股份,0.024951315570358,0.0,-,-,2.996653,2019
1666,2690,美亚光电,0.0249465431218817,0.0,-,-,7.0,2019
35,600480,凌云股份,0.0249376558603491,0.0,-,-,2.0,2019
193,603358,华达科技,0.0248756218905473,0.0,-,-,3.0,2019
1314,601000,唐山港,0.024822695035461,0.0,-,-,0.7,2019
377,600578,京能电力,0.0247678018575851,0.0,-,-,0.8,2019
2619,603179,新泉股份,0.0247524752475248,0.0,-,-,5.0,2019
2083,601811,新华文轩,0.0247116968698517,0.0,-,-,3.0,2019
1264,601900,南方传媒,0.0246913580246914,0.0,-,-,2.2,2019
1569,600622,光大嘉宝,0.0246913580246914,3.0,-,3.0,1.6,2019
1232,603886,元祖股份,0.0246913580246914,0.0,-,-,6.6,2019
1689,2051,中工国际,0.0246710526315789,0.0,-,-,3.0,2019
1360,600089,特变电工,0.0246575342465753,0.0,-,-,1.8,2019
2149,600183,生益科技,0.0246132208157525,0.0,-,-,3.5,2019
204,2035,华帝股份,0.0244299674267101,0.0,-,-,3.0,2019
1024,2415,海康威视,0.0244299674267101,0.0,-,-,6.0,2019
2449,300193,佳士科技,0.024390243902439,0.0,-,-,2.0,2019
239,2020,京新药业,0.024390243902439,0.0,-,-,3.0,2019
560,603016,新宏泰,0.0243455497382199,0.0,-,-,3.72,2019
1415,600266,北京城建,0.0242424242424242,2.0,-,2.0,2.4,2019
2277,600723,首商股份,0.0241820768136558,0.0,-,-,1.7,2019
2217,300393,中来股份,0.0241737330183107,5.115766000000001,-,5.115766,4.092613,2019
1170,2827,高争民爆,0.024140012070006,5.0,-,5.0,4.0,2019
2340,401,冀东水泥,0.024140012070006,0.0,-,-,4.0,2019
2532,603456,九洲药业,0.0241254523522316,0.0,-,-,2.0,2019
2125,600716,凤凰股份,0.0240963855421687,0.0,-,-,1.0,2019
73,2381,双箭股份,0.0240673886883273,0.0,-,-,2.0,2019
45,2612,朗姿股份,0.0239520958083832,0.0,-,-,2.0,2019
2269,2108,沧州明珠,0.0239234449760766,0.0,-,-,1.0,2019
816,2322,理工环科,0.0239043824701195,0.0,-,-,3.0,2019
24,603279,景津环保,0.0239043824701195,0.0,-,-,6.0,2019
2188,600051,宁波联合,0.0238473767885533,0.0,-,-,1.5,2019
2620,2793,东音股份,0.0237906423473434,0.0,-,-,3.0,2019
1638,2790,瑞尔特,0.0237906423473434,6.0,-,6.0,3.0,2019
1630,603458,勘设股份,0.0237825594563986,4.5,-,4.5,8.4,2019
5,603669,灵康药业,0.0237812128418549,0.0,-,-,2.0,2019
1216,703,恒逸石化,0.0237717908082409,0.0,-,-,3.0,2019
2016,921,海信家电,0.0237647058823529,0.0,-,-,3.03,2019
1274,603488,展鹏科技,0.0237529691211401,0.0,-,-,2.0,2019
2157,601717,郑煤机,0.0237315875613748,0.0,-,-,1.45,2019
405,825,太钢不锈,0.023696682464455,0.0,-,-,1.0,2019
1736,603166,福达股份,0.023696682464455,0.0,-,-,1.5,2019
195,2361,神剑股份,0.0235849056603774,0.0,-,-,1.0,2019
1845,16,深康佳A,0.0235849056603774,0.0,-,-,1.0,2019
2590,600887,伊利股份,0.0235057085292142,0.0,-,-,7.0,2019
2003,603013,亚普股份,0.0234466588511137,0.0,-,-,4.0,2019
2338,600176,中国巨石,0.0234375,0.0,-,-,2.25,2019
210,300086,康芝药业,0.0234375,0.0,-,-,1.5,2019
1238,2116,中国海诚,0.0233863423760524,0.0,-,-,2.5,2019
1999,601107,四川成渝,0.0233644859813084,0.0,-,-,1.0,2019
154,600668,尖峰集团,0.0233463035019455,0.0,-,-,3.0,2019
1766,603566,普莱柯,0.0233100233100233,0.0,-,-,3.0,2019
39,600028,中国石化,0.0233009708737864,0.0,-,-,1.2,2019
1240,2191,劲嘉股份,0.0232919254658385,0.0,-,-,3.0,2019
860,2317,众生药业,0.0232558139534884,0.0,-,-,2.0,2019
2182,636,风华高科,0.0232018561484919,0.0,-,-,3.0,2019
1328,603332,苏州龙杰,0.0231711353856339,0.0,-,-,7.0,2019
476,603116,红蜻蜓,0.0231660231660232,0.0,-,-,1.8,2019
2020,601607,上海医药,0.0231507622811971,0.0,-,-,4.1,2019
1858,601618,中国中冶,0.0231023102310231,0.0,-,-,0.7,2019
2297,2911,佛燃股份,0.0230439442658092,0.0,-,-,4.3,2019
2669,300547,川环科技,0.0230414746543779,8.0,-,8.0,5.5,2019
809,2133,广宇集团,0.0229885057471264,0.0,-,-,0.8,2019
1542,2687,乔治白,0.0229709035222052,0.0,-,-,1.5,2019
2233,919,金陵药业,0.0228494623655914,0.0,-,-,1.7,2019
1475,600173,卧龙地产,0.0228310502283105,0.0,-,-,1.0,2019
167,600690,海尔智家,0.0227774172615185,0.0,-,-,3.51,2019
1183,600015,华夏银行,0.0227748691099476,0.0,-,-,1.74,2019
29,603600,永艺股份,0.0227743271221532,0.0,-,-,2.2,2019
2143,899,赣能股份,0.0227703984819734,0.0,-,-,1.2,2019
446,300203,聚光科技,0.0227272727272727,0.0,-,-,5.0,2019
1761,600008,首创股份,0.0226628895184136,0.0,-,-,0.8,2019
1308,300200,高盟新材,0.0226293103448276,0.0,-,-,2.1,2019
1348,600740,山西焦化,0.0225988700564972,0.0,-,-,2.0,2019
777,600979,广安爱众,0.0225733634311512,0.0,-,-,1.0,2019
464,603730,岱美股份,0.0225631768953069,0.0,-,-,5.0,2019
2124,906,浙商中拓,0.0225518168168168,0.0,-,-,1.501951,2019
36,2701,奥瑞金,0.0225469728601253,0.0,-,-,1.08,2019
2461,600729,重庆百货,0.0225459590704128,0.0,-,-,6.5,2019
1375,603017,中衡设计,0.0225394440270473,0.0,-,-,3.0,2019
1145,603816,顾家家居,0.0225275963054742,4.0,-,4.0,10.0,2019
1502,600064,南京高科,0.0225225225225225,0.0,-,-,2.5,2019
1602,300196,长海股份,0.0224971878515186,0.0,-,-,2.0,2019
1484,2562,兄弟科技,0.0223713646532438,0.0,-,-,1.0,2019
2472,791,甘肃电投,0.0223214285714286,4.0,-,4.0,1.5,2019
708,600572,康恩贝,0.0222882615156018,0.0,-,-,1.5,2019
1826,600007,中国国贸,0.0222841225626741,0.0,-,-,3.2,2019
2207,600269,赣粤高速,0.022271714922049,0.0,-,-,1.0,2019
891,600959,江苏有线,0.0222222222222222,0.0,-,-,1.0,2019
2491,600328,兰太实业,0.0221954161640531,0.0,-,-,1.84,2019
1152,885,城发环境,0.0221579961464355,0.0,-,-,2.3,2019
1036,603298,杭叉集团,0.0221565731166913,0.0,-,-,3.0,2019
92,600335,国机汽车,0.0221565731166913,0.0,-,-,1.5,2019
2555,2391,长青股份,0.0221565731166913,5.0,-,5.0,3.0,2019
597,601908,京运通,0.0221518987341772,0.0,-,-,0.7,2019
2227,338,潍柴动力,0.0221343873517787,0.0,-,-,2.8,2019
886,300039,上海凯宝,0.0221238938053097,0.0,-,-,1.0,2019
393,603855,华荣股份,0.022075055187638,0.0,-,-,2.0,2019
1702,528,柳工,0.0220588235294118,0.0,-,-,1.5,2019
171,156,华数传媒,0.022022022022022,0.0,-,-,2.2,2019
1471,2557,洽洽食品,0.0220070422535211,0.0,-,-,5.0,2019
1731,603615,茶花股份,0.0219298245614035,0.0,-,-,2.0,2019
2490,600368,五洲交通,0.0219230769230769,0.0,-,-,1.14,2019
1924,603161,科华控股,0.0219206680584551,0.0,-,-,3.15,2019
693,600757,长江传媒,0.0218978102189781,0.0,-,-,1.5,2019
1757,2940,昂利康,0.0218213558335758,0.0,-,-,7.5,2019
2109,600018,上港集团,0.0218130311614731,0.0,-,-,1.54,2019
214,600201,生物股份,0.0218068535825545,0.0,-,-,3.5,2019
1841,600713,南京医药,0.0217864923747277,0.0,-,-,1.0,2019
578,601985,中国核电,0.0216998191681736,0.0,-,-,1.2,2019
542,600248,延长化建,0.0216919739696312,0.0,-,-,1.0,2019
1325,603898,好莱客,0.0216452742123687,0.0,-,-,3.71,2019
2095,2039,黔源电力,0.0216138328530259,0.0,-,-,3.0,2019
307,600779,水井坊,0.0216124148372445,0.0,-,-,11.42,2019
2256,603357,设计总院,0.0215789473684211,4.0,-,4.0,4.1,2019
1730,2925,盈趣科技,0.0215749730312837,0.0,-,-,10.0,2019
2597,300617,安靠智电,0.021551724137931,0.0,-,-,5.0,2019
2493,600750,江中药业,0.0215384615384615,2.5,2.5,-,3.5,2019
2457,600067,冠城大通,0.021505376344086,0.0,-,-,1.0,2019
1124,300150,世纪瑞尔,0.0214592274678112,0.0,-,-,1.0,2019
1291,600219,南山铝业,0.0214592274678112,0.0,-,-,0.5,2019
75,2242,九阳股份,0.0214041095890411,0.0,-,-,5.0,2019
2116,601326,秦港股份,0.0213888888888889,0.0,-,-,0.77,2019
2540,965,天保基建,0.0213720316622691,0.0,-,-,0.81,2019
2587,300146,汤臣倍健,0.0213675213675214,0.0,-,-,5.0,2019
1917,603757,大元泵业,0.0213472485768501,4.0,-,4.0,4.5,2019
2111,601828,美凯龙,0.0213438735177866,0.0,-,-,2.7,2019
2052,2449,国星光电,0.0213219616204691,0.0,-,-,3.0,2019
326,600020,中原高速,0.0212890625,0.0,-,-,1.09,2019
2541,600803,新奥股份,0.0212765957446809,0.0,-,-,2.1,2019
952,2434,万里扬,0.0212765957446809,0.0,-,-,1.5,2019
1874,2202,金风科技,0.0212765957446809,0.0,-,-,2.5,2019
915,603088,宁波精达,0.0212624584717608,4.0,-,4.0,3.2,2019
2147,2092,中泰化学,0.02125,0.0,-,-,1.7,2019
1056,603819,神力股份,0.0212426978226235,4.0,-,4.0,4.0,2019
2061,2888,惠威科技,0.0212426978226235,0.0,-,-,4.0,2019
1021,603100,川仪股份,0.0212089077412513,0.0,-,-,2.0,2019
2497,600062,华润双鹤,0.0211845102505695,0.0,-,-,2.79,2019
55,603967,中创物流,0.0211148648648649,0.0,-,-,3.75,2019
2131,600403,大有能源,0.0210796915167095,0.0,-,-,0.82,2019
2180,300298,三诺生物,0.0210526315789474,0.0,-,-,3.0,2019
1898,603987,康德莱,0.020979020979021,0.0,-,-,1.5,2019
507,603773,沃格光电,0.0209617755856967,0.0,-,-,6.8,2019
1594,300761,立华股份,0.02088772845953,0.0,-,-,12.0,2019
2324,421,南京公用,0.0208768267223382,0.0,-,-,1.0,2019
1109,601188,龙江交通,0.0208459214501511,0.0,-,-,0.69,2019
2296,2469,三维工程,0.020746887966805,0.0,-,-,1.0,2019
251,2150,通润装备,0.020746887966805,3.0,-,3.0,1.5,2019
557,603277,银都股份,0.0207253886010363,0.0,-,-,2.0,2019
2568,2539,云图控股,0.0206611570247934,0.0,-,-,1.0,2019
2426,603969,银龙股份,0.0206611570247934,0.0,-,-,1.0,2019
1585,600697,欧亚集团,0.020656779661017,0.0,-,-,3.9,2019
211,2803,吉宏股份,0.0206219506517691,0.0,-,-,4.429595,2019
1867,601186,中国铁建,0.0205680705190989,0.0,-,-,2.1,2019
2448,895,双汇发展,0.0205607476635514,0.0,-,-,5.5,2019
910,2923,润都股份,0.0205338809034908,5.0,-,5.0,6.0,2019
610,603600,永艺股份,0.0205128205128205,0.0,-,-,2.0,2019
1044,603123,翠微股份,0.0205128205128205,0.0,-,-,1.2,2019
1732,300286,安科瑞,0.0204918032786885,0.0,-,-,2.0,2019
1839,600650,锦江投资,0.0204582651391162,0.0,-,-,2.5,2019
629,300231,银信科技,0.0204359673024523,0.0,-,-,1.5,2019
1952,2627,宜昌交运,0.0204359673024523,0.0,-,-,1.5,2019
949,603011,合锻智能,0.0204081632653061,0.0,-,-,1.1,2019
1137,300519,新光药业,0.0203804347826087,0.0,-,-,3.0,2019
890,887,中鼎股份,0.0203458799593082,0.0,-,-,2.0,2019
230,600406,国电南瑞,0.0203073545554336,0.0,-,-,3.7,2019
252,603787,新日股份,0.0202757502027575,0.0,-,-,2.5,2019
1959,928,中钢国际,0.0202702702702703,0.0,-,-,1.2,2019
1141,600160,巨化股份,0.0202429149797571,0.0,-,-,1.5,2019
243,2081,金螳螂,0.0202224469160768,0.0,-,-,2.0,2019
2386,2080,中材科技,0.020216306156406,3.0,-,3.0,2.43,2019
1487,736,中交地产,0.0201484623541888,2.0,2.0,-,1.9,2019
1557,2468,申通快递,0.0201450443190975,0.0,-,-,5.0,2019
2030,601766,中国中车,0.0201342281879195,0.0,-,-,1.5,2019
1230,600551,时代出版,0.0200845665961945,0.0,-,-,1.9,2019
1313,600380,健康元,0.0200752823086575,0.0,-,-,1.6,2019
1928,603700,宁波水表,0.0200561572402728,0.0,-,-,5.0,2019
200,603825,华扬联众,0.0200320512820513,0.0,-,-,2.5,2019
965,600500,中化国际,0.02,3.0,3.0,-,1.5,2019
1668,600252,中恒集团,0.02,0.0,-,-,0.6,2019
1843,601800,中国交建,0.0199628027681661,0.0,-,-,2.3077,2019
1888,2818,富森美,0.0199362041467305,7.0,-,7.0,5.0,2019
1859,601390,中国中铁,0.0199066874027994,0.0,-,-,1.28,2019
963,600143,金发科技,0.0198807157057654,0.0,-,-,1.0,2019
1151,603708,家家悦,0.0198652004256829,3.0,-,3.0,5.6,2019
1724,2938,鹏鼎控股,0.0198570293884035,0.0,-,-,5.0,2019
2558,2056,横店东磁,0.0197601854304636,0.0,-,-,1.491894,2019
594,600612,老凤祥,0.0197557471264368,0.0,-,-,11.0,2019
158,600586,金晶科技,0.0197368421052632,0.0,-,-,0.6,2019
1438,600639,浦东金桥,0.0197109067017083,0.0,-,-,3.0,2019
2528,600284,浦东建设,0.0196850393700787,0.0,-,-,1.5,2019
2132,601333,广深铁路,0.019672131147541,0.0,-,-,0.6,2019
451,601677,明泰铝业,0.0196463654223969,0.0,-,-,2.0,2019
2096,600676,交运股份,0.0196463654223969,0.0,-,-,1.0,2019
20,600390,五矿资本,0.0196099674972914,2.0,-,2.0,1.81,2019
727,600475,华光股份,0.0195911413969336,0.0,-,-,2.3,2019
206,2958,青农商行,0.0195822454308094,0.0,-,-,1.5,2019
1768,601018,宁波港,0.0195789473684211,0.0,-,-,0.93,2019
2369,2815,崇达技术,0.0195402298850575,0.0,-,-,3.4,2019
367,600977,中国电影,0.0195274496177901,0.0,-,-,2.81,2019
967,2867,周大生,0.0195195195195195,5.0,-,5.0,6.5,2019
60,2322,理工环科,0.0195160031225605,0.0,-,-,2.5,2019
784,2027,分众传媒,0.0194931773879142,0.0,-,-,1.0,2019
2564,603018,中设集团,0.0194771911840082,4.8,-,4.8,3.8,2019
2552,603136,天目湖,0.0194704049844237,4.5,-,4.5,7.5,2019
2213,600141,兴发集团,0.0194552529182879,0.0,-,-,2.0,2019
166,600827,百联股份,0.019438444924406,0.0,-,-,1.8,2019
328,600208,新湖中宝,0.0194078947368421,0.0,-,-,0.59,2019
1440,600846,同济科技,0.019404915912031,0.0,-,-,1.5,2019
2520,300690,双一科技,0.0193846663796814,0.0,-,-,4.503058,2019
411,2609,捷顺科技,0.0193798449612403,0.0,-,-,1.5,2019
1726,600031,三一重工,0.0193740685543964,0.0,-,-,2.6,2019
1897,603767,中马传动,0.0193548387096774,0.0,-,-,1.5,2019
1734,300215,电科院,0.0193548387096774,0.0,-,-,1.2,2019
2659,2381,双箭股份,0.0193423597678917,0.0,-,-,2.0,2019
591,600545,卓郎智能,0.0193273542600897,0.0,-,-,1.293,2019
1636,600667,太极实业,0.0193229901269394,0.0,-,-,1.37,2019
38,2951,金时科技,0.0192585459797785,0.0,-,-,4.0,2019
362,601669,中国电建,0.019255905511811,0.0,-,-,0.9782,2019
797,300752,隆利科技,0.0192381685263563,6.0,-,6.0,10.0,2019
2293,300421,力星股份,0.0191754554170662,9.0,-,9.0,4.0,2019
83,2568,百润股份,0.0191754554170662,0.0,-,-,4.0,2019
913,600389,江山股份,0.0191662673694298,0.0,-,-,4.0,2019
2192,600710,苏美达,0.0191605839416058,0.0,-,-,1.05,2019
1133,300703,创源文化,0.0191082802547771,5.0,-,5.0,3.0,2019
1546,300129,泰胜风能,0.0190930787589499,0.0,-,-,0.8,2019
1559,600075,新疆天业,0.0190839694656489,0.0,-,-,1.0,2019
682,2305,南国置业,0.0190839694656489,0.0,-,-,0.5,2019
760,2545,东方铁塔,0.019047619047619,0.0,-,-,1.2,2019
686,603667,五洲新春,0.019047619047619,0.0,-,-,1.6,2019
460,603110,东方材料,0.0190217391304348,0.0,-,-,2.8,2019
1491,601117,中国化学,0.0190016103059581,0.0,-,-,1.18,2019
1683,300164,通源石油,0.0189753320683112,0.0,-,-,1.0,2019
1495,617,中油资本,0.0189614476789929,0.0,-,-,2.41,2019
1217,2061,浙江交科,0.018957345971564,0.0,-,-,1.2,2019
56,601086,国芳集团,0.0189393939393939,0.0,-,-,1.0,2019
1687,300492,山鼎设计,0.0189388111361926,0.0,-,-,5.033936,2019
235,2326,永太科技,0.0189155107187894,0.0,-,-,1.5,2019
1604,300660,江苏雷利,0.0188679245283019,4.0,-,4.0,4.0,2019
828,600928,西安银行,0.0188679245283019,0.0,-,-,1.6,2019
1456,902,新洋丰,0.0188323917137476,0.0,-,-,2.0,2019
2571,2572,索菲亚,0.0188253012048193,0.0,-,-,5.0,2019
1595,2607,中公教育,0.0188216039279869,0.0,-,-,2.3,2019
2638,600982,宁波热电,0.0188034188034188,0.0,-,-,0.66,2019
522,537,广宇发展,0.0187861271676301,0.0,-,-,1.3,2019
1311,603208,江山欧派,0.0187763030106831,0.0,-,-,5.8,2019
575,2478,常宝股份,0.0187207488299532,0.0,-,-,1.2,2019
1989,600271,航天信息,0.0186995325116872,0.0,-,-,4.4,2019
1219,603023,威帝股份,0.0186567164179104,2.0,2.0,-,1.0,2019
2040,603890,春秋电子,0.0186428038777032,4.0,-,4.0,2.5,2019
2559,603303,得邦照明,0.0186351706036745,2.0,-,2.0,2.13,2019
1300,600277,亿利洁能,0.0185995623632385,0.0,-,-,0.85,2019
1102,601999,出版传媒,0.0185810810810811,0.0,-,-,1.1,2019
2304,601339,百隆东方,0.0185263157894737,0.0,-,-,0.88,2019
1147,2661,克明面业,0.0185185185185185,0.0,-,-,2.5,2019
2055,603916,苏博特,0.0185185185185185,0.0,-,-,2.4,2019
1092,869,张裕A,0.0184615384615385,0.0,-,-,6.0,2019
871,603583,捷昌驱动,0.0184297825285662,4.5,-,4.5,10.0,2019
1802,600106,重庆路桥,0.0184065934065934,1.0,1.0,-,0.67,2019
1680,300327,中颖电子,0.0184049079754601,1.0,-,1.0,4.5,2019
65,300403,汉宇集团,0.018348623853211,0.0,-,-,1.0,2019
2372,603866,桃李面包,0.018348623853211,4.0,-,4.0,10.0,2019
595,601949,中国出版,0.018348623853211,0.0,-,-,1.0,2019
2238,603527,众源新材,0.0182815356489945,0.0,-,-,2.0,2019
1100,600371,万向德农,0.0182648401826484,0.0,-,-,2.0,2019
1346,300695,兆丰股份,0.018254837531946,0.0,-,-,10.0,2019
1752,601996,丰林集团,0.0182370820668693,0.0,-,-,0.6,2019
1199,601368,绿城水务,0.0182108626198083,0.0,-,-,1.14,2019
602,600703,三安光电,0.0181488203266788,0.0,-,-,2.0,2019
2162,600317,营口港,0.0181467181467181,0.0,-,-,0.47,2019
1450,603985,恒润股份,0.0181323662737987,4.0,-,4.0,4.0,2019
396,2538,司尔特,0.0181159420289855,0.0,-,-,1.0,2019
914,600535,天士力,0.0181050090525045,0.0,-,-,3.0,2019
2164,2518,科士达,0.0180831826401447,0.0,-,-,2.0,2019
658,600285,羚锐制药,0.0180722891566265,0.0,-,-,1.5,2019
1018,501,鄂武商A,0.0180505415162455,0.0,-,-,2.0,2019
2098,2595,豪迈科技,0.0179856115107914,0.0,-,-,3.75,2019
1421,573,粤宏远A,0.0179640718562874,0.0,-,-,0.6,2019
1918,29,深深房A,0.017905102954342,0.0,-,-,2.0,2019
2122,600295,鄂尔多斯,0.0178997613365155,0.0,-,-,1.5,2019
2468,601678,滨化股份,0.0178997613365155,0.0,-,-,1.5,2019
601,568,泸州老窖,0.0178983833718245,0.0,-,-,15.5,2019
743,2448,中原内配,0.0178890876565295,0.0,-,-,1.0,2019
282,2152,广电运通,0.0178837555886736,0.0,-,-,1.2,2019
390,300509,新美星,0.0178699070764832,5.0,-,5.0,2.5,2019
175,2083,孚日股份,0.0178571428571429,0.0,-,-,1.0,2019
1113,601007,金陵饭店,0.0178094390026714,0.0,-,-,2.0,2019
1580,600346,恒力石化,0.0178041543026706,4.0,-,4.0,3.0,2019
1777,603313,梦百合,0.0178015131286159,3.0,-,3.0,4.0,2019
1228,601086,国芳集团,0.0177935943060498,0.0,-,-,1.0,2019
1996,600125,铁龙物流,0.0177777777777778,0.0,-,-,1.2,2019
2072,603368,柳药股份,0.0177650429799427,0.0,-,-,6.2,2019
1894,2895,川恒股份,0.0177619893428064,0.0,-,-,3.0,2019
2201,603055,台华新材,0.0177462289263532,4.0,-,4.0,2.0,2019
498,600197,伊力特,0.0177394830207805,0.0,-,-,3.5,2019
1257,600641,万业企业,0.017737556561086,0.0,-,-,1.96,2019
1159,601966,玲珑轮胎,0.0177200236266982,0.0,-,-,3.0,2019
1609,300719,安达维尔,0.0176978621908127,0.0,-,-,2.003398,2019
1016,2310,东方园林,0.0176691729323308,0.0,-,-,0.94,2019
1119,997,新大陆,0.0176470588235294,0.0,-,-,3.0,2019
360,2351,漫步者,0.017636684303351,0.0,-,-,1.0,2019
1655,2050,三花智控,0.0176304654442877,3.0,-,3.0,2.5,2019
692,600159,大龙地产,0.0176056338028169,0.0,-,-,0.5,2019
1896,603856,东宏股份,0.0175898931000972,0.0,-,-,1.81,2019
1554,2139,拓邦股份,0.0175879895104895,0.0,-,-,1.006033,2019
2309,600511,国药股份,0.0175824175824176,0.0,-,-,4.0,2019
120,2403,爱仕达,0.0175644028103045,0.0,-,-,1.5,2019
2094,603180,金牌厨柜,0.0175469380593087,0.0,-,-,10.0,2019
2396,2587,奥拓电子,0.0175264510489511,0.0,-,-,1.002513,2019
892,300718,长盛轴承,0.0175,0.0,-,-,3.5,2019
2336,300041,回天新材,0.0174938990825688,0.0,-,-,1.525468,2019
1902,300437,清水源,0.0174904942965779,0.0,-,-,2.3,2019
1411,300697,电工合金,0.0174545454545455,0.0,-,-,2.4,2019
1678,301,东方盛虹,0.0174520069808028,0.0,-,-,1.0,2019
1363,600325,华发股份,0.0174418604651163,0.0,-,-,1.5,2019
1693,2360,同德化工,0.0174216027874564,0.0,-,-,1.0,2019
2101,2643,万润股份,0.0173570019723866,0.0,-,-,1.76,2019
2421,2597,金禾实业,0.0173493975903614,0.0,-,-,3.6,2019
1063,600097,开创国际,0.0173410404624277,0.0,-,-,1.8,2019
1512,600628,新世界,0.0173333333333333,0.0,-,-,1.3,2019
741,600361,华联综超,0.0172839506172839,0.0,-,-,0.7,2019
980,603260,合盛硅业,0.0172486327303324,4.0,-,4.0,8.2,2019
2663,2746,仙坛股份,0.017247326664367,5.0,-,5.0,5.0,2019
1458,603289,泰瑞机器,0.0172413793103448,0.0,-,-,2.0,2019
1847,2142,宁波银行,0.0172191132156694,0.0,-,-,4.0,2019
2080,858,五粮液,0.0171630489651691,0.0,-,-,17.0,2019
1750,60,中金岭南,0.0171306209850107,0.0,-,-,0.8,2019
1098,603869,新智认知,0.0170748440748441,4.5,-,4.5,3.2852,2019
909,603015,弘讯科技,0.0170697012802276,0.0,-,-,1.2,2019
897,2489,浙江永强,0.0170454545454545,0.0,-,-,0.6,2019
704,601199,江南水务,0.0170316301703163,0.0,-,-,0.7,2019
2001,601016,节能风电,0.0169343065693431,0.0,-,-,0.464,2019
1428,600132,重庆啤酒,0.0169204737732657,0.0,-,-,8.0,2019
2051,603912,佳力图,0.016914749661705,0.0,-,-,2.5,2019
2645,2757,南兴股份,0.0169130436252959,5.001187,-,5.001187,5.001187,2019
1097,600168,武汉控股,0.0169034090909091,0.0,-,-,1.19,2019
1821,600006,东风汽车,0.0168965517241379,0.0,-,-,0.833,2019
2148,603933,睿能科技,0.0168918918918919,4.0,-,4.0,3.0,2019
1074,600037,歌华有线,0.0168697282099344,0.0,-,-,1.8,2019
2130,600027,华电国际,0.0168367346938776,0.0,-,-,0.66,2019
2394,603337,杰克股份,0.0168067226890756,4.5,-,4.5,5.2,2019
2117,603650,彤程新材,0.016798418972332,0.0,-,-,3.4,2019
695,600580,卧龙电驱,0.0167973124300112,0.0,-,-,1.5,2019
2531,2612,朗姿股份,0.0167410714285714,0.0,-,-,1.5,2019
1820,151,中成股份,0.0167364016736402,0.0,-,-,2.0,2019
2337,603367,辰欣药业,0.0167198468410976,0.0,-,-,2.62,2019
1548,603811,诚意药业,0.0166574125485841,0.0,-,-,3.0,2019
710,516,国际医学,0.0166246743295019,0.0,-,-,0.867808,2019
938,2724,海洋王,0.0165837479270315,0.0,-,-,1.0,2019
2363,601211,国泰君安,0.016566265060241,0.0,-,-,2.75,2019
2222,728,国元证券,0.0165562913907285,0.0,-,-,1.5,2019
1510,600619,海立股份,0.0165198237885463,0.0,-,-,1.5,2019
246,601058,赛轮轮胎,0.0165016501650165,0.0,-,-,0.5,2019
2466,601898,中煤能源,0.0164556962025316,0.0,-,-,0.78,2019
2390,603518,锦泓集团,0.0164254703328509,4.0,-,4.0,2.27,2019
582,2346,柘中股份,0.0163800163800164,0.0,-,-,2.0,2019
1041,603928,兴业股份,0.0163568773234201,0.0,-,-,2.2,2019
831,600850,华东电脑,0.0163487738419619,0.0,-,-,3.6,2019
585,153,丰原药业,0.0163398692810458,0.0,-,-,1.0,2019
468,600232,金鹰股份,0.0163398692810458,0.0,-,-,1.0,2019
839,2386,天原集团,0.0163132137030995,0.0,-,-,1.0,2019
1022,300396,迪瑞医疗,0.0163075131042516,0.0,-,-,2.8,2019
372,600854,春兰股份,0.016304347826087,0.0,-,-,0.6,2019
813,300206,理邦仪器,0.0162717219589258,0.0,-,-,1.03,2019
1169,2158,汉钟精机,0.0162689804772234,0.0,-,-,1.5,2019
