,代码,名称,股息率,送转总比例,送股比例,转股比例,现金分红比例,预案公告日
13809,600028,中国石化,0.0294117647058824,0.0,-,-,1.5,2014
14107,601360,三六零,0.0293083235638921,0.0,-,-,2.5,2014
13586,601107,四川成渝,0.0291970802919708,0.0,-,-,0.8,2014
14293,2280,联络互动,0.0291757840991977,0.0,-,-,4.0,2014
14287,2581,未名医药,0.0291545189504373,0.0,-,-,5.0,2014
13292,600820,隧道股份,0.0290416263310745,10.0,5.0,5.0,3.0,2014
13894,600621,华鑫股份,0.0289608177172061,0.0,-,-,1.7,2014
13831,601633,长城汽车,0.0288935870331219,0.0,-,-,8.2,2014
12979,2308,威创股份,0.0288184438040346,0.0,-,-,2.0,2014
12954,601518,吉林高速,0.0286995515695067,0.0,-,-,0.64,2014
12716,601225,陕西煤业,0.0286396181384248,0.0,-,-,1.2,2014
13940,2233,塔牌集团,0.0286168521462639,0.0,-,-,1.8,2014
13078,600886,国投电力,0.0285968688845401,0.0,-,-,1.4613,2014
14066,600386,北巴传媒,0.0285412262156448,0.0,-,-,2.7,2014
13184,2557,洽洽食品,0.0283768444948922,0.0,-,-,5.0,2014
13223,2570,贝因美,0.0282977797126687,6.0,-,6.0,6.5,2014
13630,2032,苏泊尔,0.0281797410510282,0.0,-,-,3.7,2014
14008,600864,哈投股份,0.0280898876404494,0.0,-,-,2.5,2014
12810,600105,永鼎股份,0.0278940027894003,0.0,-,-,2.0,2014
13773,600655,豫园股份,0.0278884462151394,0.0,-,-,2.1,2014
12616,600239,云南城投,0.0277136258660508,0.0,-,-,1.2,2014
13676,600035,楚天高速,0.0276073619631902,3.0,-,3.0,0.9,2014
13445,90,天健集团,0.0275769745649264,0.0,-,-,2.06,2014
13606,600018,上港集团,0.0275488069414317,0.0,-,-,1.27,2014
13030,600403,大有能源,0.0275229357798165,0.0,-,-,1.5,2014
13349,600068,葛洲坝,0.0274406332453826,0.0,-,-,1.04,2014
13395,2497,雅化集团,0.0273522975929978,0.0,-,-,2.5,2014
13667,2404,嘉欣丝绸,0.0273291925465839,0.0,-,-,2.2,2014
13799,600650,锦江投资,0.0271398747390397,0.0,-,-,2.6,2014
13939,600375,华菱星马,0.0269058295964126,0.0,-,-,3.0,2014
13793,600519,贵州茅台,0.0267408448982087,1.0,1.0,-,43.74,2014
12492,600785,新华百货,0.0266903914590747,0.0,-,-,3.0,2014
13046,601116,三江购物,0.0264550264550265,0.0,-,-,2.0,2014
13392,600658,电子城,0.0264344262295082,0.0,-,-,2.58,2014
12691,2463,沪电股份,0.0263157894736842,2.0,-,2.0,1.0,2014
12988,600337,美克家居,0.0261780104712042,0.0,-,-,1.5,2014
13841,600723,首商股份,0.0261011419249592,0.0,-,-,1.6,2014
12883,783,长江证券,0.0259067357512953,10.0,-,10.0,2.5,2014
13488,601186,中国铁建,0.025844930417495,0.0,-,-,1.3,2014
13780,600809,山西汾酒,0.0255847953216374,0.0,-,-,3.5,2014
13817,2706,良信电器,0.0252047889098929,0.0,-,-,8.0,2014
13461,600512,腾达建设,0.0251798561151079,0.0,-,-,0.7,2014
13402,2001,新和成,0.0251635631605435,5.0,-,5.0,5.0,2014
13439,600106,重庆路桥,0.0251381215469613,0.0,-,-,0.91,2014
13214,600020,中原高速,0.0251141552511416,0.0,-,-,0.55,2014
12977,600641,万业企业,0.025062656641604,0.0,-,-,1.0,2014
13917,601808,中海油服,0.025,0.0,-,-,4.3,2014
12991,601339,百隆东方,0.0247572815533981,0.0,-,-,2.04,2014
13965,600761,安徽合力,0.0247116968698517,2.0,2.0,-,3.0,2014
14004,550,江铃汽车,0.0246875,0.0,-,-,7.9,2014
13818,601877,正泰电器,0.0245499181669394,0.0,-,-,6.0,2014
14302,2592,八菱科技,0.0245298446443173,0.0,-,-,3.0,2014
14032,600449,宁夏建材,0.0244845360824742,0.0,-,-,1.9,2014
13987,600563,法拉电子,0.0244840853445261,0.0,-,-,7.0,2014
12846,600510,黑牡丹,0.0244628099173554,0.0,-,-,1.48,2014
14079,2366,台海核电,0.0243664717348928,0.0,-,-,2.5,2014
12948,2397,梦洁股份,0.0243664717348928,10.0,-,10.0,5.0,2014
13665,2546,新联电子,0.0242718446601942,5.0,-,5.0,4.0,2014
13134,533,顺钠股份,0.0242718446601942,0.0,-,-,1.0,2014
13135,2598,山东章鼓,0.0242424242424242,0.0,-,-,2.0,2014
13518,600310,桂东电力,0.0242013552758955,0.0,-,-,2.5,2014
13178,600008,首创股份,0.0241935483870968,0.0,-,-,1.5,2014
12573,2377,国创高新,0.0240770465489567,10.0,-,10.0,3.0,2014
13207,601101,昊华能源,0.024,0.0,-,-,1.38,2014
13462,600019,宝钢股份,0.0239234449760766,0.0,-,-,1.0,2014
12829,600596,新安股份,0.0238870792616721,0.0,-,-,2.2,2014
14145,601636,旗滨集团,0.0238726790450928,0.0,-,-,1.8,2014
13880,600717,天津港,0.0238213399503722,0.0,-,-,1.92,2014
13901,600657,信达地产,0.0237388724035608,0.0,-,-,0.8,2014
14038,601588,北辰实业,0.0237154150197628,0.0,-,-,0.6,2014
13471,600064,南京高科,0.0237010027347311,0.0,-,-,2.6,2014
13006,2083,孚日股份,0.023696682464455,0.0,-,-,1.0,2014
14301,975,银泰资源,0.0236127508854782,0.0,-,-,2.0,2014
13896,600780,通宝能源,0.0236051502145923,0.0,-,-,1.1,2014
12512,600887,伊利股份,0.0235918608080212,5.0,-,5.0,8.0,2014
13584,600754,锦江酒店,0.0234278668310728,0.0,-,-,3.8,2014
13206,531,穗恒运A,0.0234009360374415,10.0,-,10.0,3.0,2014
12634,600881,亚泰集团,0.0233644859813084,0.0,-,-,1.0,2014
12557,600197,伊力特,0.0232793522267206,0.0,-,-,2.3,2014
13619,2337,赛象科技,0.0231481481481481,0.0,-,-,2.5,2014
12803,2315,焦点科技,0.0231160425335183,0.0,-,-,10.0,2014
13513,2687,乔治白,0.023084025854109,2.0,-,2.0,2.5,2014
14046,603766,隆鑫通用,0.0230343300110742,0.0,-,-,2.08,2014
13930,2597,金禾实业,0.0229147571035747,0.0,-,-,2.5,2014
13485,600649,城投控股,0.0228658536585366,0.0,-,-,1.5,2014
14216,2521,齐峰新材,0.0228050171037628,0.0,-,-,2.0,2014
13167,600491,龙元建设,0.0227963525835866,0.0,-,-,0.75,2014
12536,600143,金发科技,0.0227790432801822,0.0,-,-,1.0,2014
14234,100,TCL集团,0.0224719101123596,0.0,-,-,0.6,2014
13796,600686,金龙汽车,0.0224215246636771,0.0,-,-,2.0,2014
13367,601179,中国西电,0.0224089635854342,0.0,-,-,0.8,2014
14219,603993,洛阳钼业,0.0224,0.0,-,-,1.4,2014
13680,600398,海澜之家,0.0223004694835681,0.0,-,-,1.9,2014
13492,601390,中国中铁,0.0222972972972973,0.0,-,-,0.66,2014
13380,601601,中国太保,0.0222841225626741,0.0,-,-,4.0,2014
12877,600210,紫江企业,0.0222222222222222,0.0,-,-,1.0,2014
12728,601188,龙江交通,0.0221774193548387,0.0,-,-,0.55,2014
13867,600528,中铁工业,0.021978021978022,0.0,-,-,1.0,2014
13768,2674,兴业科技,0.0219683655536028,0.0,-,-,2.5,2014
12434,2543,万和电气,0.0219298245614035,0.0,-,-,2.5,2014
12547,601169,北京银行,0.0219244823386114,2.0,2.0,-,1.8,2014
12889,2522,浙江众成,0.0217706821480406,10.0,-,10.0,3.0,2014
14349,300031,宝通科技,0.0217706821480406,10.0,-,10.0,3.0,2014
14150,600284,浦东建设,0.0216380182002022,0.0,-,-,2.14,2014
12715,2619,艾格拉斯,0.0216216216216216,0.0,-,-,6.0,2014
12693,2478,常宝股份,0.0216216216216216,0.0,-,-,2.0,2014
13703,601628,中国人寿,0.0215827338129496,0.0,-,-,3.0,2014
13554,951,中国重汽,0.0215482841181165,0.0,-,-,2.7,2014
13191,899,赣能股份,0.021505376344086,0.0,-,-,1.0,2014
13494,600009,上海机场,0.0214899713467049,0.0,-,-,3.0,2014
13003,600327,大东方,0.0213903743315508,0.0,-,-,1.2,2014
12605,650,仁和药业,0.0213675213675214,0.0,-,-,1.0,2014
12836,2403,爱仕达,0.0213447171824973,0.0,-,-,2.0,2014
14112,62,深圳华强,0.0213371266002845,0.0,-,-,3.0,2014
13399,2701,奥瑞金,0.0212089077412513,10.0,-,10.0,10.0,2014
13782,600585,海螺水泥,0.0211864406779661,0.0,-,-,3.5,2014
14001,2034,旺能环境,0.0211714890613973,0.0,-,-,3.0,2014
14159,600418,江淮汽车,0.0211132437619962,0.0,-,-,2.2,2014
12862,601666,平煤股份,0.0210918114143921,0.0,-,-,0.85,2014
12583,600827,百联股份,0.0210815765352887,0.0,-,-,2.3,2014
12943,876,新希望,0.021079258010118,0.0,-,-,2.5,2014
13124,600620,天宸股份,0.0210674157303371,0.0,-,-,1.5,2014
12891,600157,永泰能源,0.0210526315789474,10.0,-,10.0,1.0,2014
13414,601607,上海医药,0.0210526315789474,0.0,-,-,2.6,2014
13459,601139,深圳燃气,0.0210294117647059,0.0,-,-,1.43,2014
12617,869,张裕A,0.0209030100334448,0.0,-,-,5.0,2014
14040,600720,祁连山,0.020891364902507,0.0,-,-,1.5,2014
12418,601857,中国石油,0.0208592777085928,0.0,-,-,1.675,2014
14272,2133,广宇集团,0.0208333333333333,0.0,-,-,0.8,2014
12929,2215,诺普信,0.0208333333333333,3.0,-,3.0,2.0,2014
13065,639,西王食品,0.0207325501036627,0.0,-,-,3.0,2014
13858,601857,中国石油,0.0205947712418301,0.0,-,-,1.5755,2014
12522,600031,三一重工,0.0205479452054795,0.0,-,-,1.2,2014
13982,600246,万通地产,0.0205278592375367,0.0,-,-,0.7,2014
13190,603123,翠微股份,0.0204778156996587,0.0,-,-,1.8,2014
13739,600051,宁波联合,0.0204342273307791,0.0,-,-,1.6,2014
12885,2305,南国置业,0.0203943537414966,0.0,-,-,1.199188,2014
13731,2294,信立泰,0.0203873598369011,0.0,-,-,6.0,2014
12706,718,苏宁环球,0.0203665987780041,0.0,-,-,1.0,2014
12854,776,广发证券,0.0203458799593082,0.0,-,-,2.0,2014
12760,2393,力生制药,0.0202156334231806,0.0,-,-,6.0,2014
12705,600348,阳泉煤业,0.0202072538860104,0.0,-,-,1.17,2014
14065,600062,华润双鹤,0.0201889020070838,0.0,-,-,3.42,2014
14171,601678,滨化股份,0.0201612903225806,0.0,-,-,1.5,2014
12837,600527,江南高纤,0.0201342281879195,0.0,-,-,0.9,2014
12627,600208,新湖中宝,0.0200647249190939,0.0,-,-,0.62,2014
14108,2539,云图控股,0.01998001998002,0.0,-,-,2.0,2014
14104,600873,梅花生物,0.0199600798403194,0.0,-,-,1.0,2014
12745,2454,松芝股份,0.0198281559814937,3.0,-,3.0,3.0,2014
12915,600415,小商品城,0.0198019801980198,0.0,-,-,1.0,2014
12535,415,渤海租赁,0.0197889182058047,0.0,-,-,1.5,2014
13956,2146,荣盛发展,0.019782393669634,0.0,-,-,2.0,2014
13082,600182,S佳通,0.019774011299435,0.0,-,-,2.8,2014
12999,601688,华泰证券,0.0197109067017083,0.0,-,-,1.5,2014
13301,600829,人民同泰,0.0197037037037037,0.0,-,-,1.33,2014
13635,300200,高盟新材,0.0196850393700787,0.0,-,-,2.0,2014
13730,601700,风范股份,0.019680196801968,0.0,-,-,3.2,2014
13615,300070,碧水源,0.0196480938416422,0.0,-,-,1.34,2014
12640,600185,格力地产,0.0196463654223969,0.0,-,-,2.0,2014
13911,601898,中煤能源,0.0195652173913043,0.0,-,-,0.81,2014
14014,300342,天银机电,0.0195618153364632,0.0,-,-,5.0,2014
14135,600439,瑞贝卡,0.019559902200489,0.0,-,-,0.8,2014
13687,300078,思创医惠,0.0195541650371529,0.0,-,-,5.0,2014
14331,300339,润和软件,0.01953125,5.0,-,5.0,4.0,2014
12436,300068,南都电源,0.0194980705190989,0.0,-,-,1.990753,2014
12595,2333,*ST罗普,0.0194931773879142,0.0,-,-,2.0,2014
13325,600521,华海药业,0.0194363459669582,0.0,-,-,2.0,2014
12446,2034,旺能环境,0.0193704600484262,0.0,-,-,4.0,2014
12431,601877,正泰电器,0.0192975685063682,0.0,-,-,5.0,2014
13455,600750,江中药业,0.0192678227360308,0.0,-,-,3.0,2014
14351,2367,康力电梯,0.0192554557124519,10.0,-,10.0,3.0,2014
13055,601789,宁波建工,0.0192554557124519,0.0,-,-,1.5,2014
13541,600976,健民集团,0.0191725529767911,0.0,-,-,3.8,2014
13418,2158,汉钟精机,0.0191256830601093,1.0,-,1.0,3.5,2014
12707,2646,青青稞酒,0.0190839694656489,0.0,-,-,3.0,2014
14069,423,东阿阿胶,0.0190787680566912,0.0,-,-,7.0,2014
14228,600828,茂业商业,0.0190274841437632,0.0,-,-,0.9,2014
13372,601126,四方股份,0.0190179806362379,0.0,-,-,2.75,2014
13902,2540,亚太科技,0.0189933523266857,0.0,-,-,2.0,2014
13614,601880,大连港,0.0189873417721519,0.0,-,-,0.6,2014
12917,419,通程控股,0.0189393939393939,0.0,-,-,1.0,2014
13874,300338,开元股份,0.0189214758751183,4.0,-,4.0,4.0,2014
13026,600530,交大昂立,0.018796992481203,0.0,-,-,1.5,2014
12457,2085,万丰奥威,0.0186915887850467,0.0,-,-,5.0,2014
13203,601608,中信重工,0.0186495176848875,0.0,-,-,0.58,2014
12825,600262,北方股份,0.0186428038777032,0.0,-,-,2.5,2014
12970,596,古井贡酒,0.0186368477103301,0.0,-,-,3.5,2014
14037,300035,中科电气,0.0186219739292365,3.0,-,3.0,2.0,2014
13631,601028,玉龙股份,0.0186011904761905,0.0,-,-,2.5,2014
12916,600167,联美控股,0.0185356811862836,0.0,-,-,2.0,2014
13602,600518,ST康美,0.0184266477675408,0.0,-,-,2.6,2014
13863,600676,交运股份,0.0184254606365159,0.0,-,-,1.1,2014
13735,2559,亚威股份,0.0184094256259205,0.0,-,-,2.5,2014
13036,601117,中国化学,0.0183150183150183,0.0,-,-,1.0,2014
13916,2498,汉缆股份,0.0183098591549296,0.0,-,-,1.3,2014
12967,600697,欧亚集团,0.0183028286189684,0.0,-,-,3.3,2014
12630,2098,浔兴股份,0.0182982616651418,0.0,-,-,2.0,2014
13495,601727,上海电气,0.0182518337408313,0.0,-,-,0.7465,2014
13008,600166,福田汽车,0.0182495344506518,0.0,-,-,0.98,2014
13346,600236,桂冠电力,0.0182481751824818,0.0,-,-,0.5,2014
13090,600971,恒源煤电,0.0182149362477231,0.0,-,-,1.0,2014
12579,2440,闰土股份,0.0181818181818182,0.0,-,-,3.5,2014
12433,2394,联发股份,0.0181653042688465,0.0,-,-,2.0,2014
13291,2244,滨江集团,0.0181518151815182,0.0,-,-,1.1,2014
12519,600097,开创国际,0.0181323662737987,0.0,-,-,2.0,2014
13116,600500,中化国际,0.0180995475113122,0.0,-,-,1.2,2014
14012,2628,成都路桥,0.0180360721442886,0.0,-,-,0.9,2014
12424,600153,建发股份,0.018034265103697,0.0,-,-,2.0,2014
13434,600736,苏州高新,0.0180327868852459,0.0,-,-,0.66,2014
13852,2441,众业达,0.0179985601151908,0.0,-,-,2.5,2014
14030,300124,汇川技术,0.0179893917451122,9.937339999999999,-,9.93734,9.93734,2014
13711,39,中集集团,0.0179640718562874,0.0,-,-,2.7,2014
13132,600268,国电南自,0.0179640718562874,0.0,-,-,0.9,2014
13258,778,新兴铸管,0.0179533213644524,5.0,5.0,-,1.0,2014
12718,620,新华联,0.0179533213644524,0.0,-,-,1.0,2014
13603,600835,上海机电,0.0179487179487179,0.0,-,-,2.8,2014
13642,600742,一汽富维,0.017939518195797,0.0,-,-,3.5,2014
13210,961,中南建设,0.0179372197309417,0.0,-,-,1.2,2014
13277,600978,宜华生活,0.0179324894514768,0.0,-,-,0.85,2014
12945,2516,旷达科技,0.017905102954342,0.0,-,-,2.0,2014
13265,600352,浙江龙盛,0.0178689609530113,0.0,-,-,2.7,2014
12607,2116,中国海诚,0.0178584933333333,4.960693,0.992138,3.968555,2.678774,2014
13441,600409,三友化工,0.0178571428571429,0.0,-,-,0.8,2014
14217,300019,硅宝科技,0.0178412132024978,0.0,-,-,2.0,2014
12554,883,湖北能源,0.0178282009724473,0.0,-,-,1.1,2014
12571,600383,金地集团,0.0177777777777778,0.0,-,-,1.6,2014
14345,300225,金力泰,0.0177514792899408,10.0,-,10.0,3.0,2014
13409,601058,赛轮轮胎,0.0177462289263532,0.0,-,-,2.0,2014
13240,600007,中国国贸,0.0177083333333333,0.0,-,-,1.7,2014
13567,600995,文山电力,0.0176348547717842,0.0,-,-,0.85,2014
12844,300100,双林股份,0.0176211453744493,0.0,-,-,1.2,2014
14059,600675,中华企业,0.0176056338028169,2.0,2.0,-,1.0,2014
13000,2287,奇正藏药,0.017579105976896,0.0,-,-,3.5,2014
12450,672,上峰水泥,0.0175718849840256,0.0,-,-,1.1,2014
14110,2448,中原内配,0.0175592625109745,0.0,-,-,2.0,2014
12608,600561,江西长运,0.0175267770204479,0.0,-,-,1.8,2014
