,codes,gxl
1019,002138.SZ,0.009592326139088728
1774,000818.SZ,0.009592326139088728
1464,000158.SZ,0.00956022944550669
2012,300525.SZ,0.009558488848429678
1148,603888.SH,0.009528346831824679
1246,600333.SH,0.009523809523809525
2025,002324.SZ,0.00949667616334283
2121,603010.SH,0.009490940465918895
1689,300729.SZ,0.009487666034155599
1559,300203.SZ,0.009478672985781991
613,300498.SZ,0.009471270185586888
2034,002431.SZ,0.00946372239747634
1891,002229.SZ,0.00946372239747634
1396,002649.SZ,0.009452480091012514
1740,002222.SZ,0.009442870632672332
2872,300470.SZ,0.00944108761329305
1777,300470.SZ,0.00944108761329305
1507,300172.SZ,0.009433962264150943
1331,002870.SZ,0.009433962264150943
2115,603335.SH,0.009433962264150943
1168,603599.SH,0.009424515235457063
1258,300580.SZ,0.009395973154362415
1694,300683.SZ,0.009389671361502348
2470,300677.SZ,0.009380863039399624
1077,600909.SH,0.009375
589,601066.SH,0.009365244536940688
1303,600583.SH,0.009363295880149813
1530,002603.SZ,0.009363295880149813
2238,603660.SH,0.009353741496598641
1215,000425.SZ,0.009324009324009324
2382,002828.SZ,0.009322033898305085
1426,002024.SZ,0.009310986964618248
1425,002462.SZ,0.009305210918114143
1685,002876.SZ,0.0092965602726991
916,000958.SZ,0.00929368029739777
1519,300557.SZ,0.009286775631500741
1269,000061.SZ,0.009259259259259259
1540,603177.SH,0.009242144177449167
1236,000833.SZ,0.009208103130755065
1232,002007.SZ,0.009202453987730062
1636,601375.SH,0.00920245398773006
2593,601375.SH,0.00920245398773006
533,000858.SZ,0.009187279151943463
1420,600616.SH,0.009174311926605505
1217,600300.SH,0.009174311926605503
1337,603822.SH,0.009164882226980729
1473,002882.SZ,0.009157509157509158
1847,002741.SZ,0.009149130832570906
1782,002195.SZ,0.009146341463414635
883,600861.SH,0.00913978494623656
1295,601677.SH,0.0091324200913242
1650,300310.SZ,0.009123470483005366
1395,603258.SH,0.009118942731277533
1630,603031.SH,0.00911854103343465
1441,300420.SZ,0.00911854103343465
1930,002589.SZ,0.009115281501340484
1575,002196.SZ,0.009107468123861566
1496,603737.SH,0.009075907590759076
829,002182.SZ,0.009060022650056626
1415,002549.SZ,0.009057971014492754
1498,600110.SH,0.009048723897911835
1091,603823.SH,0.009045226130653266
1371,300040.SZ,0.009041591320072331
2066,300656.SZ,0.009033423667570008
1374,601222.SH,0.009029345372460498
1692,002424.SZ,0.009009009009009009
1517,002765.SZ,0.009009009009009009
1628,002224.SZ,0.009009009009009009
2176,603630.SH,0.00900763358778626
1609,600963.SH,0.009004739336492892
1966,002541.SZ,0.009002770083102494
1251,603727.SH,0.008998200359928014
965,000667.SZ,0.008992805755395685
1433,600085.SH,0.008992805755395683
1369,000970.SZ,0.008982035928143714
1009,600305.SH,0.008974358974358974
1523,600426.SH,0.008971291866028708
1192,002364.SZ,0.008968609865470852
1260,000416.SZ,0.00896057347670251
975,002579.SZ,0.008952551477170993
1493,002698.SZ,0.00894854586129754
481,600975.SH,0.008944543828264758
1595,603797.SH,0.008936550491510278
1653,002349.SZ,0.008928571428571428
2075,002645.SZ,0.008928571428571428
1389,000630.SZ,0.008928571428571428
1458,002758.SZ,0.008928571428571428
2097,000812.SZ,0.008928571428571428
1712,002853.SZ,0.008898776418242492
1489,002574.SZ,0.00889679715302491
1738,002752.SZ,0.00889679715302491
1706,300015.SZ,0.0088800207223209
1625,601228.SH,0.008877284595300263
1104,600000.SH,0.008865248226950355
880,600278.SH,0.008865248226950355
1497,603979.SH,0.008865248226950354
1265,601717.SH,0.008849557522123894
1584,603637.SH,0.008844339622641507
2161,002927.SZ,0.00883054892601432
1716,300351.SZ,0.008823529411764706
2022,300219.SZ,0.008818342151675485
1773,603906.SH,0.0088
1486,600180.SH,0.008799999999999999
1832,002509.SZ,0.008771929824561403
1322,000671.SZ,0.008771929824561403
1117,603538.SH,0.008750607681088965
1334,002468.SZ,0.00873743993010048
1240,300118.SZ,0.008733624454148471
1499,603819.SH,0.008733624454148471
770,300292.SZ,0.008726003490401396
2211,002466.SZ,0.008714596949891068
1744,300455.SZ,0.008714596949891068
1902,603603.SH,0.008695652173913044
1072,002025.SZ,0.008680555555555556
1697,300439.SZ,0.008662508662508662
1379,002544.SZ,0.00865460267505901
1398,600488.SH,0.008653846153846153
1436,600459.SH,0.00865265760197775
1194,000031.SZ,0.008647798742138365
1010,002548.SZ,0.008628127696289905
2057,002614.SZ,0.008628127696289905
1961,300536.SZ,0.008620689655172414
1601,603320.SH,0.008609271523178808
1465,002097.SZ,0.008591065292096219
1410,300295.SZ,0.008591065292096219
671,002714.SZ,0.008582089552238806
1405,603033.SH,0.008547008547008548
1860,002632.SZ,0.008532423208191127
1573,300494.SZ,0.008529155787641426
1817,603800.SH,0.008503401360544218
968,000712.SZ,0.008481764206955048
1676,002253.SZ,0.008480565371024734
1470,000683.SZ,0.008474576271186442
1928,300304.SZ,0.008450704225352112
2166,603058.SH,0.008450704225352112
2109,300500.SZ,0.008421052631578947
1938,002273.SZ,0.008417508417508417
936,603369.SH,0.008411843876177659
1213,002777.SZ,0.008411843876177659
1659,300610.SZ,0.008410428931875526
971,002111.SZ,0.008403361344537816
2217,600260.SH,0.008403361344537815
1238,600094.SH,0.008391608391608392
2112,300651.SZ,0.008383233532934131
1324,300037.SZ,0.008382229673093043
1916,300248.SZ,0.008364054794520548
1182,603309.SH,0.008356545961002786
1137,600640.SH,0.008347245409015025
1534,300669.SZ,0.008337193144974525
1616,000836.SZ,0.008333333333333333
2709,300707.SZ,0.008333333333333333
1524,300115.SZ,0.008327591666666667
1339,603833.SH,0.008315316813570596
1751,300515.SZ,0.008314855875831487
1105,603658.SH,0.008312168090510275
1081,000672.SZ,0.008305647840531562
1548,002545.SZ,0.008305647840531562
2250,300654.SZ,0.008298755186721992
1302,300171.SZ,0.00829875518672199
1033,600482.SH,0.008286852589641434
1463,002774.SZ,0.008251231527093597
1871,603283.SH,0.008241758241758242
1341,300440.SZ,0.008240489614243323
2635,300459.SZ,0.00823045267489712
2144,002789.SZ,0.008219178082191782
1989,002582.SZ,0.0082063305978898
2005,002859.SZ,0.008201892744479496
2314,002859.SZ,0.008201892744479496
1899,300712.SZ,0.008183306055646482
2325,300367.SZ,0.008181818181818182
1311,600668.SH,0.008156606851549756
1099,002124.SZ,0.008156606851549756
2074,300449.SZ,0.00813953488372093
1981,002856.SZ,0.008138903960933261
1607,002421.SZ,0.008130081300813009
926,002605.SZ,0.008116883116883116
2165,300444.SZ,0.008108108108108109
1475,000759.SZ,0.008097165991902834
2223,603963.SH,0.008084074373484237
1484,002074.SZ,0.008084074373484237
1873,600138.SH,0.008077544426494346
1830,603069.SH,0.008077544426494346
2303,300429.SZ,0.008064516129032258
1488,002465.SZ,0.008064516129032258
2346,300676.SZ,0.008061915511125443
2553,300676.SZ,0.008061915511125443
2192,300508.SZ,0.008059100067159167
1422,002283.SZ,0.00804289544235925
1779,002510.SZ,0.00804289544235925
2351,000040.SZ,0.00803921568627451
1811,000998.SZ,0.008038585209003217
2087,002893.SZ,0.008032128514056224
2205,002849.SZ,0.008026755852842809
1619,603966.SH,0.008008008008008008
2334,300266.SZ,0.008
1017,000596.SZ,0.008
1635,002332.SZ,0.00796812749003984
1373,002321.SZ,0.007961783439490446
1218,300395.SZ,0.007953340402969248
1161,600600.SH,0.007951533510034078
1739,603286.SH,0.007951482479784366
1717,603083.SH,0.00794314381270903
1477,600159.SH,0.007936507936507938
1842,300621.SZ,0.00792393026941363
1554,600718.SH,0.007922535211267605
1550,600101.SH,0.007898894154818327
1729,603668.SH,0.007897934386391251
931,002250.SZ,0.007867820613690008
1874,603066.SH,0.007865168539325843
1577,600682.SH,0.007860262008733625
1521,002566.SZ,0.007849293563579277
1552,002047.SZ,0.007844648437499999
1886,002635.SZ,0.00784313725490196
1124,002673.SZ,0.007829977628635347
1597,000501.SZ,0.007820136852394917
884,600809.SH,0.007817589576547232
2263,002896.SZ,0.0078091106290672455
2019,300242.SZ,0.007808564231738035
1893,002773.SZ,0.007775617883921134
1553,000973.SZ,0.007772020725388601
2111,002239.SZ,0.007772020725388601
913,000715.SZ,0.0077669902912621365
2052,300584.SZ,0.007763975155279503
2394,300241.SZ,0.007763720930232558
1589,300048.SZ,0.007751937984496124
2234,300426.SZ,0.007751937984496124
1133,600602.SH,0.007750952986022871
1460,603577.SH,0.007743153918791311
1551,300225.SZ,0.007736943907156673
2336,300559.SZ,0.007736943907156673
2497,300514.SZ,0.007704160246533127
340,000876.SZ,0.007688364941055868
2428,603903.SH,0.007686395080707149
2229,002851.SZ,0.0076844262295081974
1765,603079.SH,0.007681564245810056
1867,601882.SH,0.007662835249042145
828,603360.SH,0.007656967840735069
1257,000877.SZ,0.007633587786259542
2716,300713.SZ,0.007633587786259542
1602,600965.SH,0.007633587786259542
1656,000517.SZ,0.007633587786259542
2002,300389.SZ,0.007619047619047619
1583,002369.SZ,0.007618555133079848
1748,002452.SZ,0.007614213197969543
1408,002241.SZ,0.007598784194528876
1837,002537.SZ,0.007578277945619334
981,002311.SZ,0.007575757575757576
2520,002840.SZ,0.007568533969010726
1850,603188.SH,0.0075642965204236
2458,300684.SZ,0.0075546719681908545
2859,300684.SZ,0.0075546719681908545
1594,002422.SZ,0.007545418772563177
1515,000920.SZ,0.007518796992481203
2001,002491.SZ,0.007518796992481203
1986,002121.SZ,0.007510729613733905
1506,603131.SH,0.007508532423208192
1746,600998.SH,0.007501875468867216
1936,300373.SZ,0.0074924471299093656
1785,300631.SZ,0.007471264367816092
2378,603602.SH,0.007470119521912351
2299,300450.SZ,0.007465923152067729
1393,002375.SZ,0.007462686567164179
2788,002898.SZ,0.007457121551081283
2156,002898.SZ,0.007457121551081283
1189,300709.SZ,0.007455500437700612
1932,603108.SH,0.007436399217221135
1127,601872.SH,0.007430997876857749
1071,300735.SZ,0.007429420505200593
1679,000722.SZ,0.007429420505200593
811,603288.SH,0.007412575215836749
2027,002271.SZ,0.007400000000000001
1667,300710.SZ,0.0073937153419593345
2151,300316.SZ,0.007380073800738007
1720,603688.SH,0.007380073800738007
2284,600929.SH,0.007361111111111112
1674,002511.SZ,0.007358351729212656
2043,002103.SZ,0.007352941176470588
1424,600710.SH,0.007342657342657343
1059,603609.SH,0.007326007326007326
1841,300566.SZ,0.007322788517867604
1722,603338.SH,0.007321984257733845
1646,300699.SZ,0.007301046483329276
2273,002640.SZ,0.007290233837689135
1404,600336.SH,0.007263922518159807
2030,600062.SH,0.007260479041916168
1941,002217.SZ,0.007251908396946564
873,300570.SZ,0.007251153592617008
1439,600161.SH,0.007249003262051469
1638,300213.SZ,0.007246376811594203
1361,300211.SZ,0.007246376811594203
2402,300545.SZ,0.007243752263672582
2137,603007.SH,0.007242339832869081
1937,603665.SH,0.00723938223938224
2021,603557.SH,0.007228915662650602
924,000823.SZ,0.007207207207207207
2280,603876.SH,0.007189072609633357
1533,600190.SH,0.0071661237785016286
729,300585.SZ,0.007153075822603719
2100,002770.SZ,0.007142857142857143
1593,603999.SH,0.0071174377224199285
1132,300653.SZ,0.0071143995446784295
1649,600330.SH,0.007112375533428165
1576,002298.SZ,0.007112375533428165
1940,603528.SH,0.0070921985815602835
1657,601611.SH,0.0070921985815602835
1998,300503.SZ,0.007087628865979382
2085,300418.SZ,0.00707892595606184
1632,300376.SZ,0.007073447488584476
1651,300245.SZ,0.00707070707070707
1110,600748.SH,0.00706921944035346
1620,600246.SH,0.007068062827225132
2194,000056.SZ,0.007067137809187279
2880,002803.SZ,0.007065217391304348
2095,002803.SZ,0.007065217391304348
1723,002743.SZ,0.007058823529411764
1890,601200.SH,0.007054673721340388
1965,000756.SZ,0.007052186177715091
1939,002847.SZ,0.007049700387733521
1944,002722.SZ,0.007042253521126761
922,600026.SH,0.007012622720897616
1668,002841.SZ,0.007008527041233501
1284,002634.SZ,0.00700280112044818
2059,600969.SH,0.006998468606431853
1111,603383.SH,0.006992029086841001
1046,002683.SZ,0.0069881201956673656
1699,300689.SZ,0.006981290142418319
1684,002648.SZ,0.006978588421887391
1910,300407.SZ,0.00697350069735007
2287,000605.SZ,0.006963788300835655
2265,603676.SH,0.006962576153176675
2279,300430.SZ,0.006947890818858561
1123,002410.SZ,0.006925207756232687
1615,600865.SH,0.006920415224913495
1406,002223.SZ,0.006915629322268326
1156,600009.SH,0.006900654372397382
2056,002022.SZ,0.006900212314225053
1798,600136.SH,0.006896551724137931
1536,300013.SZ,0.006896551724137931
2473,603729.SH,0.006896551724137931
1658,600128.SH,0.006868131868131868
1925,603990.SH,0.006859205776173285
2527,300604.SZ,0.006855575868372944
1603,603678.SH,0.00683686715707486
1643,300370.SZ,0.0068322981366459624
2727,002341.SZ,0.00682261208576998
2359,300137.SZ,0.0068212824010914054
2478,300044.SZ,0.0068212824010914054
2186,300173.SZ,0.006818181818181818
1752,300553.SZ,0.006815703380588877
2388,603322.SH,0.006806579693703914
1695,000983.SZ,0.006802721088435375
2079,002010.SZ,0.006802721088435374
1802,300239.SZ,0.006802721088435374
2867,603595.SH,0.0068
2647,603595.SH,0.0068
1476,000049.SZ,0.00678794461037198
1822,600017.SH,0.006779661016949153
2295,300158.SZ,0.006779661016949153
2567,002354.SZ,0.006779661016949153
2183,601619.SH,0.006766917293233082
1514,300537.SZ,0.0067524115755627015
2136,300697.SZ,0.006747638326585695
2365,300109.SZ,0.006739131299734748
1570,600370.SH,0.006734006734006734
1344,002368.SZ,0.006730462519936204
2516,300469.SZ,0.006729475100942127
2307,603955.SH,0.006724949562878279
1814,002507.SZ,0.006723442402510086
2104,300647.SZ,0.006720430107526881
2065,600182.SH,0.006716417910447762
2049,000553.SZ,0.00671641791044776
1613,002119.SZ,0.006715916722632639
1875,002302.SZ,0.006711409395973154
2418,300178.SZ,0.006704707560627675
1948,600562.SH,0.006704260651629072
2285,300027.SZ,0.00669642857142857
1618,000570.SZ,0.00669642857142857
1538,600135.SH,0.006685236768802228
2172,300184.SZ,0.006682289156626506
1967,600497.SH,0.006681514476614699
2069,603598.SH,0.006675567423230974
1884,603901.SH,0.006666666666666667
1451,601100.SH,0.006662628709872804
1982,002339.SZ,0.006655574043261232
2174,600699.SH,0.006644518272425249
1750,002912.SZ,0.006644223954642098
1461,300274.SZ,0.006642855953372191
2063,603909.SH,0.006631299734748011
1786,300438.SZ,0.006622516556291391
1853,300243.SZ,0.006590686406460296
1146,002237.SZ,0.006557377049180328
2492,300727.SZ,0.006557377049180328
1754,002037.SZ,0.006545961002785515
1266,300305.SZ,0.006545137299771167
1693,600272.SH,0.006527415143603134
1824,002166.SZ,0.006527415143603134
1831,000404.SZ,0.0065162907268170416
1481,300339.SZ,0.006510416666666667
1878,601012.SH,0.0065099457504520794
1815,002120.SZ,0.006481481481481481
1974,002830.SZ,0.006472491909385114
1799,002325.SZ,0.006472491909385114
1848,600148.SH,0.006471747700394217
1564,600006.SH,0.006460554371002131
2212,002008.SZ,0.0064516129032258064
2364,300222.SZ,0.006445672191528545
2308,002009.SZ,0.0064432989690721655
1964,600251.SH,0.006422018348623853
1880,300741.SZ,0.006418485237483953
1909,603779.SH,0.006414825374198148
1821,002824.SZ,0.006411483253588517
1678,300378.SZ,0.00641025641025641
1769,300254.SZ,0.00639386189258312
1887,603316.SH,0.006387035271687321
2320,300187.SZ,0.006382978723404255
911,600775.SH,0.006375227686703095
1894,002825.SZ,0.006373486297004461
2190,000507.SZ,0.006371681415929203
1558,601616.SH,0.006369426751592357
2006,002131.SZ,0.006358381502890173
2405,300538.SZ,0.006345848757271285
1945,002624.SZ,0.006343283582089552
2035,002721.SZ,0.006340579710144928
2033,300297.SZ,0.006339665492957747
1382,300609.SZ,0.006329113924050633
1255,600895.SH,0.006329113924050633
1471,002913.SZ,0.006321370309951061
1906,300463.SZ,0.006320917091245947
1809,002115.SZ,0.006313131313131313
1771,000028.SZ,0.006307821698906644
2171,300081.SZ,0.006305170239596469
879,000043.SZ,0.006305170239596469
2368,002805.SZ,0.006294964028776978
1866,603030.SH,0.006283662477558348
2425,300411.SZ,0.00628140703517588
2236,300504.SZ,0.00628140703517588
2327,300097.SZ,0.006263048016701462
2326,300451.SZ,0.006261740763932372
1612,603090.SH,0.006253908692933083
2506,600853.SH,0.00625
2461,600853.SH,0.00625
2163,300414.SZ,0.006245120999219361
1044,002568.SZ,0.006237006237006237
2091,600077.SH,0.006224066390041493
1793,603659.SH,0.006218954897675343
1718,600833.SH,0.0062176165803108805
1889,300445.SZ,0.006196746707978312
2160,002127.SZ,0.006181455633100698
2239,002910.SZ,0.006181202370872141
1929,600811.SH,0.006176470588235294
1851,600858.SH,0.006172839506172839
1680,002197.SZ,0.006165228113440197
2076,603896.SH,0.006155740227762388
1865,002578.SZ,0.006153846153846154
2198,300102.SZ,0.006147540983606557
2419,300098.SZ,0.0061405555555555545
1664,603199.SH,0.006127450980392157
1857,300252.SZ,0.006122448979591836
2700,603716.SH,0.006112469437652812
1907,300620.SZ,0.006112469437652812
1629,300492.SZ,0.006112054329371817
2041,300505.SZ,0.006100422336931019
2606,300730.SZ,0.00608272506082725
1881,600558.SH,0.006079027355623101
2106,002221.SZ,0.006064516129032258
2275,002685.SZ,0.006060606060606061
1669,600216.SH,0.006060606060606061
1984,002688.SZ,0.006048387096774193
1859,600883.SH,0.006042296072507553
2507,601015.SH,0.006042296072507553
2317,000938.SZ,0.006036824630244491
1870,601311.SH,0.006031746031746031
2256,002411.SZ,0.006024096385542169
2090,300232.SZ,0.006024096385542169
1329,000739.SZ,0.0060185185185185185
1647,601958.SH,0.006015037593984963
2665,300648.SZ,0.006013229104028864
1856,300020.SZ,0.005995203836930456
1993,300026.SZ,0.005988023952095809
1413,002054.SZ,0.005979643765903307
2007,300273.SZ,0.00597609561752988
1472,600980.SH,0.005970149253731343
1587,002281.SZ,0.005952380952380953
1270,002822.SZ,0.005952380952380952
1661,300546.SZ,0.005950019833399444
2210,002817.SZ,0.00594916170903191
2133,300159.SZ,0.0059447983014862
1520,600268.SH,0.005940594059405941
2102,300541.SZ,0.005937458033573141
1933,600797.SH,0.005931198102016607
1862,600973.SH,0.005929919137466307
1466,002641.SZ,0.005922551252847381
1304,603345.SH,0.005920638253201763
2453,600884.SH,0.005917159763313609
2179,002340.SZ,0.005909090909090909
1642,600458.SH,0.005896226415094339
1781,000933.SZ,0.005896226415094339
609,600592.SH,0.005896226415094339
2397,300390.SZ,0.005893909626719057
2592,300362.SZ,0.0058823529411764705
1826,002041.SZ,0.005875706214689266
1672,002793.SZ,0.005868544600938968
1522,002396.SZ,0.005863956215793589
2170,300314.SZ,0.00585480093676815
1363,603899.SH,0.00584385226741468
2423,300603.SZ,0.005834305717619603
1446,300043.SZ,0.005825242718446602
1994,603655.SH,0.005824111822947
1810,002646.SZ,0.005823627287853577
2862,300091.SZ,0.005822784810126582
2714,300091.SZ,0.005822784810126582
1681,603027.SH,0.005820568927789935
2403,002735.SZ,0.005808080808080808
1991,600841.SH,0.005802968960863698
1885,600310.SH,0.005787037037037037
2309,300133.SZ,0.00578125
1954,600868.SH,0.005780346820809248
1949,603238.SH,0.005780346820809248
1947,603838.SH,0.005773672055427252
1518,002791.SZ,0.005770340450086555
2487,300571.SZ,0.005763024435223605
1504,600410.SH,0.005758683729433273
2036,600420.SH,0.0057273768613974796
2050,300279.SZ,0.005714285714285714
1605,002203.SZ,0.005703422053231939
1816,300212.SZ,0.005701254275940708
1813,000627.SZ,0.005698005698005699
2736,000627.SZ,0.005698005698005699
1624,300590.SZ,0.0056947608200455585
1500,600109.SH,0.0056947608200455585
1579,300193.SZ,0.0056947608200455585
2173,300385.SZ,0.005686433793663687
2118,000533.SZ,0.005681818181818181
2088,300064.SZ,0.005675675675675676
1898,000636.SZ,0.005672609400324148
1922,600796.SH,0.005660377358490566
1934,002174.SZ,0.005652050147492626
1913,300419.SZ,0.00564516129032258
2092,002126.SZ,0.005633802816901409
1367,000066.SZ,0.005628517823639775
2189,603399.SH,0.00562730627306273
2517,002530.SZ,0.0056179775280898875
1892,603429.SH,0.0056179775280898875
1775,600178.SH,0.005600000000000001
1864,002768.SZ,0.00558659217877095
2117,002902.SZ,0.00558659217877095
1539,603787.SH,0.005586592178770949
1487,600078.SH,0.005586592178770949
2379,002826.SZ,0.005586592178770949
1757,300366.SZ,0.005581395348837209
1804,002063.SZ,0.005561735261401557
1727,002232.SZ,0.005561735261401557
1823,603606.SH,0.005555555555555556
2094,002390.SZ,0.005535055350553505
2135,603229.SH,0.005533596837944663
1234,000058.SZ,0.005522088353413655
2073,000534.SZ,0.0055005500550055
2008,000701.SZ,0.00549645390070922
1827,600893.SH,0.005475382003395586
2573,300180.SZ,0.005470459518599562
2125,603918.SH,0.005469462169553327
1743,002800.SZ,0.005466970387243735
2474,002899.SZ,0.005458680818802122
2341,002731.SZ,0.0054525627044711015
1958,600854.SH,0.005449591280653951
1452,601888.SH,0.005446166736489317
2278,300737.SZ,0.0054288816503800215
1882,600428.SH,0.005420054200542006
1532,600605.SH,0.005420054200542005
1973,603086.SH,0.00541907514450867
1606,600088.SH,0.00541907514450867
2551,300542.SZ,0.005416384563303995
2108,000546.SZ,0.005399568034557236
1707,001696.SZ,0.00539568345323741
2328,002891.SZ,0.005390835579514825
1927,300289.SZ,0.005376344086021506
1690,300576.SZ,0.005376344086021506
1691,600756.SH,0.005371321812237272
1807,603416.SH,0.005370650529500755
2129,300447.SZ,0.005342831700801424
2110,603960.SH,0.005335820895522388
2443,300227.SZ,0.0053285968028419185
1999,002695.SZ,0.005315110098709188
2028,002352.SZ,0.005311443746982134
1733,002726.SZ,0.005307855626326964
1325,603508.SH,0.005307404891304347
1285,600677.SH,0.00529901589704769
2363,002707.SZ,0.005293005671077505
1758,000768.SZ,0.005289359054138146
2032,600315.SH,0.005287896592244419
1995,002430.SZ,0.0052668539325842695
1923,600493.SH,0.005263157894736842
1904,300427.SZ,0.005251798561151079
1645,600171.SH,0.005245901639344262
2490,002886.SZ,0.005243088655862727
2441,300256.SZ,0.005235602094240839
2271,300686.SZ,0.0052328623757195184
2067,002915.SZ,0.005231949773282176
2031,300548.SZ,0.00522739153162572
2680,002499.SZ,0.0052219321148825075
2086,000690.SZ,0.005217391304347826
2039,603991.SH,0.005211047420531527
2197,000881.SZ,0.005189340813464236
1724,000799.SZ,0.005186721991701244
2051,300555.SZ,0.0051813471502590676
2301,300607.SZ,0.0051813471502590676
2099,300636.SZ,0.005171603196991068
2060,000050.SZ,0.005169867060561301
2081,002145.SZ,0.00516795865633075
2448,300572.SZ,0.005163155720776538
1852,300131.SZ,0.005145797598627788
1627,603505.SH,0.005141388174807198
1946,002808.SZ,0.00513874614594039
1828,600845.SH,0.005126658624849217
2011,300036.SZ,0.005122235157159488
2300,600189.SH,0.005115089514066497
2545,002806.SZ,0.005115089514066497
1455,002796.SZ,0.005111167901865576
2399,002456.SZ,0.005111111111111111
2013,000608.SZ,0.005102040816326531
1448,002531.SZ,0.005092592592592592
2283,300490.SZ,0.005065856129685918
2362,600382.SH,0.005057803468208092
1983,002759.SZ,0.005050505050505051
2509,000676.SZ,0.00505050505050505
2226,603127.SH,0.00502092050209205
1863,600834.SH,0.005014326647564469
2372,603214.SH,0.005012531328320802
2370,002383.SZ,0.00501002004008016
1920,600561.SH,0.005008347245409014
1846,600491.SH,0.005007153075822603
2259,603029.SH,0.005003573981415296
1990,300332.SZ,0.005001957547169811
2077,603860.SH,0.005
2297,000514.SZ,0.005
2481,002480.SZ,0.004987531172069826
2146,300652.SZ,0.004977600796416127
2147,002542.SZ,0.0049751243781094535
1766,601808.SH,0.004975124378109452
2178,300416.SZ,0.004967709885742673
2530,300665.SZ,0.00496031746031746
1861,002413.SZ,0.004958677685950413
2437,300595.SZ,0.004949328305444261
2078,300132.SZ,0.004945598417408507
1045,300417.SZ,0.004945598417408506
1709,300659.SZ,0.00494266508501384
2571,300629.SZ,0.004940711462450594
1648,002064.SZ,0.004930966469428008
1468,600505.SH,0.004929577464788732
2604,600290.SH,0.004926108374384237
2632,002176.SZ,0.004914004914004914
1708,300140.SZ,0.004901960784313725
1905,000563.SZ,0.00488997555012225
2304,300521.SZ,0.004878048780487805
2070,002180.SZ,0.004866180048661801
2003,300114.SZ,0.0048638132295719845
2488,002055.SZ,0.0048543689320388345
2389,300008.SZ,0.004851752021563342
1768,600038.SH,0.004844074844074844
2268,000802.SZ,0.004840613931523022
1883,600063.SH,0.004838709677419355
2435,300047.SZ,0.004821347773766546
2017,300291.SZ,0.004810996563573883
2093,000599.SZ,0.004807692307692308
2140,002733.SZ,0.004807692307692308
1836,002733.SZ,0.004807692307692308
2127,600027.SH,0.004787234042553192
2603,000793.SZ,0.004777070063694267
1996,603022.SH,0.004755944931163955
2020,002730.SZ,0.004755434782608695
2096,300147.SZ,0.004753915094339622
1764,600378.SH,0.004750593824228028
2561,300560.SZ,0.004730928444707274
1988,600055.SH,0.004730368968779565
2246,300073.SZ,0.004727462039045553
1778,600118.SH,0.0047250859106529215
2348,600267.SH,0.004721435316336166
2231,300003.SZ,0.004717682020802376
1431,300529.SZ,0.0047169811320754715
1556,600061.SH,0.00469341408024224
2344,300229.SZ,0.004690431519699813
937,002869.SZ,0.0046875
2124,600588.SH,0.004677268475210477
2010,300294.SZ,0.004674353381115612
2128,300592.SZ,0.004672897196261682
2242,603628.SH,0.00466321243523316
1912,000997.SZ,0.004662214452214452
1951,600467.SH,0.004661016949152543
2193,600618.SH,0.004654255319148937
2377,300094.SZ,0.004648186046511627
2369,300672.SZ,0.004642525533890436
2105,300095.SZ,0.00463678516228748
1569,002353.SZ,0.0046296296296296285
2264,600851.SH,0.0046296296296296285
1900,600831.SH,0.004608294930875576
2272,603005.SH,0.0046045503791982655
1478,000021.SZ,0.004604051565377533
2427,600789.SH,0.004601226993865031
2602,002719.SZ,0.004596622889305816
2080,603003.SH,0.004592422502870264
2141,603881.SH,0.004592112371690977
2472,603937.SH,0.00458295142071494
2262,600379.SH,0.004578754578754579
2411,002929.SZ,0.004573170731707318
1962,002246.SZ,0.004571428571428572
2054,002254.SZ,0.0045662100456621
2450,600258.SH,0.004553215708594195
2651,600280.SH,0.004545454545454545
2332,600080.SH,0.004545454545454545
2269,002845.SZ,0.004542873367404884
1767,300144.SZ,0.004542013626040877
2182,603036.SH,0.004537815126050421
2216,600416.SH,0.004511278195488721
2494,300605.SZ,0.004506512509476876
2482,603008.SH,0.0045045045045045045
2548,300685.SZ,0.00450112528132033
2254,300030.SZ,0.004480286738351255
2559,300518.SZ,0.004477004477004477
2335,002301.SZ,0.004476275738585497
2058,300632.SZ,0.004437049362174155
2055,600839.SH,0.004428044280442804
2042,600651.SH,0.004427083333333334
2495,002907.SZ,0.004426433915211971
1943,300066.SZ,0.004424778761061948
1985,600573.SH,0.004424778761061947
2386,002279.SZ,0.004424778761061947
2167,002079.SZ,0.004411764705882353
2199,300711.SZ,0.00440771349862259
1896,600848.SH,0.00439882697947214
2159,002036.SZ,0.004397025316455696
2440,002857.SZ,0.004395604395604396
2331,600367.SH,0.004388297872340427
2321,002006.SZ,0.0043668122270742364
2068,603707.SH,0.004359197907585005
2345,603308.SH,0.004352331606217616
1876,000936.SZ,0.004347826086956522
2208,002130.SZ,0.004347826086956522
2169,000009.SZ,0.004347826086956522
1977,000909.SZ,0.0043424317617866
1968,002401.SZ,0.004332755632582323
2469,300615.SZ,0.0043308791684712
2528,002437.SZ,0.004322766570605187
1118,600218.SH,0.004314063848144953
2184,600436.SH,0.004312506268177716
2302,000821.SZ,0.004310344827586207
2585,000564.SZ,0.004310344827586207
2367,002590.SZ,0.00430416068866571
2306,300386.SZ,0.0042955326460481094
2493,300317.SZ,0.004284392324093817
2439,300311.SZ,0.004282630813953489
2524,603728.SH,0.004269293924466338
