,代码,名称,股息率,送转总比例,送股比例,转股比例,现金分红比例,预案公告日,市场
3340,002403.SZ,爱仕达,0.0167597765363128,0.0,-,-,1.5,20180425,中小板
4987,603726.SH,朗迪集团,0.0167112299465241,4.0,-,4.0,5.0,20180327,沪市
2949,300306.SZ,远方信息,0.0166805671392827,0.0,-,-,2.0,20180427,创业板
4320,000811.SZ,冰轮环境,0.0166666666666667,0.0,-,-,0.8,20180411,深主板
4862,600116.SH,三峡水利,0.0166666666666667,0.0,-,-,1.1,20180329,沪市
3306,600481.SH,双良节能,0.0166112956810631,0.0,-,-,0.5,20180425,沪市
4458,603444.SH,吉比特,0.0166038699789259,0.0,-,-,26.0,20180403,沪市
3728,600004.SH,白云机场,0.0165860400829302,0.0,-,-,2.4,20180421,沪市
4468,600105.SH,永鼎股份,0.0165562913907285,3.0,3.0,-,1.0,20180403,沪市
3137,600592.SH,龙溪股份,0.0165562913907285,0.0,-,-,1.0,20180426,沪市
3504,002305.SZ,南国置业,0.0165562913907285,0.0,-,-,0.5,20180424,中小板
3749,601999.SH,出版传媒,0.0165413533834586,0.0,-,-,0.88,20180421,沪市
3103,600690.SH,海尔智家,0.0165297245045916,0.0,-,-,3.42,20180426,沪市
4363,300498.SZ,温氏股份,0.016524936921783,0.0,-,-,3.92963,20180410,创业板
2754,600660.SH,福耀玻璃,0.0165152766308836,0.0,-,-,4.0,20180821,沪市
3935,603585.SH,苏利股份,0.0165125495376486,2.0,-,2.0,5.0,20180419,沪市
5098,601231.SH,环旭电子,0.0165031222123104,0.0,-,-,1.85,20180324,沪市
5228,600176.SH,中国巨石,0.0165016501650165,2.0,-,2.0,2.5,20180320,沪市
5282,300428.SZ,四通新材,0.0165,2.0,-,2.0,3.3,20180316,创业板
3363,601595.SH,上海电影,0.0164870006341154,0.0,-,-,2.6,20180425,沪市
4861,600060.SH,海信电器,0.0163760424564064,0.0,-,-,2.16,20180329,沪市
4455,300150.SZ,世纪瑞尔,0.016366612111293,0.0,-,-,1.0,20180403,创业板
5150,601628.SH,中国人寿,0.016359918200409,0.0,-,-,4.0,20180323,沪市
4279,600388.SH,龙净环保,0.0163551401869159,0.0,-,-,2.1,20180412,沪市
2869,601108.SH,财通证券,0.0163487738419619,0.0,-,-,1.8,20180428,沪市
3217,300179.SZ,四方达,0.0163398692810458,0.0,-,-,1.0,20180425,创业板
4879,002256.SZ,兆新股份,0.0163398692810458,0.0,-,-,0.75,20180328,中小板
3936,603458.SH,勘设股份,0.0162965980851497,0.0,-,-,8.0,20180419,沪市
4718,000591.SZ,太阳能,0.0162946428571429,0.0,-,-,0.73,20180330,深主板
4038,300432.SZ,富临精工,0.016260162601626,0.0,-,-,2.0,20180417,创业板
3231,300231.SZ,银信科技,0.0162513542795233,0.0,-,-,1.5,20180425,创业板
3406,300099.SZ,精准信息,0.0162337662337662,0.0,-,-,1.0,20180424,创业板
3852,002441.SZ,众业达,0.0162162162162162,0.0,-,-,1.2,20180420,中小板
5325,000999.SZ,华润三九,0.0162143108917871,0.0,-,-,4.6,20180315,深主板
4224,000027.SZ,深圳能源,0.0161943319838057,0.0,-,-,0.8,20180413,深主板
4568,601933.SH,永辉超市,0.0161637931034483,0.0,-,-,1.5,20180331,沪市
4373,002662.SZ,京威股份,0.0161616161616162,0.0,-,-,0.64,20180410,中小板
2957,002133.SZ,广宇集团,0.0161616161616162,0.0,0.0,0.0,0.8,20180427,中小板
4666,600008.SH,首创股份,0.0161616161616162,0.0,-,-,0.8,20180330,沪市
3668,603319.SH,湘油泵,0.0161521895190237,0.0,-,-,4.5,20180421,沪市
2903,600356.SH,恒丰纸业,0.0161500815660685,0.0,-,-,0.99,20180428,沪市
2813,601799.SH,星宇股份,0.0160911833724438,0.0,-,-,9.6,20180428,沪市
5295,002801.SZ,微光股份,0.0160565189466924,0.0,-,-,5.0,20180316,中小板
2761,603766.SH,隆鑫通用,0.0160550458715596,0.0,-,-,0.7,20180816,沪市
4792,600635.SH,大众公用,0.0160427807486631,0.0,-,-,0.6,20180330,沪市
5505,300547.SZ,川环科技,0.0159846547314578,10.0,-,10.0,10.0,20180208,创业板
5170,600328.SH,兰太实业,0.0159737417943107,0.0,-,-,1.46,20180322,沪市
4179,600039.SH,四川路桥,0.0159235668789809,0.0,-,-,0.5,20180414,沪市
5005,002186.SZ,全聚德,0.0159118727050184,0.0,-,-,2.6,20180327,中小板
5163,002080.SZ,中材科技,0.0158982511923688,6.0,-,6.0,3.0,20180322,中小板
3449,002020.SZ,京新药业,0.0158982511923688,0.0,-,-,2.0,20180424,中小板
4782,601326.SH,秦港股份,0.0158974358974359,0.0,-,-,0.62,20180330,沪市
2750,002407.SZ,多氟多,0.0158898305084746,0.0,-,-,1.5,20180822,中小板
3279,002479.SZ,富春环保,0.0158730158730159,0.0,-,-,1.0,20180425,中小板
5402,300088.SZ,长信科技,0.0158730158730159,0.0,-,-,1.0,20180308,创业板
5214,300394.SZ,天孚通信,0.0158651462568171,0.0,-,-,3.2,20180320,创业板
5057,300435.SZ,中泰股份,0.0158478605388273,0.0,-,-,2.0,20180326,创业板
5539,002696.SZ,百洋股份,0.0158371040723982,7.0,-,7.0,3.5,20180130,中小板
3712,002100.SZ,天康生物,0.0157977883096367,0.0,-,-,1.0,20180421,中小板
5139,600511.SH,国药股份,0.0157673440784863,0.0,-,-,4.5,20180323,沪市
4433,002518.SZ,科士达,0.015748031496063,0.0,-,-,2.0,20180404,中小板
4712,600252.SH,中恒集团,0.015748031496063,0.0,-,-,0.6,20180330,沪市
5268,000786.SZ,北新建材,0.0157358156028369,0.0,-,-,3.55,20180317,深主板
5194,601318.SH,中国平安,0.0156715248393669,0.0,-,-,10.0,20180321,沪市
4775,000521.SZ,长虹美菱,0.0156657963446475,0.0,-,-,0.6,20180330,深主板
3385,000498.SZ,山东路桥,0.0156657963446475,0.0,-,-,0.6,20180425,深主板
3737,600533.SH,栖霞建设,0.015625,0.0,-,-,0.5,20180421,沪市
2778,600346.SH,恒力石化,0.015625,0.0,-,-,2.5,20180728,沪市
5127,000062.SZ,深圳华强,0.015625,0.0,-,-,3.5,20180323,深主板
3403,002746.SZ,仙坛股份,0.0156188988676298,7.0,-,7.0,4.0,20180424,中小板
2856,600098.SH,广州发展,0.015600624024961,0.0,-,-,1.0,20180428,沪市
5496,002714.SZ,牧原股份,0.0156002713090662,8.0,-,8.0,6.9,20180210,中小板
4093,603100.SH,川仪股份,0.0155875299760192,0.0,-,-,1.3,20180417,沪市
5083,601633.SH,长城汽车,0.0155677655677656,0.0,-,-,1.7,20180324,沪市
2837,603555.SH,贵人鸟,0.015556938394524,0.0,-,-,2.5,20180428,沪市
5119,002202.SZ,金风科技,0.0155400155400155,0.0,-,-,2.0,20180324,中小板
3010,603980.SH,吉华集团,0.015527950310559,0.0,-,-,2.5,20180427,沪市
4864,601881.SH,中国银河,0.0155239327296248,0.0,-,-,1.2,20180329,沪市
5327,000001.SZ,平安银行,0.0154897494305239,0.0,-,-,1.36,20180315,深主板
4427,600693.SH,东百集团,0.0154798761609907,0.0,-,-,1.0,20180404,沪市
4908,300421.SZ,力星股份,0.0154727793696275,0.0,-,-,2.7,20180328,创业板
4130,603976.SH,正川股份,0.015472586612849,4.0,-,4.0,4.6,20180416,沪市
3839,603798.SH,康普顿,0.0154679040989946,0.0,-,-,2.0,20180420,沪市
5521,300481.SZ,濮阳惠成,0.0154457193292145,5.0,-,5.0,3.5,20180206,创业板
3611,601966.SH,玲珑轮胎,0.0154390100176783,0.0,-,-,2.62,20180423,沪市
3725,600662.SH,强生控股,0.0154241645244216,0.0,-,-,0.6,20180421,沪市
5447,603730.SH,岱美股份,0.0154130702836005,0.0,-,-,5.0,20180228,沪市
3410,603558.SH,健盛集团,0.0153688524590164,0.0,-,-,1.5,20180424,沪市
5422,603018.SH,中设集团,0.0153452685421995,4.8,-,4.8,4.2,20180305,沪市
2953,600285.SH,羚锐制药,0.0153374233128834,0.0,-,-,1.5,20180427,沪市
4751,000551.SZ,创元科技,0.0153374233128834,0.0,-,-,1.0,20180330,深主板
4599,002106.SZ,莱宝高科,0.0153139356814701,0.0,-,-,1.0,20180331,中小板
4488,002398.SZ,建研集团,0.0152919648318043,10.000948,-,10.000948,2.000189,20180403,中小板
5484,002815.SZ,崇达技术,0.0152628603730921,10.0,-,10.0,5.4,20180212,中小板
4165,600037.SH,歌华有线,0.0152542372881356,0.0,-,-,1.8,20180414,沪市
5152,600823.SH,世茂股份,0.0152284263959391,0.0,-,-,0.6,20180323,沪市
3672,000750.SZ,国海证券,0.0152284263959391,0.0,-,-,0.6,20180421,深主板
5253,600655.SH,豫园股份,0.0151975683890578,0.0,-,-,1.5,20180319,沪市
3111,601858.SH,中国科传,0.0151747655583973,0.0,-,-,1.78,20180426,沪市
3117,002351.SZ,漫步者,0.0151745068285281,0.0,-,-,1.0,20180426,中小板
4065,000830.SZ,鲁西化工,0.0151591712986357,0.0,-,-,3.0,20180417,深主板
3990,603023.SH,威帝股份,0.0151515151515152,0.0,-,-,1.0,20180418,沪市
4798,601390.SH,中国中铁,0.0151271753681392,0.0,-,-,1.13,20180330,沪市
5300,600729.SH,重庆百货,0.0151171579743008,0.0,-,-,6.0,20180316,沪市
4509,600380.SH,健康元,0.0151133501259446,0.0,-,-,1.8,20180403,沪市
5334,600011.SH,华能国际,0.0151057401812689,0.0,-,-,1.0,20180314,沪市
5023,600287.SH,江苏舜天,0.0150943396226415,0.0,-,-,0.8,20180327,沪市
5341,000301.SZ,东方盛虹,0.0150829562594269,0.0,-,-,1.0,20180313,深主板
4178,603699.SH,纽威股份,0.0150801131008483,0.0,-,-,1.6,20180414,沪市
5114,601607.SH,上海医药,0.0150674068199841,0.0,-,-,3.8,20180324,沪市
3391,002171.SZ,楚江新材,0.015046401179941,0.0,-,-,1.020146,20180425,中小板
3466,002736.SZ,国信证券,0.0150300601202405,0.0,-,-,1.5,20180424,中小板
3863,002165.SZ,红宝丽,0.015,0.0,-,-,0.6,20180420,中小板
4508,002593.SZ,日上集团,0.0149700598802395,0.0,-,-,0.5,20180403,中小板
4721,601018.SH,宁波港,0.0149402390438247,0.0,-,-,0.75,20180330,沪市
5298,603806.SH,福斯特,0.0149290868375218,3.0,-,3.0,6.0,20180316,沪市
4145,603055.SH,台华新材,0.0149152542372881,0.0,-,-,2.2,20180416,沪市
3489,002724.SZ,海洋王,0.014903129657228,2.0,-,2.0,1.0,20180424,中小板
4556,600757.SH,长江传媒,0.014903129657228,0.0,-,-,1.0,20180331,沪市
4754,600754.SH,锦江酒店,0.0148856990962254,0.0,-,-,5.6,20180330,沪市
2877,600208.SH,新湖中宝,0.0148825065274151,0.0,-,-,0.57,20180428,沪市
4601,300215.SZ,电科院,0.0148809523809524,0.0,-,-,1.0,20180331,创业板
3058,601198.SH,东兴证券,0.0148809523809524,0.0,-,-,1.5,20180427,沪市
5287,002782.SZ,可立克,0.0148698884758364,0.0,-,-,2.0,20180316,中小板
3207,600993.SH,马应龙,0.0148674854557207,0.0,-,-,2.3,20180426,沪市
4292,000538.SZ,云南白药,0.0148353278607457,0.0,-,-,15.0,20180412,深主板
5091,603777.SH,来伊份,0.0148203038162282,4.0,-,4.0,4.0,20180324,沪市
4532,002385.SZ,大北农,0.0148148148148148,0.0,-,-,0.8,20180331,中小板
3354,300355.SZ,蒙草生态,0.0147959183673469,0.0,0.0,0.0,0.87,20180425,创业板
3521,300585.SZ,奥联电子,0.0147710487444609,0.0,-,-,2.0,20180424,创业板
5370,601137.SH,博威合金,0.0147637795275591,0.0,-,-,1.5,20180310,沪市
5092,600859.SH,王府井,0.0147540983606557,0.0,-,-,3.6,20180324,沪市
4087,300112.SZ,万讯自控,0.0147420147420147,0.0,-,-,1.2,20180417,创业板
3814,603359.SH,东珠生态,0.0147405660377358,4.0,-,4.0,5.0,20180420,沪市
4049,603043.SH,广州酒家,0.0147182506307822,0.0,-,-,3.5,20180417,沪市
4936,601002.SH,晋亿实业,0.0147058823529412,0.0,-,-,1.0,20180328,沪市
2844,600500.SH,中化国际,0.0147058823529412,0.0,-,-,1.0,20180428,沪市
3009,002035.SZ,华帝股份,0.0146771037181996,5.0,2.0,3.0,3.0,20180427,中小板
4905,002807.SZ,江阴银行,0.0146627565982405,0.0,-,-,1.0,20180328,中小板
2955,603600.SH,永艺股份,0.0146627565982405,0.0,-,-,1.5,20180427,沪市
4439,002900.SZ,哈三联,0.0146584579302257,5.0,-,5.0,5.0,20180404,中小板
3490,000725.SZ,京东方A,0.0146198830409357,0.0,-,-,0.5,20180424,深主板
3673,603908.SH,牧高笛,0.0145348837209302,0.0,-,-,5.0,20180421,沪市
3380,002346.SZ,柘中股份,0.0145243282498184,0.0,-,-,2.0,20180425,中小板
4882,603866.SH,桃李面包,0.0145111554507528,0.0,-,-,8.0,20180328,沪市
3099,002284.SZ,亚太股份,0.0144927536231884,0.0,-,-,1.0,20180426,中小板
3188,600804.SH,鹏博士,0.014486391571554,0.0,-,-,1.65,20180426,沪市
4035,300224.SZ,正海磁材,0.014475271411339,0.0,-,-,1.2,20180417,创业板
4786,601992.SH,金隅集团,0.0144578313253012,0.0,-,-,0.48,20180330,沪市
4735,600403.SH,大有能源,0.0144549763033175,0.0,-,-,0.61,20180330,沪市
4493,000528.SZ,柳工,0.014436958614052,0.0,-,-,1.5,20180403,深主板
3577,000566.SZ,海南海药,0.0144092219020173,0.0,-,-,1.0,20180424,深主板
3400,002317.SZ,众生药业,0.0144,0.0,-,-,1.8,20180424,中小板
4205,603488.SH,展鹏科技,0.0143988480921526,0.0,-,-,2.0,20180413,沪市
3347,002448.SZ,中原内配,0.0143884892086331,0.0,-,-,1.0,20180425,中小板
2726,603693.SH,江苏新能,0.0143884892086331,0.0,-,-,2.0,20180828,沪市
4501,600782.SH,新钢股份,0.0143769968051118,0.0,-,-,0.9,20180403,沪市
4562,002032.SZ,苏泊尔,0.0143483459545636,0.0,-,-,7.2,20180331,中小板
4256,600512.SH,腾达建设,0.014336917562724,0.0,-,-,0.4,20180412,沪市
2787,002488.SZ,金固股份,0.0142314990512334,5.0,-,5.0,1.5,20180629,中小板
4737,000686.SZ,东北证券,0.0142247510668563,0.0,-,-,1.0,20180330,深主板
5312,300393.SZ,中来股份,0.0142224552937837,0.0,-,-,5.010571,20180315,创业板
4949,601111.SH,中国国航,0.0142113720642769,0.0,-,-,1.1497,20180328,沪市
5045,603179.SH,新泉股份,0.014208581983518,4.0,-,4.0,5.0,20180326,沪市
3985,601010.SH,文峰股份,0.0142045454545455,0.0,-,-,0.5,20180418,沪市
2711,600808.SH,马钢股份,0.0142045454545455,0.0,-,-,0.5,20180830,沪市
4382,600470.SH,六国化工,0.0142045454545455,0.0,-,-,0.5,20180410,沪市
4095,600361.SH,华联综超,0.0141843971631206,0.0,-,-,0.6,20180417,沪市
2989,601117.SH,中国化学,0.0141791044776119,0.0,-,-,0.95,20180427,沪市
3721,002443.SZ,金洲管道,0.0141242937853107,0.0,-,-,1.0,20180421,中小板
3348,300292.SZ,吴通控股,0.0141242937853107,0.0,-,-,0.5,20180425,创业板
5421,002326.SZ,永太科技,0.0141043723554302,0.0,-,-,1.0,20180306,中小板
2827,600351.SH,亚宝药业,0.0141043723554302,0.0,-,-,1.0,20180428,沪市
3178,603117.SH,万林物流,0.0140845070422535,4.0,-,4.0,1.0,20180426,沪市
3833,002550.SZ,千红制药,0.0140845070422535,0.0,0.0,0.0,0.8,20180420,中小板
3841,600097.SH,开创国际,0.014065335753176,0.0,-,-,1.55,20180420,沪市
5362,601878.SH,浙商证券,0.0140646976090014,0.0,-,-,1.0,20180313,沪市
3926,300039.SZ,上海凯宝,0.0140252454417952,0.0,-,-,1.0,20180419,创业板
3105,603168.SH,莎普爱思,0.0140154169586545,3.0,-,3.0,2.0,20180426,沪市
4941,600519.SH,贵州茅台,0.0139913245900805,0.0,-,-,109.99,20180328,沪市
4415,601179.SH,中国西电,0.0139841688654354,0.0,-,-,0.53,20180405,沪市
3785,000545.SZ,金浦钛业,0.0139664804469274,0.0,-,-,0.5,20180420,深主板
4018,002157.SZ,正邦科技,0.0139664804469274,0.0,-,-,0.5,20180418,中小板
4091,601127.SH,小康股份,0.0139616055846422,0.0,-,-,2.4,20180417,沪市
4298,603869.SH,新智认知,0.0139508928571429,0.0,-,-,2.5,20180412,沪市
3903,002287.SZ,奇正藏药,0.0139360978925901,0.0,-,-,4.1,20180420,中小板
3606,002832.SZ,比音勒芬,0.0139275766016713,7.0,-,7.0,10.0,20180423,中小板
4901,601168.SH,西部矿业,0.0139275766016713,0.0,-,-,1.0,20180328,沪市
3643,002872.SZ,*ST天圣,0.0139068945197407,5.0,-,5.0,2.36,20180423,中小板
5264,601996.SH,丰林集团,0.0138888888888889,0.0,-,-,0.6,20180317,沪市
4967,002572.SZ,索菲亚,0.0138760407030527,0.0,-,-,4.5,20180327,中小板
5246,600590.SH,泰豪科技,0.0138728323699422,3.0,3.0,-,1.2,20180320,沪市
2980,000042.SZ,中洲控股,0.0138600138600139,0.0,0.0,0.0,2.0,20180427,深主板
3724,000530.SZ,大冷股份,0.0138580886426593,0.0,-,-,0.500277,20180421,深主板
3915,603987.SH,康德莱,0.0138504155124654,4.0,-,4.0,1.5,20180420,沪市
3357,603016.SH,新宏泰,0.0138278388278388,0.0,-,-,3.02,20180425,沪市
2702,600738.SH,兰州民百,0.0137931034482759,0.0,-,-,1.0,20180830,沪市
2779,002539.SZ,云图控股,0.0137614678899083,0.0,-,-,0.6,20180726,中小板
5198,600299.SH,安迪苏,0.0137301587301587,0.0,-,-,1.73,20180321,沪市
4079,603885.SH,吉祥航空,0.0137101623571858,0.0,-,-,2.28,20180417,沪市
4759,601016.SH,节能风电,0.0137071651090343,0.0,-,-,0.44,20180330,沪市
3497,600389.SH,江山股份,0.0136770120988953,0.0,-,-,2.6,20180424,沪市
4194,300736.SZ,百邦科技,0.0136683417085427,5.0,-,5.0,6.8,20180413,创业板
4440,600901.SH,江苏租赁,0.0136363636363636,0.0,-,-,1.2,20180404,沪市
3502,002270.SZ,华明装备,0.0135900339750849,5.0,-,5.0,1.2,20180424,中小板
5118,600826.SH,兰生股份,0.013557133634603,0.0,-,-,2.1,20180324,沪市
5350,600523.SH,贵航股份,0.0135328562134027,4.0,-,4.0,2.08,20180313,沪市
5343,603536.SH,惠发食品,0.0134770889487871,4.0,-,4.0,2.5,20180313,沪市
5329,000915.SZ,山大华特,0.0134625740441572,0.0,-,-,2.5,20180315,深主板
2722,603158.SH,腾龙股份,0.013458162668227,0.0,-,-,2.3,20180828,沪市
3171,002169.SZ,智光电气,0.0134529147982063,0.0,-,-,0.6,20180426,中小板
5123,603288.SH,海天味业,0.0134514954897927,0.0,-,-,8.5,20180323,沪市
4359,000826.SZ,启迪环境,0.0134453781512605,4.0,-,4.0,4.0,20180410,深主板
4639,600369.SH,西南证券,0.0134408602150538,0.0,-,-,0.5,20180331,沪市
3677,002498.SZ,汉缆股份,0.0134328358208955,0.0,-,-,0.36,20180421,中小板
3768,300501.SZ,海顺新材,0.0134264232008593,5.0,0.0,5.0,5.0,20180420,创业板
2843,600580.SH,卧龙电驱,0.0134228187919463,0.0,-,-,1.0,20180428,沪市
3953,600345.SH,长江通信,0.0134048257372654,0.0,-,-,4.0,20180419,沪市
5204,600323.SH,瀚蓝环境,0.0133958472873409,0.0,-,-,2.0,20180321,沪市
5003,600597.SH,光明乳业,0.0133891213389121,0.0,-,-,1.6,20180327,沪市
4324,300497.SZ,富祥股份,0.0133618385889898,10.0,-,10.0,5.0,20180411,创业板
3909,002556.SZ,辉隆股份,0.0133587786259542,0.0,-,-,0.7,20180420,中小板
2700,000651.SZ,格力电器,0.0133451957295374,0.0,-,-,6.0,20180831,深主板
5033,600029.SH,南方航空,0.0133333333333333,0.0,-,-,1.0,20180327,沪市
3933,000791.SZ,甘肃电投,0.0133217993079585,0.0,0.0,0.0,0.77,20180419,深主板
3525,600589.SH,广东榕泰,0.013302752293578,0.0,-,-,0.58,20180424,沪市
3540,002144.SZ,宏达高科,0.0132978723404255,0.0,-,-,1.5,20180424,中小板
3442,002057.SZ,中钢天源,0.0132780082987552,5.0,-,5.0,1.6,20180424,中小板
4111,603360.SH,百傲化学,0.0132766861391397,4.0,-,4.0,2.5,20180417,沪市
4854,002182.SZ,云海金属,0.0132669983416252,0.0,-,-,0.8,20180329,中小板
5251,000850.SZ,华茂股份,0.013262599469496,0.0,-,-,0.5,20180320,深主板
3374,600240.SH,*ST华业,0.013262599469496,0.0,-,-,1.0,20180425,沪市
4779,600016.SH,民生银行,0.0132352941176471,2.0,-,2.0,0.9,20180330,沪市
3655,300250.SZ,初灵信息,0.0132187706543291,0.0,-,-,2.0,20180421,创业板
3883,603378.SH,亚士创能,0.0131868131868132,0.0,-,-,1.8,20180420,沪市
3199,601908.SH,京运通,0.0131578947368421,0.0,-,-,0.6,20180426,沪市
3134,002906.SZ,华阳集团,0.0131371518654756,0.0,-,-,2.5,20180426,中小板
2842,600201.SH,生物股份,0.0131004366812227,3.0,-,3.0,3.0,20180428,沪市
4643,600081.SH,东风科技,0.0130813953488372,0.0,-,-,1.35,20180331,沪市
4592,600141.SH,兴发集团,0.0130718954248366,2.0,-,2.0,2.0,20180331,沪市
4459,603811.SH,诚意药业,0.0130637636080871,0.0,-,-,4.2,20180403,沪市
4401,300298.SZ,三诺生物,0.0130548302872063,2.0,-,2.0,3.0,20180410,创业板
4138,603020.SH,爱普股份,0.0130548302872063,0.0,-,-,1.5,20180416,沪市
4725,603667.SH,五洲新春,0.0130208333333333,3.0,-,3.0,2.5,20180330,沪市
4590,000089.SZ,深圳机场,0.0130177514792899,0.0,-,-,1.1,20180331,深主板
4181,300343.SZ,联创股份,0.013,0.0,-,-,1.3,20180414,创业板
3759,300119.SZ,瑞普生物,0.0129757785467128,0.0,-,-,1.5,20180420,创业板
5095,600531.SH,豫光金铅,0.01296,0.0,-,-,0.81,20180324,沪市
3159,600730.SH,中国高科,0.0129511677282378,0.0,-,-,0.61,20180426,沪市
3789,603758.SH,秦安股份,0.0129482071713147,0.0,-,-,1.3,20180420,沪市
5516,300199.SZ,翰宇药业,0.0129366106080207,0.0,-,-,2.0,20180206,创业板
5432,002820.SZ,桂发祥,0.0129310344827586,6.0,0.0,6.0,3.0,20180301,中小板
3694,600231.SH,凌钢股份,0.0129198966408269,1.0,1.0,-,0.5,20180421,沪市
2731,601869.SH,长飞光纤,0.0129098889749548,0.0,-,-,5.0,20180827,沪市
4656,600438.SH,通威股份,0.0129032258064516,0.0,-,-,1.6,20180330,沪市
4615,603928.SH,兴业股份,0.0128992628992629,0.0,-,-,2.1,20180331,沪市
4184,600881.SH,亚泰集团,0.0128865979381443,0.0,-,-,0.5,20180414,沪市
4724,603002.SH,宏昌电子,0.0128772635814889,0.0,-,-,0.64,20180330,沪市
4289,600079.SH,人福医药,0.0128617363344051,0.0,-,-,1.6,20180412,沪市
5080,002839.SZ,张家港行,0.012853470437018,0.0,-,-,1.0,20180324,中小板
4361,600230.SH,沧州大化,0.012827090815803,4.0,-,4.0,5.0,20180410,沪市
3292,002802.SZ,洪汇新材,0.0127905901639344,0.0,-,-,3.511017,20180425,中小板
4339,002381.SZ,双箭股份,0.0127877237851662,0.0,-,-,1.0,20180410,中小板
3753,002831.SZ,裕同科技,0.0127849989345834,0.0,-,-,6.0,20180420,中小板
3018,002397.SZ,梦洁股份,0.0127659574468085,0.0,-,-,0.6,20180427,中小板
3773,002836.SZ,新宏泽,0.0127616130678918,0.0,-,-,2.5,20180420,中小板
4870,600362.SH,江西铜业,0.0127145581691036,0.0,-,-,2.0,20180329,沪市
4589,600667.SH,太极实业,0.0126742712294043,0.0,-,-,1.0,20180331,沪市
4226,600070.SH,浙江富润,0.0126742712294043,0.0,-,-,1.0,20180413,沪市
3479,002483.SZ,润邦股份,0.0126582278481013,0.0,-,-,0.5,20180424,中小板
3817,000906.SZ,浙商中拓,0.012652276843467,2.934063,-,2.934063,0.978021,20180420,深主板
2769,600273.SH,嘉化能源,0.012639029322548,0.0,-,-,1.25,20180808,沪市
3084,603816.SH,顾家家居,0.0126299171161689,0.0,-,-,9.6,20180426,沪市
4958,300570.SZ,太辰光,0.0126219162363741,0.0,-,-,2.2,20180328,创业板
3361,000018.SZ,*ST神城,0.0126182965299685,0.0,-,-,0.4,20180425,深主板
5028,603898.SH,好莱客,0.0126160990712074,0.0,-,-,3.26,20180327,沪市
3483,002795.SZ,永和智控,0.0126135216952573,0.0,0.0,0.0,2.5,20180424,中小板
3167,002048.SZ,宁波华翔,0.0126050420168067,0.0,-,-,1.5,20180426,中小板
2848,600629.SH,华建集团,0.0125733445096396,0.0,-,-,1.5,20180428,沪市
5321,000043.SZ,中航善达,0.0125628140703518,0.0,-,-,1.0,20180315,深主板
4636,600278.SH,东方创业,0.0125628140703518,0.0,-,-,1.0,20180331,沪市
5147,600995.SH,文山电力,0.0125628140703518,0.0,-,-,1.0,20180323,沪市
3156,603226.SH,菲林格尔,0.0125575554625366,3.0,-,3.0,3.0,20180426,沪市
4650,600861.SH,北京城乡,0.0125553914327917,0.0,-,-,0.85,20180331,沪市
3063,600809.SH,山西汾酒,0.0125418060200669,0.0,-,-,6.0,20180427,沪市
5225,600738.SH,兰州民百,0.012531328320802,0.0,-,-,1.0,20180320,沪市
5519,300586.SZ,美联新材,0.0125281884239539,15.0,-,15.0,5.0,20180206,创业板
3568,000415.SZ,渤海租赁,0.0125260960334029,0.0,-,-,0.6,20180424,深主板
4741,600643.SH,爱建集团,0.0125260960334029,0.0,-,-,1.2,20180330,沪市
4407,300660.SZ,江苏雷利,0.0125136868449867,8.0,-,8.0,8.0,20180409,创业板
4134,603685.SH,晨丰科技,0.0125134072220236,3.0,-,3.0,3.5,20180416,沪市
2941,000975.SZ,银泰资源,0.0125078173858662,4.0,0.0,4.0,2.0,20180427,深主板
3021,603589.SH,口子窖,0.0124958347217594,0.0,-,-,7.5,20180427,沪市
3121,603197.SH,保隆科技,0.0124937531234383,4.0,-,4.0,5.0,20180426,沪市
3628,000869.SZ,张裕A,0.0124843945068664,0.0,-,-,5.0,20180423,深主板
4404,600715.SH,文投控股,0.0124780316344464,0.0,-,-,0.71,20180410,沪市
4685,603883.SH,老百姓,0.012465719272002,0.0,-,-,10.0,20180330,沪市
5222,603368.SH,柳药股份,0.0124645892351275,4.0,-,4.0,6.6,20180320,沪市
4897,000600.SZ,建投能源,0.0124416796267496,0.0,-,-,0.8,20180328,深主板
3913,000761.SZ,本钢板材,0.0124069478908189,0.0,-,-,0.5,20180420,深主板
5249,600814.SH,杭州解百,0.0124031007751938,0.0,-,-,0.8,20180320,沪市
3082,603567.SH,珍宝岛,0.0123994638069705,0.0,-,-,1.85,20180426,沪市
4983,300068.SZ,南都电源,0.0123915737298637,0.0,-,-,2.0,20180327,创业板
5285,002244.SZ,滨江集团,0.0123880597014925,0.0,-,-,0.83,20180316,中小板
3075,002455.SZ,百川股份,0.0123609394313968,0.0,-,-,1.0,20180426,中小板
5414,002092.SZ,中泰化学,0.0123558484349259,0.0,-,-,1.5,20180306,中小板
4686,603757.SH,大元泵业,0.0123527175978715,4.0,-,4.0,6.5,20180330,沪市
3053,600863.SH,内蒙华电,0.0123456790123457,0.0,-,-,0.3,20180427,沪市
5475,603626.SH,科森科技,0.0123395853899309,4.0,-,4.0,2.5,20180213,沪市
2946,002081.SZ,金螳螂,0.0123253903040263,0.0,-,-,1.5,20180427,中小板
3158,600979.SH,广安爱众,0.0123152709359606,0.0,-,-,0.5,20180426,沪市
4790,600775.SH,南京熊猫,0.0123022847100176,0.0,-,-,0.7,20180330,沪市
4380,002811.SZ,亚泰国际,0.0122925629993854,0.0,-,-,2.0,20180410,中小板
