,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,RowNum,EITIME,EUTIME,NOTICEDATE,Iskcb
0,沪市,600962,国投中鲁,0.0,-,-,0.5,0.00695410292072323,2013-04-02T00:00:00,-5.8424,1.8414,2013-05-27T00:00:00,2013-05-28T00:00:00,-19.8611,2301.0,262210000.0,0.1263,3.82214106,2.009146,0.671419,-26.0253,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",15506,2013-05-21T21:20:58,2014-03-31T17:41:49,2013-05-22T00:00:00,
1,深主板,000903,云内动力,0.0,-,-,0.5,0.00904159132007233,2013-04-02T00:00:00,0.2,4.3396,2013-05-28T00:00:00,2013-05-29T00:00:00,-19.4853,2300.0,680760000.0,0.1,3.82833869,1.857899,0.672166,69.6917,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",15500,2013-05-22T18:58:23,2014-03-31T17:41:49,2013-05-23T00:00:00,
2,沪市,601126,四方股份,0.0,-,-,2.5,0.0137665198237885,2013-04-02T00:00:00,4.2674,13.4291,2013-05-29T00:00:00,2013-05-30T00:00:00,-11.6564,2299.0,406595000.0,0.73,7.0934269,4.322612,1.554671,35.9762,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派2.50元(含税,扣税后2.25元)",15458,2013-05-23T21:51:47,2014-03-31T17:41:49,2013-05-24T00:00:00,
3,中小板,002509,天广中茂,10.0,-,10.0,0.5,0.00235294117647059,2013-04-02T00:00:00,5.7681,5.985,2013-05-29T00:00:00,2013-05-30T00:00:00,-10.4816,2299.0,200000000.0,0.69,4.1235073,1.822585,1.178805,132.4004,2012-12-31T00:00:00,2013-04-16T00:00:00,实施分配,"10转10.00派0.50元(含税,扣税后0.45元)",15433,2013-05-22T18:58:31,2014-03-31T17:41:49,2013-05-23T00:00:00,
4,沪市,601137,博威合金,0.0,-,-,1.8,0.0111593304401736,2013-04-02T00:00:00,0.5571,6.9629,2013-05-30T00:00:00,2013-05-31T00:00:00,-23.738,2298.0,215000000.0,0.5,8.89613373,6.402506,1.30665,-20.2429,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派1.80元(含税,扣税后1.62元)",15427,2013-05-24T18:09:57,2014-03-31T17:41:49,2013-05-25T00:00:00,
5,沪市,600581,八一钢铁,0.0,-,-,0.7,0.0132827324478178,2013-04-02T00:00:00,-5.2731,1.9342,2013-05-30T00:00:00,2013-05-31T00:00:00,-18.0769,2298.0,766448935.0,0.2,4.78684879,1.114966,1.709058,-67.9625,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派0.70元(含税,扣税后0.63元)",15424,2013-05-27T09:27:47,2014-03-31T17:41:50,2013-05-27T00:00:00,
6,中小板,002120,韵达股份,0.0,-,-,1.0,0.0128205128205128,2013-04-02T00:00:00,-2.9299,-3.1056,2013-06-05T00:00:00,2013-06-06T00:00:00,-10.7095,2292.0,150280000.0,0.48,3.04878964,0.392563,1.536116,246.5107,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",15276,2013-05-29T18:01:36,2014-03-31T17:41:48,2013-05-30T00:00:00,
7,创业板,300255,常山药业,0.0,-,-,1.0,0.00504286434694907,2013-04-02T00:00:00,1.6,14.4919,2013-06-05T00:00:00,2013-06-06T00:00:00,31.3766,2292.0,188418700.0,0.54,5.84,3.636913,1.066283,39.9556,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",15271,2013-05-30T20:24:30,2014-03-31T17:41:50,2013-05-31T00:00:00,
8,沪市,600070,浙江富润,0.0,-,-,3.0,0.0339750849377123,2013-04-02T00:00:00,-0.9721,1.2615,2013-06-05T00:00:00,2013-06-06T00:00:00,-14.0143,2292.0,182878488.0,0.7,3.22438095,0.867958,1.080071,239.1152,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",15267,2013-05-30T20:24:30,2014-03-31T17:41:50,2013-05-31T00:00:00,
9,沪市,601818,光大银行,0.0,-,-,0.58,0.0187096774193548,2013-04-02T00:00:00,-3.5144,-2.5157,2013-06-05T00:00:00,2013-06-06T00:00:00,-8.3333,2292.0,40434790000.0,0.58,2.82,0.501002,0.466477,30.5679,2012-12-31T00:00:00,2013-04-02T00:00:00,实施分配,"10派0.58元(含税,扣税后0.522元)",15254,2013-05-30T17:14:11,2014-03-31T17:41:49,2013-05-31T00:00:00,
