,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,最新公告日期
311,创业板,300566,激智科技,3.0,0.0,3.0,1.25,0.00528988573846805,2018-04-25T00:00:00,1.0518,-16.1759,2018-06-28T00:00:00,2018-06-29T00:00:00,-12.3662,442.0,124234500.0,0.5,5.09832513,3.344219,1.643699,1.9719,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转3.00派1.25元(含税,扣税后1.125元)",2018-06-21T00:00:00
312,中小板,002027,分众传媒,2.0,-,2.0,1.0,0.00921658986175115,2018-04-25T00:00:00,2.5824,-14.4322,2018-06-28T00:00:00,2018-06-29T00:00:00,11.4942,442.0,12231566900.0,0.49,0.84801682,0.015224,0.791856,34.9005,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转2.00派1.00元(含税,扣税后0.90元)",2018-06-22T00:00:00
313,中小板,002399,海普瑞,0.0,-,-,0.45,0.00203252032520325,2018-04-25T00:00:00,21.2558,-10.2554,2018-06-29T00:00:00,2018-07-02T00:00:00,-21.011,439.0,1247201704.0,0.1053,6.07792465,3.380826,1.1202,-66.9103,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.45元(含税,扣税后0.405元)",2018-06-22T00:00:00
314,沪市,603069,海汽集团,0.0,-,-,0.5,0.00541711809317443,2018-04-25T00:00:00,-3.9883,-4.1537,2018-07-02T00:00:00,2018-07-03T00:00:00,-15.6352,438.0,316000000.0,0.16,3.38912647,1.191152,1.023835,-19.2596,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-26T00:00:00
315,创业板,300337,银邦股份,0.0,-,-,0.1,0.00128040973111396,2018-04-25T00:00:00,-14.2466,26.1712,2018-07-02T00:00:00,2018-07-03T00:00:00,-26.5201,438.0,821920000.0,0.0095,1.87264605,0.69509,0.132697,7.2636,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-26T00:00:00
316,中小板,002681,奋达科技,3.977059,-,3.977059,0.596558,0.00687278801843318,2018-04-25T00:00:00,3.2839,-2.1421,2018-07-03T00:00:00,2018-07-04T00:00:00,-16.4103,437.0,1487911372.0,0.34,4.16270485,2.225988,0.914165,15.0642,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转3.977059派0.596558元(含税,扣税后0.536902元)",2018-06-28T00:00:00
317,创业板,300504,天邑股份,0.0,-,-,1.5,0.0036144578313253,2018-04-25T00:00:00,-3.5931,10.4311,2018-07-03T00:00:00,2018-07-04T00:00:00,-16.6224,437.0,267408000.0,1.1466,4.22935224,0.154472,2.761317,51.321,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-27T00:00:00
318,创业板,300175,朗源股份,0.0,0.0,0.0,0.1,0.00238663484486873,2018-04-25T00:00:00,5.2224,-4.5558,2018-07-03T00:00:00,2018-07-04T00:00:00,-1.7032,437.0,470800000.0,0.084,1.75990576,0.157317,0.662948,39.8152,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-26T00:00:00
319,沪市,600797,浙大网新,0.0,-,-,0.5,0.00487329434697856,2018-04-25T00:00:00,-11.0007,11.2798,2018-07-03T00:00:00,2018-07-04T00:00:00,-2.1298,437.0,1055988046.0,0.32,4.22817992,2.066326,1.002509,23.6526,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-28T00:00:00
320,中小板,002298,中电兴发,0.0,-,-,0.5,0.00686813186813187,2018-04-25T00:00:00,-2.2883,7.3746,2018-07-03T00:00:00,2018-07-04T00:00:00,-4.1311,437.0,703960660.0,0.2446,6.11147336,4.123398,0.919206,10.5375,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-27T00:00:00
321,创业板,300733,西菱动力,0.0,-,-,1.5,0.00805152979066022,2018-04-25T00:00:00,-3.6555,-2.1534,2018-07-04T00:00:00,2018-07-05T00:00:00,-7.6111,436.0,160000000.0,0.84,5.18908456,1.423565,2.590698,8.92,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-27T00:00:00
322,沪市,603557,起步股份,0.0,-,-,0.6,0.00450788880540947,2018-04-25T00:00:00,-1.7847,-3.2703,2018-07-04T00:00:00,2018-07-05T00:00:00,5.5774,436.0,469979658.0,0.44,2.97404631,1.145183,0.776095,10.6768,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-06-27T00:00:00
323,中小板,002779,中坚科技,0.0,-,-,0.36,0.001713469776297,2018-04-25T00:00:00,-1.2455,0.6226,2018-07-04T00:00:00,2018-07-05T00:00:00,-9.4574,436.0,132000000.0,0.18,4.78032422,1.480141,2.035518,-33.1662,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.36元(含税,扣税后0.324元)",2018-06-28T00:00:00
324,创业板,300686,智动力,6.0,-,6.0,1.0,0.00346020761245675,2018-04-25T00:00:00,4.3546,11.9287,2018-07-04T00:00:00,2018-07-05T00:00:00,-15.8011,436.0,129483000.0,0.4,4.93377271,1.823624,1.91137,-28.6723,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转6.00派1.00元(含税,扣税后0.90元)",2018-06-28T00:00:00
325,创业板,300289,利德曼,0.0,-,-,0.3,0.00488599348534202,2018-04-25T00:00:00,-0.6342,-7.1104,2018-07-05T00:00:00,2018-07-06T00:00:00,-1.9544,435.0,423805235.0,0.17,3.11156811,0.595791,1.356957,4.9083,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-29T00:00:00
326,中小板,002883,中设股份,6.0,-,6.0,2.0,0.00478468899521531,2018-04-25T00:00:00,-6.3101,-0.9244,2018-07-05T00:00:00,2018-07-06T00:00:00,-14.1502,435.0,54144300.0,1.05,7.12703672,3.837821,2.083313,21.1614,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转6.00派2.00元(含税,扣税后1.80元)",2018-07-02T00:00:00
327,创业板,300148,天舟文化,0.0,-,-,0.16,0.0036697247706422,2018-04-25T00:00:00,4.7776,7.3892,2018-07-05T00:00:00,2018-07-06T00:00:00,7.2235,435.0,844934446.0,0.16,4.94108829,3.430444,0.749811,-44.9779,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.16元(含税,扣税后0.144元)",2018-06-29T00:00:00
328,创业板,300605,恒锋信息,2.972048,-,2.972048,0.594409,0.00257208567719602,2018-04-25T00:00:00,-11.166,9.0094,2018-07-05T00:00:00,2018-07-06T00:00:00,-12.9972,435.0,84790000.0,0.5246,5.28222449,2.806698,1.322454,14.6674,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转2.972048派0.594409元(含税,扣税后0.534968元)",2018-06-28T00:00:00
329,沪市,603920,世运电路,0.0,-,-,4.6,0.036078431372549,2018-04-25T00:00:00,-9.3091,4.6798,2018-07-05T00:00:00,2018-07-06T00:00:00,2.4732,435.0,401800000.0,0.49,5.83187943,3.272831,1.351475,-31.7353,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派4.60元(含税,扣税后4.14元)",2018-06-29T00:00:00
330,中小板,002403,爱仕达,0.0,-,-,1.5,0.0167597765363128,2018-04-25T00:00:00,1.8868,0.224,2018-07-05T00:00:00,2018-07-06T00:00:00,-4.9255,435.0,350320801.0,0.49,6.30511794,3.555104,1.558292,25.7503,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-29T00:00:00
331,创业板,300155,安居宝,0.0,-,-,0.1,0.00217864923747277,2018-04-25T00:00:00,-3.5256,2.0,2018-07-05T00:00:00,2018-07-06T00:00:00,-2.5806,435.0,543370602.0,0.02,2.10726625,0.657462,0.346275,-24.4821,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-28T00:00:00
332,沪市,601339,百隆东方,0.0,-,-,1.0,0.0183150183150183,2018-04-25T00:00:00,0.4065,2.0561,2018-07-05T00:00:00,2018-07-06T00:00:00,-2.8571,435.0,1500000000.0,0.33,4.84392959,1.572328,2.057675,-19.378,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-28T00:00:00
333,沪市,600919,江苏银行,0.0,-,-,1.8,0.0280373831775701,2018-04-25T00:00:00,0.6973,-0.3106,2018-07-09T00:00:00,2018-07-10T00:00:00,-0.3215,431.0,11544450000.0,1.03,7.89704785,1.392468,2.545691,11.9166,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.80元(含税,扣税后1.62元)",2018-07-03T00:00:00
334,中小板,002712,思美传媒,0.0,-,-,1.1,0.00604727872457394,2018-04-25T00:00:00,-6.7607,-2.2569,2018-07-09T00:00:00,2018-07-10T00:00:00,-11.8428,431.0,341883817.0,0.76,9.58145968,6.211548,2.284786,63.2512,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.10元(含税,扣税后0.99元)",2018-07-03T00:00:00
335,中小板,002040,南京港,0.0,-,-,0.3,0.00354609929078014,2018-04-25T00:00:00,-3.367,-6.5193,2018-07-09T00:00:00,2018-07-10T00:00:00,1.5187,431.0,372282154.0,0.2856,6.48318498,4.433078,0.883645,25.6682,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-07-03T00:00:00
336,创业板,300152,科融环境,0.0,-,-,0.06,0.00209059233449477,2018-04-25T00:00:00,-3.5885,2.8674,2018-07-09T00:00:00,2018-07-10T00:00:00,-1.3746,431.0,712800000.0,0.01,1.65860798,0.709947,-0.114434,103.5379,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.06元(含税,扣税后0.054元)",2018-07-04T00:00:00
337,中小板,002448,中原内配,0.0,-,-,1.0,0.0143884892086331,2018-04-25T00:00:00,-1.3921,4.5113,2018-07-09T00:00:00,2018-07-10T00:00:00,-2.7737,431.0,606822305.0,0.4723,3.95056819,1.017015,1.876847,30.1482,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-07-04T00:00:00
338,创业板,300292,吴通控股,0.0,-,-,0.5,0.0141242937853107,2018-04-25T00:00:00,-1.5656,5.0445,2018-07-09T00:00:00,2018-07-10T00:00:00,-0.2809,431.0,1274850476.0,0.18,2.13438996,0.691015,0.415519,34.3127,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-07-03T00:00:00
339,中小板,002646,青青稞酒,0.0,-,-,0.7,0.00551615445232466,2018-04-25T00:00:00,4.1765,-1.1682,2018-07-09T00:00:00,2018-07-10T00:00:00,5.098,431.0,450000000.0,-0.2093,5.13067131,1.903838,1.922076,-143.5696,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.70元(含税,扣税后0.63元)",2018-07-03T00:00:00
340,创业板,300084,海默科技,0.0,-,-,0.15,0.00286806883365201,2018-04-25T00:00:00,1.9264,12.2318,2018-07-09T00:00:00,2018-07-10T00:00:00,-6.8834,431.0,384765738.0,0.0335,4.67943609,3.232788,0.407338,82.0809,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.15元(含税,扣税后0.135元)",2018-07-04T00:00:00
341,中小板,002369,卓翼科技,0.0,-,-,0.601104,0.00681523809523809,2018-04-25T00:00:00,-1.891,-1.891,2018-07-10T00:00:00,2018-07-11T00:00:00,-17.4658,430.0,579971704.0,0.04,3.6528141,2.246742,0.317007,21.8236,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.601104元(含税,扣税后0.540994元)",2018-07-05T00:00:00
342,创业板,300187,永清环保,0.0,0.0,0.0,0.3,0.00321888412017167,2018-04-25T00:00:00,-41.1195,-7.3559,2018-07-10T00:00:00,2018-07-11T00:00:00,-25.1884,430.0,648217285.0,0.22,2.50490184,0.611065,0.832236,1.4118,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-07-05T00:00:00
343,创业板,300118,东方日升,0.0,-,-,1.0,0.00925925925925926,2018-04-25T00:00:00,-32.1485,-8.0851,2018-07-10T00:00:00,2018-07-11T00:00:00,-44.5794,430.0,904301941.0,0.78,8.26616644,5.63578,1.484849,-5.6729,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-07-04T00:00:00
344,创业板,300355,蒙草生态,0.0,0.0,0.0,0.87,0.0147959183673469,2018-04-25T00:00:00,-7.3926,-2.0,2018-07-10T00:00:00,2018-07-11T00:00:00,-8.881,430.0,1604242081.0,0.53,2.24550689,0.17653,0.863065,148.7326,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.87元(含税,扣税后0.783元)",2018-07-04T00:00:00
345,创业板,300426,唐德影视,0.0,-,-,0.5,0.00362844702467344,2018-04-25T00:00:00,-1.5821,10.9501,2018-07-10T00:00:00,2018-07-11T00:00:00,-34.8946,430.0,400000000.0,0.48,3.0199378,0.275315,1.664852,7.5255,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-07-05T00:00:00
346,深主板,000620,新华联,0.0,-,-,1.0,0.018450184501845,2018-04-25T00:00:00,0.6897,-3.2143,2018-07-10T00:00:00,2018-07-11T00:00:00,-2.243,430.0,1896690420.0,0.45,3.39187822,1.081714,1.91023,63.6298,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-07-04T00:00:00
347,沪市,603016,新宏泰,0.0,-,-,3.02,0.0138278388278388,2018-04-25T00:00:00,2.8311,-3.2772,2018-07-10T00:00:00,2018-07-11T00:00:00,-15.9239,430.0,148160000.0,0.3,5.45036872,1.944027,2.260543,-31.8592,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派3.02元(含税,扣税后2.718元)",2018-07-03T00:00:00
348,中小板,002808,恒久科技,0.0,-,-,0.5,0.00483558994197292,2018-04-25T00:00:00,-2.9818,-0.5769,2018-07-11T00:00:00,2018-07-12T00:00:00,12.5581,429.0,192000000.0,0.159,2.81748525,0.685552,0.962931,-25.8253,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-07-05T00:00:00
349,创业板,300055,万邦达,0.0,-,-,0.7,0.0062780269058296,2018-04-25T00:00:00,1.5296,-2.535,2018-07-11T00:00:00,2018-07-12T00:00:00,-11.6928,429.0,865184815.0,0.353,6.68745166,4.17501,1.421654,16.4445,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.70元(含税,扣税后0.63元)",2018-07-06T00:00:00
350,创业板,300097,智云股份,0.0,-,-,0.6,0.00319148936170213,2018-04-25T00:00:00,-1.7489,14.0777,2018-07-11T00:00:00,2018-07-12T00:00:00,-34.5615,429.0,288549669.0,0.62,6.87030171,4.389548,1.421901,83.0845,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-07-06T00:00:00
351,深主板,000018,*ST神城,0.0,-,-,0.4,0.0126182965299685,2018-04-25T00:00:00,1.0345,-10.452,2018-07-11T00:00:00,2018-07-12T00:00:00,-5.5728,429.0,1698245011.0,0.22,1.26688579,-0.765113,0.885092,-19.7548,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-07-06T00:00:00
352,创业板,300315,掌趣科技,0.0,-,-,0.1,0.0025974025974026,2018-04-25T00:00:00,-0.1736,-6.326,2018-07-11T00:00:00,2018-07-12T00:00:00,2.267,429.0,2757992863.0,0.1,3.09358373,1.489854,0.562053,-48.1121,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-07-05T00:00:00
353,沪市,601595,上海电影,0.0,-,-,2.6,0.0164870006341154,2018-04-25T00:00:00,1.4396,-0.7552,2018-07-11T00:00:00,2018-07-12T00:00:00,-8.2702,429.0,373500000.0,0.69,5.61863015,2.19617,2.095222,8.8223,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.60元(含税,扣税后2.34元)",2018-07-06T00:00:00
354,中小板,002743,富煌钢构,0.0,-,-,0.42,0.00596590909090909,2018-04-25T00:00:00,-1.4673,1.0043,2018-07-11T00:00:00,2018-07-12T00:00:00,-7.9545,429.0,337210880.0,0.21,5.88457483,3.569128,1.2936,39.4067,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.42元(含税,扣税后0.378元)",2018-07-06T00:00:00
355,创业板,300267,尔康制药,0.0,-,-,0.2,0.00477326968973747,2018-04-25T00:00:00,-5.9016,-7.9121,2018-07-11T00:00:00,2018-07-12T00:00:00,-19.5349,429.0,2062604870.0,0.2533,2.60189906,0.463653,1.08798,-34.3113,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-07-04T00:00:00
356,深主板,000886,海南高速,0.0,-,-,0.5,0.0108695652173913,2018-04-25T00:00:00,-3.7891,-2.9536,2018-07-11T00:00:00,2018-07-12T00:00:00,-6.0606,429.0,988828300.0,0.095,2.68856241,0.954595,0.352496,49.0837,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-07-06T00:00:00
357,创业板,300126,锐奇股份,0.0,-,-,0.100477,0.00208891891891892,2018-04-25T00:00:00,2.5862,1.2632,2018-07-12T00:00:00,2018-07-13T00:00:00,2.9536,428.0,303957600.0,0.01,3.40250509,1.555671,0.670605,-28.9309,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.100477元(含税,扣税后0.090429元)",2018-07-05T00:00:00
358,创业板,300477,合纵科技,8.0,-,8.0,1.0,0.00446428571428571,2018-04-25T00:00:00,1.0065,17.8947,2018-07-12T00:00:00,2018-07-13T00:00:00,-18.7087,428.0,323441468.0,0.45,5.94493375,3.335024,1.495451,49.504,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10转8.00派1.00元(含税,扣税后0.90元)",2018-07-06T00:00:00
359,中小板,002855,捷荣技术,0.0,-,-,0.5,0.00496524329692155,2018-04-25T00:00:00,5.694,6.9002,2018-07-12T00:00:00,2018-07-13T00:00:00,-5.8883,428.0,240000000.0,0.23,4.97432124,2.08601,1.752061,-28.2625,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-07-06T00:00:00
360,创业板,300362,天翔环境,0.0,-,-,0.2,0.00206611570247934,2018-04-25T00:00:00,-1.8447,-5.561,2018-07-12T00:00:00,2018-07-13T00:00:00,-51.3458,428.0,436999190.0,0.155,4.13847286,2.794399,0.705999,-48.3973,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-07-06T00:00:00
361,中小板,002869,金溢科技,0.0,-,-,3.0,0.012,2018-04-25T00:00:00,-2.5524,2.1659,2018-07-12T00:00:00,2018-07-13T00:00:00,-16.2781,428.0,117800000.0,0.85,8.68115592,5.349354,1.966657,-26.4915,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-07-07T00:00:00
362,深主板,000732,泰禾集团,0.0,0.0,0.0,2.2,0.0119176598049838,2018-04-25T00:00:00,-2.3326,-1.6516,2018-07-12T00:00:00,2018-07-13T00:00:00,-16.1518,428.0,1244450720.0,1.7072,12.94355166,3.722965,5.410376,24.4328,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.20元(含税,扣税后1.98元)",2018-07-07T00:00:00
363,中小板,002721,金一文化,0.0,-,-,0.35,0.00444726810673443,2018-04-25T00:00:00,-41.21,-31.0254,2018-07-12T00:00:00,2018-07-13T00:00:00,-4.25,428.0,834718154.0,0.27,5.61512402,3.653319,0.939526,4.7827,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.35元(含税,扣税后0.315元)",2018-07-05T00:00:00
364,沪市,600240,*ST华业,0.0,-,-,1.0,0.013262599469496,2018-04-25T00:00:00,0.6394,4.4321,2018-07-12T00:00:00,2018-07-13T00:00:00,5.6757,428.0,1424253600.0,0.7,4.77692832,0.396291,3.304503,-18.0788,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-07-09T00:00:00
365,创业板,300198,纳川股份,0.0,-,-,0.1,0.00166944908180301,2018-04-25T00:00:00,-43.9799,-7.8462,2018-07-12T00:00:00,2018-07-13T00:00:00,-41.806,428.0,1031548540.0,0.069,1.59793442,0.136007,0.424706,11.4476,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-07-05T00:00:00
366,创业板,300093,金刚玻璃,0.0,-,-,0.1,0.00139664804469274,2018-04-25T00:00:00,7.1596,7.0254,2018-07-12T00:00:00,2018-07-13T00:00:00,-5.8989,428.0,216000000.0,0.08,4.14564991,1.790894,1.115575,282.3643,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-07-05T00:00:00
367,创业板,300209,天泽信息,0.0,-,-,0.202477,0.00146192779783394,2018-04-25T00:00:00,3.6469,-10.1816,2018-07-13T00:00:00,2018-07-16T00:00:00,-7.2382,425.0,290656742.0,0.37,7.1387486,5.117022,0.970503,11.2708,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.202477元(含税,扣税后0.182229元)",2018-07-09T00:00:00
368,中小板,002766,*ST索菱,0.0,-,-,0.25,0.00297619047619048,2018-04-25T00:00:00,4.5147,-29.2929,2018-07-13T00:00:00,2018-07-16T00:00:00,-5.7108,425.0,421754014.0,0.35,4.4596522,2.164036,1.135793,85.8062,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.25元(含税,扣税后0.225元)",2018-07-10T00:00:00
369,沪市,603315,福鞍股份,0.0,-,-,0.15,0.00120578778135048,2018-04-25T00:00:00,-0.5632,-3.1907,2018-07-13T00:00:00,2018-07-16T00:00:00,-10.0563,425.0,219950901.0,0.0437,4.46221364,2.727653,0.615911,-74.1563,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.15元(含税,扣税后0.135元)",2018-07-10T00:00:00
370,中小板,002346,柘中股份,0.0,-,-,2.0,0.0145243282498184,2018-04-25T00:00:00,1.9253,6.4142,2018-07-13T00:00:00,2018-07-16T00:00:00,-10.597,425.0,441575416.0,0.59,4.80115997,1.179448,1.67443,1185.8726,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-07-09T00:00:00
371,创业板,300171,东富龙,0.0,-,-,0.6,0.00873362445414847,2018-04-25T00:00:00,0.6098,1.6272,2018-07-13T00:00:00,2018-07-16T00:00:00,-0.1471,425.0,628337040.0,0.2,4.75683982,1.803422,1.580521,-47.5088,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-07-06T00:00:00
372,创业板,300048,合康新能,0.0,0.0,0.0,0.2,0.00680272108843537,2018-04-25T00:00:00,0.3125,-4.2345,2018-07-13T00:00:00,2018-07-16T00:00:00,-6.9686,425.0,1126540857.0,0.06,2.25079445,0.746973,0.443222,-62.2224,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-07-10T00:00:00
373,中小板,002254,泰和新材,0.0,-,-,0.5,0.00436681222707424,2018-04-25T00:00:00,3.5714,2.2321,2018-07-17T00:00:00,2018-07-18T00:00:00,7.7261,423.0,610833600.0,0.16,3.32373387,0.372145,1.434533,70.0729,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-07-11T00:00:00
374,中小板,002496,辉丰股份,0.0,-,-,0.3,0.0104166666666667,2018-04-25T00:00:00,7.541,2.1277,2018-07-17T00:00:00,2018-07-18T00:00:00,-22.807,423.0,1507479136.0,0.27,2.50682721,0.637864,0.766449,133.9915,2017-12-31T00:00:00,2018-04-28T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-07-11T00:00:00
375,深主板,000498,山东路桥,0.0,-,-,0.6,0.0156657963446475,2018-04-25T00:00:00,-3.4305,-8.1535,2018-07-18T00:00:00,2018-07-19T00:00:00,4.8257,422.0,1120139063.0,0.5143,3.5838548,-0.496916,2.24102,34.0582,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-07-12T00:00:00
376,沪市,600216,浙江医药,0.0,-,-,0.8,0.00631911532385466,2018-04-25T00:00:00,11.9466,5.5,2018-07-18T00:00:00,2018-07-19T00:00:00,-15.6607,422.0,965608000.0,0.27,7.54885023,1.324911,4.055715,-43.7582,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",2018-07-12T00:00:00
377,中小板,002098,浔兴股份,0.0,-,-,0.2,0.00122473974280465,2018-04-25T00:00:00,-51.8087,0.9895,2018-07-19T00:00:00,2018-07-20T00:00:00,-67.0141,421.0,358000000.0,0.33,3.40514912,0.864563,1.347753,0.4199,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-07-13T00:00:00
378,创业板,300359,全通教育,0.0,0.0,0.0,0.2,0.00286532951289398,2018-04-25T00:00:00,1.7964,0.0,2018-07-20T00:00:00,2018-07-23T00:00:00,-0.4237,418.0,633772477.0,0.1,3.26494533,1.674027,0.553111,-35.604,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-07-17T00:00:00
