,代码,名称,股息率,送转总比例,送股比例,转股比例,现金分红比例,预案公告日
11102,600694,大商股份,0.0212085507490322,0.0,-,-,12.6,2015
11171,600033,福建高速,0.0211864406779661,0.0,-,-,1.0,2015
10668,2372,伟星新材,0.0210822206605762,3.0,-,3.0,6.0,2015
11381,600598,北大荒,0.0210016155088853,0.0,-,-,3.9,2015
10780,600098,广州发展,0.0208574739281576,0.0,-,-,1.8,2015
11652,600019,宝钢股份,0.0205479452054795,0.0,-,-,1.8,2015
11971,601369,陕鼓动力,0.0205086136177194,0.0,-,-,2.5,2015
11200,2557,洽洽食品,0.0204618532592809,5.0,-,5.0,7.0,2015
10476,600177,雅戈尔,0.0204331834899877,0.0,-,-,5.0,2015
10942,600668,尖峰集团,0.02,0.0,-,-,2.5,2015
11029,858,五粮液,0.019782393669634,0.0,-,-,6.0,2015
10639,601169,北京银行,0.0196540880503145,2.0,2.0,-,2.5,2015
10651,600612,老凤祥,0.0196078431372549,0.0,-,-,9.0,2015
11129,600182,S佳通,0.019588638589618,0.0,-,-,6.0,2015
11312,601158,重庆水务,0.0193648334624322,0.0,-,-,2.5,2015
11961,601991,大唐发电,0.0193164933135215,0.0,-,-,1.3,2015
12116,600183,生益科技,0.0192012288786482,0.0,-,-,2.5,2015
10355,600252,中恒集团,0.0191514437242192,20.0,13.0,7.0,3.25,2015
11615,600723,首商股份,0.0191387559808612,0.0,-,-,1.6,2015
11539,600012,皖通高速,0.0190871369294606,0.0,-,-,2.3,2015
11224,600886,国投电力,0.0190408970976253,0.0,-,-,2.8866,2015
10650,600197,伊力特,0.0189612530915087,0.0,-,-,2.3,2015
11709,488,晨鸣纸业,0.018842530282638,0.0,-,-,1.4,2015
12165,501,鄂武商A,0.0188235294117647,0.0,-,-,4.0,2015
11411,402,金融街,0.018754688672168,0.0,-,-,2.5,2015
10784,601777,力帆股份,0.0187265917602996,0.0,-,-,2.0,2015
10531,2304,洋河股份,0.0185082361650935,4.0,-,4.0,20.0,2015
10714,600622,光大嘉宝,0.0184210526315789,0.0,-,-,2.1,2015
10675,600887,伊利股份,0.018357044515833,10.0,-,10.0,8.0,2015
10401,601222,林洋能源,0.0183217295712715,0.0,-,-,5.0,2015
12095,2419,天虹股份,0.0180038474025974,0.0,-,-,3.327111,2015
10257,600028,中国石化,0.0178571428571429,0.0,-,-,0.9,2015
12087,601360,三六零,0.0178147268408551,0.0,-,-,3.0,2015
10903,601668,中国建筑,0.0178053830227743,0.0,-,-,1.72,2015
11063,2035,华帝股份,0.0178015131286159,0.0,-,-,4.0,2015
11740,600563,法拉电子,0.0177755205688167,0.0,-,-,7.0,2015
10533,2440,闰土股份,0.0176735218508997,0.0,-,-,5.5,2015
10939,600519,贵州茅台,0.0173854286736357,1.0,1.0,-,43.74,2015
10251,600226,瀚叶股份,0.0172176308539945,17.0,10.0,7.0,2.5,2015
11538,601601,中国太保,0.0172057811424639,0.0,-,-,5.0,2015
11999,2563,森马服饰,0.0171673819742489,10.0,-,10.0,10.0,2015
11242,600376,首开股份,0.0171428571428571,0.0,-,-,2.4,2015
11333,2687,乔治白,0.0170940170940171,5.0,-,5.0,3.0,2015
10645,600780,通宝能源,0.0170648464163823,0.0,-,-,1.5,2015
11506,600690,海尔智家,0.0169948186528497,10.0,-,10.0,4.92,2015
11752,2039,黔源电力,0.0169563374311149,0.0,-,-,4.0,2015
11563,789,万年青,0.0169300225733634,5.0,-,5.0,3.0,2015
12066,600864,哈投股份,0.0168690958164642,0.0,-,-,2.5,2015
10585,2275,桂林三金,0.0167691447736165,0.0,-,-,6.0,2015
10983,828,东莞控股,0.0167224080267559,0.0,-,-,2.5,2015
11451,2662,京威股份,0.0165380374862183,0.0,-,-,3.0,2015
10930,600497,驰宏锌锗,0.0165198237885463,0.0,-,-,1.5,2015
11560,600018,上港集团,0.0164882226980728,0.0,-,-,1.54,2015
11959,999,华润三九,0.0164251207729469,0.0,-,-,4.08,2015
11644,2158,汉钟精机,0.0164068908941756,0.0,-,-,4.0,2015
11636,559,万向钱潮,0.0163398692810458,2.0,-,2.0,3.0,2015
12127,601688,华泰证券,0.0163238654913484,0.0,-,-,5.0,2015
10866,603699,纽威股份,0.016214025131739,0.0,-,-,4.0,2015
11960,423,东阿阿胶,0.0161616161616162,0.0,-,-,8.0,2015
10448,861,海印股份,0.0160901045856798,9.0,8.0,1.0,2.0,2015
11458,601808,中海油服,0.0160696350853699,0.0,-,-,4.8,2015
12022,600048,保利地产,0.0159527326440177,0.0,-,-,2.16,2015
11891,600859,王府井,0.0158970476911431,0.0,-,-,4.2,2015
11818,2226,江南化工,0.0158394931362196,10.0,-,10.0,4.5,2015
11969,2701,奥瑞金,0.0158273381294964,6.0,-,6.0,6.6,2015
11558,600170,上海建工,0.0158102766798419,3.0,-,3.0,2.0,2015
12234,600566,济川药业,0.0158040300276571,0.0,-,-,4.0,2015
11734,600658,电子城,0.0157575757575758,0.0,-,-,2.6,2015
11989,600761,安徽合力,0.015748031496063,0.0,-,-,3.0,2015
11099,600,建投能源,0.0155086848635236,0.0,-,-,2.5,2015
10870,718,苏宁环球,0.0154559505409583,3.0,3.0,-,2.0,2015
11805,2367,康力电梯,0.0154320987654321,0.0,-,-,2.5,2015
11787,429,粤高速A,0.0153374233128834,0.0,-,-,1.0,2015
11862,601633,长城汽车,0.0152875979361743,0.0,-,-,8.0,2015
10901,601799,星宇股份,0.0151928320997273,0.0,-,-,7.8,2015
11773,603188,ST亚邦,0.0151745068285281,10.0,-,10.0,10.0,2015
11976,600987,航民股份,0.0151734104046243,0.0,-,-,2.1,2015
10198,600176,中国巨石,0.0150797486708555,12.0,-,12.0,3.12,2015
11850,600028,中国石化,0.0150273224043716,0.0,-,-,1.1,2015
10309,601877,正泰电器,0.0149588631264024,0.0,-,-,6.0,2015
11986,2521,齐峰新材,0.014903129657228,0.0,-,-,3.0,2015
12039,600583,海油工程,0.0147814910025707,0.0,-,-,2.3,2015
11742,2032,苏泊尔,0.0147512864493997,0.0,-,-,4.3,2015
11332,2546,新联电子,0.0146412884333821,0.0,-,-,3.0,2015
12289,600816,安信信托,0.0145894122551063,0.0,-,-,7.0,2015
11605,600386,北巴传媒,0.0145303580695381,0.0,-,-,2.8,2015
11447,600004,白云机场,0.0145,0.0,-,-,2.9,2015
12215,2249,大洋电机,0.014475079533404,10.0,-,10.0,2.73,2015
11945,531,穗恒运A,0.014407334643091,0.0,-,-,2.2,2015
11844,600650,锦江投资,0.0142938822184105,0.0,-,-,2.5,2015
10928,600529,山东药玻,0.0142857142857143,0.0,-,-,1.5,2015
11064,600067,冠城大通,0.014265335235378,0.0,-,-,2.0,2015
10503,876,新希望,0.0142369020501139,0.0,-,-,2.5,2015
11879,708,大冶特钢,0.0141643059490085,0.0,-,-,2.0,2015
11863,600481,双良节能,0.0141143260409315,0.0,-,-,4.0,2015
11565,600597,光明乳业,0.0141129032258064,0.0,-,-,2.8,2015
10826,2333,*ST罗普,0.0140977443609023,0.0,-,-,3.0,2015
10617,2083,孚日股份,0.0140845070422535,0.0,-,-,1.0,2015
11098,603688,石英股份,0.0140488901376791,0.0,-,-,5.0,2015
11556,2381,双箭股份,0.0140252454417952,5.0,-,5.0,3.0,2015
12047,963,华东医药,0.0140073081607795,0.0,-,-,9.2,2015
10687,600743,华远地产,0.014002333722287,0.0,-,-,1.2,2015
11624,600754,锦江酒店,0.0138840680319334,0.0,-,-,4.0,2015
10623,600361,华联综超,0.0138504155124654,0.0,-,-,1.0,2015
12172,600236,桂冠电力,0.0138445154419595,0.0,-,-,1.3,2015
11942,600315,上海家化,0.013819664703217,0.0,-,-,6.1,2015
10635,601188,龙江交通,0.0137795275590551,0.0,-,-,0.7,2015
10266,2352,顺丰控股,0.0137741046831956,0.0,-,-,3.0,2015
11566,151,中成股份,0.0137646249139711,0.0,-,-,4.0,2015
10978,539,粤电力A,0.0137646249139711,2.0,2.0,-,2.0,2015
11806,2615,哈尔斯,0.013728720483251,10.0,-,10.0,5.0,2015
10762,600897,厦门空港,0.0136390017411492,0.0,-,-,4.7,2015
10296,603789,星光农机,0.0135915732246007,0.0,-,-,4.0,2015
10620,2133,广宇集团,0.0134453781512605,0.0,-,-,0.8,2015
10249,601000,唐山港,0.0134048257372654,0.0,-,-,1.0,2015
11707,600641,万业企业,0.0133570792520036,0.0,-,-,1.5,2015
10371,2498,汉缆股份,0.013351134846462,21.0,11.0,10.0,3.0,2015
10252,809,铁岭新城,0.0133333333333333,5.0,5.0,-,1.0,2015
11041,600827,百联股份,0.0132205182443152,0.0,-,-,2.5,2015
11632,600858,银座股份,0.013189448441247,0.0,-,-,1.1,2015
11797,39,中集集团,0.0131244707874682,0.0,-,-,3.1,2015
12054,600826,兰生股份,0.013121546961326,0.0,-,-,3.8,2015
11169,600820,隧道股份,0.0131004366812227,0.0,-,-,1.5,2015
10291,2616,长青集团,0.0130694548170276,0.0,-,-,3.5,2015
11196,601116,三江购物,0.0130548302872063,0.0,-,-,2.0,2015
11174,600162,香江控股,0.0130331753554502,0.0,-,-,1.1,2015
11128,2001,新和成,0.0130111524163569,0.0,-,-,3.5,2015
11763,2294,信立泰,0.0129461808766414,6.0,-,6.0,7.0,2015
11724,600340,华夏幸福,0.0128928283642224,10.0,10.0,-,8.0,2015
11387,603899,晨光文具,0.0128832775057975,0.0,-,-,5.0,2015
11896,300124,汇川技术,0.012869166023166,0.0,-,-,4.999671,2015
12038,987,越秀金控,0.012827090815803,0.0,-,-,5.0,2015
11422,2391,长青股份,0.0128205128205128,0.0,-,-,3.0,2015
10669,2293,罗莱生活,0.0128122998078155,15.0,-,15.0,10.0,2015
10260,2403,爱仕达,0.0127959053103007,3.0,-,3.0,2.0,2015
11040,601117,中国化学,0.0127737226277372,0.0,-,-,1.05,2015
10494,600500,中化国际,0.012720156555773,0.0,-,-,1.3,2015
10436,600030,中信证券,0.0127188628158845,0.0,-,-,2.8185,2015
11567,2187,广百股份,0.0126796280642434,0.0,-,-,3.0,2015
10681,603001,奥康国际,0.0126518218623482,0.0,-,-,5.0,2015
11758,600362,江西铜业,0.0125786163522013,0.0,-,-,2.0,2015
10626,603167,渤海轮渡,0.0125104253544621,0.0,-,-,1.5,2015
12067,2415,海康威视,0.0125,0.0,-,-,4.0,2015
11743,2152,广电运通,0.0124921923797626,0.0,-,-,6.0,2015
11303,2455,百川股份,0.0124378109452736,10.0,-,10.0,2.5,2015
12174,100,TCL集团,0.0124223602484472,0.0,-,-,0.8,2015
10399,603198,迎驾贡酒,0.0124146492861577,0.0,-,-,4.0,2015
11843,600716,凤凰股份,0.0124069478908189,0.0,-,-,1.0,2015
10408,601933,永辉超市,0.0123849329205366,0.0,-,-,1.2001,2015
10206,2413,雷科防务,0.0123678884641331,21.0,-,21.0,5.5,2015
12347,2597,金禾实业,0.0123507616303005,10.0,-,10.0,3.0,2015
12099,603288,海天味业,0.0123367198838897,8.0,-,8.0,8.5,2015
11441,600352,浙江龙盛,0.0123365408339502,10.0,-,10.0,5.0,2015
10683,600693,东百集团,0.0123304562268804,0.0,-,-,2.0,2015
10480,600020,中原高速,0.0122699386503067,0.0,-,-,1.2,2015
10312,2489,浙江永强,0.0121908742598398,25.0,-,25.0,3.5,2015
11516,600600,青岛啤酒,0.0121753246753247,0.0,-,-,4.5,2015
11716,1872,招商港口,0.0121393780442113,0.0,-,-,3.24,2015
11614,600837,海通证券,0.0121300339640951,0.0,-,-,2.5,2015
11715,600021,上海电力,0.0119846596356663,0.0,-,-,2.5,2015
10925,685,中山公用,0.0119760479041916,8.0,-,8.0,3.0,2015
11349,417,合肥百货,0.0119363395225464,0.0,-,-,1.8,2015
11176,419,通程控股,0.0119331742243437,0.0,-,-,1.0,2015
11599,600266,北京城建,0.0119310649580203,0.0,-,-,2.7,2015
11031,625,长安汽车,0.0118035882908404,0.0,-,-,2.5,2015
12086,600009,上海机场,0.0117765814266487,0.0,-,-,3.5,2015
10989,600697,欧亚集团,0.0117731002497324,0.0,-,-,3.3,2015
10986,603123,翠微股份,0.0117647058823529,0.0,-,-,1.6,2015
11921,600449,宁夏建材,0.0117647058823529,0.0,-,-,1.8,2015
11892,543,皖能电力,0.0117570215545395,0.0,-,-,1.8,2015
12106,601700,风范股份,0.0117294053464266,15.0,-,15.0,4.3,2015
12034,603788,宁波高发,0.0116356382978723,0.0,-,-,3.5,2015
10697,600060,海信电器,0.0116320687186829,0.0,-,-,3.25,2015
11110,600662,强生控股,0.0116279069767442,0.0,-,-,1.0,2015
11768,2478,常宝股份,0.0116279069767442,0.0,-,-,2.0,2015
10807,581,威孚高科,0.0116009280742459,0.0,-,-,4.0,2015
12192,300146,汤臣倍健,0.0115233924867481,0.0,-,-,5.0,2015
10409,2568,百润股份,0.0115207373271889,10.0,-,10.0,10.0,2015
11708,600985,淮北矿业,0.0115176151761518,5.0,-,5.0,1.7,2015
11676,951,中国重汽,0.0114810562571757,0.0,-,-,3.0,2015
11488,600068,葛洲坝,0.0114591291061879,0.0,-,-,1.5,2015
11172,600461,洪城水业,0.0114503816793893,0.0,-,-,1.5,2015
11748,600742,一汽富维,0.0114394661582459,0.0,-,-,4.8,2015
11115,600153,建发股份,0.0114220445459737,0.0,-,-,2.0,2015
11042,600628,新世界,0.0113636363636364,0.0,-,-,1.5,2015
11602,601139,深圳燃气,0.0113492063492063,0.0,-,-,1.43,2015
10921,90,天健集团,0.0113412228796844,0.0,-,-,2.3,2015
11353,600396,*ST金山,0.0113378684807256,0.0,-,-,1.0,2015
11680,600801,华新水泥,0.0113333333333333,0.0,-,-,1.7,2015
10836,600351,亚宝药业,0.0113278791692889,0.0,-,-,1.8,2015
11240,975,银泰资源,0.0113207547169811,0.0,-,-,2.1,2015
11926,786,北新建材,0.0113061984570364,10.0,-,10.0,4.25,2015
11622,600081,东风科技,0.0112676056338028,0.0,-,-,2.0,2015
11948,300046,台基股份,0.0112422709387296,0.0,-,-,4.0,2015
12048,600976,健民集团,0.0112293144208038,0.0,-,-,3.8,2015
10783,600159,大龙地产,0.0111607142857143,0.0,-,-,0.5,2015
11498,600016,民生银行,0.0111561866125761,0.0,-,-,1.1,2015
10565,600509,天富能源,0.011047619047619,0.0,-,-,1.16,2015
11953,600717,天津港,0.0110047846889952,0.0,-,-,2.07,2015
12224,601678,滨化股份,0.010989010989011,5.0,-,5.0,1.7,2015
11304,603369,今世缘,0.0109828217403548,0.0,-,-,3.9,2015
12061,601058,赛轮轮胎,0.0109507217521155,10.0,-,10.0,2.2,2015
11723,300039,上海凯宝,0.0109170305676856,3.0,-,3.0,2.0,2015
11177,601,韶能股份,0.0108813928182807,0.0,-,-,1.0,2015
11690,2454,松芝股份,0.0108774474256708,0.0,-,-,3.0,2015
11771,603766,隆鑫通用,0.0108416547788873,0.0,-,-,2.28,2015
12020,600269,赣粤高速,0.0108108108108108,0.0,-,-,1.0,2015
11659,300200,高盟新材,0.0107296137339056,0.0,-,-,2.0,2015
11175,600803,新奥股份,0.0106737825216811,0.0,-,-,1.6,2015
11840,603993,洛阳钼业,0.0106508875739645,0.0,-,-,1.8,2015
10557,600418,江淮汽车,0.0106177606177606,0.0,-,-,1.1,2015
11788,601628,中国人寿,0.0105988341282459,0.0,-,-,4.0,2015
10253,338,潍柴动力,0.0105820105820106,0.0,-,-,1.0,2015
11697,601607,上海医药,0.0105762217359592,0.0,-,-,2.9,2015
10656,2705,新宝股份,0.0105708245243129,0.0,-,-,2.5,2015
11884,600383,金地集团,0.0105519480519481,0.0,-,-,1.3,2015
11363,11,深物业A,0.0105313547151747,0.0,-,-,2.2,2015
12228,838,财信发展,0.0105263157894737,0.0,-,-,1.5,2015
12123,600141,兴发集团,0.0105263157894737,0.0,-,-,2.0,2015
11183,2519,银河电子,0.0105235464351486,10.0,-,10.0,4.0,2015
11728,2410,广联达,0.0105180120957139,5.0,-,5.0,4.0,2015
11554,2725,跃岭股份,0.0105014439485429,6.0,-,6.0,4.0,2015
10622,601002,晋亿实业,0.0104931794333683,0.0,-,-,1.0,2015
11792,600007,中国国贸,0.0104712041884817,0.0,-,-,2.0,2015
10791,739,普洛药业,0.0104422604422604,0.0,-,-,0.85,2015
11401,600438,通威股份,0.0104166666666667,0.0,-,-,2.0,2015
10619,600409,三友化工,0.0104166666666667,0.0,-,-,0.8,2015
12015,600309,万华化学,0.01041305102395,0.0,-,-,3.0,2015
11351,600805,悦达投资,0.0104022191400832,0.0,-,-,1.5,2015
11432,600226,瀚叶股份,0.0103305785123967,0.0,-,-,1.5,2015
10435,600089,特变电工,0.0103292446739832,0.0,-,-,1.6,2015
10785,2078,太阳纸业,0.0103092783505155,0.0,-,-,0.5,2015
11001,600116,三峡水利,0.0102810143934202,0.0,-,-,1.5,2015
10806,600674,川投能源,0.0101936799184506,10.0,-,10.0,3.0,2015
10730,600395,盘江股份,0.0101845957988542,0.0,-,-,1.6,2015
10816,2165,红宝丽,0.0101796070975919,0.0,-,-,0.803171,2015
10947,2689,远大智能,0.0101763907734057,8.0,-,8.0,3.0,2015
10814,600189,吉林森工,0.0101522842639594,0.0,-,-,1.0,2015
12333,601339,百隆东方,0.0101289134438306,10.0,-,10.0,2.2,2015
10879,2394,联发股份,0.010126582278481,0.0,-,-,2.0,2015
10624,869,张裕A,0.0101242521859181,0.0,-,-,4.4,2015
10876,2489,浙江永强,0.0101010101010101,3.0,-,3.0,5.0,2015
11238,600969,郴电国际,0.0100980392156863,0.0,-,-,1.236,2015
10837,600008,首创股份,0.0100942126514132,0.0,-,-,1.5,2015
11603,600665,天地源,0.0100767754318618,0.0,-,-,1.05,2015
11799,600196,复星医药,0.0100394406597347,0.0,-,-,2.8,2015
11755,600483,福能股份,0.0100050025012506,0.0,-,-,2.0,2015
10860,2088,鲁阳节能,0.01,0.0,-,-,1.0,2015
10200,300408,三环集团,0.00999143591207536,10.0,-,10.0,3.5,2015
12089,2117,东港股份,0.0099601593625498,0.0,-,-,3.0,2015
11495,601800,中国交建,0.00992027729636049,0.0,-,-,1.7172,2015
11638,2449,国星光电,0.00987491770901909,0.0,-,-,1.5,2015
10869,600327,大东方,0.00984251968503937,0.0,-,-,1.0,2015
10708,600561,江西长运,0.00975359342915811,0.0,-,-,1.9,2015
11088,2403,爱仕达,0.00975039001560062,0.0,-,-,2.5,2015
11747,600221,海航控股,0.00974045801526718,0.0,-,-,0.638,2015
10625,2646,青青稞酒,0.0097012029491657,0.0,-,-,2.5,2015
11121,600261,阳光照明,0.00968992248062015,5.0,-,5.0,1.5,2015
10552,2244,滨江集团,0.00968366688185926,10.0,6.0,4.0,1.5,2015
11621,600846,同济科技,0.00968054211035818,0.0,-,-,1.0,2015
11575,2007,华兰生物,0.00967273899725939,0.0,-,-,6.0,2015
12036,2661,克明面业,0.00967117988394584,0.0,-,-,5.0,2015
10862,600039,四川路桥,0.00967117988394584,0.0,-,-,0.5,2015
11373,2360,同德化工,0.00967117988394584,0.0,-,-,1.0,2015
11482,601515,东风股份,0.00964242667738047,0.0,-,-,2.4,2015
11791,600655,豫园股份,0.00958029197080292,0.0,-,-,2.1,2015
10244,29,深深房A,0.00949598246895544,0.0,-,-,1.3,2015
10612,2267,陕天然气,0.00946372239747634,0.0,-,-,1.5,2015
12171,600050,中国联通,0.00945224719101124,0.0,-,-,0.673,2015
11993,2317,众生药业,0.00936329588014981,0.0,-,-,2.5,2015
11288,600551,时代出版,0.00934353604510673,0.0,-,-,2.32,2015
12083,600814,杭州解百,0.00932504440497336,0.0,-,-,1.05,2015
10325,2132,恒星科技,0.00929368029739777,0.0,-,-,0.5,2015
11769,2572,索菲亚,0.00928381962864721,0.0,-,-,3.5,2015
10431,600510,黑牡丹,0.00922162162162162,0.0,-,-,0.853,2015
11681,601107,四川成渝,0.00920598388952819,0.0,-,-,0.8,2015
12203,2533,金杯电工,0.00919117647058824,0.0,-,-,1.0,2015
10661,541,佛山照明,0.00917431192660551,3.0,-,3.0,2.2,2015
11449,528,柳工,0.00916870415647922,0.0,-,-,1.5,2015
10245,601766,中国中车,0.0091533180778032,0.0,-,-,1.2,2015
10502,600356,恒丰纸业,0.00915148063781321,0.0,-,-,0.8035,2015
10246,600016,民生银行,0.00913520097442144,0.0,-,-,0.75,2015
11571,2062,宏润建设,0.0091324200913242,0.0,-,-,1.0,2015
12259,2727,一心堂,0.00911854103343465,0.0,-,-,6.0,2015
10996,600059,古越龙山,0.00910125142207054,0.0,-,-,0.8,2015
12227,413,东旭光电,0.00907441016333938,0.0,-,-,1.0,2015
11377,2734,利民股份,0.00904704463208685,3.0,-,3.0,3.0,2015
12053,600639,浦东金桥,0.00903808908973531,0.0,-,-,1.4,2015
12098,300127,银河磁体,0.00903614457831325,0.0,-,-,1.5,2015
12109,300181,佐力药业,0.00903342366757001,7.0,-,7.0,2.0,2015
11107,300005,探路者,0.00902993670886076,0.0,-,-,1.997422,2015
11757,63,中兴通讯,0.00901306894997747,2.0,-,2.0,2.0,2015
11938,600332,白云山,0.00899453902987472,0.0,-,-,2.8,2015
12195,2164,宁波东力,0.00897666068222621,0.0,-,-,1.0,2015
11663,600160,巨化股份,0.008952551477171,0.0,-,-,1.0,2015
11878,600657,信达地产,0.00892060660124889,0.0,-,-,1.0,2015
10504,600851,海欣股份,0.00888888888888889,0.0,-,-,1.0,2015
12055,1,平安银行,0.00878787878787879,2.0,-,2.0,1.74,2015
11212,2287,奇正藏药,0.0087455035971223,0.0,-,-,3.89,2015
11692,783,长江证券,0.00873108265424913,0.0,-,-,1.5,2015
11722,631,顺发恒业,0.00871080139372822,4.0,4.0,-,1.0,2015
11485,601186,中国铁建,0.00870069605568445,0.0,-,-,1.5,2015
11185,2508,老板电器,0.00869716472429988,5.0,-,5.0,5.0,2015
12335,600393,粤泰股份,0.00869565217391304,0.0,-,-,1.0,2015
11166,600517,置信电气,0.00865051903114187,0.0,-,-,1.0,2015
10353,2249,大洋电机,0.00859259259259259,0.0,-,-,1.16,2015
10568,2634,棒杰股份,0.00857632933104631,0.0,-,-,2.0,2015
12154,2595,豪迈科技,0.00853096741170449,10.0,-,10.0,5.0,2015
11338,600633,浙数文化,0.00853043815432338,0.0,-,-,2.2,2015
11893,600621,华鑫股份,0.00852272727272727,0.0,-,-,0.9,2015
10868,600210,紫江企业,0.00850340136054422,0.0,-,-,0.5,2015
11887,839,中信国安,0.00848536274925753,0.0,-,-,2.0,2015
12288,600052,浙江广厦,0.00847457627118644,0.0,-,-,0.75,2015
11760,601333,广深铁路,0.00846023688663283,0.0,-,-,0.5,2015
12327,2683,宏大爆破,0.0084554678692221,15.0,-,15.0,3.0,2015
11954,300382,斯莱克,0.00844594594594595,12.0,-,12.0,15.0,2015
11084,2099,海翔药业,0.00844594594594595,0.0,-,-,2.0,2015
11260,2567,唐人神,0.00843608046722907,0.0,-,-,1.3,2015
11911,2404,嘉欣丝绸,0.00843525938422606,10.0,-,10.0,2.0,2015
11941,600271,航天信息,0.00840448239060832,0.0,-,-,6.3,2015
11627,785,武汉中商,0.00834724540901502,0.0,-,-,1.0,2015
